text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	xpos	deprel	feats	token_hash	group_hash	group	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
stare	stare	VERB		678	0.000212	3161	0.000988	V	ccomp	VerbForm=Inf	f7203abe-1858-57cd-b0c1-e0fad6ff7c76	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Deve stare sveglia.	You must stay awake.	Io non devo più stare qui.	I don't need to be here anymore.	Devi solo stare là senza fare nulla.	You have only to stand there doing nothing.
sta	stare	VERB		596	0.000186	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	f324666a-9735-518a-96c6-1cfe6be73ac9	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Tom sta molto meglio ora.	Tom is much better now.	Sta a lei.	It's up to you.	Questo cappello non mi sta bene.	This hat doesn't fit me.
sto	stare	VERB		288	9e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin	781e2506-2bff-5d3f-93e2-472fd7e9bb29	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Non sto per nulla bene.	I'm not at all well.	Sto bene, grazie per aver chiesto.	I'm fine, thanks for asking.	Sto per preparare degli hamburger.	I'm going to prepare some hamburgers.
stai	stare	VERB		245	7.7e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin	054bb086-fe4c-523f-a636-128cbbfab5c5	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Quella caduta è stata brutale. Stai bene?	That fall was brutal. Are you OK?	Stai bene con i capelli corti.	You look nice with your hair short.	Stai per diventare padre?	Are you about to be a father?
stia	stare	VERB		232	7.3e-05	3161	0.000988	V	ccomp	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	42339969-9bae-59be-a740-1fb406557510	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Stia qui.	Stay here.	Non voglio che stia là da sola.	I don't want her to stay there alone.	Speriamo che stia bene.	Let's hope he's all right.
state	stare	VERB		196	6.1e-05	3161	0.000988	V	root	Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin	6b239f41-2f4c-50bc-aa31-04815ca4e0c3	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	State alla larga da quel posto.	Stay away from that place.	State indietro, per favore.	Stand back, please.	State per essere esonerati.	You're about to be exonerated.
stava	stare	VERB		155	4.8e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin	2b478159-ff96-5b03-8362-e899202e2f17	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Perché non ci avete detto che questo stava per capitare?	Why didn't you tell us this was going to happen?	Tom stava alla perfezione.	Tom was perfectly fine.	Perché non ci hai detto che questo stava per succedere?	Why didn't you tell us this was going to happen?
stavo	stare	VERB		142	4.4e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=1|Tense=Imp|VerbForm=Fin	5b274822-4f13-5aa7-a091-d95f3dcb29ce	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Lo stavo per fare in ogni caso.	I was going to do that anyway.	Tom arrivò nel momento esatto in cui stavo per farlo.	Tom came over just as I was about to do that.	Lo stavo per fare ieri.	I was going to do it yesterday.
starò	stare	VERB		135	4.2e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin	5ffee21b-2ce1-5d97-8fbf-fdaa633a3828	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Stai bene? Starò bene. (Cioè, una volta che vedrò un cardiologo. Penso che il mio cuore si sia fermato.) Allora devi andare in tribunale! Vai con molte benedizioni!	Are you alright? I'll be fine. (That is, once I see a cardiologist. I think my heart stopped.) Then you must go to the courthouse! Go with many blessings!	Starò con mio zio in Australia.	I'll stay with my uncle in Australia.	Starò con lei.	I'll stay with you.
stanno	stare	VERB		111	3.5e-05	3161	0.000988	V	root	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	a434e427-c3b2-59fc-bb14-4d467b8cba78	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Le cose stanno per diventare brutte.	Things are about to get ugly.	Stanno per abbattere quel monumento.	They're going to knock down that monument.	Loro stanno per impiccare Tom.	They're going to hang Tom.
starà	stare	VERB		95	3e-05	3161	0.000988	V	conj	Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin	151f5fa6-b543-5ccf-8c6a-7fece7b2a222	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Io penso che Tom starà bene.	I think Tom is going to be OK.	Sami starà bene.	Sami is gonna be OK.	Questo vestito vi starà bene addosso.	This dress will look good on you.
stiamo	stare	VERB		58	1.8e-05	3161	0.000988	V	root	Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin	7faa63c8-a7de-5025-a285-cf4fc98d6fe3	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Stiamo tutti bene qui.	We're all right here.	Stiamo per perdere.	We're going to lose.	Stiamo per andare a nuotare.	We're about to go swimming.
stavano	stare	VERB		45	1.4e-05	3161	0.000988	V	root	Mood=Ind|Number=Plur|Person=3|Tense=Imp|VerbForm=Fin	5adab6fa-ce22-53c4-ad1c-8252767da484	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Stavano ancora tutti ridendo.	Everyone was still laughing.	Dissero che stavano bene.	They said that they were fine.	Chiunque poteva vedere che stavano insieme.	Anyone could see they were together.
starai	stare	VERB		36	1.1e-05	3161	0.000988	V	root	Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin	c8bfeba4-b59c-57f8-84ed-a9aae0a255cd	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Starai bene senza di me.	You'll be fine without me.	Tu starai meglio.	You'll get better.	Starai bene?	Are you going to be OK?
starete	stare	VERB		32	1e-05	3161	0.000988	V	root	Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin	6bc9d5f0-9b9b-54f6-a16e-06adab7181a2	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Starete meglio presto.	You'll be better soon.	Starete meglio.	You'll get better.	Voi starete bene.	You'll be fine.
star	stare	VERB		26	8e-06	3161	0.000988	V	advcl	VerbForm=Inf	44fb3e80-ccaa-511f-9d15-ba33c4a35a14	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Non riesce a star fermo un attimo.	He can't stand still for a moment.	Puoi star certa che faremo tutto il possibile.	You may rest assured that we shall do all we can.	Potete star certi che faremo tutto il possibile.	You may rest assured that we shall do all we can.
stando	stare	VERB		25	8e-06	3161	0.000988	V	csubj	VerbForm=Ger	5a135041-6251-51e1-8897-ef4ef66719cc	a661f7eb-2676-5f25-9eb4-3064ea09806b	lemma=stare, pos=VERB	Stando al giornale di oggi, c'è stato un incendio in città.	According to today's paper, there was a fire in the city.	Ho visto molte cose stando lì.	I saw many things by being there.	Stando alle previsioni del tempo, pioverà domani.	According to the weather forecast, it is going to rain tomorrow.
