term_italian,is_base,base_term_italian,translation_english,topics,mood,tense,person_number,gender,plurality,is_compound,notes,example_sentence_italian,example_sentence_english
parlare,true,parlare,to speak / to talk,"communication,language",non-finite,infinitive,n/a,n/a,n/a,false,base lemma,"Voglio parlare con te.","I want to speak with you."
parlando,false,parlare,speaking,"communication,language",non-finite,gerund,n/a,n/a,n/a,false,,"Sto parlando al telefono.","I am speaking on the phone."
parlata,false,parlare,spoken (feminine singular),"communication,language",non-finite,participle,n/a,feminine,singular,false,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,"La parola parlata era chiara.","The spoken word was clear."
parlate,false,parlare,spoken (feminine plural),"communication,language",non-finite,participle,n/a,feminine,plural,false,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,"Le frasi parlate erano poche.","The spoken sentences were few."
parlati,false,parlare,spoken (masculine plural),"communication,language",non-finite,participle,n/a,masculine,plural,false,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,"I concetti parlati erano interessanti.","The spoken concepts were interesting."
parlato,false,parlare,spoken (masculine singular),"communication,language",non-finite,participle,n/a,masculine,singular,false,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,"Il commento parlato era breve.","The spoken comment was brief."
parlo,false,parlare,I speak,"communication,language",indicative,present,1s,n/a,singular,false,,"Io parlo italiano.","I speak Italian."
parli,false,parlare,you speak,"communication,language",indicative,present,2s,n/a,singular,false,,"Tu parli troppo veloce.","You speak too fast."
parla,false,parlare,he/she/it speaks,"communication,language",indicative,present,3s,n/a,singular,false,also 'you (formal)',"Lei parla con calma.","She/You (formal) speak(s) calmly."
parliamo,false,parlare,we speak,"communication,language",indicative,present,1p,n/a,plural,false,,"Noi parliamo ogni giorno.","We speak every day."
parlate,false,parlare,you (plural) speak,"communication,language",indicative,present,2p,n/a,plural,false,,"Voi parlate troppo.","You (plural) speak too much."
parlano,false,parlare,they speak,"communication,language",indicative,present,3p,n/a,plural,false,,"Loro parlano inglese.","They speak English."
parlavo,false,parlare,I was speaking,"communication,language",indicative,imperfect,1s,n/a,singular,false,,"Io parlavo con lui.","I was speaking with him."
parlavi,false,parlare,you were speaking,"communication,language",indicative,imperfect,2s,n/a,singular,false,,"Tu parlavi piano.","You were speaking quietly."
parlava,false,parlare,he/she/it was speaking,"communication,language",indicative,imperfect,3s,n/a,singular,false,also 'you (formal)',"Lei parlava spesso di quel libro.","She/You (formal) used to speak often about that book."
parlavamo,false,parlare,we were speaking,"communication,language",indicative,imperfect,1p,n/a,plural,false,,"Noi parlavamo al bar.","We were speaking at the cafe."
