token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR001	0	xxx	x	unknown	none	_	Begin=0.19	_	_	_	_
0-1	TOR001	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-2	TOR001	0	okay	okay	linguistic	none	_	End=1.4	_	_	_	_
1-0	TOR001	1	beh	beh	linguistic	none	_	Begin=1.913	_	_	_	_
1-1	TOR001	1	mi	mi	linguistic	none	_	_	_	_	_	_
1-2	TOR001	1	sembra	sembra	linguistic	none	_	_	_	_	_	_
1-3	TOR001	1	già	già	linguistic	none	_	_	_	_	_	_
1-4	TOR001	1	un	un	linguistic	none	_	_	_	_	_	_
1-5	TOR001	1	buon	buon	linguistic	none	_	_	_	_	_	_
1-6	TOR001	1	punto	punto	linguistic	none	_	_	_	_	_	_
1-7	TOR001	1	di	di	linguistic	none	_	_	_	_	_	_
1-8	TOR001	1	partenza	partenza	linguistic	none	_	_	_	_	_	_
1-9	TOR001	1	in[somm]a	insomma	linguistic	none	_	End=4.511	_	_	_	2-6(0)
2-0	TOI073	2	[sì]	sì	linguistic	none	_	Begin=4.022|End=4.314	_	_	_	0-2(0)
3-0	TOR001	3	((ride))	((ride))	nonverbalbehavior	none	_	Begin=4.7|End=5.606	_	_	_	_
4-0	TOI073	4	no.	no	linguistic	none	Intonation=Falling	Begin=4.795	_	_	_	_
4-1	TOI073	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-2	TOI073	4	diciamo	diciamo	linguistic	none	_	_	_	_	_	_
4-3	TOI073	4	la	la	linguistic	none	_	_	_	_	_	_
4-4	TOI073	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-5	TOI073	4	la	la	linguistic	none	_	_	_	_	_	_
4-6	TOI073	4	quotidinità	quotidinità	linguistic	none	_	_	_	_	_	_
4-7	TOI073	4	la:	la	linguistic	none	_	End=7.409	1x1	_	_	_
5-0	TOI073	5	la	la	linguistic	none	_	Begin=8.307	_	_	_	_
5-1	TOI073	5	risolvevamo	risolvevamo	linguistic	none	_	_	_	_	_	_
5-2	TOI073	5	facilemente	facilemente	linguistic	none	_	End=9.803	_	_	_	_
6-0	TOR001	6	grazie	grazie	linguistic	none	_	Begin=9.803|End=10.314	_	_	_	_
7-0	TOI073	7	ma	ma	linguistic	none	_	Begin=10.716	_	_	_	_
7-1	TOI073	7	se	se	linguistic	none	_	_	_	_	_	_
7-2	TOI073	7	mi	mi	linguistic	none	_	_	_	_	_	_
7-3	TOI073	7	xxx	x	unknown	none	_	_	_	_	_	_
7-4	TOI073	7	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
7-5	TOI073	7	no.	no	linguistic	none	Intonation=Falling	_	_	_	_	_
7-6	TOI073	7	((ride))	((ride))	nonverbalbehavior	none	_	End=12.913	_	_	_	_
8-0	TOR001	8	((ride))	((ride))	nonverbalbehavior	none	_	Begin=11.708|End=12.905	_	_	_	_
9-0	TOI072	9	a:h	ah	linguistic	none	_	Begin=12.503|End=12.905	0x1	_	_	_
10-0	TOR001	10	allora	allora	linguistic	none	_	Begin=17.015|End=17.803	_	_	_	_
11-0	TOR001	11	quindi	quindi	linguistic	none	_	Begin=18.377	_	_	_	_
11-1	TOR001	11	<martina>	martina	linguistic	none	_	_	_	Slow=0-7	_	_
11-2	TOR001	11	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
11-3	TOR001	11	[giusto]?	giusto	linguistic	none	Intonation=Rising	End=20.401	_	_	_	0-6(2)
12-0	TOI072	12	[sì].	sì	linguistic	none	Intonation=Falling	Begin=19.803|End=20.401	_	_	_	0-2(2)
13-0	TOR001	13	e:	e	linguistic	none	_	Begin=22.007	0x1	_	_	_
13-1	TOR001	13	rossana,	rossana	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-2	TOR001	13	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
13-3	TOR001	13	okay	okay	linguistic	none	_	_	_	_	_	_
13-4	TOR001	13	io	io	linguistic	none	_	_	_	_	_	_
13-5	TOR001	13	mi	mi	linguistic	none	_	_	_	_	_	_
13-6	TOR001	13	chiamo	chiamo	linguistic	none	_	_	_	_	_	_
13-7	TOR001	13	lidia	lidia	linguistic	none	_	_	_	_	_	_
13-8	TOR001	13	scusate	scusate	linguistic	none	_	_	_	_	_	_
13-9	TOR001	13	non	non	linguistic	none	_	_	_	_	_	_
13-10	TOR001	13	mi	mi	linguistic	none	_	_	_	_	_	_
13-11	TOR001	13	son	son	linguistic	none	_	_	_	_	_	_
13-12	TOR001	13	neanche	neanche	linguistic	none	_	_	_	_	_	_
13-13	TOR001	13	presentata	presentata	linguistic	none	_	_	_	_	_	_
13-14	TOR001	13	perché	perché	linguistic	none	_	_	_	_	_	_
13-15	TOR001	13	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
13-16	TOR001	13	trasferito	trasferito	linguistic	none	_	_	_	_	_	_
13-17	TOR001	13	[subito	subito	linguistic	none	_	_	_	_	_	0-6(3)
13-18	TOR001	13	tu]tto	tutto	linguistic	none	_	End=27.204	_	_	_	0-2(3)
14-0	TOI073	14	[sì	sì	linguistic	none	_	Begin=26.291	_	_	_	0-2(3)
14-1	TOI073	14	eh]	eh	linguistic	none	_	End=26.913	_	_	_	0-2(3)
15-0	TOI072	15	sei	sei	linguistic	none	_	Begin=28.905|End=29.409	_	_	_	_
16-0	TOI072	16	((ride))	((ride))	nonverbalbehavior	none	_	Begin=29.897|End=30.598	_	_	_	_
17-0	TOR001	17	con	con	linguistic	none	_	Begin=30.598	_	_	_	_
17-1	TOR001	17	calma	calma	linguistic	none	_	_	_	_	_	_
17-2	TOR001	17	con	con	linguistic	none	_	_	_	_	_	_
17-3	TOR001	17	calma	calma	linguistic	none	_	_	_	_	_	_
17-4	TOR001	17	xxx	x	unknown	none	_	_	_	_	_	_
17-5	TOR001	17	dopo	dopo	linguistic	none	_	End=32.496	_	_	_	_
18-0	TOR001	18	voi	voi	linguistic	none	_	Begin=34.905	_	_	_	_
