token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR004	0	allo::ra	allora	linguistic	none	_	Begin=0.57|End=1.53	3x2	_	_	_
1-0	TOI018	1	sì	sì	linguistic	none	_	Begin=1.539|End=2.078	_	_	_	_
2-0	TOR004	2	mi	mi	linguistic	none	_	Begin=2.1	_	_	_	_
2-1	TOR004	2	devi	devi	linguistic	none	_	_	_	_	_	_
2-2	TOR004	2	dire	dire	linguistic	none	_	_	_	_	_	_
2-3	TOR004	2	come	come	linguistic	none	_	_	_	_	_	_
2-4	TOR004	2	ti	ti	linguistic	none	_	_	_	_	_	_
2-5	TOR004	2	chiami?	chiami	linguistic	none	Intonation=Rising	End=3.34	_	_	_	_
3-0	TOI018	3	concettina	concettina	linguistic	none	_	Begin=4.08	_	_	_	_
3-1	TOI018	3	arancioni	arancioni	linguistic	none	_	_	_	_	_	_
3-2	TOI018	3	e	e	linguistic	none	_	_	_	_	_	_
3-3	TOI018	3	sono	sono	linguistic	none	_	_	_	_	_	_
3-4	TOI018	3	nata	nata	linguistic	none	_	_	_	_	_	_
3-5	TOI018	3	a	a	linguistic	none	_	_	_	_	_	_
3-6	TOI018	3	volturino	volturino	linguistic	none	_	_	_	_	_	_
3-7	TOI018	3	in	in	linguistic	none	_	_	_	_	_	_
3-8	TOI018	3	provincia	provincia	linguistic	none	_	_	_	_	_	_
3-9	TOI018	3	di	di	linguistic	none	_	_	_	_	_	_
3-10	TOI018	3	foggia	foggia	linguistic	none	_	End=8.109	_	_	_	_
4-0	TOR004	4	[quando]?	quando	linguistic	none	Intonation=Rising	Begin=8.98|End=9.552	_	_	_	0-6(0)
5-0	TOI018	5	[un	un	linguistic	none	_	Begin=8.991	_	_	_	0-2(0)
5-1	TOI018	5	paes~]	paes~	linguistic	none	Interrupted=Yes	_	_	_	_	0-5(0)
5-2	TOI018	5	il	il	linguistic	none	_	_	_	_	_	_
5-3	TOI018	5	trent	trent	linguistic	none	_	_	_	_	_	_
5-4	TOI018	5	il	il	linguistic	none	_	_	_	_	_	_
5-5	TOI018	5	[dodici	dodici	linguistic	none	_	_	_	_	_	0-6(1)
5-6	TOI018	5	cinque]	cinque	linguistic	none	_	_	_	_	_	0-6(1)
5-7	TOI018	5	trentacinque	trentacinque	linguistic	none	_	End=14.091	_	_	_	_
6-0	TOI017	6	[dodici	dodici	linguistic	none	_	Begin=11.24	_	_	_	0-6(1)
6-1	TOI017	6	cinque	cinque	linguistic	none	_	_	_	_	_	0-6(1)
6-2	TOI017	6	trentacinque]	trentacinque	linguistic	none	_	End=12.82	_	_	_	0-12(1)
7-0	TOR004	7	okay	okay	linguistic	none	_	Begin=14.445|End=15.16	_	_	_	_
8-0	TOI018	8	((ride))	((ride))	nonverbalbehavior	none	_	Begin=15.631|End=16.364	_	_	_	_
9-0	TOI017	9	((ride))	((ride))	nonverbalbehavior	none	_	Begin=15.631|End=16.364	_	_	_	_
10-0	TOR004	10	((ride))	((ride))	nonverbalbehavior	none	_	Begin=15.631|End=16.364	_	_	_	_
11-0	TOR004	11	e	e	linguistic	none	_	Begin=17.787	_	_	_	_
11-1	TOR004	11	che	che	linguistic	none	_	_	_	_	_	_
11-2	TOR004	11	lingue	lingue	linguistic	none	_	_	_	_	_	_
11-3	TOR004	11	parli?	parli	linguistic	none	Intonation=Rising	End=19.08	_	_	_	_
12-0	TOI018	12	((ride))	((ride))	nonverbalbehavior	none	_	Begin=19.657|End=20.409	_	_	_	_
13-0	TOI018	13	parlo	parlo	linguistic	none	_	Begin=21.573	_	_	_	_
13-1	TOI018	13	come	come	linguistic	none	_	_	_	_	_	_
13-2	TOI018	13	mi	mi	linguistic	none	_	_	_	_	_	_
13-3	TOI018	13	capita,	capita	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-4	TOI018	13	parlo	parlo	linguistic	none	_	_	_	_	_	_
13-5	TOI018	13	un	un	linguistic	none	_	_	_	_	_	_
13-6	TOI018	13	po'	po'	linguistic	none	_	_	_	_	_	_
13-7	TOI018	13	italiano,	italiano	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-8	TOI018	13	un	un	linguistic	none	_	_	_	_	_	_
13-9	TOI018	13	po'	po'	linguistic	none	_	_	_	_	_	_
13-10	TOI018	13	dialetto,	dialetto	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
13-11	TOI018	13	un	un	linguistic	none	_	_	_	_	_	_
13-12	TOI018	13	po'	po'	linguistic	none	_	_	_	_	_	_
13-13	TOI018	13	a	a	linguistic	none	_	_	_	_	_	_
13-14	TOI018	13	casa	casa	linguistic	none	_	_	_	_	_	_
13-15	TOI018	13	parliamo	parliamo	linguistic	none	_	_	_	_	_	_
13-16	TOI018	13	sempre	sempre	linguistic	none	_	_	_	_	_	_
13-17	TOI018	13	dialetto	dialetto	linguistic	none	_	_	_	_	_	_
13-18	TOI018	13	si	si	linguistic	none	_	_	_	_	_	_
13-19	TOI018	13	e:h	eh	linguistic	none	_	End=27.933	0x1	_	_	_
14-0	TOR004	14	però	però	linguistic	none	_	Begin=28.518	_	_	_	_
14-1	TOR004	14	non	non	linguistic	none	_	_	_	_	_	_
14-2	TOR004	14	vi	vi	linguistic	none	_	_	_	_	_	_
14-3	TOR004	14	capite	capite	linguistic	none	_	_	_	_	_	_
14-4	TOR004	14	tanto	tanto	linguistic	none	_	End=29.89	_	_	_	_
15-0	TOI018	15	o:h	oh	linguistic	none	_	Begin=29.89	0x1	_	_	_
15-1	TOI018	15	uf	uf	linguistic	none	_	End=30.561	_	_	_	_
16-0	TOR004	16	tu	tu	linguistic	none	_	Begin=30.823	_	_	_	_
16-1	TOR004	16	e	e	linguistic	none	_	_	_	_	_	_
16-2	TOR004	16	tuo	tuo	linguistic	none	_	_	_	_	_	_
16-3	TOR004	16	m,	m	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
16-4	TOR004	16	tu	tu	linguistic	none	_	_	_	_	_	_
16-5	TOR004	16	e	e	linguistic	none	_	_	_	_	_	_
16-6	TOR004	16	tuo	tuo	linguistic	none	_	_	_	_	_	_
16-7	TOR004	16	marito	marito	linguistic	none	_	_	_	_	_	_
16-8	TOR004	16	parlate	parlate	linguistic	none	_	_	_	_	_	_
16-9	TOR004	16	dialetto	dialetto	linguistic	none	_	_	_	_	_	_
16-10	TOR004	16	ma	ma	linguistic	none	_	_	_	_	_	_
16-11	TOR004	16	non	non	linguistic	none	_	_	_	_	_	_
16-12	TOR004	16	vi	vi	linguistic	none	_	_	_	_	_	_
16-13	TOR004	16	capite	capite	linguistic	none	_	_	_	_	_	_
16-14	TOR004	16	tanto	tanto	linguistic	none	_	End=34.615	_	_	_	_
17-0	TOI017	17	dicci	dicci	linguistic	none	_	Begin=34.615	_	_	_	_
17-1	TOI017	17	dicci	dicci	linguistic	none	_	_	_	_	_	_
17-2	TOI017	17	quello	quello	linguistic	none	_	_	_	_	_	_
17-3	TOI017	17	là	là	linguistic	none	_	_	_	_	_	_
17-4	TOI017	17	quando	quando	linguistic	none	_	_	_	_	_	_
17-5	TOI017	17	t'	t'	linguistic	none	SpaceAfter=No	_	_	_	_	_
17-6	TOI017	17	ha	ha	linguistic	none	_	_	_	_	_	_
17-7	TOI017	17	detto	detto	linguistic	none	_	_	_	_	_	_
17-8	TOI017	17	che	che	linguistic	none	_	_	_	_	_	_
17-9	TOI017	17	un	un	linguistic	none	_	_	_	_	_	_
17-10	TOI017	17	euro,	euro	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
17-11	TOI017	17	un	un	linguistic	none	_	_	_	_	_	_
17-12	TOI017	17	etto	etto	linguistic	none	_	_	_	_	_	_
17-13	TOI017	17	quant'	quant'	linguistic	none	SpaceAfter=No	_	_	_	_	_
17-14	TOI017	17	era	era	linguistic	none	_	End=39.559	_	_	_	_
18-0	TOI018	18	e:hm	ehm	linguistic	none	_	Begin=39.609|End=40.364	0x1	_	_	_
19-0	TOI018	19	quando	quando	linguistic	none	_	Begin=41.198	_	_	_	_
19-1	TOI018	19	sono	sono	linguistic	none	_	_	_	_	_	_
19-2	TOI018	19	arrivata	arrivata	linguistic	none	_	_	_	_	_	_
19-3	TOI018	19	a	a	linguistic	none	_	_	_	_	_	_
19-4	TOI018	19	torino	torino	linguistic	none	_	_	_	_	_	_
19-5	TOI018	19	sono	sono	linguistic	none	_	_	_	_	_	_
19-6	TOI018	19	sposata	sposata	linguistic	none	_	_	_	_	_	_
19-7	TOI018	19	avevo	avevo	linguistic	none	_	_	_	_	_	_
19-8	TOI018	19	ventidue	ventidue	linguistic	none	_	_	_	_	_	_
19-9	TOI018	19	anni,	anni	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
19-10	TOI018	19	sono	sono	linguistic	none	_	_	_	_	_	_
19-11	TOI018	19	arrivata	arrivata	linguistic	none	_	_	_	_	_	_
19-12	TOI018	19	a	a	linguistic	none	_	_	_	_	_	_
19-13	TOI018	19	torino	torino	linguistic	none	_	_	_	_	_	_
19-14	TOI018	19	mi	mi	linguistic	none	_	_	_	_	_	_
19-15	TOI018	19	sono	sono	linguistic	none	_	_	_	_	_	_
19-16	TOI018	19	sentita	sentita	linguistic	none	_	_	_	_	_	_
19-17	TOI018	19	brutto	brutto	linguistic	none	_	_	_	_	_	_
19-18	TOI018	19	proprio,	proprio	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
19-19	TOI018	19	male	male	linguistic	none	_	End=49.369	_	_	_	_
20-0	TOI018	20	perché	perché	linguistic	none	_	Begin=49.928	_	_	_	_
20-1	TOI018	20	non	non	linguistic	none	_	_	_	_	_	_
20-2	TOI018	20	conoscevo	conoscevo	linguistic	none	_	_	_	_	_	_
20-3	TOI018	20	nessuno,	nessuno	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
20-4	TOI018	20	qua	qua	linguistic	none	_	_	_	_	_	_
20-5	TOI018	20	parlavano	parlavano	linguistic	none	_	_	_	_	_	_
20-6	TOI018	20	tutti	tutti	linguistic	none	_	_	_	_	_	_
20-7	TOI018	20	il	il	linguistic	none	_	_	_	_	_	_
20-8	TOI018	20	dialetto	dialetto	linguistic	none	_	_	_	_	_	_
20-9	TOI018	20	e	e	linguistic	none	_	_	_	_	_	_
20-10	TOI018	20	non	non	linguistic	none	_	_	_	_	_	_
20-11	TOI018	20	li	li	linguistic	none	_	_	_	_	_	_
20-12	TOI018	20	capivo,	capivo	linguistic	none	Intonation=WeaklyRising	End=54.561	_	_	_	_
21-0	TOI017	21	quello	quello	linguistic	none	_	Begin=54.561	_	_	_	_
21-1	TOI017	21	della	della	linguistic	none	_	_	_	_	_	_
21-2	TOI017	21	macchina	macchina	linguistic	none	_	_	_	_	_	_
21-3	TOI017	21	da	da	linguistic	none	_	_	_	_	_	_
21-4	TOI017	21	cucire	cucire	linguistic	none	_	End=56.636	_	_	_	_
22-0	TOI018	22	insomma	insomma	linguistic	none	_	Begin=57.383	_	_	_	_
22-1	TOI018	22	e:h	eh	linguistic	none	_	_	0x1	_	_	_
22-2	TOI018	22	non	non	linguistic	none	_	_	_	_	_	_
22-3	TOI018	22	[mi	mi	linguistic	none	_	_	_	_	_	0-2(2)
22-4	TOI018	22	sono]	sono	linguistic	none	_	End=59.063	_	_	_	0-4(2)
23-0	TOR004	23	[parlavano	parlavano	linguistic	none	_	Begin=58.408	_	_	_	0-9(2)
23-1	TOR004	23	piem]ontese	piemontese	linguistic	none	_	End=59.37	_	_	_	0-4(2)
24-0	TOI018	24	parlavano	parlavano	linguistic	none	_	Begin=59.37	_	_	_	_
24-1	TOI018	24	piemontese	piemontese	linguistic	none	_	_	_	_	_	_
24-2	TOI018	24	sì	sì	linguistic	none	_	_	_	_	_	_
24-3	TOI018	24	e	e	linguistic	none	_	_	_	_	_	_
24-4	TOI018	24	io	io	linguistic	none	_	_	_	_	_	_
24-5	TOI018	24	no(n)	non	linguistic	none	_	_	_	_	2-3(0)	_
24-6	TOI018	24	li	li	linguistic	none	_	_	_	_	_	_
24-7	TOI018	24	capivo	capivo	linguistic	none	_	End=62.203	_	_	_	_
25-0	TOI018	25	avevo	avevo	linguistic	none	_	Begin=62.431	_	_	_	_
25-1	TOI018	25	comprato	comprato	linguistic	none	_	_	_	_	_	_
25-2	TOI018	25	una	una	linguistic	none	_	_	_	_	_	_
25-3	TOI018	25	macchina	macchina	linguistic	none	_	_	_	_	_	_
25-4	TOI018	25	da	da	linguistic	none	_	_	_	_	_	_
25-5	TOI018	25	scri~,	scri~	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
25-6	TOI018	25	da	da	linguistic	none	_	_	_	_	_	_
25-7	TOI018	25	cucire	cucire	linguistic	none	_	End=65.522	_	_	_	_
26-0	TOI018	26	e	e	linguistic	none	_	Begin=66.452	_	_	_	_
26-1	TOI018	26	veniva	veniva	linguistic	none	_	_	_	_	_	_
26-2	TOI018	26	un	un	linguistic	none	_	_	_	_	_	_
26-3	TOI018	26	tecnico,	tecnico	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
26-4	TOI018	26	la	la	linguistic	none	_	_	_	_	_	_
26-5	TOI018	26	macchina	macchina	linguistic	none	_	_	_	_	_	_
26-6	TOI018	26	non	non	linguistic	none	_	_	_	_	_	_
26-7	TOI018	26	andava	andava	linguistic	none	_	_	_	_	_	_
26-8	TOI018	26	bene	bene	linguistic	none	_	End=69.082	_	_	_	_
27-0	TOI018	27	quello	quello	linguistic	none	_	Begin=69.782	_	_	_	_
27-1	TOI018	27	lì	lì	linguistic	none	_	_	_	_	_	_
27-2	TOI018	27	è	è	linguistic	none	_	_	_	_	_	_
27-3	TOI018	27	venuto	venuto	linguistic	none	_	_	_	_	_	_
27-4	TOI018	27	un	un	linguistic	none	_	_	_	_	_	_
27-5	TOI018	27	giorno	giorno	linguistic	none	_	End=71.229	_	_	_	_
28-0	TOI018	28	e	e	linguistic	none	_	Begin=72.02	_	_	_	_
28-1	TOI018	28	ha	ha	linguistic	none	_	_	_	_	_	_
28-2	TOI018	28	de~	de~	linguistic	none	Interrupted=Yes	_	_	_	_	_
28-3	TOI018	28	e	e	linguistic	none	_	_	_	_	_	_
28-4	TOI018	28	ho	ho	linguistic	none	_	_	_	_	_	_
28-5	TOI018	28	detto	detto	linguistic	none	_	End=73.108	_	_	_	_
29-0	TOI018	29	non	non	linguistic	none	_	Begin=73.719	_	_	_	_
29-1	TOI018	29	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
29-2	TOI018	29	ho	ho	linguistic	none	_	_	_	_	_	_
29-3	TOI018	29	fatto	fatto	linguistic	none	_	_	_	_	_	_
29-4	TOI018	29	neanche	neanche	linguistic	none	_	_	_	_	_	_
29-5	TOI018	29	entrare	entrare	linguistic	none	_	_	_	_	_	_
29-6	TOI018	29	dentro	dentro	linguistic	none	_	_	_	_	_	_
29-7	TOI018	29	ho	ho	linguistic	none	_	_	_	_	_	_
29-8	TOI018	29	detto	detto	linguistic	none	_	_	_	_	_	_
29-9	TOI018	29	cosa	cosa	linguistic	none	_	_	_	_	_	_
29-10	TOI018	29	è	è	linguistic	none	_	_	_	_	_	_
29-11	TOI018	29	venuto	venuto	linguistic	none	_	_	_	_	_	_
29-12	TOI018	29	a	a	linguistic	none	_	_	_	_	_	_
29-13	TOI018	29	fare?	fare	linguistic	none	Intonation=Rising	End=76.519	_	_	_	_
30-0	TOI018	30	lei	lei	linguistic	none	_	Begin=76.884	_	_	_	_
30-1	TOI018	30	non	non	linguistic	none	_	_	_	_	_	_
30-2	TOI018	30	capisce	capisce	linguistic	none	_	_	_	_	_	_
30-3	TOI018	30	me,	me	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
30-4	TOI018	30	io	io	linguistic	none	_	_	_	_	_	_
30-5	TOI018	30	non	non	linguistic	none	_	_	_	_	_	_
30-6	TOI018	30	capisco	capisco	linguistic	none	_	_	_	_	_	_
30-7	TOI018	30	lei	lei	linguistic	none	_	End=79.179	_	_	_	_
31-0	TOI018	31	è	è	linguistic	none	_	Begin=79.586	_	_	_	_
31-1	TOI018	31	inutile	inutile	linguistic	none	_	_	_	_	_	_
31-2	TOI018	31	che:	che	linguistic	none	_	_	2x1	_	_	_
31-3	TOI018	31	perdiamo	perdiamo	linguistic	none	_	_	_	_	_	_
31-4	TOI018	31	tempo	tempo	linguistic	none	_	_	_	_	_	_
31-5	TOI018	31	tutti	tutti	linguistic	none	_	_	_	_	_	_
31-6	TOI018	31	e	e	linguistic	none	_	_	_	_	_	_
31-7	TOI018	31	due	due	linguistic	none	_	_	_	_	_	_
31-8	TOI018	31	[e	e	linguistic	none	_	_	_	_	_	0-1(3)
31-9	TOI018	31	non]	non	linguistic	none	_	_	_	_	_	0-3(3)
31-10	TOI018	31	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
31-11	TOI018	31	ho	ho	linguistic	none	_	_	_	_	_	_
31-12	TOI018	31	fatto	fatto	linguistic	none	_	_	_	_	_	_
31-13	TOI018	31	entrare	entrare	linguistic	none	_	End=83.211	_	_	_	_
32-0	TOR004	32	[eh	eh	linguistic	none	_	Begin=82.126	_	_	_	0-2(3)
32-1	TOR004	32	sì]	sì	linguistic	none	_	End=82.42	_	_	_	0-2(3)
33-0	TOI018	33	il	il	linguistic	none	_	Begin=83.843	_	_	_	_
