token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR001	0	tanto	tanto	linguistic	none	_	Begin=0.03	_	_	_	_
0-1	TOR001	0	accendo	accendo	linguistic	none	_	End=0.656	_	_	_	_
1-0	TOR001	1	allora	allora	linguistic	none	_	Begin=2.212	_	_	_	_
1-1	TOR001	1	grazie	grazie	linguistic	none	_	_	_	_	_	_
1-2	TOR001	1	mille	mille	linguistic	none	_	End=3.282	_	_	_	_
2-0	TOR001	2	okay	okay	linguistic	none	_	Begin=9.747|End=10.141	_	_	_	_
3-0	TOR001	3	intanto	intanto	linguistic	none	_	Begin=13.059	_	_	_	_
3-1	TOR001	3	grazie	grazie	linguistic	none	_	_	_	_	_	_
3-2	TOR001	3	((ride))	((ride))	nonverbalbehavior	none	_	End=14.635	_	_	_	_
4-0	TOI078	4	prego	prego	linguistic	none	_	Begin=14.256|End=14.549	_	_	_	_
5-0	TOR001	5	a:h	ah	linguistic	none	_	Begin=15.494	0x1	_	_	_
5-1	TOR001	5	mh	mh	linguistic	none	_	_	_	_	_	_
5-2	TOR001	5	okay	okay	linguistic	none	_	_	_	_	_	_
5-3	TOR001	5	in	in	linguistic	none	_	_	_	_	_	_
5-4	TOR001	5	che	che	linguistic	none	_	_	_	_	_	_
5-5	TOR001	5	zona	zona	linguistic	none	_	_	_	_	_	_
5-6	TOR001	5	di	di	linguistic	none	_	_	_	_	_	_
5-7	TOR001	5	torino	torino	linguistic	none	_	_	_	_	_	_
5-8	TOR001	5	vivi?	vivi	linguistic	none	Intonation=Rising	End=17.949	_	_	_	_
6-0	TOI078	6	z~	z~	linguistic	none	Interrupted=Yes	Begin=18.767	_	_	_	_
6-1	TOI078	6	m:h	mh	linguistic	none	_	End=19.645	0x1	_	_	_
7-0	TOI078	7	quar~	quar~	linguistic	none	Interrupted=Yes	Begin=19.837	_	_	_	_
7-1	TOI078	7	come	come	linguistic	none	_	_	_	_	_	_
7-2	TOI078	7	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
7-3	TOI078	7	appunto	appunto	linguistic	none	_	_	_	_	_	_
7-4	TOI078	7	cenisia	cenisia	linguistic	none	_	End=21.833	_	_	_	_
8-0	TOR001	8	mh	mh	linguistic	none	_	Begin=21.974	_	_	_	_
8-1	TOR001	8	[mh]	mh	linguistic	none	_	End=22.307	_	_	_	0-2(1)
9-0	TOI078	9	[vic]ino	vicino	linguistic	none	_	Begin=22.145	_	_	_	0-3(1)
9-1	TOI078	9	a	a	linguistic	none	_	_	_	_	_	_
9-2	TOI078	9	di	di	linguistic	none	_	_	_	_	_	_
9-3	TOI078	9	fatto	fatto	linguistic	none	_	_	_	_	_	_
9-4	TOI078	9	via	via	linguistic	none	_	_	_	_	_	_
9-5	TOI078	9	frejus	frejus	linguistic	none	_	End=24.034	_	_	_	_
10-0	TOI078	10	[sono	sono	linguistic	none	_	Begin=24.291	_	_	_	0-4(2)
10-1	TOI078	10	in	in	linguistic	none	_	_	_	_	_	0-2(2)
10-2	TOI078	10	quella]	quella	linguistic	none	_	_	_	_	_	0-6(2)
10-3	TOI078	10	zona	zona	linguistic	none	_	_	_	_	_	_
10-4	TOI078	10	lì	lì	linguistic	none	_	End=25.099	_	_	_	_
11-0	TOR001	11	[okay]	okay	linguistic	none	_	Begin=24.316|End=24.747	_	_	_	0-4(2)
12-0	TOR001	12	okay	okay	linguistic	none	_	Begin=25.354|End=25.708	_	_	_	_
13-0	TOR001	13	e	e	linguistic	none	_	Begin=26.141	_	_	_	_
13-1	TOR001	13	hai	hai	linguistic	none	_	_	_	_	_	_
13-2	TOR001	13	sempre	sempre	linguistic	none	_	_	_	_	_	_
13-3	TOR001	13	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
13-4	TOR001	13	qui?	qui	linguistic	none	Intonation=Rising	End=27.253	_	_	_	_
14-0	TOI078	14	no	no	linguistic	none	_	Begin=27.908	_	_	_	_
14-1	TOI078	14	prima	prima	linguistic	none	_	_	_	_	_	_
14-2	TOI078	14	vivev~	vivev~	linguistic	none	Interrupted=Yes	_	_	_	_	_
14-3	TOI078	14	cioè	cioè	linguistic	none	_	_	_	_	_	_
14-4	TOI078	14	si	si	linguistic	none	_	_	_	_	_	_
14-5	TOI078	14	a	a	linguistic	none	_	_	_	_	_	_
14-6	TOI078	14	torino	torino	linguistic	none	_	_	_	_	_	_
14-7	TOI078	14	ma	ma	linguistic	none	_	_	_	_	_	_
14-8	TOI078	14	prima	prima	linguistic	none	_	_	_	_	_	_
14-9	TOI078	14	ho	ho	linguistic	none	_	_	_	_	_	_
14-10	TOI078	14	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
14-11	TOI078	14	per	per	linguistic	none	_	_	_	_	_	_
14-12	TOI078	14	tanti	tanti	linguistic	none	_	_	_	_	_	_
14-13	TOI078	14	anni	anni	linguistic	none	_	_	_	_	_	_
14-14	TOI078	14	in	in	linguistic	none	_	_	_	_	_	_
14-15	TOI078	14	zona	zona	linguistic	none	_	End=33.14	_	_	_	_
15-0	TOI078	15	piazza	piazza	linguistic	none	_	Begin=33.777	_	_	_	_
15-1	TOI078	15	bottesini	bottesini	linguistic	none	_	_	_	_	_	_
15-2	TOI078	15	quindi	quindi	linguistic	none	_	_	_	_	_	_
15-3	TOI078	15	vicino	vicino	linguistic	none	_	_	_	_	_	_
15-4	TOI078	15	a	a	linguistic	none	_	_	_	_	_	_
15-5	TOI078	15	corso	corso	linguistic	none	_	_	_	_	_	_
15-6	TOI078	15	giulio	giulio	linguistic	none	_	_	_	_	_	_
15-7	TOI078	15	corso	corso	linguistic	none	_	_	_	_	_	_
15-8	TOI078	15	palermo	palermo	linguistic	none	_	End=37.201	_	_	_	_
16-0	TOR001	16	ok[ay]	okay	linguistic	none	_	Begin=37.272|End=37.757	_	_	_	2-4(3)
17-0	TOI078	17	[quella]	quella	linguistic	none	_	Begin=37.58	_	_	_	0-6(3)
17-1	TOI078	17	zona	zona	linguistic	none	_	_	_	_	_	_
17-2	TOI078	17	lì	lì	linguistic	none	_	End=38.145	_	_	_	_
18-0	TOR001	18	okay	okay	linguistic	none	_	Begin=38.524|End=38.939	_	_	_	_
19-0	TOR001	19	e:	e	linguistic	none	_	Begin=39.605	0x1	_	_	_
19-1	TOR001	19	quindi	quindi	linguistic	none	_	_	_	_	_	_
19-2	TOR001	19	hai	hai	linguistic	none	_	_	_	_	_	_
19-3	TOR001	19	frequentato	frequentato	linguistic	none	_	_	_	_	_	_
19-4	TOR001	19	le	le	linguistic	none	_	_	_	_	_	_
19-5	TOR001	19	scuole	scuole	linguistic	none	_	_	_	_	_	_
19-6	TOR001	19	lì	lì	linguistic	none	_	_	_	_	_	_
19-7	TOR001	19	e	e	linguistic	none	_	_	_	_	_	_
19-8	TOR001	19	hai	hai	linguistic	none	_	_	_	_	_	_
19-9	TOR001	19	fatto	fatto	linguistic	none	_	_	_	_	_	_
