token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR004	0	va	va	linguistic	none	_	Begin=0.64	_	_	_	_
0-1	TOR004	0	bene	bene	linguistic	none	_	_	_	_	_	_
0-2	TOR004	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-3	TOR004	0	sta	sta	linguistic	none	_	_	_	_	_	_
0-4	TOR004	0	registrando.	registrando	linguistic	none	Intonation=Falling	End=2.003	_	_	_	_
1-0	TOR004	1	allora	allora	linguistic	none	_	Begin=2.379|End=2.836	_	_	_	_
2-0	TOR004	2	grazie,	grazie	linguistic	none	Intonation=WeaklyRising	Begin=3.892|End=4.581	_	_	_	_
3-0	TOR004	3	per	per	linguistic	none	ProsodicLink=Yes	Begin=5.262	_	_	_	_
3-1	TOR004	3	e:h	eh	linguistic	none	_	_	0x1	_	_	_
3-2	TOR004	3	aver	aver	linguistic	none	_	_	_	_	_	_
3-3	TOR004	3	deciso	deciso	linguistic	none	_	_	_	_	_	_
3-4	TOR004	3	di	di	linguistic	none	_	_	_	_	_	_
3-5	TOR004	3	farti	farti	linguistic	none	_	_	_	_	_	_
3-6	TOR004	3	intervistare,	intervistare	linguistic	none	Intonation=WeaklyRising	End=7.621	_	_	_	_
4-0	TOR004	4	ti	ti	linguistic	none	_	Begin=7.982	_	_	_	_
4-1	TOR004	4	faccio	faccio	linguistic	none	_	_	_	_	_	_
4-2	TOR004	4	qualche	qualche	linguistic	none	_	_	_	_	_	_
4-3	TOR004	4	domanda:	domanda	linguistic	none	_	_	6x1	_	_	_
4-4	TOR004	4	su	su	linguistic	none	_	_	_	_	_	_
4-5	TOR004	4	di	di	linguistic	none	_	_	_	_	_	_
4-6	TOR004	4	te,	te	linguistic	none	Intonation=WeaklyRising	End=9.672	_	_	_	_
5-0	TOI020	5	sì,	sì	linguistic	none	Intonation=WeaklyRising	Begin=9.893	_	_	_	_
5-1	TOI020	5	come	come	linguistic	none	_	_	_	_	_	_
5-2	TOI020	5	vuoi.	vuoi	linguistic	none	Intonation=Falling	End=10.66	_	_	_	_
6-0	TOR004	6	come	come	linguistic	none	_	Begin=10.75	_	_	_	_
6-1	TOR004	6	ti	ti	linguistic	none	_	_	_	_	_	_
6-2	TOR004	6	chiami?	chiami	linguistic	none	Intonation=Rising	End=11.515	_	_	_	_
7-0	TOI020	7	margherita:	margherita	linguistic	none	_	Begin=11.809	9x1	_	_	_
7-1	TOI020	7	arancioni,	arancioni	linguistic	none	Intonation=WeaklyRising	End=13.443	_	_	_	_
8-0	TOR004	8	dove	dove	linguistic	none	_	Begin=13.468	_	_	_	_
8-1	TOR004	8	sei	sei	linguistic	none	_	_	_	_	_	_
8-2	TOR004	8	nata?	nata	linguistic	none	Intonation=Rising	End=14.24	_	_	_	_
9-0	TOI020	9	ad	ad	linguistic	none	_	Begin=14.373	_	_	_	_
9-1	TOI020	9	avigiano	avigiano	linguistic	none	_	_	_	_	_	_
9-2	TOI020	9	il	il	linguistic	none	_	_	_	_	_	_
9-3	TOI020	9	tredici	tredici	linguistic	none	_	_	_	_	_	_
9-4	TOI020	9	quattro	quattro	linguistic	none	_	_	_	_	_	_
9-5	TOI020	9	cinquantanove,	cinquantanove	linguistic	none	Intonation=WeaklyRising	End=17.383	_	_	_	_
10-0	TOR004	10	okay,	okay	linguistic	none	Intonation=WeaklyRising	Begin=17.604|End=18.263	_	_	_	_
11-0	TOR004	11	avigliano	avigliano	linguistic	none	_	Begin=18.47	_	_	_	_
11-1	TOR004	11	in	in	linguistic	none	_	_	_	_	_	_
11-2	TOR004	11	provincia	provincia	linguistic	none	_	_	_	_	_	_
11-3	TOR004	11	di,	di	linguistic	none	Intonation=WeaklyRising	End=19.51	_	_	_	_
12-0	TOI020	12	potenza.	potenza	linguistic	none	Intonation=Falling	Begin=19.753|End=20.418	_	_	_	_
13-0	TOR004	13	potenza	potenza	linguistic	none	_	Begin=20.65	_	_	_	_
13-1	TOR004	13	quindi	quindi	linguistic	none	_	_	_	_	_	_
13-2	TOR004	13	in	in	linguistic	none	_	_	_	_	_	_
13-3	TOR004	13	basilicata.	basilicata	linguistic	none	Intonation=Falling	_	_	_	_	_
13-4	TOR004	13	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
13-5	TOR004	13	mh	mh	linguistic	none	_	_	_	_	_	_
13-6	TOR004	13	[mh,	mh	linguistic	none	Intonation=WeaklyRising	_	_	_	_	0-2(0)
13-7	TOR004	13	e]:	e	linguistic	none	_	_	0x1	_	_	0-1(0)
13-8	TOR004	13	sei	sei	linguistic	none	_	_	_	_	_	_
13-9	TOR004	13	venuta	venuta	linguistic	none	_	_	_	_	_	_
13-10	TOR004	13	qui	qui	linguistic	none	_	_	_	_	_	_
13-11	TOR004	13	a	a	linguistic	none	_	_	_	_	_	_
13-12	TOR004	13	torino,	torino	linguistic	none	Intonation=WeaklyRising	End=25.113	_	_	_	_
14-0	TOI020	14	[esat~]	esat~	linguistic	none	Interrupted=Yes	Begin=22.553|End=22.972	_	_	_	0-5(0)
15-0	TOI020	15	[ne]l	nel	linguistic	none	ProsodicLink=Yes	Begin=25.31	_	_	_	0-2(1)
15-1	TOI020	15	eh	eh	linguistic	none	_	_	_	_	_	_
15-2	TOI020	15	millenovecento	millenovecento	linguistic	none	_	_	_	_	_	_
15-3	TOI020	15	settantotto	settantotto	linguistic	none	_	_	_	_	_	_
15-4	TOI020	15	sono	sono	linguistic	none	_	_	_	_	_	_
15-5	TOI020	15	quaranta	quaranta	linguistic	none	_	_	_	_	_	_
15-6	TOI020	15	anni,	anni	linguistic	none	Intonation=WeaklyRising	End=30.91	_	_	_	_
16-0	TOR004	16	[n	n	linguistic	none	ProsodicLink=Yes	Begin=25.31	_	_	_	0-1(1)
16-1	TOR004	16	eh]	eh	linguistic	none	_	End=25.453	_	_	_	0-2(1)
