token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR001	0	eh	eh	linguistic	none	_	Begin=0.3	_	_	_	_
0-1	TOR001	0	non	non	linguistic	none	_	_	_	_	_	_
0-2	TOR001	0	so	so	linguistic	none	_	_	_	_	_	_
0-3	TOR001	0	mi	mi	linguistic	none	_	_	_	_	_	_
0-4	TOR001	0	han	han	linguistic	none	_	_	_	_	_	_
0-5	TOR001	0	detto:	detto	linguistic	none	_	_	4x1	_	_	_
0-6	TOR001	0	chi	chi	linguistic	none	_	_	_	_	_	_
0-7	TOR001	0	a~	a~	linguistic	none	Interrupted=Yes	_	_	_	_	_
0-8	TOR001	0	chi	chi	linguistic	none	_	_	_	_	_	_
0-9	TOR001	0	avevo	avevo	linguistic	none	_	_	_	_	_	_
0-10	TOR001	0	chiamato,	chiamato	linguistic	none	Intonation=WeaklyRising	End=2.7	_	_	_	_
1-0	TOR001	1	a	a	linguistic	none	_	Begin=2.905	_	_	_	_
1-1	TOR001	1	col[legno	collegno	linguistic	none	_	_	_	_	_	3-8(0)
1-2	TOR001	1	avevo	avevo	linguistic	none	_	_	_	_	_	0-5(0)
1-3	TOR001	1	chiamato]	chiamato	linguistic	none	_	End=4.303	_	_	_	0-8(0)
2-0	TOI049	2	[eh	eh	linguistic	none	_	Begin=3.103	_	_	_	0-2(0)
2-1	TOI049	2	ma	ma	linguistic	none	_	_	_	_	_	0-2(0)
2-2	TOI049	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(0)
2-3	TOI049	2	penso	penso	linguistic	none	_	_	_	_	_	0-5(0)
2-4	TOI049	2	pens]o	penso	linguistic	none	_	_	_	_	_	0-4(0)
2-5	TOI049	2	che	che	linguistic	none	_	_	_	_	_	_
2-6	TOI049	2	sian	sian	linguistic	none	_	_	_	_	_	_
2-7	TOI049	2	tutti	tutti	linguistic	none	_	_	_	_	_	_
2-8	TOI049	2	mal	mal	linguistic	none	_	_	_	_	_	_
2-9	TOI049	2	piazzati	piazzati	linguistic	none	_	_	_	_	_	_
2-10	TOI049	2	perché	perché	linguistic	none	_	End=6.482	_	_	_	_
3-0	TOR001	3	eh	eh	linguistic	none	_	Begin=6.489	_	_	_	_
3-1	TOR001	3	chi	chi	linguistic	none	_	_	_	_	_	_
3-2	TOR001	3	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-3	TOR001	3	é	é	linguistic	none	_	_	_	_	_	_
3-4	TOR001	3	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
3-5	TOR001	3	tro~	tro~	linguistic	none	Interrupted=Yes	_	_	_	_	_
3-6	TOR001	3	[chi	chi	linguistic	none	_	_	_	_	_	0-3(1)
3-7	TOR001	3	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	0-2(1)
3-8	TOR001	3	é	é	linguistic	none	_	_	_	_	_	0-1(1)
3-9	TOR001	3	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	0-1(1)
3-10	TOR001	3	]é	é	linguistic	none	_	End=8.606	_	_	_	_
4-0	TOR002	4	((ride))	((ride))	nonverbalbehavior	none	_	Begin=6.696|End=7.2	_	_	_	_
5-0	TOI049	5	[io:]	io	linguistic	none	_	Begin=7.889|End=8.373	1x1	_	_	0-2(1)
6-0	TOI049	6	e::h	eh	linguistic	none	_	Begin=9.4|End=10.096	0x2	_	_	_
7-0	TOI050	7	[io	io	linguistic	none	_	Begin=11.4	_	_	_	0-2(2)
7-1	TOI050	7	guardo	guardo	linguistic	none	_	_	_	_	_	0-6(2)
7-2	TOI050	7	a	a	linguistic	none	_	_	_	_	_	0-1(2)
7-3	TOI050	7	guardo	guardo	linguistic	none	_	_	_	_	_	0-6(2)
