term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
a cui,False,cui,whom/which,pronoun,to whom/to which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; used after prepositions,La persona a cui scrivo è mia zia.,The person to whom I write is my aunt.
di cui,False,cui,whom/which,pronoun,of which/whose,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; also expresses possession,Il libro di cui ti parlavo è qui.,The book I was telling you about is here.
da cui,False,cui,whom/which,pronoun,from which/from whom,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; origin or source,La casa da cui vengo è lontana.,The house I come from is far away.
in cui,False,cui,whom/which,pronoun,in which/where,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; often means 'where' with places,La città in cui vivo è grande.,The city where I live is big.
con cui,False,cui,whom/which,pronoun,with which/with whom,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; accompaniment or instrument,L'amico con cui esco lavora qui.,The friend I go out with works here.
per cui,False,cui,whom/which,pronoun,for which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; reason or purpose,Il motivo per cui sono qui è semplice.,The reason why I am here is simple.
su cui,False,cui,whom/which,pronoun,on which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; position or topic,Il tavolo su cui mangiamo è piccolo.,The table we eat on is small.
tra cui,False,cui,whom/which,pronoun,among which/including which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; selection among a set; also spelled fra,Ci sono molte scelte tra cui scegliere.,There are many choices to choose from.
fra cui,False,cui,whom/which,pronoun,among which/including which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; selection among a set,Ci sono opzioni fra cui due molto buone.,There are options including two very good ones.
sotto cui,False,cui,whom/which,pronoun,under which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; literal or figurative 'under',Il ponte sotto cui passiamo è antico.,The bridge we pass under is old.
senza cui,False,cui,whom/which,pronoun,without which,"grammar,pronouns",relative,,,,,,False,False,False,,,,,invariable; 'without which' for necessity,È un aiuto senza cui non ce l'avrei fatta.,It is help without which I would not have managed.
