gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('davvero_davvero_ADV', 'fiero_fiero_ADJ')	5	davvero fiero	davvero	fiero	davvero	fiero	ADV	ADJ	really proud
('scoppiò_scoppiare_VERB', 'in_in_ADP')	5	scoppiò in	scoppiò	in	scoppiare	in	VERB	ADP	burst into
"('io_io_PRON', ""gliel'_gliela_PRON"")"	5	io gliel'	io	gliel'	io	gliela	PRON	PRON	I it to him/her (before a vowel)
('chiedilo_chiedere_VERB', 'a_a_ADP')	5	chiedilo a	chiedilo	a	chiedere	a	VERB	ADP	ask it to
('amiamo_amare_VERB', 'il_il_DET')	5	amiamo il	amiamo	il	amare	il	VERB	DET	we love the
('se_se_SCONJ', 'piove_piovere_VERB')	5	se piove	se	piove	se	piovere	SCONJ	VERB	if it rains
('orario_orario_NOUN', 'per_per_ADP')	5	orario per	orario	per	orario	per	NOUN	ADP	schedule for
('tornata_tornare_VERB', 'dalla_da_ADP')	5	tornata dalla	tornata	dalla	tornare	da	VERB	ADP	returned from the
('vado_andare_VERB', 'spesso_spesso_ADV')	5	vado spesso	vado	spesso	andare	spesso	VERB	ADV	I go often
('cose_cosa_NOUN', 'a_a_ADP')	5		cose	a	cosa	a	NOUN	ADP	things to
('la_la_PRON', 'possiamo_potere_AUX')	5	la possiamo	la	possiamo	la	potere	PRON	AUX	we can her; we can it
('ci_ci_PRON', 'credi_credere_VERB')	5	ci credi	ci	credi	ci	credere	PRON	VERB	do you believe it
('tutti_tutto_PRON', 'ci_ci_PRON')	5	tutti ci	tutti	ci	tutto	ci	PRON	PRON	all of us
('vostre_vostro_DET', 'opinioni_opinione_NOUN')	5	vostre opinioni	vostre	opinioni	vostro	opinione	DET	NOUN	your opinions (you (plural); feminine plural)
('preparò_preparare_VERB', 'la_il_DET')	5	preparò la	preparò	la	preparare	il	VERB	DET	prepared the
('ancora_ancora_ADV', 'divertendo_divertire_VERB')	5	ancora divertendo	ancora	divertendo	ancora	divertire	ADV	VERB	still having fun
('suoi_suo_DET', 'guanti_guanto_NOUN')	5	suoi guanti	suoi	guanti	suo	guanto	DET	NOUN	his gloves; her gloves
('metta_mettere_VERB', 'giù_giù_ADV')	5	metta giù	metta	giù	mettere	giù	VERB	ADV	put down
('che_che_SCONJ', 'facessi_fare_VERB')	5	che facessi	che	facessi	che	fare	SCONJ	VERB	that you did
('ti_ti_PRON', 'voglio_volere_VERB')	5	ti voglio	ti	voglio	ti	volere	PRON	VERB	I want you
('sento_sentire_VERB', 'bene_bene_ADV')	5	sento bene	sento	bene	sentire	bene	VERB	ADV	I feel well
('che_che_PRON', 'possedeva_possedere_VERB')	5	che possedeva	che	possedeva	che	possedere	PRON	VERB	that he owned
('loro_loro_PRON', 'ti_ti_PRON')	5	loro ti	loro	ti	loro	ti	PRON	PRON	they you
('attività_attività_NOUN', 'fisica_fisico_ADJ')	5	attività fisica	attività	fisica	attività	fisico	NOUN	ADJ	physical activity
('suo_suo_DET', 'supporto_supporto_NOUN')	5	suo supporto	suo	supporto	suo	supporto	DET	NOUN	his support; her support
('ricco_ricco_ADJ', 'e_e_CCONJ')	5	ricco e	ricco	e	ricco	e	ADJ	CCONJ	rich and
('usato_usare_VERB', 'la_il_DET')	5	usato la	usato	la	usare	il	VERB	DET	used the
('nel_in_ADP', 'lavoro_lavoro_NOUN')	5	nel lavoro	nel	lavoro	in	lavoro	ADP	NOUN	at work
('sola_solo_ADJ', 'persona_persona_NOUN')	5	sola persona	sola	persona	solo	persona	ADJ	NOUN	only person
('mai_mai_ADV', 'andata_andare_VERB')	5	mai andata	mai	andata	mai	andare	ADV	VERB	never gone
('stato_essere_AUX', 'pagato_pagare_VERB')	5	stato pagato	stato	pagato	essere	pagare	AUX	VERB	been paid
('conosciuto_conoscere_VERB', 'come_come_ADP')	5	conosciuto come	conosciuto	come	conoscere	come	VERB	ADP	known as
('bene_bene_ADV', 'per_per_ADP')	5	bene per	bene	per	bene	per	ADV	ADP	good for
('leggi_leggere_VERB', 'il_il_DET')	5	leggi il	leggi	il	leggere	il	VERB	DET	you read the
('anche_anche_ADV', 'loro_loro_PRON')	5	anche loro	anche	loro	anche	loro	ADV	PRON	them too
