gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('occupata_occupare_VERB', 'adesso_adesso_ADV')	5	occupata adesso	occupata	adesso	occupare	adesso	VERB	ADV	busy right now (feminine)
('partita_partita_NOUN', 'a_a_ADP')	5		partita	a	partita	a	NOUN	ADP	game of
('chiama_chiamare_VERB', 'la_il_DET')	5	chiama la	chiama	la	chiamare	il	VERB	DET	calls the (feminine)
('essere_essere_AUX', 'innocente_innocente_ADJ')	5	essere innocente	essere	innocente	essere	innocente	AUX	ADJ	to be innocent
('sulla_su_ADP', 'lavagna_lavagna_NOUN')	5	sulla lavagna	sulla	lavagna	su	lavagna	ADP	NOUN	on the blackboard
('il_il_DET', 'cuoco_cuoco_NOUN')	5	il cuoco	il	cuoco	il	cuoco	DET	NOUN	the cook (masculine)
('sua_suo_DET', 'scuola_scuola_NOUN')	5	sua scuola	sua	scuola	suo	scuola	DET	NOUN	his school; her school (feminine)
('è_essere_AUX', 'gelosa_geloso_ADJ')	5	è gelosa	è	gelosa	essere	geloso	AUX	ADJ	is jealous (feminine)
"(""nell'_in_ADP"", 'esercito_esercito_NOUN')"	5	nell'esercito	nell'	esercito	in	esercito	ADP	NOUN	in the army
('ho_avere_AUX', 'consigliato_consigliare_VERB')	5	ho consigliato	ho	consigliato	avere	consigliare	AUX	VERB	I recommended
('amore_amore_NOUN', 'della_di_ADP')	5	amore della	amore	della	amore	di	NOUN	ADP	love of the (feminine)
('sarebbe_essere_AUX', 'dovuto_dovere_AUX')	5	sarebbe dovuto	sarebbe	dovuto	essere	dovere	AUX	AUX	should have
('una_uno_DET', 'bomba_bomba_NOUN')	5	una bomba	una	bomba	uno	bomba	DET	NOUN	a bomb
('andare_andare_VERB', 'nella_in_ADP')	5	andare nella	andare	nella	andare	in	VERB	ADP	to go into the (feminine)
('nel_in_ADP', 'campo_campo_NOUN')	5	nel campo	nel	campo	in	campo	ADP	NOUN	in the field
('di_di_ADP', 'partecipare_partecipare_VERB')	5	di partecipare	di	partecipare	di	partecipare	ADP	VERB	to participate
('noi_noi_PRON', 'parlammo_parlare_VERB')	5	noi parlammo	noi	parlammo	noi	parlare	PRON	VERB	we spoke
"('andata_andare_VERB', ""all'_a_ADP"")"	5	andata all'	andata	all'	andare	a	VERB	ADP	gone to the (feminine; before a vowel)
('fare_fare_VERB', 'adesso_adesso_ADV')	5	fare adesso	fare	adesso	fare	adesso	VERB	ADV	to do now
('che_che_SCONJ', 'sa_sapere_VERB')	5	che sa	che	sa	che	sapere	SCONJ	VERB	who knows
('vestì_vestire_VERB', 'da_da_ADP')	5	vestì da	vestì	da	vestire	da	VERB	ADP	dressed as
('a_a_ADP', 'restare_restare_VERB')	5	arei meglio a restare	a	restare	a	restare	ADP	VERB	I would be better off staying
('soluzione_soluzione_NOUN', 'migliore_migliore_ADJ')	5	soluzione migliore	soluzione	migliore	soluzione	migliore	NOUN	ADJ	better solution
('fate_fare_VERB', 'del_di_ADP')	5	fate del	fate	del	fare	di	VERB	ADP	you (plural) make some
('occupato_occupare_VERB', 'ora_ora_ADV')	5	occupato ora	occupato	ora	occupare	ora	VERB	ADV	busy now (masculine)
"(""l'_il_DET"", 'un_uno_PRON')"	5	l'un	l'	un	il	uno	DET	PRON	the one (before a vowel)
"('durante_durante_ADP', ""l'_il_DET"")"	5	durante l'	durante	l'	durante	il	ADP	DET	during the (before a vowel)
('deve_dovere_AUX', 'alzarsi_alzare_VERB')	5	deve alzarsi	deve	alzarsi	dovere	alzare	AUX	VERB	has to get up
('rifiuto_rifiuto_VERB', 'di_di_ADP')	5	rifiuto di	rifiuto	di	rifiuto	di	VERB	ADP	I refuse to
('così_così_ADV', 'occupato_occupare_VERB')	5	così occupato	così	occupato	così	occupare	ADV	VERB	so busy
('cercando_cercare_VERB', 'i_il_DET')	5	cercando i	cercando	i	cercare	il	VERB	DET	looking for the (masculine plural)
('le_le_PRON', 'dovrei_dovere_AUX')	5	le dovrei	le	dovrei	le	dovere	PRON	AUX	I should give them (feminine)
('nella_in_ADP', 'direzione_direzione_NOUN')	5	nella direzione	nella	direzione	in	direzione	ADP	NOUN	in the direction
('i_il_DET', 'miracoli_miracolo_NOUN')	5	i miracoli	i	miracoli	il	miracolo	DET	NOUN	the miracles
