gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('messaggio_messaggio_NOUN', 'per_per_ADP')	10	messaggio per	messaggio	per	messaggio	per	NOUN	ADP	message for
('un_uno_DET', 'brutto_brutto_ADJ')	10	un brutto	un	brutto	uno	brutto	DET	ADJ	an ugly (masculine)
('indossando_indossare_VERB', 'una_uno_DET')	10	indossando una	indossando	una	indossare	uno	VERB	DET	wearing a (feminine)
('pensare_pensare_VERB', 'a_a_ADP')	10		pensare	a	pensare	a	VERB	ADP	to think about
('ad_a_ADP', 'aprire_aprire_VERB')	10	ad aprire	ad	aprire	a	aprire	ADP	VERB	to open
('si_si_PRON', 'prende_prendere_VERB')	10	si prende	si	prende	si	prendere	PRON	VERB	one takes
('hai_avere_AUX', 'parlato_parlare_VERB')	10	hai parlato	hai	parlato	avere	parlare	AUX	VERB	you have spoken
('suo_suo_DET', 'errore_errore_NOUN')	10	suo errore	suo	errore	suo	errore	DET	NOUN	his mistake; her mistake
('dal_da_ADP', 'dentista_dentista_NOUN')	10	dal dentista	dal	dentista	da	dentista	ADP	NOUN	at the dentist
('già_già_ADV', 'stata_essere_AUX')	10	già stata	già	stata	già	essere	ADV	AUX	already been (feminine)
('dice_dire_VERB', 'la_il_DET')	10	dice la	dice	la	dire	il	VERB	DET	says the
('devo_dovere_AUX', 'essere_essere_AUX')	10	devo essere	devo	essere	dovere	essere	AUX	AUX	I must be
('un_uno_DET', 'gentiluomo_gentiluomo_NOUN')	10	un gentiluomo	un	gentiluomo	uno	gentiluomo	DET	NOUN	a gentleman
('suo_suo_DET', 'comportamento_comportamento_NOUN')	10	suo comportamento	suo	comportamento	suo	comportamento	DET	NOUN	his behavior; her behavior
('mai_mai_ADV', 'niente_niente_PRON')	10	mai niente	mai	niente	mai	niente	ADV	PRON	ever anything
"('sei_essere_AUX', ""l'_il_DET"")"	10	sei l'	sei	l'	essere	il	AUX	DET	you are the (before a vowel)
('avere_avere_VERB', 'la_il_DET')	10	avere la	avere	la	avere	il	VERB	DET	to have the
('dopo_dopo_ADP', 'cena_cena_NOUN')	10	dopo cena	dopo	cena	dopo	cena	ADP	NOUN	after dinner
