gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('questi_questo_PRON', 'non_non_ADV')	6	questi non	questi	non	questo	non	PRON	ADV	these do not
('fare_fare_VERB', 'acquisti_acquisto_NOUN')	6	fare acquisti	fare	acquisti	fare	acquisto	VERB	NOUN	to shop
('la_la_PRON', 'aiuterò_aiutare_VERB')	6	la aiuterò	la	aiuterò	la	aiutare	PRON	VERB	I will help her
('del_di_ADP', 'passato_passato_NOUN')	6	del passato	del	passato	di	passato	ADP	NOUN	of the past
('hanno_avere_AUX', 'guardato_guardare_VERB')	6	hanno guardato	hanno	guardato	avere	guardare	AUX	VERB	they watched
('il_il_DET', 'linguaggio_linguaggio_NOUN')	6	il linguaggio	il	linguaggio	il	linguaggio	DET	NOUN	the language
('ad_a_ADP', 'ogni_ogni_DET')	6	ad ogni	ad	ogni	a	ogni	ADP	DET	at every
('con_con_ADP', 'della_di_ADP')	6	con della	con	della	con	di	ADP	ADP	with some (feminine)
('in_in_ADP', 'continuo_continuo_ADJ')	6	in continuo	in	continuo	in	continuo	ADP	ADJ	continually
('la_il_DET', 'seconda_secondo_ADJ')	6	la seconda	la	seconda	il	secondo	DET	ADJ	the second (feminine)
('buona_buono_ADJ', 'cosa_cosa_NOUN')	6	buona cosa	buona	cosa	buono	cosa	ADJ	NOUN	good thing
('messo_mettere_VERB', 'via_via_ADV')	6	messo via	messo	via	mettere	via	VERB	ADV	put away
('io_io_PRON', 'mangiai_mangiare_VERB')	6	io mangiai	io	mangiai	io	mangiare	PRON	VERB	I ate
('a_a_ADP', 'togliersi_togliere_VERB')	6	anno cominciato a togliersi	a	togliersi	a	togliere	ADP	VERB	they have started taking off
('non_non_ADV', 'gioco_gioco_VERB')	6	non gioco	non	gioco	non	gioco	ADV	VERB	I do not play
('cosa_cosa_NOUN', 'così_così_ADV')	6	cosa così	cosa	così	cosa	così	NOUN	ADV	something like this
('continuava_continuare_VERB', 'a_a_ADP')	6	continua	continuava	a	continuare	a	VERB	ADP	keeps going
('mi_mi_PRON', 'conosce_conoscere_VERB')	6	mi conosce	mi	conosce	mi	conoscere	PRON	VERB	knows me
('comune_comune_NOUN', 'con_con_ADP')	6	comune con	comune	con	comune	con	NOUN	ADP	in common with
('mancanza_mancanza_NOUN', 'di_di_ADP')	6	mancanza di	mancanza	di	mancanza	di	NOUN	ADP	lack of
('mangia_mangiare_VERB', 'carne_carne_NOUN')	6	mangia carne	mangia	carne	mangiare	carne	VERB	NOUN	eats meat
('storie_storia_NOUN', 'di_di_ADP')	6	storie di	storie	di	storia	di	NOUN	ADP	stories of
('aspettavo_aspettare_VERB', 'di_di_ADP')	6	aspettavo di	aspettavo	di	aspettare	di	VERB	ADP	I expected to
('andiamo_andare_VERB', 'al_a_ADP')	6	andiamo al	andiamo	al	andare	a	VERB	ADP	we go to the
('pesce_pesce_NOUN', 'è_essere_AUX')	6	pesce è	pesce	è	pesce	essere	NOUN	AUX	fish is
('avete_avere_AUX', 'ucciso_uccidere_VERB')	6	avete ucciso	avete	ucciso	avere	uccidere	AUX	VERB	you (plural) killed
('viveva_vivere_VERB', 'in_in_ADP')	6	viveva in	viveva	in	vivere	in	VERB	ADP	lived in
('sapeva_sapere_VERB', 'niente_niente_PRON')	6	sapeva niente	sapeva	niente	sapere	niente	VERB	PRON	knew nothing
('le_il_DET', 'spalle_spalla_NOUN')	6	le spalle	le	spalle	il	spalla	DET	NOUN	the shoulders
('è_essere_AUX', 'perfetta_perfetto_ADJ')	6	è perfetta	è	perfetta	essere	perfetto	AUX	ADJ	is perfect
('crede_credere_VERB', 'di_di_ADP')	6		crede	di	credere	di	VERB	ADP	believes to
('sto_stare_AUX', 'iniziando_iniziare_VERB')	6	sto iniziando	sto	iniziando	stare	iniziare	AUX	VERB	I'm starting
