gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('permesso_permettere_VERB', 'di_di_ADP')	8	permesso di	permesso	di	permettere	di	VERB	ADP	
('ancora_ancora_ADV', 'andare_andare_VERB')	8	ancora andare	ancora	andare	ancora	andare	ADV	VERB	
('a_a_ADP', 'dieta_dieta_NOUN')	8	a dieta	a	dieta	a	dieta	ADP	NOUN	
('la_il_DET', 'pace_pace_NOUN')	8	la pace	la	pace	il	pace	DET	NOUN	
('abbia_avere_VERB', 'ragione_ragione_NOUN')	8	abbia ragione	abbia	ragione	avere	ragione	VERB	NOUN	
('lingua_lingua_NOUN', 'straniera_straniero_ADJ')	8	lingua straniera	lingua	straniera	lingua	straniero	NOUN	ADJ	
('vi_vi_PRON', 'hanno_avere_AUX')	8	vi hanno	vi	hanno	vi	avere	PRON	AUX	
('me_me_PRON', 'manca_mancare_VERB')	8	me manca	me	manca	me	mancare	PRON	VERB	
('qui_qui_ADV', 'finché_finché_SCONJ')	8	qui finché	qui	finché	qui	finché	ADV	SCONJ	
('quella_quello_DET', 'cosa_cosa_NOUN')	8	quella cosa	quella	cosa	quello	cosa	DET	NOUN	
('casa_casa_NOUN', 'oggi_oggi_ADV')	8	casa oggi	casa	oggi	casa	oggi	NOUN	ADV	
('nei_in_ADP', 'loro_loro_DET')	8	nei loro	nei	loro	in	loro	ADP	DET	
"('contro_contro_ADP', ""l'_il_DET"")"	8	contro l'	contro	l'	contro	il	ADP	DET	
('qui_qui_ADV', 'fino_fino_ADV')	8	qui fino	qui	fino	qui	fino	ADV	ADV	
('a_a_ADP', 'tornare_tornare_VERB')	8	arei meglio a tornare	a	tornare	a	tornare	ADP	VERB	
('la_la_PRON', 'vedo_vedere_VERB')	8	la vedo	la	vedo	la	vedere	PRON	VERB	
('nuovo_nuovo_ADJ', 'libro_libro_NOUN')	8	nuovo libro	nuovo	libro	nuovo	libro	ADJ	NOUN	
('parla_parlare_VERB', 'bene_bene_ADV')	8	parla bene	parla	bene	parlare	bene	VERB	ADV	
('è_essere_AUX', 'quella_quello_DET')	8	è quella	è	quella	essere	quello	AUX	DET	
('unica_unico_ADJ', 'persona_persona_NOUN')	8	unica persona	unica	persona	unico	persona	ADJ	NOUN	
('perso_perdere_VERB', 'le_il_DET')	8	perso le	perso	le	perdere	il	VERB	DET	
('niente_niente_PRON', 'in_in_ADP')	8	niente in	niente	in	niente	in	PRON	ADP	
('in_in_ADP', 'tanto_tanto_ADV')	8		in	tanto	in	tanto	ADP	ADV	
('viene_venire_VERB', 'dal_da_ADP')	8	viene dal	viene	dal	venire	da	VERB	ADP	
('un_uno_DET', 'panda_panda_NOUN')	8	un panda	un	panda	uno	panda	DET	NOUN	
('casa_casa_NOUN', 'ha_avere_VERB')	8	casa ha	casa	ha	casa	avere	NOUN	VERB	
('lavato_lavare_VERB', 'i_il_DET')	8		lavato	i	lavare	il	VERB	DET	
('è_essere_AUX', 'verde_verde_ADJ')	8	è verde	è	verde	essere	verde	AUX	ADJ	
('aveva_avere_AUX', 'mai_mai_ADV')	8	aveva mai	aveva	mai	avere	mai	AUX	ADV	
('dei_di_ADP', 'francobolli_francobollo_NOUN')	8	dei francobolli	dei	francobolli	di	francobollo	ADP	NOUN	
('provare_provare_VERB', 'ad_a_ADP')	8	provare ad	provare	ad	provare	a	VERB	ADP	
('mio_mio_DET', 'cugino_cugino_NOUN')	8	mio cugino	mio	cugino	mio	cugino	DET	NOUN	
('lo_lo_PRON', 'state_essere_AUX')	8	lo state	lo	state	lo	essere	PRON	AUX	
"(""all'_a_ADP"", 'istante_istante_NOUN')"	8	all'istante	all'	istante	a	istante	ADP	NOUN	
"('insegna_insegnare_VERB', ""l'_il_DET"")"	8	insegna l'	insegna	l'	insegnare	il	VERB	DET	
('dopo_dopo_ADP', 'le_il_DET')	8	dopo le	dopo	le	dopo	il	ADP	DET	
('ero_essere_AUX', 'veramente_veramente_ADV')	8	ero veramente	ero	veramente	essere	veramente	AUX	ADV	
('del_di_ADP', 'ketchup_ketchup_NOUN')	8	del ketchup	del	ketchup	di	ketchup	ADP	NOUN	
('è_essere_AUX', 'durato_durare_VERB')	8	è durato	è	durato	essere	durare	AUX	VERB	
('compagni_compagno_NOUN', 'di_di_ADP')	8	compagni di	compagni	di	compagno	di	NOUN	ADP	
('di_di_ADP', 'classe_classe_NOUN')	8	di classe	di	classe	di	classe	ADP	NOUN	
('ha_avere_AUX', 'raggiunto_raggiungere_VERB')	8	ha raggiunto	ha	raggiunto	avere	raggiungere	AUX	VERB	
('tutto_tutto_PRON', 'con_con_ADP')	8	tutto con	tutto	con	tutto	con	PRON	ADP	
('libro_libro_NOUN', 'interessante_interessante_ADJ')	8	libro interessante	libro	interessante	libro	interessante	NOUN	ADJ	
('peccato_peccato_NOUN', 'che_che_SCONJ')	8	peccato che	peccato	che	peccato	che	NOUN	SCONJ	
('delle_di_ADP', 'tue_tuo_DET')	8	delle tue	delle	tue	di	tuo	ADP	DET	
('avete_avere_AUX', 'provato_provare_VERB')	8	avete provato	avete	provato	avere	provare	AUX	VERB	
('sua_suo_DET', 'birra_birra_NOUN')	8	sua birra	sua	birra	suo	birra	DET	NOUN	
('di_di_ADP', 'portare_portare_VERB')	8	di portare	di	portare	di	portare	ADP	VERB	
('ieri_ieri_ADV', 'notte_notte_NOUN')	8	ieri notte	ieri	notte	ieri	notte	ADV	NOUN	
('un_uno_DET', 'linguaggio_linguaggio_NOUN')	8	un linguaggio	un	linguaggio	uno	linguaggio	DET	NOUN	
('dalla_da_ADP', 'casa_casa_NOUN')	8	dalla casa	dalla	casa	da	casa	ADP	NOUN	
('di_di_ADP', 'averla_avere_AUX')	8	di averla	di	averla	di	avere	ADP	AUX	
('lasciare_lasciare_VERB', 'il_il_DET')	8	lasciare il	lasciare	il	lasciare	il	VERB	DET	
('andato_andare_VERB', 'ad_a_ADP')	8	andato ad	andato	ad	andare	a	VERB	ADP	
('vuoi_volere_AUX', 'essere_essere_AUX')	8	vuoi essere	vuoi	essere	volere	essere	AUX	AUX	
('può_potere_AUX', 'fermare_fermare_VERB')	8	può fermare	può	fermare	potere	fermare	AUX	VERB	
('fammi_fare_AUX', 'sapere_sapere_VERB')	8	fammi sapere	fammi	sapere	fare	sapere	AUX	VERB	
"(""l'_il_DET"", 'imam_imam_NOUN')"	8	l'imam	l'	imam	il	imam	DET	NOUN	
('tutti_tutto_PRON', 'a_a_ADP')	8		tutti	a	tutto	a	PRON	ADP	
('perché_perché_ADV', 'lui_lui_PRON')	8	perché lui	perché	lui	perché	lui	ADV	PRON	
"('tra_tra_ADP', ""un'_uno_DET"")"	8	tra un'	tra	un'	tra	uno	ADP	DET	
('in_in_ADP', 'tasca_tasca_NOUN')	8	in tasca	in	tasca	in	tasca	ADP	NOUN	
('le_il_DET', 'strade_strada_NOUN')	8	le strade	le	strade	il	strada	DET	NOUN	
('andato_andare_VERB', 'il_il_DET')	8	andato il	andato	il	andare	il	VERB	DET	
('la_la_PRON', 'vuole_volere_VERB')	8	la vuole	la	vuole	la	volere	PRON	VERB	
('la_il_DET', 'spugna_spugna_NOUN')	8	la spugna	la	spugna	il	spugna	DET	NOUN	
('fuori_fuori_ADV', 'a_a_ADP')	8		fuori	a	fuori	a	ADV	ADP	
('a_a_ADP', 'quella_quello_DET')	8	a quella	a	quella	a	quello	ADP	DET	
('è_essere_AUX', 'piccolo_piccolo_ADJ')	8	è piccolo	è	piccolo	essere	piccolo	AUX	ADJ	
('le_le_PRON', 'conosco_conoscere_VERB')	8	le conosco	le	conosco	le	conoscere	PRON	VERB	
('molti_molto_DET', 'anni_anno_NOUN')	8	molti anni	molti	anni	molto	anno	DET	NOUN	
('tutti_tutto_PRON', 'la_la_PRON')	8	tutti la	tutti	la	tutto	la	PRON	PRON	
"(""po'_poco_ADV"", 'giovane_giovane_ADJ')"	8	po' giovane	po'	giovane	poco	giovane	ADV	ADJ	
('la_il_DET', 'traduzione_traduzione_NOUN')	8	la traduzione	la	traduzione	il	traduzione	DET	NOUN	
('che_che_SCONJ', 'abbia_avere_VERB')	8	che abbia	che	abbia	che	avere	SCONJ	VERB	
('ha_avere_AUX', 'rovesciato_rovesciare_VERB')	8	ha rovesciato	ha	rovesciato	avere	rovesciare	AUX	VERB	
"(""all'_a_ADP"", 'interno_interno_NOUN')"	8	all'interno	all'	interno	a	interno	ADP	NOUN	
('avete_avere_VERB', 'del_di_ADP')	8	avete del	avete	del	avere	di	VERB	ADP	
('avrei_avere_AUX', 'mai_mai_ADV')	8	avrei mai	avrei	mai	avere	mai	AUX	ADV	
('erano_essere_VERB', 'dei_di_ADP')	8	erano dei	erano	dei	essere	di	VERB	ADP	
