gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('dove_dove_PRON', 'avete_avere_AUX')	17	dove avete	dove	avete	dove	avere	PRON	AUX	where you (plural) have
('francese_francese_NOUN', 'con_con_ADP')	17	francese con	francese	con	francese	con	NOUN	ADP	French with
('lei_in_ADP', 'parla_parlare_VERB')	17	lei parla	lei	parla	in	parlare	ADP	VERB	she speaks
('il_il_DET', 'cappotto_cappotto_NOUN')	17	il cappotto	il	cappotto	il	cappotto	DET	NOUN	the coat
('morto_morire_VERB', 'di_di_ADP')	17	morto di	morto	di	morire	di	VERB	ADP	dead of
('per_per_ADP', 'aiutare_aiutare_VERB')	17	per aiutare	per	aiutare	per	aiutare	ADP	VERB	to help
('è_essere_AUX', 'tua_tuo_DET')	17	è tua	è	tua	essere	tuo	AUX	DET	it is yours (feminine)
('ha_avere_AUX', 'aspettato_aspettare_VERB')	17	ha aspettato	ha	aspettato	avere	aspettare	AUX	VERB	has waited
('un_uno_DET', 'bugiardo_bugiardo_NOUN')	17	un bugiardo	un	bugiardo	uno	bugiardo	DET	NOUN	a liar
('una_uno_DET', 'gatta_gatta_NOUN')	17	una gatta	una	gatta	uno	gatta	DET	NOUN	a female cat
('mi_mi_PRON', 'ama_amare_VERB')	17	mi ama	mi	ama	mi	amare	PRON	VERB	he loves me
('si_si_PRON', 'dice_dire_VERB')	17	si dice	si	dice	si	dire	PRON	VERB	one says
('stati_essere_AUX', 'in_in_ADP')	17	stati in	stati	in	essere	in	AUX	ADP	been in
('sempre_sempre_ADV', 'la_il_DET')	17	sempre la	sempre	la	sempre	il	ADV	DET	always the
('comprato_comprare_VERB', 'dei_di_ADP')	17	comprato dei	comprato	dei	comprare	di	VERB	ADP	bought some
('della_di_ADP', 'nostra_nostro_DET')	17	della nostra	della	nostra	di	nostro	ADP	DET	of our (feminine)
('dovrei_dovere_AUX', 'andare_andare_VERB')	17	dovrei andare	dovrei	andare	dovere	andare	AUX	VERB	I should go
('le_le_PRON', 'abbiamo_avere_AUX')	17	le abbiamo	le	abbiamo	le	avere	PRON	AUX	we have them (feminine)
('insegnante_insegnante_NOUN', 'mi_mi_PRON')	17	insegnante mi	insegnante	mi	insegnante	mi	NOUN	PRON	teacher to me
"(""quest'_questo_DET"", 'anno_anno_NOUN')"	17	quest'anno	quest'	anno	questo	anno	DET	NOUN	this year (before a vowel)
('molti_molto_DET', 'amici_amico_NOUN')	17	molti amici	molti	amici	molto	amico	DET	NOUN	many friends
('deve_dovere_AUX', 'farlo_fare_VERB')	17	deve farlo	deve	farlo	dovere	fare	AUX	VERB	must do it
('fino_fino_ADV', 'al_a_ADP')	17	fino al	fino	al	fino	a	ADV	ADP	up to the
('la_il_DET', 'sicurezza_sicurezza_NOUN')	17	la sicurezza	la	sicurezza	il	sicurezza	DET	NOUN	the safety
('lavoro_lavoro_NOUN', 'è_essere_AUX')	17	lavoro è	lavoro	è	lavoro	essere	NOUN	AUX	work is
('a_a_ADP', 'destra_destra_NOUN')	17	a destra	a	destra	a	destra	ADP	NOUN	to the right
('di_di_ADP', 'scarpe_scarpa_NOUN')	17	di scarpe	di	scarpe	di	scarpa	ADP	NOUN	of shoes
('lavoro_lavoro_NOUN', 'a_a_ADP')	17		lavoro	a	lavoro	a	NOUN	ADP	work at
('che_che_SCONJ', 'loro_loro_PRON')	17	che loro	che	loro	che	loro	SCONJ	PRON	that they
('di_di_ADP', 'rimanere_rimanere_VERB')	17	di rimanere	di	rimanere	di	rimanere	ADP	VERB	to stay
('questo_questo_DET', 'lavoro_lavoro_NOUN')	17	questo lavoro	questo	lavoro	questo	lavoro	DET	NOUN	this job
('nella_in_ADP', 'casa_casa_NOUN')	17	nella casa	nella	casa	in	casa	ADP	NOUN	in the house
('automobile_automobile_NOUN', 'è_essere_AUX')	17	automobile è	automobile	è	automobile	essere	NOUN	AUX	car is
('pensando_pensare_VERB', 'di_di_ADP')	17	pensando di	pensando	di	pensare	di	VERB	ADP	thinking of
('tempo_tempo_NOUN', 'fa_fa_ADV')	17	tempo fa	tempo	fa	tempo	fa	NOUN	ADV	time ago
('non_non_ADV', 'beve_bere_VERB')	17	non beve	non	beve	non	bere	ADV	VERB	does not drink
('stava_stare_VERB', 'per_per_ADP')	17	stava per	stava	per	stare	per	VERB	ADP	was about to
('è_essere_AUX', 'blu_blu_ADJ')	17	è blu	è	blu	essere	blu	AUX	ADJ	it is blue
('qualche_qualche_DET', 'domanda_domanda_NOUN')	17	qualche domanda	qualche	domanda	qualche	domanda	DET	NOUN	some question
('ci_ci_PRON', 'serve_servire_VERB')	17	ci serve	ci	serve	ci	servire	PRON	VERB	we need it
('sono_essere_AUX', 'arrivato_arrivare_VERB')	17	sono arrivato	sono	arrivato	essere	arrivare	AUX	VERB	I arrived
('arrivato_arrivare_VERB', 'qui_qui_ADV')	17	arrivato qui	arrivato	qui	arrivare	qui	VERB	ADV	arrived here
('il_il_DET', 'giornale_giornale_NOUN')	17	il giornale	il	giornale	il	giornale	DET	NOUN	the newspaper
('aperto_aprire_VERB', 'il_il_DET')	17	aperto il	aperto	il	aprire	il	VERB	DET	opened the
('è_essere_AUX', 'malato_malato_ADJ')	17	è malato	è	malato	essere	malato	AUX	ADJ	he is sick
('il_il_DET', 'basket_basket_NOUN')	17	il basket	il	basket	il	basket	DET	NOUN	basketball
('fetta_fetta_NOUN', 'di_di_ADP')	17	fetta di	fetta	di	fetta	di	NOUN	ADP	slice of
('che_che_SCONJ', 'deve_dovere_AUX')	17	che deve	che	deve	che	dovere	SCONJ	AUX	that must
('ha_avere_AUX', 'scelto_scegliere_VERB')	17	ha scelto	ha	scelto	avere	scegliere	AUX	VERB	has chosen
('a_a_ADP', 'morte_morte_NOUN')	17	annato a morte	a	morte	a	morte	ADP	NOUN	to death
('penso_pensare_VERB', 'sia_essere_AUX')	17	penso sia	penso	sia	pensare	essere	VERB	AUX	I think it is
('parlare_parlare_VERB', 'inglese_inglese_ADJ')	17	parlare inglese	parlare	inglese	parlare	inglese	VERB	ADJ	to speak English
('stai_stare_AUX', 'ancora_ancora_ADV')	17	stai ancora	stai	ancora	stare	ancora	AUX	ADV	you are still
('fosse_essere_AUX', 'un_uno_DET')	17	fosse un	fosse	un	essere	uno	AUX	DET	was a
('male_male_NOUN', 'a_a_ADP')	17		male	a	male	a	NOUN	ADP	pain in
('e_e_CCONJ', 'se_se_SCONJ')	17	e se	e	se	e	se	CCONJ	SCONJ	and if
('i_il_DET', 'cavalli_cavallo_NOUN')	17	i cavalli	i	cavalli	il	cavallo	DET	NOUN	the horses
('perché_perché_ADV', 'ci_ci_PRON')	17	perché ci	perché	ci	perché	ci	ADV	PRON	why us
('di_di_ADP', 'qualcosa_qualcosa_PRON')	17	di qualcosa	di	qualcosa	di	qualcosa	ADP	PRON	of something
('del_di_ADP', 'sangue_sangue_NOUN')	17	del sangue	del	sangue	di	sangue	ADP	NOUN	of blood
('sembri_sembrare_VERB', 'molto_molto_ADV')	17	sembri molto	sembri	molto	sembrare	molto	VERB	ADV	you seem very
('ad_a_ADP', 'aiutarmi_aiutare_VERB')	17	ad aiutarmi	ad	aiutarmi	a	aiutare	ADP	VERB	to help me
('venuta_venire_VERB', 'qui_qui_ADV')	17	venuta qui	venuta	qui	venire	qui	VERB	ADV	came here (feminine)
('lei_lei_PRON', 'piacciono_piacere_VERB')	17	lei piacciono	lei	piacciono	lei	piacere	PRON	VERB	she likes them
('sei_essere_AUX', 'sicuro_sicuro_ADJ')	17	sei sicuro	sei	sicuro	essere	sicuro	AUX	ADJ	are you sure
('ha_avere_AUX', 'causato_causare_VERB')	17	ha causato	ha	causato	avere	causare	AUX	VERB	has caused
('lui_lui_PRON', 'sia_essere_AUX')	17	lui sia	lui	sia	lui	essere	PRON	AUX	he be
('libro_libro_NOUN', 'da_da_ADP')	17	libro da	libro	da	libro	da	NOUN	ADP	book to
('innamorato_innamorare_ADJ', 'di_di_ADP')	17	innamorato di	innamorato	di	innamorare	di	ADJ	ADP	in love with
('non_non_ADV', 'serve_servire_VERB')	17	non serve	non	serve	non	servire	ADV	VERB	it is useless
('fatto_fare_VERB', 'qualcosa_qualcosa_PRON')	17	fatto qualcosa	fatto	qualcosa	fare	qualcosa	VERB	PRON	did something
('forse_forse_ADV', 'non_non_ADV')	17	forse non	forse	non	forse	non	ADV	ADV	maybe not
('che_che_PRON', 'vi_vi_PRON')	17	che vi	che	vi	che	vi	PRON	PRON	that you (plural)
('lasciare_lasciare_VERB', 'la_il_DET')	17	la	lasciare	la	lasciare	il	VERB	DET	to leave the
('prova_provare_VERB', 'a_a_ADP')	17	prova	prova	a	provare	a	VERB	ADP	try to
('non_non_ADV', 'ce_ce_PRON')	17	non ce	non	ce	non	ce	ADV	PRON	not us
('le_il_DET', 'parole_parola_NOUN')	17	le parole	le	parole	il	parola	DET	NOUN	the words
('è_essere_AUX', 'impegnata_impegnare_VERB')	17	è impegnata	è	impegnata	essere	impegnare	AUX	VERB	she is busy
('miei_mio_DET', 'compiti_compito_NOUN')	17	miei compiti	miei	compiti	mio	compito	DET	NOUN	my homework
('visto_vedere_VERB', 'questo_questo_DET')	17	visto questo	visto	questo	vedere	questo	VERB	DET	seen this
('in_in_ADP', 'salute_salute_NOUN')	17	in salute	in	salute	in	salute	ADP	NOUN	in good health
('libro_libro_NOUN', 'per_per_ADP')	17	libro per	libro	per	libro	per	NOUN	ADP	book for
('in_in_ADP', 'vendita_vendita_NOUN')	17	in vendita	in	vendita	in	vendita	ADP	NOUN	for sale
('fare_fare_VERB', 'in_in_ADP')	17	fare in	fare	in	fare	in	VERB	ADP	to do in
('dici_dire_VERB', 'di_di_ADP')	17	di	dici	di	dire	di	VERB	ADP	you say to
('avete_avere_AUX', 'trovato_trovare_VERB')	17	avete trovato	avete	trovato	avere	trovare	AUX	VERB	you (plural) found
('ho_avere_AUX', 'lavorato_lavorare_VERB')	17	ho lavorato	ho	lavorato	avere	lavorare	AUX	VERB	I worked
('è_essere_AUX', 'inutile_inutile_ADJ')	17	è inutile	è	inutile	essere	inutile	AUX	ADJ	it is useless
('età_età_NOUN', 'di_di_ADP')	17	età di	età	di	età	di	NOUN	ADP	age of
('volete_volere_AUX', 'andare_andare_VERB')	17	volete andare	volete	andare	volere	andare	AUX	VERB	you (plural) want to go
('vuole_volere_AUX', 'imparare_imparare_VERB')	17	vuole imparare	vuole	imparare	volere	imparare	AUX	VERB	he wants to learn
('il_il_DET', 'futuro_futuro_NOUN')	17	il futuro	il	futuro	il	futuro	DET	NOUN	the future
('cosa_cosa_PRON', 'stanno_stare_AUX')	17	cosa stanno	cosa	stanno	cosa	stare	PRON	AUX	what are they
('suo_suo_DET', 'bicchiere_bicchiere_NOUN')	17	suo bicchiere	suo	bicchiere	suo	bicchiere	DET	NOUN	his glass; her glass
('vi_vi_PRON', 'è_essere_AUX')	17	vi è	vi	è	vi	essere	PRON	AUX	there is
('pensando_pensare_VERB', 'a_a_ADP')	17		pensando	a	pensare	a	VERB	ADP	thinking about
('aiutata_aiutare_VERB', 'a_a_ADP')	17		aiutata	a	aiutare	a	VERB	ADP	helped to
('di_di_ADP', 'se_se_PRON')	17	di se	di	se	di	se	ADP	PRON	of oneself
('un_uno_DET', 'nome_nome_NOUN')	17	un nome	un	nome	uno	nome	DET	NOUN	a name
('cani_cane_NOUN', 'sono_essere_AUX')	17	cani sono	cani	sono	cane	essere	NOUN	AUX	dogs are
