gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('sta_stare_AUX', 'imparando_imparare_VERB')	18	sta imparando	sta	imparando	stare	imparare	AUX	VERB	
('a_a_ADP', 'disagio_disagio_NOUN')	18	a disagio	a	disagio	a	disagio	ADP	NOUN	
('un_uno_DET', 'vestito_vestito_NOUN')	18	un vestito	un	vestito	uno	vestito	DET	NOUN	
('non_non_ADV', 'fosse_essere_AUX')	18	non fosse	non	fosse	non	essere	ADV	AUX	
('davvero_davvero_ADV', 'che_che_SCONJ')	18	davvero che	davvero	che	davvero	che	ADV	SCONJ	
('di_di_ADP', 'torta_torta_NOUN')	18	di torta	di	torta	di	torta	ADP	NOUN	
('datemi_dare_VERB', 'un_uno_DET')	18	datemi un	datemi	un	dare	uno	VERB	DET	
('molta_molto_DET', 'gente_gente_NOUN')	18	molta gente	molta	gente	molto	gente	DET	NOUN	
('ha_avere_AUX', 'spiegato_spiegare_VERB')	18	ha spiegato	ha	spiegato	avere	spiegare	AUX	VERB	
('stavo_stare_VERB', 'per_per_ADP')	18	stavo per	stavo	per	stare	per	VERB	ADP	
('perché_perché_SCONJ', 'sono_essere_AUX')	18	perché sono	perché	sono	perché	essere	SCONJ	AUX	
('mi_mi_PRON', 'state_essere_AUX')	18	mi state	mi	state	mi	essere	PRON	AUX	
('anni_anno_NOUN', 'in_in_ADP')	18	anni in	anni	in	anno	in	NOUN	ADP	
('ricevuto_ricevere_VERB', 'un_uno_DET')	18	ricevuto un	ricevuto	un	ricevere	uno	VERB	DET	
('in_in_ADP', 'banca_banca_NOUN')	18	in banca	in	banca	in	banca	ADP	NOUN	
('mi_mi_PRON', 'manca_mancare_VERB')	18	mi manca	mi	manca	mi	mancare	PRON	VERB	
('dicendo_dire_VERB', 'che_che_SCONJ')	18	dicendo che	dicendo	che	dire	che	VERB	SCONJ	
('hai_avere_AUX', 'dato_dare_VERB')	18	hai dato	hai	dato	avere	dare	AUX	VERB	
