gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('avere_avere_VERB', 'bisogno_bisogno_NOUN')	9	avere bisogno	avere	bisogno	avere	bisogno	VERB	NOUN	
('ai_a_ADP', 'cani_cane_NOUN')	9	ai cani	ai	cani	a	cane	ADP	NOUN	
('tutti_tutto_PRON', 'lo_lo_PRON')	9	tutti lo	tutti	lo	tutto	lo	PRON	PRON	
('mi_mi_PRON', 'stanno_stare_AUX')	9	mi stanno	mi	stanno	mi	stare	PRON	AUX	
('solo_solo_ADV', 'a_a_ADP')	9		solo	a	solo	a	ADV	ADP	
('spesso_spesso_ADV', 'il_il_DET')	9	spesso il	spesso	il	spesso	il	ADV	DET	
('buon_buono_ADJ', 'lavoro_lavoro_NOUN')	9	buon lavoro	buon	lavoro	buono	lavoro	ADJ	NOUN	
('siamo_essere_AUX', 'troppo_troppo_ADV')	9	siamo troppo	siamo	troppo	essere	troppo	AUX	ADV	
('un_uno_DET', 'martello_martello_NOUN')	9	un martello	un	martello	uno	martello	DET	NOUN	
('finito_finire_VERB', 'i_il_DET')	9		finito	i	finire	il	VERB	DET	
"('sapete_sapere_VERB', ""cos'_cos'_PRON"")"	9	sapete cos'	sapete	cos'	sapere	cos'	VERB	PRON	
('sta_stare_AUX', 'aiutando_aiutare_VERB')	9	sta aiutando	sta	aiutando	stare	aiutare	AUX	VERB	
('un_uno_DET', 'diario_diario_NOUN')	9	un diario	un	diario	uno	diario	DET	NOUN	
('un_uno_DET', 'soldato_soldato_NOUN')	9	un soldato	un	soldato	uno	soldato	DET	NOUN	
('vostro_vostro_DET', 'numero_numero_NOUN')	9	vostro numero	vostro	numero	vostro	numero	DET	NOUN	
('hai_avere_AUX', 'scritto_scrivere_VERB')	9	hai scritto	hai	scritto	avere	scrivere	AUX	VERB	
('bella_bello_ADJ', 'di_di_ADP')	9	bella di	bella	di	bello	di	ADJ	ADP	
('cui_cui_PRON', 'è_essere_AUX')	9		cui	è	cui	essere	PRON	AUX	
('che_che_SCONJ', 'parli_parlare_VERB')	9	che parli	che	parli	che	parlare	SCONJ	VERB	
"('bisogno_bisogno_NOUN', ""dell'_di_ADP"")"	9	bisogno dell'	bisogno	dell'	bisogno	di	NOUN	ADP	
('la_il_DET', 'password_password_NOUN')	9	la password	la	password	il	password	DET	NOUN	
('sapeva_sapere_VERB', 'come_come_SCONJ')	9	sapeva come	sapeva	come	sapere	come	VERB	SCONJ	
"(""gliel'_gliela_PRON"", 'ho_avere_AUX')"	9	gliel'ho	gliel'	ho	gliela	avere	PRON	AUX	
('lo_lo_PRON', 'facciamo_fare_VERB')	9	lo facciamo	lo	facciamo	lo	fare	PRON	VERB	
('una_uno_DET', 'vera_vero_ADJ')	9	una vera	una	vera	uno	vero	DET	ADJ	
