gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('andò_andare_VERB', 'al_a_ADP')	7	andò al	andò	al	andare	a	VERB	ADP	
('ha_avere_VERB', 'veramente_veramente_ADV')	7	ha veramente	ha	veramente	avere	veramente	VERB	ADV	
('un_uno_DET', 'carro_carro_NOUN')	7	un carro	un	carro	uno	carro	DET	NOUN	
('mai_mai_ADV', 'andato_andare_VERB')	7	mai andato	mai	andato	mai	andare	ADV	VERB	
('mia_mio_DET', 'biro_biro_NOUN')	7	mia biro	mia	biro	mio	biro	DET	NOUN	
('potete_potere_AUX', 'dire_dire_VERB')	7	potete dire	potete	dire	potere	dire	AUX	VERB	
"(""l'_il_DET"", 'aquila_aquila_NOUN')"	7	l'aquila	l'	aquila	il	aquila	DET	NOUN	
('solo_solo_ADV', 'in_in_ADP')	7	solo in	solo	in	solo	in	ADV	ADP	
('è_essere_AUX', 'rossa_rosso_ADJ')	7	è rossa	è	rossa	essere	rosso	AUX	ADJ	
('faccia_fare_VERB', 'vedere_vedere_VERB')	7	faccia vedere	faccia	vedere	fare	vedere	VERB	VERB	
('vive_vivere_VERB', 'qui_qui_ADV')	7	vive qui	vive	qui	vivere	qui	VERB	ADV	
('questa_questo_DET', 'zuppa_zuppa_NOUN')	7	questa zuppa	questa	zuppa	questo	zuppa	DET	NOUN	
('avere_avere_AUX', 'vinto_vincere_VERB')	7	avere vinto	avere	vinto	avere	vincere	AUX	VERB	
('sono_essere_AUX', 'annoiato_annoiare_VERB')	7	sono annoiato	sono	annoiato	essere	annoiare	AUX	VERB	
('stiamo_stare_AUX', 'ancora_ancora_ADV')	7	stiamo ancora	stiamo	ancora	stare	ancora	AUX	ADV	
('nel_in_ADP', 'sonno_sonno_NOUN')	7	nel sonno	nel	sonno	in	sonno	ADP	NOUN	
('non_non_ADV', 'sapere_sapere_VERB')	7	non sapere	non	sapere	non	sapere	ADV	VERB	
('sia_essere_AUX', 'pazzo_pazzo_ADJ')	7	sia pazzo	sia	pazzo	essere	pazzo	AUX	ADJ	
('di_di_ADP', 'aprire_aprire_VERB')	7	di aprire	di	aprire	di	aprire	ADP	VERB	
('a_a_ADP', 'cercarla_cercare_VERB')	7	a cercarla	a	cercarla	a	cercare	ADP	VERB	
('stia_essere_AUX', 'nascondendo_nascondere_VERB')	7	stia nascondendo	stia	nascondendo	essere	nascondere	AUX	VERB	
('fanno_fare_VERB', 'male_male_ADV')	7	fanno male	fanno	male	fare	male	VERB	ADV	
('lei_in_ADP', 'lavora_lavorare_VERB')	7	lei lavora	lei	lavora	in	lavorare	ADP	VERB	
('il_il_DET', 'tappeto_tappeto_NOUN')	7	il tappeto	il	tappeto	il	tappeto	DET	NOUN	
('di_di_ADP', 'camminare_camminare_VERB')	7	di camminare	di	camminare	di	camminare	ADP	VERB	
('date_dare_VERB', 'a_a_ADP')	7	da	date	a	dare	a	VERB	ADP	
('hai_avere_AUX', 'guardato_guardare_VERB')	7	hai guardato	hai	guardato	avere	guardare	AUX	VERB	
('di_di_ADP', 'mare_mare_NOUN')	7	di mare	di	mare	di	mare	ADP	NOUN	
"('manca_mancare_VERB', ""l'_il_DET"")"	7	manca l'	manca	l'	mancare	il	VERB	DET	
"('perché_perché_SCONJ', ""l'_lo_PRON"")"	7	perché l'	perché	l'	perché	lo	SCONJ	PRON	
('cui_cui_PRON', 'giocare_giocare_VERB')	7	cui giocare	cui	giocare	cui	giocare	PRON	VERB	
('entrare_entrare_VERB', 'in_in_ADP')	7	entrare in	entrare	in	entrare	in	VERB	ADP	
('mangiò_mangiare_VERB', 'il_il_DET')	7	mangiò il	mangiò	il	mangiare	il	VERB	DET	
('ordinato_ordinare_VERB', 'un_uno_DET')	7	ordinato un	ordinato	un	ordinare	uno	VERB	DET	
('visto_vedere_VERB', 'questa_questo_DET')	7	visto questa	visto	questa	vedere	questo	VERB	DET	
('sto_stare_AUX', 'studiando_studiare_VERB')	7	sto studiando	sto	studiando	stare	studiare	AUX	VERB	
('secondo_secondo_ADP', 'me_me_PRON')	7	secondo me	secondo	me	secondo	me	ADP	PRON	
('è_essere_AUX', 'favorevole_favorevole_ADJ')	7	è favorevole	è	favorevole	essere	favorevole	AUX	ADJ	
('è_essere_AUX', 'riuscito_riuscire_VERB')	7	è riuscito	è	riuscito	essere	riuscire	AUX	VERB	
('lo_lo_PRON', 'comprerà_comprare_VERB')	7	lo comprerà	lo	comprerà	lo	comprare	PRON	VERB	
('a_a_ADP', 'qualcosa_qualcosa_PRON')	7	allergici a qualcosa	a	qualcosa	a	qualcosa	ADP	PRON	
('aiuti_aiutare_VERB', 'a_a_ADP')	7	a	aiuti	a	aiutare	a	VERB	ADP	
('vinse_vincere_VERB', 'il_il_DET')	7	vinse il	vinse	il	vincere	il	VERB	DET	
('più_più_ADV', 'del_di_ADP')	7	più del	più	del	più	di	ADV	ADP	
('molto_molto_ADV', 'arrabbiato_arrabbiato_ADJ')	7	molto arrabbiato	molto	arrabbiato	molto	arrabbiato	ADV	ADJ	
('altra_altro_ADJ', 'domanda_domanda_NOUN')	7	altra domanda	altra	domanda	altro	domanda	ADJ	NOUN	
('non_non_ADV', 've_ve_PRON')	7	non ve	non	ve	non	ve	ADV	PRON	
('essere_essere_AUX', 'ancora_ancora_ADV')	7	essere ancora	essere	ancora	essere	ancora	AUX	ADV	
('impegnata_impegnare_VERB', 'oggi_oggi_ADV')	7	impegnata oggi	impegnata	oggi	impegnare	oggi	VERB	ADV	
('riesci_riuscire_VERB', 'ad_a_ADP')	7	riesci ad	riesci	ad	riuscire	a	VERB	ADP	
('geloso_geloso_ADJ', 'di_di_ADP')	7	geloso di	geloso	di	geloso	di	ADJ	ADP	
('abbiamo_avere_AUX', 'visitato_visitare_VERB')	7	abbiamo visitato	abbiamo	visitato	avere	visitare	AUX	VERB	
('ora_ora_ADV', 'sono_essere_AUX')	7	ora sono	ora	sono	ora	essere	ADV	AUX	
('suo_suo_DET', 'nonno_nonno_NOUN')	7	suo nonno	suo	nonno	suo	nonno	DET	NOUN	
('nessuno_nessuno_PRON', 'riesce_riuscire_VERB')	7	nessuno riesce	nessuno	riesce	nessuno	riuscire	PRON	VERB	
('la_la_PRON', 'dobbiamo_dovere_AUX')	7	la dobbiamo	la	dobbiamo	la	dovere	PRON	AUX	
('sono_essere_AUX', 'tua_tuo_DET')	7	sono tua	sono	tua	essere	tuo	AUX	DET	
('dovuta_dovere_AUX', 'andare_andare_VERB')	7	dovuta andare	dovuta	andare	dovere	andare	AUX	VERB	
('avete_avere_AUX', 'imparato_imparare_VERB')	7	avete imparato	avete	imparato	avere	imparare	AUX	VERB	
('penso_pensare_VERB', 'a_a_ADP')	7	penso a	penso	a	pensare	a	VERB	ADP	
('è_essere_AUX', 'nata_nascere_VERB')	7	è nata	è	nata	essere	nascere	AUX	VERB	
