gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('lui_lui_PRON', 'venne_venire_VERB')	9	lui venne	lui	venne	lui	venire	PRON	VERB	he came
('suo_suo_DET', 'fidanzato_fidanzato_NOUN')	9	suo fidanzato	suo	fidanzato	suo	fidanzato	DET	NOUN	her fiancé; his fiancé (masculine)
('molto_molto_ADV', 'impegnate_impegnare_VERB')	9	molto impegnate	molto	impegnate	molto	impegnare	ADV	VERB	very busy (feminine plural)
('fare_fare_VERB', 'qualche_qualche_DET')	9	fare qualche	fare	qualche	fare	qualche	VERB	DET	to do some
('marito_marito_NOUN', 'di_di_ADP')	9	marito di	marito	di	marito	di	NOUN	ADP	husband of
('fare_fare_VERB', 'nulla_nu_PRON')	9	fare nulla	fare	nulla	fare	nu	VERB	PRON	do nothing
('il_il_DET', 'diavolo_diavolo_NOUN')	9	il diavolo	il	diavolo	il	diavolo	DET	NOUN	the devil (masculine)
('di_di_ADP', 'basket_basket_NOUN')	9	di basket	di	basket	di	basket	ADP	NOUN	of basketball
('di_di_ADP', 'tutti_tutto_DET')	9	di tutti	di	tutti	di	tutto	ADP	DET	of everyone
('spazio_spazio_NOUN', 'per_per_ADP')	9	spazio per	spazio	per	spazio	per	NOUN	ADP	space for
('è_essere_AUX', 'dove_dove_ADV')	9	è dove	è	dove	essere	dove	AUX	ADV	is where
('sto_stare_AUX', 'leggendo_leggere_VERB')	9	sto leggendo	sto	leggendo	stare	leggere	AUX	VERB	I am reading
"(""dall'_da_ADP"", 'albero_albero_NOUN')"	9	dall'albero	dall'	albero	da	albero	ADP	NOUN	from the tree (before a vowel)
('stava_stare_AUX', 'sentendo_sentire_VERB')	9	stava sentendo	stava	sentendo	stare	sentire	AUX	VERB	was hearing
('sicuro_sicuro_ADJ', 'con_con_ADP')	9	sicuro con	sicuro	con	sicuro	con	ADJ	ADP	secure with (masculine)
('hai_avere_AUX', 'chiamato_chiamare_VERB')	9	hai chiamato	hai	chiamato	avere	chiamare	AUX	VERB	you called
('cui_cui_PRON', 'ho_avere_AUX')	9	cui ho	cui	ho	cui	avere	PRON	AUX	whom I
('è_essere_AUX', 'diverso_diverso_ADJ')	9	è diverso	è	diverso	essere	diverso	AUX	ADJ	is different
('fai_fare_VERB', 'attenzione_attenzione_NOUN')	9	fai attenzione	fai	attenzione	fare	attenzione	VERB	NOUN	pay attention
('abita_abitare_VERB', 'vicino_vicino_ADV')	9	abita vicino	abita	vicino	abitare	vicino	VERB	ADV	lives nearby
('rovesciato_rovesciare_VERB', 'il_il_DET')	9	rovesciato il	rovesciato	il	rovesciare	il	VERB	DET	knocked over the (masculine)
('il_il_DET', 'parco_parco_NOUN')	9	il parco	il	parco	il	parco	DET	NOUN	the park (masculine)
('accettato_accettare_VERB', 'la_il_DET')	9	accettato la	accettato	la	accettare	il	VERB	DET	accepted the (feminine)
('stanno_stare_AUX', 'cercando_cercare_VERB')	9	stanno cercando	stanno	cercando	stare	cercare	AUX	VERB	they are looking
('ristorante_ristorante_NOUN', 'di_di_ADP')	9	ristorante di	ristorante	di	ristorante	di	NOUN	ADP	restaurant of
('la_il_DET', 'scommessa_scommessa_NOUN')	9	la scommessa	la	scommessa	il	scommessa	DET	NOUN	the bet (feminine)
('manca_mancare_VERB', 'la_il_DET')	9	manca la	manca	la	mancare	il	VERB	DET	missing the (feminine)
('sono_essere_AUX', 'morte_morire_VERB')	9	sono morte	sono	morte	essere	morire	AUX	VERB	they died (feminine plural)
('di_di_ADP', 'tuo_tuo_DET')	9	di tuo	di	tuo	di	tuo	ADP	DET	of your (masculine)
('a_a_ADP', 'tutto_tutto_PRON')	9	a a tutto	a	tutto	a	tutto	ADP	PRON	to everything
"('imparando_imparare_VERB', ""l'_il_DET"")"	9	imparando l'	imparando	l'	imparare	il	VERB	DET	learning the (before a vowel)
('ha_avere_AUX', 'quasi_quasi_ADV')	9	ha quasi	ha	quasi	avere	quasi	AUX	ADV	has almost
('andate_andare_VERB', 'alla_a_ADP')	9	andate alla	andate	alla	andare	a	VERB	ADP	you (plural) went to the (feminine)
('che_che_PRON', 'vuoi_volere_VERB')	9	che vuoi	che	vuoi	che	volere	PRON	VERB	what do you want
('cosa_cosa_PRON', 'ha_avere_AUX')	9	cosa ha	cosa	ha	cosa	avere	PRON	AUX	what does he have
('mio_mio_DET', 'cappello_cappello_NOUN')	9	mio cappello	mio	cappello	mio	cappello	DET	NOUN	my hat (masculine)
('sono_essere_AUX', 'senza_senza_ADP')	9	sono senza	sono	senza	essere	senza	AUX	ADP	I am without
('vi_vi_PRON', 'piacerebbe_piacere_VERB')	9	vi piacerebbe	vi	piacerebbe	vi	piacere	PRON	VERB	would you (plural) like
('i_il_DET', 'regali_regalo_NOUN')	9	i regali	i	regali	il	regalo	DET	NOUN	the gifts (masculine plural)
('amo_amare_VERB', 'questo_questo_DET')	9	amo questo	amo	questo	amare	questo	VERB	DET	I love this
('come_come_ADP', 'loro_loro_PRON')	9	come loro	come	loro	come	loro	ADP	PRON	like them
('dal_da_ADP', 'letto_letto_NOUN')	9	dal letto	dal	letto	da	letto	ADP	NOUN	from the bed (masculine)
"('lasciato_lasciare_VERB', ""l'_il_DET"")"	9	lasciato l'	lasciato	l'	lasciare	il	VERB	DET	left the (before a vowel)
('per_per_ADP', 'quanto_quanto_PRON')	9	per quanto	per	quanto	per	quanto	ADP	PRON	for how long
('voi_voi_PRON', 'dovreste_dovere_AUX')	9	voi dovreste	voi	dovreste	voi	dovere	PRON	AUX	you (plural) should
('hanno_avere_AUX', 'comprato_comprare_VERB')	9	hanno comprato	hanno	comprato	avere	comprare	AUX	VERB	they bought
('suo_suo_DET', 'regalo_regalo_NOUN')	9	suo regalo	suo	regalo	suo	regalo	DET	NOUN	his gift; her gift (masculine)
('è_essere_AUX', 'pigro_pigro_ADJ')	9	è pigro	è	pigro	essere	pigro	AUX	ADJ	is lazy (masculine)
('ha_avere_AUX', 'tagliato_tagliare_VERB')	9	ha tagliato	ha	tagliato	avere	tagliare	AUX	VERB	cut
('nel_in_ADP', 'tempo_tempo_NOUN')	9	nel tempo	nel	tempo	in	tempo	ADP	NOUN	over time
('vi_vi_PRON', 'piacerà_piacere_VERB')	9	vi piacerà	vi	piacerà	vi	piacere	PRON	VERB	you (plural) will like it
('funziona_funzionare_VERB', 'questo_questo_PRON')	9	funziona questo	funziona	questo	funzionare	questo	VERB	PRON	this works
('qualche_qualche_DET', 'minuto_minuto_NOUN')	9	qualche minuto	qualche	minuto	qualche	minuto	DET	NOUN	a few minutes
('ruppe_rompere_VERB', 'il_il_DET')	9	ruppe il	ruppe	il	rompere	il	VERB	DET	broke the (masculine)
('sta_stare_AUX', 'morendo_morire_VERB')	9	sta morendo	sta	morendo	stare	morire	AUX	VERB	is dying
('lo_lo_PRON', 'vedrò_vedere_VERB')	9	lo vedrò	lo	vedrò	lo	vedere	PRON	VERB	I will see him
('sono_essere_AUX', 'sentita_sentire_VERB')	9	sono sentita	sono	sentita	essere	sentire	AUX	VERB	I felt (feminine)
('a_a_ADP', 'preparare_preparare_VERB')	9	ata a preparare	a	preparare	a	preparare	ADP	VERB	to prepare
('siamo_essere_AUX', 'le_il_DET')	9	siamo le	siamo	le	essere	il	AUX	DET	we are the (feminine plural)
('rifiutato_rifiutare_VERB', 'la_il_DET')	9	rifiutato la	rifiutato	la	rifiutare	il	VERB	DET	refused the (feminine)
('sarà_essere_AUX', 'difficile_difficile_ADJ')	9	sarà difficile	sarà	difficile	essere	difficile	AUX	ADJ	it will be difficult
('si_si_PRON', 'fermi_fermare_VERB')	9	si fermi	si	fermi	si	fermare	PRON	VERB	stop yourself
('nuovo_nuovo_ADJ', 'in_in_ADP')	9	nuovo in	nuovo	in	nuovo	in	ADJ	ADP	new in
