gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('disse_dire_VERB', 'mai_mai_ADV')	10	disse mai	disse	mai	dire	mai	VERB	ADV	ever said
('prendere_prendere_VERB', 'le_il_DET')	10	prendere le	prendere	le	prendere	il	VERB	DET	to take them
('avrò_avere_VERB', 'bisogno_bisogno_NOUN')	10	avrò bisogno	avrò	bisogno	avere	bisogno	VERB	NOUN	I will need
('tuo_tuo_DET', 'piano_piano_NOUN')	10	tuo piano	tuo	piano	tuo	piano	DET	NOUN	your plan
('fu_essere_AUX', 'un_uno_DET')	10	fu un	fu	un	essere	uno	AUX	DET	was a
('nave_nave_NOUN', 'è_essere_AUX')	10	nave è	nave	è	nave	essere	NOUN	AUX	ship is
('è_essere_AUX', 'trasferito_trasferire_VERB')	10	è trasferito	è	trasferito	essere	trasferire	AUX	VERB	is transferred
('come_come_SCONJ', 'ti_ti_PRON')	10	come ti	come	ti	come	ti	SCONJ	PRON	how you
('le_il_DET', 'amiche_amico_NOUN')	10	le amiche	le	amiche	il	amico	DET	NOUN	the friends (feminine)
('piano_piano_NOUN', 'è_essere_AUX')	10	piano è	piano	è	piano	essere	NOUN	AUX	plan is
('ammesso_ammettere_VERB', 'di_di_ADP')	10	ammesso di	ammesso	di	ammettere	di	VERB	ADP	admitted to
('può_potere_AUX', 'fidare_fidare_VERB')	10	può fidare	può	fidare	potere	fidare	AUX	VERB	can trust
('più_più_ADV', 'che_che_ADP')	10	più che	più	che	più	che	ADV	ADP	more than
('suoi_suo_DET', 'libri_libro_NOUN')	10	suoi libri	suoi	libri	suo	libro	DET	NOUN	his books; her books
('il_il_DET', 'russo_russo_NOUN')	10	il russo	il	russo	il	russo	DET	NOUN	the Russian
"('come_come_ADV', ""l'_lo_PRON"")"	10	come l'	come	l'	come	lo	ADV	PRON	like him (before a vowel); like it (before a vowel)
('parte_parte_NOUN', 'vostra_vostro_DET')	10	parte vostra	parte	vostra	parte	vostro	NOUN	DET	your part (you (plural))
('dovremmo_dovere_AUX', 'parlare_parlare_VERB')	10	dovremmo parlare	dovremmo	parlare	dovere	parlare	AUX	VERB	we should talk
('noi_noi_PRON', 'andiamo_andare_VERB')	10	noi andiamo	noi	andiamo	noi	andare	PRON	VERB	we are going
('non_non_ADV', 'averlo_avere_AUX')	10	non averlo	non	averlo	non	avere	ADV	AUX	not have it
('stato_essere_AUX', 'occupato_occupare_VERB')	10	stato occupato	stato	occupato	essere	occupare	AUX	VERB	been busy
('un_uno_DET', 'amante_amante_NOUN')	10	un amante	un	amante	uno	amante	DET	NOUN	a lover
('per_per_ADP', 'qualcosa_qualcosa_PRON')	10	per qualcosa	per	qualcosa	per	qualcosa	ADP	PRON	for something
('altro_altro_ADJ', 'giorno_giorno_NOUN')	10	altro giorno	altro	giorno	altro	giorno	ADJ	NOUN	another day
('impegnata_impegnare_VERB', 'per_per_ADP')	10	impegnata per	impegnata	per	impegnare	per	VERB	ADP	busy for
"(""cos'_cosa_PRON"", 'è_essere_VERB')"	10	cos'è	cos'	è	cosa	essere	PRON	VERB	what is it
('dovrebbe_dovere_AUX', 'parlare_parlare_VERB')	10	dovrebbe parlare	dovrebbe	parlare	dovere	parlare	AUX	VERB	should talk
('ha_avere_AUX', 'tirato_tirare_VERB')	10	ha tirato	ha	tirato	avere	tirare	AUX	VERB	has pulled
('male_male_ADV', 'la_il_DET')	10	male la	male	la	male	il	ADV	DET	hurts the
('dallo_da_ADP', 'zoo_zoo_NOUN')	10	dallo zoo	dallo	zoo	da	zoo	ADP	NOUN	from the zoo
('un_uno_DET', 'gioco_gioco_NOUN')	10	un gioco	un	gioco	uno	gioco	DET	NOUN	a game
('pensi_pensare_VERB', 'del_di_ADP')	10	pensi del	pensi	del	pensare	di	VERB	ADP	think of the
('ufficio_ufficio_NOUN', 'di_di_ADP')	10	ufficio di	ufficio	di	ufficio	di	NOUN	ADP	office of
('lui_lui_PRON', 'ti_ti_PRON')	10	lui ti	lui	ti	lui	ti	PRON	PRON	he you
"(""l'_il_DET"", 'offerta_offerta_NOUN')"	10	l'offerta	l'	offerta	il	offerta	DET	NOUN	the offer (before a vowel)
('nascondendo_nascondere_VERB', 'da_da_ADP')	10	nascondendo da	nascondendo	da	nascondere	da	VERB	ADP	hiding from
('appena_appena_ADV', 'fatto_fare_VERB')	10	appena fatto	appena	fatto	appena	fare	ADV	VERB	just done
('sto_essere_AUX', 'dando_dare_VERB')	10	sto dando	sto	dando	essere	dare	AUX	VERB	I am giving
('chi_chi_PRON', 'vuole_volere_AUX')	10	chi vuole	chi	vuole	chi	volere	PRON	AUX	who wants
('sono_essere_AUX', 'completamente_completamente_ADV')	10	sono completamente	sono	completamente	essere	completamente	AUX	ADV	I am completely
('se_se_SCONJ', 'mi_mi_PRON')	10		se	mi	se	mi	SCONJ	PRON	if me
('mai_mai_ADV', 'giocato_giocare_VERB')	10	mai giocato	mai	giocato	mai	giocare	ADV	VERB	ever played
('sua_suo_DET', 'parola_parola_NOUN')	10	sua parola	sua	parola	suo	parola	DET	NOUN	his word; her word
('fare_fare_VERB', 'colazione_colazione_NOUN')	10	fare colazione	fare	colazione	fare	colazione	VERB	NOUN	to eat breakfast
('forse_forse_ADV', 'dovrei_dovere_AUX')	10	forse dovrei	forse	dovrei	forse	dovere	ADV	AUX	maybe I should
('ascoltare_ascoltare_VERB', 'la_il_DET')	10	ascoltare la	ascoltare	la	ascoltare	il	VERB	DET	listen to the
('visto_vedere_VERB', 'i_il_DET')	10	vi	visto	i	vedere	il	VERB	DET	you (plural)
('gli_gli_PRON', 'chiesi_chiedere_VERB')	10	gli chiesi	gli	chiesi	gli	chiedere	PRON	VERB	I asked him
('pronti_pronto_ADJ', 'ad_a_ADP')	10	pronti ad	pronti	ad	pronto	a	ADJ	ADP	ready to
('mio_mio_DET', 'compleanno_compleanno_NOUN')	10	mio compleanno	mio	compleanno	mio	compleanno	DET	NOUN	my birthday
('devo_dovere_AUX', 'dire_dire_VERB')	10	devo dire	devo	dire	dovere	dire	AUX	VERB	I must say
('quella_quello_DET', 'lettera_lettera_NOUN')	10	quella lettera	quella	lettera	quello	lettera	DET	NOUN	that letter
