gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('è_essere_AUX', 'interessante_interessante_ADJ')	12	è interessante	è	interessante	essere	interessante	AUX	ADJ	is interesting
('verrà_venire_VERB', 'a_a_ADP')	12	verrà a	verrà	a	venire	a	VERB	ADP	will come to
('guardare_guardare_VERB', 'il_il_DET')	12	guardare il	guardare	il	guardare	il	VERB	DET	to look at the
('ancora_ancora_ADV', 'lì_lì_ADV')	12	ancora lì	ancora	lì	ancora	lì	ADV	ADV	still there
('provai_provare_VERB', 'a_a_ADP')	12	prova	provai	a	provare	a	VERB	ADP	try
('che_che_SCONJ', 'siano_essere_AUX')	12	che siano	che	siano	che	essere	SCONJ	AUX	that they may be
('molto_molto_ADV', 'rapidamente_rapidamente_ADV')	12	molto rapidamente	molto	rapidamente	molto	rapidamente	ADV	ADV	very quickly
('di_di_ADP', 'queste_questo_PRON')	12	di queste	di	queste	di	questo	ADP	PRON	of these
('molto_molto_ADV', 'intelligente_intelligente_ADJ')	12	molto intelligente	molto	intelligente	molto	intelligente	ADV	ADJ	very intelligent
('marito_marito_NOUN', 'è_essere_AUX')	12	marito è	marito	è	marito	essere	NOUN	AUX	husband is
('arrivare_arrivare_VERB', 'a_a_ADP')	12		arrivare	a	arrivare	a	VERB	ADP	to arrive at
('la_il_DET', 'cintura_cintura_NOUN')	12	la cintura	la	cintura	il	cintura	DET	NOUN	the belt
('di_di_ADP', 'sangue_sangue_NOUN')	12	di sangue	di	sangue	di	sangue	ADP	NOUN	of blood
('cosa_cosa_PRON', 'farai_fare_VERB')	12	cosa farai	cosa	farai	cosa	fare	PRON	VERB	what will you do
('non_non_ADV', 'venire_venire_VERB')	12	non venire	non	venire	non	venire	ADV	VERB	do not come
('scrivania_scrivania_NOUN', 'è_essere_AUX')	12	scrivania è	scrivania	è	scrivania	essere	NOUN	AUX	desk is
('si_si_PRON', 'voleva_volere_AUX')	12	si voleva	si	voleva	si	volere	PRON	AUX	one wanted
('sono_essere_VERB', 'molte_molto_DET')	12	sono molte	sono	molte	essere	molto	VERB	DET	there are many
('ne_ne_PRON', 'dite_dire_VERB')	12	ne dite	ne	dite	ne	dire	PRON	VERB	what do you say
('casa_casa_NOUN', 'ieri_ieri_ADV')	12	casa ieri	casa	ieri	casa	ieri	NOUN	ADV	house yesterday
('in_in_ADP', 'pace_pace_NOUN')	12	in pace	in	pace	in	pace	ADP	NOUN	in peace
('nel_in_ADP', 'giardino_giardino_NOUN')	12	nel giardino	nel	giardino	in	giardino	ADP	NOUN	in the garden
('gli_gli_PRON', 'disse_dire_VERB')	12	gli disse	gli	disse	gli	dire	PRON	VERB	told him
('voi_voi_PRON', 'piacciono_piacere_VERB')	12	voi piacciono	voi	piacciono	voi	piacere	PRON	VERB	you (plural) like
('di_di_ADP', 'aiutarci_aiutare_VERB')	12	di aiutarci	di	aiutarci	di	aiutare	ADP	VERB	to help us
('non_non_ADV', 'sarete_essere_AUX')	12	non sarete	non	sarete	non	essere	ADV	AUX	you (plural) will not be
('comprai_comprare_VERB', 'un_uno_DET')	12	comprai un	comprai	un	comprare	uno	VERB	DET	i bought a
('è_essere_AUX', 'arrabbiata_arrabbiato_VERB')	12	è arrabbiata	è	arrabbiata	essere	arrabbiato	AUX	VERB	is angry (feminine)
('onesto_onesto_ADJ', 'con_con_ADP')	12	onesto con	onesto	con	onesto	con	ADJ	ADP	honest with
('sue_suo_DET', 'scarpe_scarpa_NOUN')	12	sue scarpe	sue	scarpe	suo	scarpa	DET	NOUN	his shoes; her shoes (feminine plural)
('feci_fare_VERB', 'un_uno_DET')	12	feci un	feci	un	fare	uno	VERB	DET	i made a
('dei_di_ADP', 'funghi_fungo_NOUN')	12	dei funghi	dei	funghi	di	fungo	ADP	NOUN	some mushrooms
"('quando_quando_ADV', ""l'_lo_PRON"")"	12	quando l'	quando	l'	quando	lo	ADV	PRON	when the
('non_non_ADV', 'riusciamo_riuscire_VERB')	12	non riusciamo	non	riusciamo	non	riuscire	ADV	VERB	we cannot
('un_uno_DET', 'sapore_sapore_NOUN')	12	un sapore	un	sapore	uno	sapore	DET	NOUN	a taste
('lo_il_DET', 'spettacolo_spettacolo_NOUN')	12	lo spettacolo	lo	spettacolo	il	spettacolo	DET	NOUN	the show
('dammi_dare_VERB', 'un_uno_DET')	12	dammi un	dammi	un	dare	uno	VERB	DET	give me a
('vino_vino_NOUN', 'è_essere_AUX')	12	vino è	vino	è	vino	essere	NOUN	AUX	wine is
('sta_stare_AUX', 'funzionando_funzionare_VERB')	12	sta funzionando	sta	funzionando	stare	funzionare	AUX	VERB	is working
('cosa_cosa_PRON', 'volete_volere_AUX')	12	cosa volete	cosa	volete	cosa	volere	PRON	AUX	what do you (plural) want
('a_a_ADP', 'salvare_salvare_VERB')	12	a salvare	a	salvare	a	salvare	ADP	VERB	to save
('sarò_essere_AUX', 'lì_lì_ADV')	12	sarò lì	sarò	lì	essere	lì	AUX	ADV	i will be there
('preferisco_preferire_VERB', 'il_il_DET')	12	preferisco il	preferisco	il	preferire	il	VERB	DET	i prefer the
('facendo_fare_VERB', 'una_uno_DET')	12	facendo una	facendo	una	fare	uno	VERB	DET	making a
"('succo_succo_NOUN', ""d'_di_ADP"")"	12	succo d'	succo	d'	succo	di	NOUN	ADP	juice of
('sto_stare_AUX', 'imparando_imparare_VERB')	12	sto imparando	sto	imparando	stare	imparare	AUX	VERB	i am learning
('molti_molto_DET', 'errori_errore_NOUN')	12	molti errori	molti	errori	molto	errore	DET	NOUN	many mistakes
('in_in_ADP', 'vita_vita_NOUN')	12	in vita	in	vita	in	vita	ADP	NOUN	in life
('tutto_tutto_PRON', 'in_in_ADP')	12	tutto in	tutto	in	tutto	in	PRON	ADP	everything in
"(""gliel'_gliele_PRON"", 'ho_avere_AUX')"	12	gliel'ho	gliel'	ho	gliele	avere	PRON	AUX	i have it for him
('stiamo_stare_AUX', 'cercando_cercare_VERB')	12	stiamo cercando	stiamo	cercando	stare	cercare	AUX	VERB	we are looking for
('alla_a_ADP', 'politica_politica_NOUN')	12	alla politica	alla	politica	a	politica	ADP	NOUN	to politics
('te_te_PRON', 'non_non_ADV')	12	te non	te	non	te	non	PRON	ADV	you not
('sarebbe_essere_AUX', 'venuto_venire_VERB')	12	sarebbe venuto	sarebbe	venuto	essere	venire	AUX	VERB	would have come
('aver_avere_AUX', 'visto_vedere_VERB')	12	aver visto	aver	visto	avere	vedere	AUX	VERB	having seen
('tuo_tuo_DET', 'computer_computer_NOUN')	12	tuo computer	tuo	computer	tuo	computer	DET	NOUN	your computer (masculine)
('prenderò_prendere_VERB', 'un_uno_DET')	12	prenderò un	prenderò	un	prendere	uno	VERB	DET	i will take a
('ha_avere_AUX', 'commesso_commettere_VERB')	12	ha commesso	ha	commesso	avere	commettere	AUX	VERB	has committed
('rispondere_rispondere_VERB', 'a_a_ADP')	12		rispondere	a	rispondere	a	VERB	ADP	to answer
('sentito_sentire_VERB', 'la_il_DET')	12	sentito la	sentito	la	sentire	il	VERB	DET	heard the
('eravamo_essere_AUX', 'molto_molto_ADV')	12	eravamo molto	eravamo	molto	essere	molto	AUX	ADV	we were very
('la_il_DET', 'primavera_primavera_NOUN')	12	la primavera	la	primavera	il	primavera	DET	NOUN	the spring
('un_uno_DET', 'pessimo_pessimo_ADJ')	12	un pessimo	un	pessimo	uno	pessimo	DET	ADJ	a terrible
('fare_fare_VERB', 'è_essere_AUX')	12	fare è	fare	è	fare	essere	VERB	AUX	to do is
('quando_quando_PRON', 'hai_avere_AUX')	12	quando hai	quando	hai	quando	avere	PRON	AUX	when you have
('sono_essere_AUX', 'impegnata_impegnare_VERB')	12	sono impegnata	sono	impegnata	essere	impegnare	AUX	VERB	i am busy (feminine)
('fatto_fare_VERB', 'male_male_ADV')	12	fatto male	fatto	male	fare	male	VERB	ADV	hurt
('ritardo_ritardo_NOUN', 'di_di_ADP')	12	ritardo di	ritardo	di	ritardo	di	NOUN	ADP	delay of
('di_di_ADP', 'andarsene_andare_VERB')	12	di andarsene	di	andarsene	di	andare	ADP	VERB	to leave
('diede_dare_VERB', 'a_a_ADP')	12	diede a	diede	a	dare	a	VERB	ADP	gave to
('una_uno_DET', 'barca_barca_NOUN')	12	una barca	una	barca	uno	barca	DET	NOUN	a boat
('troppo_troppo_DET', 'tempo_tempo_NOUN')	12	troppo tempo	troppo	tempo	troppo	tempo	DET	NOUN	too much time
('ha_avere_AUX', 'tenuto_tenere_VERB')	12	ha tenuto	ha	tenuto	avere	tenere	AUX	VERB	kept
('che_che_SCONJ', 'tutti_tutto_PRON')	12	che tutti	che	tutti	che	tutto	SCONJ	PRON	that everyone
('hai_avere_AUX', 'finito_finire_VERB')	12	hai finito	hai	finito	avere	finire	AUX	VERB	you have finished
('i_il_DET', 'risultati_risultato_NOUN')	12	i risultati	i	risultati	il	risultato	DET	NOUN	the results
('fido_fidare_VERB', 'di_di_ADP')	12	fido di	fido	di	fidare	di	VERB	ADP	i trust
('accettare_accettare_VERB', 'il_il_DET')	12	accettare il	accettare	il	accettare	il	VERB	DET	to accept the
('più_più_ADV', 'lentamente_lentamente_ADV')	12	più lentamente	più	lentamente	più	lentamente	ADV	ADV	more slowly
('a_a_ADP', 'spiegare_spiegare_VERB')	12	a spiegare	a	spiegare	a	spiegare	ADP	VERB	to explain
('il_il_DET', 'progetto_progetto_NOUN')	12	il progetto	il	progetto	il	progetto	DET	NOUN	the project
('verrò_venire_VERB', 'a_a_ADP')	12	verrò a	verrò	a	venire	a	VERB	ADP	i will come to
('faremmo_fare_VERB', 'meglio_meglio_ADV')	12	faremmo meglio	faremmo	meglio	fare	meglio	VERB	ADV	we had better
('doveva_dovere_AUX', 'essere_essere_AUX')	12	doveva essere	doveva	essere	dovere	essere	AUX	AUX	was supposed to be
('lui_lui_PRON', 'piaceva_piacere_VERB')	12	lui piaceva	lui	piaceva	lui	piacere	PRON	VERB	he liked
('bere_bere_VERB', 'birra_birra_NOUN')	12	bere birra	bere	birra	bere	birra	VERB	NOUN	to drink beer
('ha_avere_AUX', 'visti_vedere_VERB')	12	ha visti	ha	visti	avere	vedere	AUX	VERB	has seen them
('di_di_ADP', 'grande_grande_ADJ')	12	di grande	di	grande	di	grande	ADP	ADJ	of great
('cosa_cosa_PRON', 'sono_essere_AUX')	12	cosa sono	cosa	sono	cosa	essere	PRON	AUX	what are
('in_in_ADP', 'cinese_cinese_NOUN')	12	in cinese	in	cinese	in	cinese	ADP	NOUN	in chinese
('ha_avere_AUX', 'prestato_prestare_VERB')	12	ha prestato	ha	prestato	avere	prestare	AUX	VERB	lent
('so_sapere_VERB', 'niente_niente_PRON')	12	so niente	so	niente	sapere	niente	VERB	PRON	i know nothing
('chiave_chiave_NOUN', 'di_di_ADP')	12	chiave di	chiave	di	chiave	di	NOUN	ADP	key of
('voglio_volere_AUX', 'davvero_davvero_ADV')	12	voglio davvero	voglio	davvero	volere	davvero	AUX	ADV	i really want
