gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('la_il_DET', 'tavola_tavola_NOUN')	11	la tavola	la	tavola	il	tavola	DET	NOUN	
('sia_essere_AUX', 'qui_qui_ADV')	11	sia qui	sia	qui	essere	qui	AUX	ADV	
('preoccupati_preoccupare_VERB', 'per_per_ADP')	11	preoccupati per	preoccupati	per	preoccupare	per	VERB	ADP	
('è_essere_AUX', 'ferito_ferire_VERB')	11	è ferito	è	ferito	essere	ferire	AUX	VERB	
('avete_avere_AUX', 'chiamato_chiamare_VERB')	11	avete chiamato	avete	chiamato	avere	chiamare	AUX	VERB	
('vuol_volere_AUX', 'dire_dire_VERB')	11	vuol dire	vuol	dire	volere	dire	AUX	VERB	
('questa_questo_DET', 'fotografia_fotografia_NOUN')	11	questa fotografia	questa	fotografia	questo	fotografia	DET	NOUN	
('mia_mio_DET', 'gatta_gatta_NOUN')	11	mia gatta	mia	gatta	mio	gatta	DET	NOUN	
('mangiando_mangiare_VERB', 'una_uno_DET')	11	mangiando una	mangiando	una	mangiare	uno	VERB	DET	
('siamo_essere_AUX', 'più_più_ADV')	11	siamo più	siamo	più	essere	più	AUX	ADV	
('quel_quello_DET', 'modo_modo_NOUN')	11	quel modo	quel	modo	quello	modo	DET	NOUN	
('molto_molto_ADV', 'caldo_caldo_ADJ')	11	molto caldo	molto	caldo	molto	caldo	ADV	ADJ	
('io_io_PRON', 'li_li_PRON')	11	io li	io	li	io	li	PRON	PRON	
('ne_ne_PRON', 'pensate_pensare_VERB')	11	ne pensate	ne	pensate	ne	pensare	PRON	VERB	
('al_a_ADP', 'gatto_gatto_NOUN')	11	al gatto	al	gatto	a	gatto	ADP	NOUN	
('sapere_sapere_VERB', 'se_se_SCONJ')	11	sapere se	sapere	se	sapere	se	VERB	SCONJ	
('vidi_vedere_VERB', 'un_uno_DET')	11	vidi un	vidi	un	vedere	uno	VERB	DET	
('ad_a_ADP', 'aiutarci_aiutare_VERB')	11	ad aiutarci	ad	aiutarci	a	aiutare	ADP	VERB	
('hai_avere_AUX', 'imparato_imparare_VERB')	11	hai imparato	hai	imparato	avere	imparare	AUX	VERB	
('le_il_DET', 'banane_banana_NOUN')	11	le banane	le	banane	il	banana	DET	NOUN	
('avendo_avere_VERB', 'dei_di_ADP')	11	avendo dei	avendo	dei	avere	di	VERB	ADP	
('volta_volta_NOUN', 'al_a_ADP')	11	volta al	volta	al	volta	a	NOUN	ADP	
('esperanto_esperanto_NOUN', 'è_essere_AUX')	11	esperanto è	esperanto	è	esperanto	essere	NOUN	AUX	
('perfetto_perfetto_ADJ', 'per_per_ADP')	11	per	perfetto	per	perfetto	per	ADJ	ADP	
('in_in_ADP', 'televisione_televisione_NOUN')	11	in televisione	in	televisione	in	televisione	ADP	NOUN	
('di_di_ADP', 'credito_credito_NOUN')	11	di credito	di	credito	di	credito	ADP	NOUN	
('le_le_PRON', 'dia_dare_VERB')	11	le dia	le	dia	le	dare	PRON	VERB	
('aggiornare_aggiornare_VERB', 'il_il_DET')	11	aggiornare il	aggiornare	il	aggiornare	il	VERB	DET	
('piace_piacere_VERB', 'andare_andare_VERB')	11	piace andare	piace	andare	piacere	andare	VERB	VERB	
('e_e_CCONJ', 'lui_lui_PRON')	11	e lui	e	lui	e	lui	CCONJ	PRON	
('capisce_capire_VERB', 'il_il_DET')	11	capisce il	capisce	il	capire	il	VERB	DET	
('dei_di_ADP', 'sentimenti_sentimento_NOUN')	11	dei sentimenti	dei	sentimenti	di	sentimento	ADP	NOUN	
