gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2	translation_en
('era_essere_AUX', 'furioso_furioso_ADJ')	5	era furioso	era	furioso	essere	furioso	AUX	ADJ	
('ha_avere_AUX', 'incolpato_incolpare_VERB')	5	ha incolpato	ha	incolpato	avere	incolpare	AUX	VERB	
('nello_in_ADP', 'spazio_spazio_NOUN')	5	nello spazio	nello	spazio	in	spazio	ADP	NOUN	
('dove_dove_ADV', 'vivi_vivo_VERB')	5	dove vivi	dove	vivi	dove	vivo	ADV	VERB	
('via_via_ADV', 'i_il_DET')	5		via	i	via	il	ADV	DET	
('sapere_sapere_VERB', 'a_a_ADP')	5		sapere	a	sapere	a	VERB	ADP	
('un_uno_DET', 'kimono_kimono_NOUN')	5	un kimono	un	kimono	uno	kimono	DET	NOUN	
('sicuro_sicuro_ADJ', 'su_su_ADP')	5	sicuro su	sicuro	su	sicuro	su	ADJ	ADP	
('sta_stare_AUX', 'ridendo_ridere_VERB')	5	sta ridendo	sta	ridendo	stare	ridere	AUX	VERB	
('di_di_ADP', 'ferire_ferire_VERB')	5	di ferire	di	ferire	di	ferire	ADP	VERB	
('a_a_ADP', 'pranzare_pranzare_VERB')	5	a pranzare	a	pranzare	a	pranzare	ADP	VERB	
('si_si_PRON', 'lavò_lavare_VERB')	5	si lavò	si	lavò	si	lavare	PRON	VERB	
('di_di_ADP', 'medicina_medicina_NOUN')	5	di medicina	di	medicina	di	medicina	ADP	NOUN	
('sia_sia_CCONJ', 'a_a_ADP')	5	sia	sia	a	sia	a	CCONJ	ADP	
('qualcosa_qualcosa_PRON', 'qui_qui_ADV')	5	qualcosa qui	qualcosa	qui	qualcosa	qui	PRON	ADV	
('vostra_vostro_DET', 'borsa_borsa_NOUN')	5	vostra borsa	vostra	borsa	vostro	borsa	DET	NOUN	
('ho_avere_AUX', 'comprata_comprare_VERB')	5	ho comprata	ho	comprata	avere	comprare	AUX	VERB	
('scosso_scuotere_VERB', 'la_il_DET')	5	scosso la	scosso	la	scuotere	il	VERB	DET	
('lavò_lavare_VERB', 'i_il_DET')	5	lavò i	lavò	i	lavare	il	VERB	DET	
('ma_ma_CCONJ', 'anche_anche_ADV')	5	ma anche	ma	anche	ma	anche	CCONJ	ADV	
('mamma_mamma_NOUN', 'è_essere_AUX')	5	mamma è	mamma	è	mamma	essere	NOUN	AUX	
('amico_amico_NOUN', 'per_per_ADP')	5	amico per	amico	per	amico	per	NOUN	ADP	
('ha_avere_AUX', 'accusato_accusare_VERB')	5	ha accusato	ha	accusato	avere	accusare	AUX	VERB	
('stata_essere_AUX', 'invitata_invitare_VERB')	5	stata invitata	stata	invitata	essere	invitare	AUX	VERB	
('non_non_ADV', 'solo_solo_ADV')	5	non solo	non	solo	non	solo	ADV	ADV	
('solo_solo_ADV', 'lei_lei_PRON')	5	solo lei	solo	lei	solo	lei	ADV	PRON	
('pranzato_pranzare_VERB', 'con_con_ADP')	5	pranzato con	pranzato	con	pranzare	con	VERB	ADP	
('così_così_ADV', 'interessante_interessante_ADJ')	5	così interessante	così	interessante	così	interessante	ADV	ADJ	
('vuole_volere_AUX', 'uccidere_uccidere_VERB')	5	vuole uccidere	vuole	uccidere	volere	uccidere	AUX	VERB	
('da_da_ADP', 'tutti_tutto_PRON')	5	da tutti	da	tutti	da	tutto	ADP	PRON	
('chi_chi_PRON', 'possiede_possedere_VERB')	5	chi possiede	chi	possiede	chi	possedere	PRON	VERB	
('un_uno_DET', 'sognatore_sognatore_NOUN')	5	un sognatore	un	sognatore	uno	sognatore	DET	NOUN	
('da_da_ADP', 'mio_mio_DET')	5	da mio	da	mio	da	mio	ADP	DET	
('i_il_DET', 'dettagli_dire_VERB')	5	isparmiatemi i dettagli	i	dettagli	il	dire	DET	VERB	
('da_da_ADP', 'golf_golf_NOUN')	5	da una pallina da golf	da	golf	da	golf	ADP	NOUN	
('va_andare_VERB', 'ancora_ancora_ADV')	5	va ancora	va	ancora	andare	ancora	VERB	ADV	
('mancherà_mancare_VERB', 'la_il_DET')	5	mancherà la	mancherà	la	mancare	il	VERB	DET	
