term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
essere,True,essere,verb,to be,"existence,identity",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,Voglio essere felice.,I want to be happy.
essendo,False,essere,verb,being,"existence,identity",,,,,non-finite,gerund,False,False,False,,,,,,Sto essendo onesto.,I am being honest.
state,False,essere,verb,been (feminine plural),"existence,identity",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'essere' to form compound tenses,Sono state fortunate.,They have been lucky.
stata,False,essere,verb,been (feminine singular),"existence,identity",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'essere' to form compound tenses,È stata brava.,She has been good.
stati,False,essere,verb,been (masculine plural),"existence,identity",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'essere' to form compound tenses,Sono stati gentili.,They have been kind.
stato,False,essere,verb,been (masculine singular),"existence,identity",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'essere' to form compound tenses,È stato difficile.,It has been difficult.
sono,False,essere,verb,I am,"existence,identity",,1s,,singular,indicative,present,False,False,False,,,,,,Io sono felice.,I am happy.
sei,False,essere,verb,you are,"existence,identity",,2s,,singular,indicative,present,False,False,False,,,,,,Tu sei stanco.,You are tired.
è,False,essere,verb,he/she/it is,"existence,identity",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lei è gentile.,She is kind.
siamo,False,essere,verb,we are,"existence,identity",,1p,,plural,indicative,present,False,False,False,,,,,,Noi siamo amici.,We are friends.
siete,False,essere,verb,you (plural) are,"existence,identity",,2p,,plural,indicative,present,False,False,False,,,,,,Voi siete pronti.,You (plural) are ready.
sono,False,essere,verb,they are,"existence,identity",,3p,,plural,indicative,present,False,False,False,,,,,,Loro sono studenti.,They are students.
ero,False,essere,verb,I was,"existence,identity",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io ero a casa.,I was at home.
eri,False,essere,verb,you were,"existence,identity",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu eri felice.,You were happy.
era,False,essere,verb,he/she/it was,"existence,identity",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you (formal)',Lui era malato.,He was sick.
eravamo,False,essere,verb,we were,"existence,identity",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi eravamo giovani.,We were young.
eravate,False,essere,verb,you (plural) were,"existence,identity",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi eravate occupati.,You (plural) were busy.
erano,False,essere,verb,they were,"existence,identity",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro erano tristi.,They were sad.
sono stata,False,essere,verb,I have been / I was,"existence,identity",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sono stata fortunata.,I have been lucky.
sono stato,False,essere,verb,I have been / I was,"existence,identity",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sono stato felice.,I have been happy.
sei stata,False,essere,verb,you have been / you were,"existence,identity",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sei stata gentile.,You have been kind.
sei stato,False,essere,verb,you have been / you were,"existence,identity",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sei stato bravo.,You have been good.
è stata,False,essere,verb,she has been / she was,"existence,identity",,3s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number; also 'you (formal)',È stata una bella giornata.,It has been a nice day.
è stato,False,essere,verb,he has been / he was,"existence,identity",,3s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number; also 'you (formal)',È stato un piacere.,It has been a pleasure.
siamo state,False,essere,verb,we have been / we were,"existence,identity",,1p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Siamo state fortunate.,We have been lucky.
siamo stati,False,essere,verb,we have been / we were,"existence,identity",,1p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Siamo stati amici.,We have been friends.
siete state,False,essere,verb,you (plural) have been / you (plural) were,"existence,identity",,2p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Siete state gentili.,You (plural) have been kind.
siete stati,False,essere,verb,you (plural) have been / you (plural) were,"existence,identity",,2p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Siete stati forti.,You (plural) have been strong.
sono state,False,essere,verb,they have been / they were,"existence,identity",,3p,feminine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sono state brave.,They have been good.
sono stati,False,essere,verb,they have been / they were,"existence,identity",,3p,masculine,plural,indicative,passato_prossimo,False,False,True,,,,,agreement by subject gender/number,Sono stati felici.,They have been happy.
