term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
sapere,True,sapere,verb,to know (a fact,how to),,infinitive,,,"knowledge,ability",non-finite,False,False,False,,,,,false,base lemma,Voglio sapere la verità.
sapendo,False,sapere,verb,knowing,"knowledge,ability",,,,,non-finite,gerund,False,False,False,,,,,,"Sapendo quello che è successo, ho cambiato idea.","Knowing what happened, I changed my mind."
sapute,False,sapere,verb,known (feminine plural),"knowledge,ability",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Le ho sapute tutte.,I found out them all.
saputa,False,sapere,verb,known (feminine singular),"knowledge,ability",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,L'ho saputa subito.,I learned it right away.
saputi,False,sapere,verb,known (masculine plural),"knowledge,ability",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Li ho saputi pochi giorni fa.,I learned them a few days ago.
saputo,False,sapere,verb,known (masculine singular),"knowledge,ability",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses,Ho saputo la notizia.,I found out the news.
so,False,sapere,verb,I know,"knowledge,ability",,1s,,singular,indicative,present,False,False,False,,,,,,Io so la risposta.,I know the answer.
sai,False,sapere,verb,you know,"knowledge,ability",,2s,,singular,indicative,present,False,False,False,,,,,,Tu sai parlare inglese.,You know how to speak English.
sa,False,sapere,verb,he/she/it knows,"knowledge,ability",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lei sa molte cose.,She knows many things.
sappiamo,False,sapere,verb,we know,"knowledge,ability",,1p,,plural,indicative,present,False,False,False,,,,,,Noi sappiamo la verità.,We know the truth.
sapete,False,sapere,verb,you (plural) know,"knowledge,ability",,2p,,plural,indicative,present,False,False,False,,,,,,Voi sapete la risposta.,You (plural) know the answer.
sanno,False,sapere,verb,they know,"knowledge,ability",,3p,,plural,indicative,present,False,False,False,,,,,,Loro sanno nuotare.,They know how to swim.
sapevo,False,sapere,verb,I knew / I used to know,"knowledge,ability",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io sapevo la verità.,I knew the truth.
sapevi,False,sapere,verb,you knew / you used to know,"knowledge,ability",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu sapevi tutto.,You knew everything.
sapeva,False,sapere,verb,he/she/it knew / used to know,"knowledge,ability",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you (formal)',Lui sapeva la storia.,He knew the story.
sapevamo,False,sapere,verb,we knew / we used to know,"knowledge,ability",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi sapevamo cosa fare.,We knew what to do.
sapevate,False,sapere,verb,you (plural) knew / used to know,"knowledge,ability",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi sapevate la data.,You (plural) knew the date.
sapevano,False,sapere,verb,they knew / they used to know,"knowledge,ability",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro sapevano la verità.,They knew the truth.
ho saputo,False,sapere,verb,I have known / I learned,"knowledge,ability",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Ho saputo la notizia.,I have learned the news.
ho saputo,False,sapere,verb,I have known / I learned,"knowledge,ability",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Ho saputo la notizia.,I have learned the news.
hai saputo,False,sapere,verb,you have known / you learned,"knowledge,ability",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hai saputo la verità?,Did you find out the truth?
hai saputo,False,sapere,verb,you have known / you learned,"knowledge,ability",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,uses auxiliary 'avere'; past participle usually does not agree with subject; agreement possible with preceding direct object clitic,Hai saputo la verità?,Did you find out the truth?
