term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
parlare,True,parlare,verb,to speak / to talk,"communication,language",,,,,non-finite,infinitive,False,False,False,,,,,base lemma,Voglio parlare con te.,I want to speak with you.
parlando,False,parlare,verb,speaking,"communication,language",,,,,non-finite,gerund,False,False,False,,,,,,Sto parlando al telefono.,I am speaking on the phone.
parlata,False,parlare,verb,spoken (feminine singular),"communication,language",,,feminine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,La parola parlata era chiara.,The spoken word was clear.
parlate,False,parlare,verb,spoken (feminine plural),"communication,language",,,feminine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,Le frasi parlate erano poche.,The spoken sentences were few.
parlati,False,parlare,verb,spoken (masculine plural),"communication,language",,,masculine,plural,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,I concetti parlati erano interessanti.,The spoken concepts were interesting.
parlato,False,parlare,verb,spoken (masculine singular),"communication,language",,,masculine,singular,non-finite,participle,False,False,False,,,,,used with auxiliary 'avere' to form compound tenses; can agree when used as adjective,Il commento parlato era breve.,The spoken comment was brief.
parlo,False,parlare,verb,I speak,"communication,language",,1s,,singular,indicative,present,False,False,False,,,,,,Io parlo italiano.,I speak Italian.
parli,False,parlare,verb,you speak,"communication,language",,2s,,singular,indicative,present,False,False,False,,,,,,Tu parli troppo veloce.,You speak too fast.
parla,False,parlare,verb,he/she/it speaks,"communication,language",,3s,,singular,indicative,present,False,False,False,,,,,also 'you (formal)',Lei parla con calma.,She/You (formal) speak(s) calmly.
parliamo,False,parlare,verb,we speak,"communication,language",,1p,,plural,indicative,present,False,False,False,,,,,,Noi parliamo ogni giorno.,We speak every day.
parlate,False,parlare,verb,you (plural) speak,"communication,language",,2p,,plural,indicative,present,False,False,False,,,,,,Voi parlate troppo.,You (plural) speak too much.
parlano,False,parlare,verb,they speak,"communication,language",,3p,,plural,indicative,present,False,False,False,,,,,,Loro parlano inglese.,They speak English.
parlavo,False,parlare,verb,I was speaking,"communication,language",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io parlavo con lui.,I was speaking with him.
parlavi,False,parlare,verb,you were speaking,"communication,language",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu parlavi piano.,You were speaking quietly.
parlava,False,parlare,verb,he/she/it was speaking,"communication,language",,3s,,singular,indicative,imperfect,False,False,False,,,,,also 'you (formal)',Lei parlava spesso di quel libro.,She/You (formal) used to speak often about that book.
parlavamo,False,parlare,verb,we were speaking,"communication,language",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi parlavamo al bar.,We were speaking at the cafe.
parlavate,False,parlare,verb,you (plural) were speaking,"communication,language",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi parlavate al telefono.,You (plural) were speaking on the phone.
parlavano,False,parlare,verb,they were speaking,"communication,language",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro parlavano del progetto.,They were speaking about the project.
ho parlato,False,parlare,verb,I have spoken / I spoke,"communication,language",,1s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,Ho parlato con Marco ieri.,I have spoken with Marco yesterday.
ho parlato,False,parlare,verb,I have spoken / I spoke,"communication,language",,1s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,Io ho parlato al corso.,I have spoken at the course.
hai parlato,False,parlare,verb,you have spoken / you spoke,"communication,language",,2s,masculine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,Hai parlato con la professoressa.,You have spoken with the teacher.
hai parlato,False,parlare,verb,you have spoken / you spoke,"communication,language",,2s,feminine,singular,indicative,passato_prossimo,False,False,True,,,,,used with auxiliary 'avere' to form compound tenses; no agreement with subject gender/number,Hai parlato troppo velocemente.,You have spoken too quickly.
