token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI051	0	ma	ma	linguistic	none	_	Begin=0.65	_	_	_	_
0-1	TOI051	0	io	io	linguistic	none	_	_	_	_	_	_
0-2	TOI051	0	figurati	figurati	linguistic	none	_	_	_	_	_	_
0-3	TOI051	0	abituata	abituata	linguistic	none	_	_	_	_	_	_
0-4	TOI051	0	in	in	linguistic	none	_	_	_	_	_	_
0-5	TOI051	0	un	un	linguistic	none	_	_	_	_	_	_
0-6	TOI051	0	paese:	paese	linguistic	none	_	_	4x1	_	_	_
0-7	TOI051	0	che	che	linguistic	none	_	_	_	_	_	_
0-8	TOI051	0	ci	ci	linguistic	none	_	_	_	_	_	_
0-9	TOI051	0	conoscevamo	conoscevamo	linguistic	none	_	_	_	_	_	_
0-10	TOI051	0	tutt(i)	tutti	linguistic	none	_	End=4.25	_	_	4-5(0)	_
1-0	TOI051	1	adesso	adesso	linguistic	none	_	Begin=4.27	_	_	_	_
1-1	TOI051	1	non	non	linguistic	none	_	_	_	_	_	_
1-2	TOI051	1	è	è	linguistic	none	_	_	_	_	_	_
1-3	TOI051	1	più	più	linguistic	none	_	_	_	_	_	_
1-4	TOI051	1	così	così	linguistic	none	_	End=5.32	_	_	_	_
2-0	TOI051	2	perché	perché	linguistic	none	_	Begin=5.91	_	_	_	_
2-1	TOI051	2	oramai:	oramai	linguistic	none	_	_	5x1	_	_	_
2-2	TOI051	2	anche	anche	linguistic	none	_	_	_	_	_	_
2-3	TOI051	2	qua:	qua	linguistic	none	_	_	2x1	_	_	_
2-4	TOI051	2	e:h	eh	linguistic	none	_	End=8.109	0x1	_	_	_
3-0	TOI052	3	sì	sì	linguistic	none	_	Begin=8.15	_	_	_	_
3-1	TOI052	3	[è	è	linguistic	none	_	_	_	_	_	0-1(0)
3-2	TOI052	3	diverso]	diverso	linguistic	none	_	End=9.02	_	_	_	0-7(0)
4-0	TOI051	4	[un	un	linguistic	none	_	Begin=8.355	_	_	_	0-2(0)
4-1	TOI051	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(0)
4-2	TOI051	4	allor]a	allora	linguistic	none	_	End=9.225	_	_	_	0-5(0)
5-0	TOI051	5	ah	ah	linguistic	none	_	Begin=9.235	_	_	_	_
5-1	TOI051	5	eravamo	eravamo	linguistic	none	_	_	_	_	_	_
5-2	TOI051	5	tre	tre	linguistic	none	_	_	_	_	_	_
5-3	TOI051	5	mila	mila	linguistic	none	_	_	_	_	_	_
5-4	TOI051	5	persone	persone	linguistic	none	_	_	_	_	_	_
5-5	TOI051	5	[adesso	adesso	linguistic	none	_	_	_	_	_	0-6(1)
5-6	TOI051	5	siamo]	siamo	linguistic	none	_	_	_	_	_	0-5(1)
5-7	TOI051	5	dieci	dieci	linguistic	none	_	_	_	_	_	_
5-8	TOI051	5	mila	mila	linguistic	none	_	_	_	_	_	_
