token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR005	0	sì	sì	linguistic	none	_	Begin=1.37	_	_	_	_
0-1	TOR005	0	sì	sì	linguistic	none	_	_	_	_	_	_
0-2	TOR005	0	sì	sì	linguistic	none	_	End=1.922	_	_	_	_
1-0	TOI022	1	oggi	oggi	linguistic	none	_	Begin=3.96	_	_	_	_
1-1	TOI022	1	ne	ne	linguistic	none	_	_	_	_	_	_
1-2	TOI022	1	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
1-3	TOI022	1	oh	oh	linguistic	none	_	_	_	_	_	_
1-4	TOI022	1	dio	dio	linguistic	none	_	_	_	_	_	_
1-5	TOI022	1	quattordici?	quattordici	linguistic	none	Intonation=Rising	End=5.729	_	_	_	_
2-0	TOR005	2	quattordici	quattordici	linguistic	none	_	Begin=5.75	_	_	_	_
2-1	TOR005	2	sì	sì	linguistic	none	_	End=7.298	_	_	_	_
3-0	TOI023	3	io	io	linguistic	none	_	Begin=9.219	_	_	_	_
3-1	TOI023	3	posso	posso	linguistic	none	_	_	_	_	_	_
3-2	TOI023	3	farti	farti	linguistic	none	_	_	_	_	_	_
3-3	TOI023	3	la	la	linguistic	none	_	_	_	_	_	_
3-4	TOI023	3	firma	firma	linguistic	none	_	_	_	_	_	_
3-5	TOI023	3	(mi	mi	linguistic	none	_	_	_	_	0-2(0)	_
3-6	TOI023	3	fai	fai	linguistic	none	_	_	_	_	0-3(0)	_
3-7	TOI023	3	tutto	tutto	linguistic	none	_	_	_	_	0-5(0)	_
3-8	TOI023	3	te)	te	linguistic	none	_	_	_	_	0-2(0)	_
3-9	TOI023	3	sei	sei	linguistic	none	_	_	_	_	_	_
3-10	TOI023	3	a	a	linguistic	none	_	_	_	_	_	_
3-11	TOI023	3	posto	posto	linguistic	none	_	End=11.829	_	_	_	_
4-0	TOI023	4	eh	eh	linguistic	none	_	Begin=12.099	_	_	_	_
4-1	TOI023	4	perché	perché	linguistic	none	_	_	_	_	_	_
4-2	TOI023	4	io	io	linguistic	none	_	_	_	_	_	_
4-3	TOI023	4	non	non	linguistic	none	_	_	_	_	_	_
4-4	TOI023	4	[scrivo	scrivo	linguistic	none	_	_	_	_	_	0-6(553)
4-5	TOI023	4	bene]	bene	linguistic	none	_	End=13.967	_	_	_	0-4(553)
5-0	TOR005	5	[a~	a~	linguistic	none	Interrupted=Yes	Begin=12.77	_	_	_	0-2(553)
5-1	TOR005	5	as~	as~	linguistic	none	Interrupted=Yes	_	_	_	_	0-3(553)
5-2	TOR005	5	as~]	as~	linguistic	none	Interrupted=Yes	End=13.67	_	_	_	0-3(553)
6-0	TOI022	6	[e	e	linguistic	none	_	Begin=13.3	_	_	_	0-1(553)
6-1	TOI022	6	ce	ce	linguistic	none	_	_	_	_	_	0-2(553)
6-2	TOI022	6	ne	ne	linguistic	none	_	_	_	_	_	0-2(553)
6-3	TOI022	6	va]	va	linguistic	none	_	_	_	_	_	0-2(553)
6-4	TOI022	6	due	due	linguistic	none	_	_	_	_	_	_
6-5	TOI022	6	ce	ce	linguistic	none	_	_	_	_	_	_
6-6	TOI022	6	ne	ne	linguistic	none	_	_	_	_	_	_
6-7	TOI022	6	va	va	linguistic	none	_	_	_	_	_	_
6-8	TOI022	6	due	due	linguistic	none	_	End=14.58	_	_	_	_
7-0	TOR005	7	no	no	linguistic	none	_	Begin=14.945|End=15.15	_	_	_	_
8-0	TOI023	8	ah	ah	linguistic	none	_	Begin=15.15	_	_	_	_
8-1	TOI023	8	due?	due	linguistic	none	Intonation=Rising	End=15.6	_	_	_	_
9-0	TOR005	9	e:h	eh	linguistic	none	_	Begin=15.84	0x1	_	_	_
9-1	TOR005	9	qui	qui	linguistic	none	_	_	_	_	_	_
9-2	TOR005	9	nome	nome	linguistic	none	_	_	_	_	_	_
9-3	TOR005	9	e	e	linguistic	none	_	_	_	_	_	_
9-4	TOR005	9	cognome	cognome	linguistic	none	_	End=17.13	_	_	_	_
10-0	TOI023	10	sì	sì	linguistic	none	_	Begin=17.14|End=17.44	_	_	_	_
11-0	TOR005	11	e	e	linguistic	none	_	Begin=17.71	_	_	_	_
11-1	TOR005	11	poi	poi	linguistic	none	_	_	_	_	_	_
11-2	TOR005	11	sotto	sotto	linguistic	none	_	_	_	_	_	_
11-3	TOR005	11	la	la	linguistic	none	_	_	_	_	_	_
11-4	TOR005	11	firma::	firma	linguistic	none	_	End=19.39	4x2	_	_	_
12-0	TOI022	12	(per	per	linguistic	none	_	Begin=24.298	_	_	0-3(0)	_
12-1	TOI022	12	concertare)	concertare	linguistic	none	_	_	_	_	0-10(0)	_
12-2	TOI022	12	le	le	linguistic	none	_	_	_	_	_	_
12-3	TOI022	12	due	due	linguistic	none	_	_	_	_	_	_
12-4	TOI022	12	cose	cose	linguistic	none	_	End=25.639	_	_	_	_
13-0	TOR005	13	come	come	linguistic	none	_	Begin=26.21	_	_	_	_
13-1	TOR005	13	preferisce	preferisce	linguistic	none	_	End=27.064	_	_	_	_
14-0	TOI022	14	xxxx	x	unknown	none	_	Begin=27.064|End=27.51	_	_	_	_
15-0	TOR005	15	tanto	tanto	linguistic	none	_	Begin=27.51	_	_	_	_
15-1	TOR005	15	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
15-2	TOR005	15	è	è	linguistic	none	_	_	_	_	_	_
15-3	TOR005	15	il	il	linguistic	none	_	_	_	_	_	_
15-4	TOR005	15	consenso	consenso	linguistic	none	_	_	_	_	_	_
15-5	TOR005	15	ai	ai	linguistic	none	_	_	_	_	_	_
15-6	TOR005	15	dati	dati	linguistic	none	_	_	_	_	_	_
15-7	TOR005	15	e:h	eh	linguistic	none	_	End=29.15	0x1	_	_	_
16-0	TOI022	16	va	va	linguistic	none	_	Begin=55.75	_	_	_	_
16-1	TOI022	16	bene	bene	linguistic	none	_	End=56.1	_	_	_	_
17-0	TOI022	17	queste	queste	linguistic	none	_	Begin=58.15	_	_	_	_
17-1	TOI022	17	due?	due	linguistic	none	Intonation=Rising	End=58.775	_	_	_	_
18-0	TOR005	18	o:k:ay	okay	linguistic	none	_	Begin=58.96	0x1,1x1	_	_	_
18-1	TOR005	18	grazie	grazie	linguistic	none	_	_	_	_	_	_
18-2	TOR005	18	mille	mille	linguistic	none	_	End=60.565	_	_	_	_
19-0	TOR005	19	e	e	linguistic	none	_	Begin=65.555	_	_	_	_
19-1	TOR005	19	grazie	grazie	linguistic	none	_	_	_	_	_	_
19-2	TOR005	19	mille	mille	linguistic	none	_	End=66.485	_	_	_	_
20-0	TOI022	20	((suona_il_telefono))	((suona_il_telefono))	nonverbalbehavior	none	_	Begin=66.781|End=67.621	_	_	_	_
21-0	TOI022	21	stacchiamo	stacchiamo	linguistic	none	_	Begin=67.88	_	_	_	_
21-1	TOI022	21	il	il	linguistic	none	_	_	_	_	_	_
21-2	TOI022	21	tele[(fono)]	telefono	linguistic	none	_	End=69.12	_	_	4-8(0)	4-8(0)
22-0	TOR005	22	[(allo]ra)	allora	linguistic	none	_	Begin=68.79|End=69.41	_	_	0-6(0)	0-4(0)
23-0	TOI023	23	gianni	gianni	linguistic	none	_	Begin=72.89|End=73.69	_	_	_	_
24-0	TOI023	24	ciao	ciao	linguistic	none	_	Begin=74.75|End=75.28	_	_	_	_
25-0	TOI023	25	scusa	scusa	linguistic	none	_	Begin=75.385	_	_	_	_
25-1	TOI023	25	anch'	anch'	linguistic	none	SpaceAfter=No	_	_	_	_	_
25-2	TOI023	25	io	io	linguistic	none	_	_	_	_	_	_
25-3	TOI023	25	ti	ti	linguistic	none	_	_	_	_	_	_
25-4	TOI023	25	ho	ho	linguistic	none	_	_	_	_	_	_
25-5	TOI023	25	disturbato.	disturbato	linguistic	none	Intonation=Falling	_	_	_	_	_
25-6	TOI023	25	comunque	comunque	linguistic	none	_	_	_	_	_	_
25-7	TOI023	25	è	è	linguistic	none	_	_	_	_	_	_
25-8	TOI023	25	okay,	okay	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
25-9	TOI023	25	v~	v~	linguistic	none	Interrupted=Yes	_	_	_	_	_
25-10	TOI023	25	vai	vai	linguistic	none	_	_	_	_	_	_
25-11	TOI023	25	pure	pure	linguistic	none	_	_	_	_	_	_
25-12	TOI023	25	avanti	avanti	linguistic	none	_	_	_	_	_	_
25-13	TOI023	25	con	con	linguistic	none	_	_	_	_	_	_
25-14	TOI023	25	quella	quella	linguistic	none	_	_	_	_	_	_
25-15	TOI023	25	cosa	cosa	linguistic	none	_	_	_	_	_	_
25-16	TOI023	25	lì	lì	linguistic	none	_	_	_	_	_	_
25-17	TOI023	25	poi	poi	linguistic	none	_	End=79.505	_	_	_	_
26-0	TOI023	26	sì	sì	linguistic	none	_	Begin=82.04	_	_	_	_
26-1	TOI023	26	quando	quando	linguistic	none	_	_	_	_	_	_
26-2	TOI023	26	c~	c~	linguistic	none	Interrupted=Yes	_	_	_	_	_
26-3	TOI023	26	avvisami	avvisami	linguistic	none	_	_	_	_	_	_
26-4	TOI023	26	solo	solo	linguistic	none	_	_	_	_	_	_
26-5	TOI023	26	che	che	linguistic	none	_	_	_	_	_	_
26-6	TOI023	26	io	io	linguistic	none	_	_	_	_	_	_
26-7	TOI023	26	ci	ci	linguistic	none	_	_	_	_	_	_
26-8	TOI023	26	sia	sia	linguistic	none	_	_	_	_	_	_
26-9	TOI023	26	poi	poi	linguistic	none	_	_	_	_	_	_
26-10	TOI023	26	siamo	siamo	linguistic	none	_	_	_	_	_	_
26-11	TOI023	26	a	a	linguistic	none	_	_	_	_	_	_
26-12	TOI023	26	posto	posto	linguistic	none	_	End=85.09	_	_	_	_
27-0	TOI023	27	#va	va	linguistic	some	_	Begin=86.175	_	_	_	_
27-1	TOI023	27	bin	bin	linguistic	some	_	End=86.765	_	_	_	_
28-0	TOI023	28	okay	okay	linguistic	none	_	Begin=87.82|End=88.37	_	_	_	_
29-0	TOI023	29	ciao	ciao	linguistic	none	_	Begin=88.64	_	_	_	_
29-1	TOI023	29	un	un	linguistic	none	_	_	_	_	_	_
29-2	TOI023	29	abbraccio	abbraccio	linguistic	none	_	_	_	_	_	_
29-3	TOI023	29	>ciao	ciao	linguistic	none	_	_	_	Fast=0-4	_	_
29-4	TOI023	29	ciao<	ciao	linguistic	none	_	End=89.82	_	Fast=0-4	_	_
30-0	TOI022	30	ti	ti	linguistic	none	_	Begin=91.67	_	_	_	_
30-1	TOI022	30	vengo	vengo	linguistic	none	_	_	_	_	_	_
30-2	TOI022	30	a	a	linguistic	none	_	_	_	_	_	_
30-3	TOI022	30	vedere	vedere	linguistic	none	_	_	_	_	_	_
30-4	TOI022	30	anch(e)	anche	linguistic	none	_	_	_	_	4-5(0)	_
30-5	TOI022	30	io?	io	linguistic	none	Intonation=Rising	End=92.79	_	_	_	_
31-0	TOI022	31	cos'	cos'	linguistic	none	SpaceAfter=No	Begin=92.95	_	_	_	_
31-1	TOI022	31	è	è	linguistic	none	_	_	_	_	_	_
31-2	TOI022	31	un	un	linguistic	none	_	_	_	_	_	_
31-3	TOI022	31	locale?	locale	linguistic	none	Intonation=Rising	End=93.67	_	_	_	_
32-0	TOI023	32	no:	no	linguistic	none	_	Begin=94.04	1x1	_	_	_
32-1	TOI023	32	è	è	linguistic	none	_	_	_	_	_	_
32-2	TOI023	32	gianni	gianni	linguistic	none	_	End=95.0	_	_	_	_
33-0	TOI022	33	sì	sì	linguistic	none	_	Begin=95.0	_	_	_	_
33-1	TOI022	33	lo	lo	linguistic	none	_	_	_	_	_	_
33-2	TOI022	33	so	so	linguistic	none	_	_	_	_	_	_
33-3	TOI022	33	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
33-4	TOI022	33	ho	ho	linguistic	none	_	_	_	_	_	_
33-5	TOI022	33	capito	capito	linguistic	none	_	End=95.97	_	_	_	_
