token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI008	0	[~rato]	~rato	linguistic	none	Interrupted=Yes	Begin=0.01|End=0.586	_	_	_	0-5(0)
1-0	TOR001	1	[~rato]	~rato	linguistic	none	Interrupted=Yes	Begin=0.01|End=0.586	_	_	_	0-5(0)
2-0	TOR001	2	sì	sì	linguistic	none	_	Begin=2.206|End=2.48	_	_	_	_
3-0	TOR001	3	cioè	cioè	linguistic	none	_	Begin=3.0	_	_	_	_
3-1	TOR001	3	mi	mi	linguistic	none	_	_	_	_	_	_
3-2	TOR001	3	sono	sono	linguistic	none	_	_	_	_	_	_
3-3	TOR001	3	laureata:::	laureata	linguistic	none	_	_	7x3	_	_	_
3-4	TOR001	3	sempre	sempre	linguistic	none	_	_	_	_	_	_
3-5	TOR001	3	qui	qui	linguistic	none	_	_	_	_	_	_
3-6	TOR001	3	a	a	linguistic	none	_	_	_	_	_	_
3-7	TOR001	3	[torino]	torino	linguistic	none	_	_	_	_	_	0-6(1)
3-8	TOR001	3	e	e	linguistic	none	_	_	_	_	_	_
3-9	TOR001	3	adesso	adesso	linguistic	none	_	_	_	_	_	_
3-10	TOR001	3	sto	sto	linguistic	none	_	_	_	_	_	_
3-11	TOR001	3	facendo	facendo	linguistic	none	_	_	_	_	_	_
3-12	TOR001	3	il	il	linguistic	none	_	_	_	_	_	_
3-13	TOR001	3	dottorato	dottorato	linguistic	none	_	_	_	_	_	_
3-14	TOR001	3	a	a	linguistic	none	_	_	_	_	_	_
3-15	TOR001	3	bergamo	bergamo	linguistic	none	_	_	_	_	_	_
3-16	TOR001	3	diciamo	diciamo	linguistic	none	_	_	_	_	_	_
3-17	TOR001	3	(più	più	linguistic	none	_	_	_	_	0-3(0)	_
3-18	TOR001	3	o	o	linguistic	none	_	_	_	_	0-1(0)	_
3-19	TOR001	3	meno)	meno	linguistic	none	_	End=7.81	_	_	0-4(0)	_
4-0	TOI008	4	[mhmh]	mhmh	linguistic	none	_	Begin=4.862|End=5.359	_	_	_	0-4(1)
5-0	TOR001	5	allo::ra	allora	linguistic	none	_	Begin=9.8	3x2	_	_	_
5-1	TOR001	5	metto	metto	linguistic	none	_	_	_	_	_	_
5-2	TOR001	5	solo	solo	linguistic	none	_	_	_	_	_	_
5-3	TOR001	5	questo	questo	linguistic	none	_	_	_	_	_	_
5-4	TOR001	5	[qua]	qua	linguistic	none	_	_	_	_	_	0-3(2)
5-5	TOR001	5	se	se	linguistic	none	_	_	_	_	_	_
5-6	TOR001	5	no	no	linguistic	none	_	_	_	_	_	_
5-7	TOR001	5	non	non	linguistic	none	_	_	_	_	_	_
5-8	TOR001	5	ci	ci	linguistic	none	_	_	_	_	_	_
5-9	TOR001	5	sentiamo,	sentiamo	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
5-10	TOR001	5	allo:ra	allora	linguistic	none	_	_	3x1	_	_	_
5-11	TOR001	5	che	che	linguistic	none	_	_	_	_	_	_
5-12	TOR001	5	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
5-13	TOR001	5	fai?	fai	linguistic	none	Intonation=Rising	End=13.875	_	_	_	_
6-0	TOI008	6	[sì]	sì	linguistic	none	_	Begin=10.908|End=11.216	_	_	_	0-2(2)
7-0	TOI008	7	allora	allora	linguistic	none	_	Begin=14.382	_	_	_	_
7-1	TOI008	7	io	io	linguistic	none	_	_	_	_	_	_
7-2	TOI008	7	sono	sono	linguistic	none	_	_	_	_	_	_
7-3	TOI008	7	libero	libero	linguistic	none	_	_	_	_	_	_
7-4	TOI008	7	professionista	professionista	linguistic	none	_	End=16.242	_	_	_	_
8-0	TOI008	8	e:::h	eh	linguistic	none	_	Begin=16.347	0x3	_	_	_
8-1	TOI008	8	ho::	ho	linguistic	none	_	_	1x2	_	_	_
8-2	TOI008	8	due	due	linguistic	none	_	_	_	_	_	_
8-3	TOI008	8	società.	società	linguistic	none	Intonation=Falling	End=18.197	_	_	_	_
9-0	TOR001	9	okay	okay	linguistic	none	_	Begin=18.55|End=18.94	_	_	_	_
10-0	TOI008	10	quindi::	quindi	linguistic	none	_	Begin=19.44	5x2	_	_	_
10-1	TOI008	10	mi	mi	linguistic	none	_	_	_	_	_	_
10-2	TOI008	10	mi	mi	linguistic	none	_	_	_	_	_	_
10-3	TOI008	10	occupo	occupo	linguistic	none	_	_	_	_	_	_
10-4	TOI008	10	soprattutto	soprattutto	linguistic	none	_	_	_	_	_	_
10-5	TOI008	10	di:::	di	linguistic	none	_	_	1x3	_	_	_
