token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR010	0	adesso	adesso	linguistic	none	_	Begin=1.79	_	_	_	_
0-1	TOR010	0	sta	sta	linguistic	none	_	_	_	_	_	_
0-2	TOR010	0	registrando	registrando	linguistic	none	_	_	_	_	_	_
0-3	TOR010	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-4	TOR010	0	in	in	linguistic	none	_	_	_	_	_	_
0-5	TOR010	0	quale	quale	linguistic	none	_	_	_	_	_	_
0-6	TOR010	0	paese	paese	linguistic	none	_	_	_	_	_	_
0-7	TOR010	0	vive?	vive	linguistic	none	Intonation=Rising	End=5.8	_	_	_	_
1-0	TOI112	1	io	io	linguistic	none	_	Begin=7.95	_	_	_	_
1-1	TOI112	1	vivo	vivo	linguistic	none	_	_	_	_	_	_
1-2	TOI112	1	in	in	linguistic	none	_	_	_	_	_	_
1-3	TOI112	1	un	un	linguistic	none	_	_	_	_	_	_
1-4	TOI112	1	comune:	comune	linguistic	none	_	_	5x1	_	_	_
1-5	TOI112	1	al	al	linguistic	none	_	_	_	_	_	_
1-6	TOI112	1	confine	confine	linguistic	none	_	_	_	_	_	_
1-7	TOI112	1	della	della	linguistic	none	_	_	_	_	_	_
1-8	TOI112	1	provincia	provincia	linguistic	none	_	_	_	_	_	_
1-9	TOI112	1	fra	fra	linguistic	none	_	_	_	_	_	_
1-10	TOI112	1	torino	torino	linguistic	none	_	_	_	_	_	_
1-11	TOI112	1	e	e	linguistic	none	_	_	_	_	_	_
1-12	TOI112	1	cuneo	cuneo	linguistic	none	_	_	_	_	_	_
1-13	TOI112	1	di	di	linguistic	none	_	_	_	_	_	_
1-14	TOI112	1	cin~	cin~	linguistic	none	Interrupted=Yes	_	_	_	_	_
1-15	TOI112	1	circa	circa	linguistic	none	_	_	_	_	_	_
1-16	TOI112	1	cinquemila	cinquemila	linguistic	none	_	_	_	_	_	_
1-17	TOI112	1	abitanti	abitanti	linguistic	none	_	_	_	_	_	_
1-18	TOI112	1	che	che	linguistic	none	_	_	_	_	_	_
1-19	TOI112	1	si	si	linguistic	none	_	_	_	_	_	_
1-20	TOI112	1	chiama	chiama	linguistic	none	_	_	_	_	_	_
1-21	TOI112	1	villafranca	villafranca	linguistic	none	_	_	_	_	_	_
1-22	TOI112	1	piemonte	piemonte	linguistic	none	_	End=15.32	_	_	_	_
2-0	TOR010	2	okay	okay	linguistic	none	_	Begin=16.21	_	_	_	_
2-1	TOR010	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-2	TOR010	2	è	è	linguistic	none	_	_	_	_	_	_
2-3	TOR010	2	cambiato	cambiato	linguistic	none	_	_	_	_	_	_
2-4	TOR010	2	molto	molto	linguistic	none	_	_	_	_	_	_
2-5	TOR010	2	nel	nel	linguistic	none	_	_	_	_	_	_
2-6	TOR010	2	corso	corso	linguistic	none	_	_	_	_	_	_
2-7	TOR010	2	degli	degli	linguistic	none	_	_	_	_	_	_
2-8	TOR010	2	anni	anni	linguistic	none	_	_	_	_	_	_
2-9	TOR010	2	questo	questo	linguistic	none	_	_	_	_	_	_
2-10	TOR010	2	paese?	paese	linguistic	none	Intonation=Rising	_	_	_	_	_
2-11	TOR010	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-12	TOR010	2	se	se	linguistic	none	_	_	_	_	_	_
2-13	TOR010	2	sì	sì	linguistic	none	_	_	_	_	_	_
2-14	TOR010	2	come?	come	linguistic	none	Intonation=Rising	End=21.73	_	_	_	_
3-0	TOI112	3	mah	mah	linguistic	none	_	Begin=22.28	_	_	_	_
3-1	TOI112	3	questo	questo	linguistic	none	_	_	_	_	_	_
3-2	TOI112	3	paese	paese	linguistic	none	_	_	_	_	_	_
3-3	TOI112	3	è	è	linguistic	none	_	_	_	_	_	_
3-4	TOI112	3	sempre	sempre	linguistic	none	_	_	_	_	_	_
3-5	TOI112	3	rimasto::	rimasto	linguistic	none	_	_	6x2	_	_	_
3-6	TOI112	3	com'	com'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-7	TOI112	3	era	era	linguistic	none	_	_	_	_	_	_
3-8	TOI112	3	una	una	linguistic	none	_	_	_	_	_	_
3-9	TOI112	3	volta	volta	linguistic	none	_	_	_	_	_	_
3-10	TOI112	3	agricolo	agricolo	linguistic	none	_	_	_	_	_	_
3-11	TOI112	3	però	però	linguistic	none	_	_	_	_	_	_
3-12	TOI112	3	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
3-13	TOI112	3	agricoltura	agricoltura	linguistic	none	_	_	_	_	_	_
3-14	TOI112	3	è	è	linguistic	none	_	_	_	_	_	_
3-15	TOI112	3	cambiata	cambiata	linguistic	none	_	_	_	_	_	_
