token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI001	0	per	per	linguistic	none	_	Begin=0.04	_	_	_	_
0-1	TOI001	0	disturbarvi	disturbarvi	linguistic	none	_	End=0.87	_	_	_	_
1-0	TOR001	1	ma:	ma	linguistic	none	_	Begin=1.25	1x1	_	_	_
1-1	TOR001	1	io:	io	linguistic	none	_	_	1x1	_	_	_
1-2	TOR001	1	cioè	cioè	linguistic	none	_	_	_	_	_	_
1-3	TOR001	1	per	per	linguistic	none	_	_	_	_	_	_
1-4	TOR001	1	me:	me	linguistic	none	_	_	1x1	_	_	_
1-5	TOR001	1	figurati	figurati	linguistic	none	_	End=3.44	_	_	_	_
2-0	TOI001	2	[sto	sto	linguistic	none	_	Begin=4.83	_	_	_	0-3(0)
2-1	TOI001	2	tranqui]llo?	tranquillo	linguistic	none	Intonation=Rising	End=5.53	_	_	_	0-7(0)
3-0	TOR001	3	[okay]	okay	linguistic	none	_	Begin=4.94|End=5.4	_	_	_	0-4(0)
4-0	TOR002	4	sì	sì	linguistic	none	_	Begin=5.97|End=6.35	_	_	_	_
5-0	TOR001	5	ho	ho	linguistic	none	_	Begin=7.901	_	_	_	_
5-1	TOR001	5	xxxxxxx	x	unknown	none	_	End=9.403	_	_	_	_
6-0	TOI001	6	scopone.	scopone	linguistic	none	Intonation=Falling	Begin=9.403|End=9.89	_	_	_	_
7-0	TOR001	7	((ride))	((ride))	nonverbalbehavior	none	_	Begin=9.891|End=10.773	_	_	_	_
8-0	TOR002	8	((ride))	((ride))	nonverbalbehavior	none	_	Begin=9.891|End=10.773	_	_	_	_
9-0	TOI001	9	a	a	linguistic	none	_	Begin=10.155	_	_	_	_
9-1	TOI001	9	scopone	scopone	linguistic	none	_	_	_	_	_	_
9-2	TOI001	9	ed	ed	linguistic	none	_	_	_	_	_	_
9-3	TOI001	9	esco	esco	linguistic	none	_	_	_	_	_	_
9-4	TOI001	9	con	con	linguistic	none	_	_	_	_	_	_
9-5	TOI001	9	sette	sette	linguistic	none	_	_	_	_	_	_
9-6	TOI001	9	come	come	linguistic	none	_	_	_	_	_	_
9-7	TOI001	9	prima	prima	linguistic	none	_	_	_	_	_	_
9-8	TOI001	9	carta	carta	linguistic	none	_	End=12.438	_	_	_	_
10-0	TOR001	10	così?	così	linguistic	none	Intonation=Rising	Begin=12.595|End=12.965	_	_	_	_
11-0	TOI001	11	[a	a	linguistic	none	_	Begin=13.588	_	_	_	0-1(1)
11-1	TOI001	11	sfregio]	sfregio	linguistic	none	_	End=13.982	_	_	_	0-7(1)
12-0	TOR001	12	[bene]	bene	linguistic	none	_	Begin=13.605|End=13.955	_	_	_	0-4(1)
13-0	TOR001	13	va	va	linguistic	none	_	Begin=14.065	_	_	_	_
13-1	TOR001	13	bene	bene	linguistic	none	_	End=14.525	_	_	_	_
14-0	TOR001	14	ah	ah	linguistic	none	_	Begin=14.74	_	_	_	_
14-1	TOR001	14	okay	okay	linguistic	none	_	End=15.16	_	_	_	_
15-0	TOR002	15	se	se	linguistic	none	_	Begin=15.23	_	_	_	_
15-1	TOR002	15	devi	devi	linguistic	none	_	_	_	_	_	_
15-2	TOR002	15	fare	fare	linguistic	none	_	_	_	_	_	_
15-3	TOR002	15	le	le	linguistic	none	_	_	_	_	_	_
15-4	TOR002	15	ignorantate	ignorantate	linguistic	none	_	_	_	_	_	_
15-5	TOR002	15	le	le	linguistic	none	_	_	_	_	_	_
15-6	TOR002	15	faccio	faccio	linguistic	none	_	_	_	_	_	_
15-7	TOR002	15	anch'	anch'	linguistic	none	SpaceAfter=No	_	_	_	_	_
15-8	TOR002	15	io	io	linguistic	none	_	End=17.39	_	_	_	_
16-0	TOR002	16	((ride))	((ride))	nonverbalbehavior	none	_	Begin=17.4|End=18.841	_	_	_	_
17-0	TOR001	17	da::i	dai	linguistic	none	_	Begin=17.405|End=17.945	1x2	_	_	_
18-0	TOI001	18	quanti	quanti	linguistic	none	_	Begin=19.0	_	_	_	_
18-1	TOI001	18	ne	ne	linguistic	none	_	_	_	_	_	_
18-2	TOI001	18	vuoi?	vuoi	linguistic	none	Intonation=Rising	_	_	_	_	_
18-3	TOI001	18	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
18-4	TOI001	18	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
18-5	TOI001	18	ho	ho	linguistic	none	_	_	_	_	_	_
18-6	TOI001	18	il	il	linguistic	none	_	_	_	_	_	_
18-7	TOI001	18	mazzo	mazzo	linguistic	none	_	_	_	_	_	_
18-8	TOI001	18	pieno	pieno	linguistic	none	_	End=20.91	_	_	_	_
19-0	TOR001	19	che	che	linguistic	none	_	Begin=21.79	_	_	_	_
19-1	TOR001	19	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
19-2	TOR001	19	fai?	fai	linguistic	none	Intonation=Rising	End=22.44	_	_	_	_
20-0	TOI015	20	magazziniere	magazziniere	linguistic	none	_	Begin=22.83|End=23.5	_	_	_	_
21-0	TOR001	21	okay	okay	linguistic	none	_	Begin=23.79	_	_	_	_
