token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR006	0	ciao,	ciao	linguistic	none	Intonation=WeaklyRising	Begin=1.37|End=1.835	_	_	_	_
1-0	TOR006	1	come	come	linguistic	none	_	Begin=1.91	_	_	_	_
1-1	TOR006	1	ti	ti	linguistic	none	_	_	_	_	_	_
1-2	TOR006	1	chiami?	chiami	linguistic	none	Intonation=Rising	End=2.75	_	_	_	_
2-0	TOI032	2	mi	mi	linguistic	none	_	Begin=3.52	_	_	_	_
2-1	TOI032	2	chiamo	chiamo	linguistic	none	_	_	_	_	_	_
2-2	TOI032	2	marco,	marco	linguistic	none	Intonation=WeaklyRising	End=4.53	_	_	_	_
3-0	TOR006	3	okay	okay	linguistic	none	_	Begin=4.72|End=5.52	_	_	_	_
4-0	TOR006	4	e:h	eh	linguistic	none	ProsodicLink=Yes	Begin=5.993	0x1	_	_	_
4-1	TOR006	4	m::h	mh	linguistic	none	_	_	0x2	_	_	_
4-2	TOR006	4	che	che	linguistic	none	_	_	_	_	_	_
4-3	TOR006	4	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
4-4	TOR006	4	fai?	fai	linguistic	none	Intonation=Rising	End=7.893	_	_	_	_
5-0	TOI032	5	faccio::	faccio	linguistic	none	_	Begin=8.164	5x2	_	_	_
5-1	TOI032	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-2	TOI032	5	operaio,	operaio	linguistic	none	Intonation=WeaklyRising	End=9.94	_	_	_	_
6-0	TOI032	6	in	in	linguistic	none	_	Begin=10.17	_	_	_	_
6-1	TOI032	6	una	una	linguistic	none	_	_	_	_	_	_
6-2	TOI032	6	ditta	ditta	linguistic	none	_	_	_	_	_	_
6-3	TOI032	6	in	in	linguistic	none	_	_	_	_	_	_
6-4	TOI032	6	una	una	linguistic	none	_	_	_	_	_	_
6-5	TOI032	6	tipografia	tipografia	linguistic	none	_	_	_	_	_	_
6-6	TOI032	6	in	in	linguistic	none	_	_	_	_	_	_
