token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI035	0	#proprio	proprio	linguistic	some	_	Begin=0.057	_	_	_	_
0-1	TOI035	0	una	una	linguistic	some	_	_	_	_	_	_
0-2	TOI035	0	turineisa	turineisa	linguistic	some	_	End=2.151	_	_	_	_
1-0	TOR001	1	((ride))	((ride))	nonverbalbehavior	none	_	Begin=1.76|End=2.737	_	_	_	_
2-0	TOR001	2	u~	u~	linguistic	none	Interrupted=Yes	Begin=2.747	_	_	_	_
2-1	TOR001	2	u:na	una	linguistic	none	_	_	0x1	_	_	_
2-2	TOR001	2	delle	delle	linguistic	none	_	_	_	_	_	_
2-3	TOR001	2	pochissime	pochissime	linguistic	none	_	End=3.958	_	_	_	_
3-0	TOR003	3	°mhmh°	mhmh	linguistic	none	Volume=Low	Begin=3.973|End=4.442	_	_	_	_
4-0	TOI035	4	[mh	mh	linguistic	none	_	Begin=5.0	_	_	_	0-2(0)
4-1	TOI035	4	è	è	linguistic	none	_	_	_	_	_	0-1(0)
4-2	TOI035	4	vero]	vero	linguistic	none	_	End=5.833	_	_	_	0-4(0)
5-0	TOR001	5	[e:::h]	eh	linguistic	none	_	Begin=5.005|End=5.836	0x3	_	_	0-2(0)
6-0	TOR001	6	((ride))	((ride))	nonverbalbehavior	none	_	Begin=5.895|End=7.035	_	_	_	_
7-0	TOR003	7	°eh	eh	linguistic	none	Volume=Low	Begin=6.41	_	_	_	_
7-1	TOR003	7	infatti°	infatti	linguistic	none	Volume=Low	End=7.165	_	_	_	_
8-0	TOR001	8	in	in	linguistic	none	_	Begin=7.454	_	_	_	_
8-1	TOR001	8	quale	quale	linguistic	none	_	_	_	_	_	_
8-2	TOR001	8	città	città	linguistic	none	_	_	_	_	_	_
8-3	TOR001	8	vive?	vive	linguistic	none	Intonation=Rising	End=8.62	_	_	_	_
9-0	TOR001	9	vivi?	vivi	linguistic	none	Intonation=Rising	Begin=8.669|End=9.252	_	_	_	_
10-0	TOI035	10	adesso	adesso	linguistic	none	_	Begin=9.564	_	_	_	_
10-1	TOI035	10	vivo:	vivo	linguistic	none	_	_	3x1	_	_	_
10-2	TOI035	10	fuori	fuori	linguistic	none	_	_	_	_	_	_
10-3	TOI035	10	italia	italia	linguistic	none	_	End=11.759	_	_	_	_
11-0	TOI035	11	vivo	vivo	linguistic	none	_	Begin=11.805	_	_	_	_
11-1	TOI035	11	in	in	linguistic	none	_	_	_	_	_	_
11-2	TOI035	11	israele	israele	linguistic	none	_	End=13.008	_	_	_	_
12-0	TOR001	12	okay	okay	linguistic	none	_	Begin=13.197|End=13.74	_	_	_	_
13-0	TOR001	13	allora	allora	linguistic	none	_	Begin=13.959	_	_	_	_
13-1	TOR001	13	facciamo	facciamo	linguistic	none	_	_	_	_	_	_
13-2	TOR001	13	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
13-3	TOR001	13	giro	giro	linguistic	none	_	_	_	_	_	_
13-4	TOR001	13	la	la	linguistic	none	_	_	_	_	_	_
13-5	TOR001	13	domanda	domanda	linguistic	none	_	End=16.056	_	_	_	_
14-0	TOR001	14	quando	quando	linguistic	none	_	Begin=16.135	_	_	_	_
14-1	TOR001	14	vivevi	vivevi	linguistic	none	_	_	_	_	_	_
14-2	TOR001	14	a	a	linguistic	none	_	_	_	_	_	_
14-3	TOR001	14	torino?	torino	linguistic	none	Intonation=Rising	End=17.377	_	_	_	_
15-0	TOR001	15	i:n::	in	linguistic	none	_	Begin=17.884	0x1,1x2	_	_	_
15-1	TOR001	15	in	in	linguistic	none	_	_	_	_	_	_
15-2	TOR001	15	quale	quale	linguistic	none	_	_	_	_	_	_
15-3	TOR001	15	quartiere	quartiere	linguistic	none	_	_	_	_	_	_
15-4	TOR001	15	vivevi?	vivevi	linguistic	none	Intonation=Rising	End=19.694	_	_	_	_
16-0	TOI035	16	vivevo	vivevo	linguistic	none	_	Begin=20.32	_	_	_	_
16-1	TOI035	16	come	come	linguistic	none	_	_	_	_	_	_
16-2	TOI035	16	si	si	linguistic	none	_	_	_	_	_	_
16-3	TOI035	16	chiama	chiama	linguistic	none	_	End=21.784	_	_	_	_
17-0	TOI035	17	corso	corso	linguistic	none	_	Begin=21.942	_	_	_	_
17-1	TOI035	17	da[nte]?	dante	linguistic	none	Intonation=Rising	End=23.178	_	_	_	2-5(1)
18-0	TOR003	18	[e::h	eh	linguistic	none	_	Begin=22.612	0x2	_	_	0-2(1)
18-1	TOR003	18	fa~	fa~	linguistic	none	Interrupted=Yes	_	_	_	_	0-3(1)
18-2	TOR003	18	s~]	s~	linguistic	none	Interrupted=Yes	_	_	_	_	0-2(1)
18-3	TOR003	18	sei	sei	linguistic	none	_	_	_	_	_	_
18-4	TOR003	18	in	in	linguistic	none	_	_	_	_	_	_
18-5	TOR003	18	san	san	linguistic	none	_	_	_	_	_	_
18-6	TOR003	18	salvario	salvario	linguistic	none	_	_	_	_	_	_
18-7	TOR003	18	ancora	ancora	linguistic	none	_	_	_	_	_	_
18-8	TOR003	18	lì	lì	linguistic	none	_	End=24.694	_	_	_	_
19-0	TOI035	19	eh	eh	linguistic	none	_	Begin=24.696	_	_	_	_
19-1	TOI035	19	[forse	forse	linguistic	none	_	_	_	_	_	0-5(2)
19-2	TOI035	19	san	san	linguistic	none	_	_	_	_	_	0-3(2)
19-3	TOI035	19	salvario]	salvario	linguistic	none	_	End=26.267	_	_	_	0-8(2)
20-0	TOR003	20	[non	non	linguistic	none	_	Begin=24.909	_	_	_	0-3(2)
20-1	TOR003	20	so	so	linguistic	none	_	_	_	_	_	0-2(2)
20-2	TOR003	20	forse	forse	linguistic	none	_	_	_	_	_	0-5(2)
20-3	TOR003	20	sì	sì	linguistic	none	_	_	_	_	_	0-2(2)
20-4	TOR003	20	forse	forse	linguistic	none	_	_	_	_	_	0-5(2)
20-5	TOR003	20	è	è	linguistic	none	_	_	_	_	_	0-1(2)
20-6	TOR003	20	già]::	già	linguistic	none	_	End=26.54	2x2	_	_	0-3(2)
21-0	TOR003	21	°un	un	linguistic	none	Volume=Low	Begin=26.585	_	_	_	_
21-1	TOR003	21	po'	po'	linguistic	none	Volume=Low	_	_	_	_	_
21-2	TOR003	21	a	a	linguistic	none	Volume=Low	_	_	_	_	_
21-3	TOR003	21	cavallo°	cavallo	linguistic	none	Volume=Low	End=27.71	_	_	_	_
22-0	TOR001	22	°mettiamo	mettiamo	linguistic	none	Volume=Low	Begin=27.71	_	_	_	_
22-1	TOR001	22	san	san	linguistic	none	Volume=Low	_	_	_	_	_
22-2	TOR001	22	salvario°	salvario	linguistic	none	Volume=Low	End=29.156	_	_	_	_
23-0	TOR003	23	°metti	metti	linguistic	none	Volume=Low	Begin=32.128	_	_	_	_
23-1	TOR003	23	tra	tra	linguistic	none	Volume=Low	_	_	_	_	_
23-2	TOR003	23	san	san	linguistic	none	Volume=Low	_	_	_	_	_
23-3	TOR003	23	salvario	salvario	linguistic	none	Volume=Low	_	_	_	_	_
23-4	TOR003	23	e	e	linguistic	none	Volume=Low	_	_	_	_	_
23-5	TOR003	23	come	come	linguistic	none	Volume=Low	_	_	_	_	_
23-6	TOR003	23	si	si	linguistic	none	Volume=Low	_	_	_	_	_
23-7	TOR003	23	chiama	chiama	linguistic	none	Volume=Low	_	_	_	_	_
23-8	TOR003	23	lì	lì	linguistic	none	Volume=Low	_	_	_	_	_
23-9	TOR003	23	carducci°	carducci	linguistic	none	Volume=Low	End=34.825	_	_	_	_
24-0	TOI035	24	san	san	linguistic	none	_	Begin=34.822	_	_	_	_
24-1	TOI035	24	[salvario	salvario	linguistic	none	_	_	_	_	_	0-8(3)
24-2	TOI035	24	non	non	linguistic	none	_	_	_	_	_	0-3(3)
24-3	TOI035	24	so	so	linguistic	none	_	_	_	_	_	0-2(3)
24-4	TOI035	24	fin	fin	linguistic	none	_	_	_	_	_	0-3(3)
24-5	TOI035	24	dove	dove	linguistic	none	_	_	_	_	_	0-4(3)
24-6	TOI035	24	arri]va	arriva	linguistic	none	_	_	_	_	_	0-4(3)
24-7	TOI035	24	san	san	linguistic	none	_	_	_	_	_	_
24-8	TOI035	24	salvario	salvario	linguistic	none	_	End=37.478	_	_	_	_
25-0	TOR001	25	[come	come	linguistic	none	_	Begin=35.195	_	_	_	0-4(4)
25-1	TOR001	25	si	si	linguistic	none	_	_	_	_	_	0-2(4)
25-2	TOR001	25	chiama	chiama	linguistic	none	_	_	_	_	_	0-6(4)
25-3	TOR001	25	quello	quello	linguistic	none	_	_	_	_	_	0-6(4)
25-4	TOR001	25	dopo]?	dopo	linguistic	none	Intonation=Rising	End=36.434	_	_	_	0-4(4)
26-0	TOR003	26	non	non	linguistic	none	_	Begin=37.478	_	_	_	_
26-1	TOR003	26	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
26-2	TOR003	26	è	è	linguistic	none	_	_	_	_	_	_
26-3	TOR003	26	nizza	nizza	linguistic	none	_	_	_	_	_	_
26-4	TOR003	26	mille	mille	linguistic	none	_	_	_	_	_	_
26-5	TOR003	26	fon~?	fon~	linguistic	none	Intonation=Rising	End=38.6	_	_	_	_
27-0	TOR003	27	no	no	linguistic	none	_	Begin=38.625	_	_	_	_
27-1	TOR003	27	mi	mi	linguistic	none	_	_	_	_	_	_
27-2	TOR003	27	sa	sa	linguistic	none	_	_	_	_	_	_
27-3	TOR003	27	che	che	linguistic	none	_	_	_	_	_	_
27-4	TOR003	27	le	le	linguistic	none	_	_	_	_	_	_
27-5	TOR003	27	fonti	fonti	linguistic	none	_	_	_	_	_	_
27-6	TOR003	27	è	è	linguistic	none	_	_	_	_	_	_
27-7	TOR003	27	dopo	dopo	linguistic	none	_	_	_	_	_	_
27-8	TOR003	27	in	in	linguistic	none	_	_	_	_	_	_
27-9	TOR003	27	mezzo	mezzo	linguistic	none	_	_	_	_	_	_
27-10	TOR003	27	quello	quello	linguistic	none	_	_	_	_	_	_
27-11	TOR003	27	di	di	linguistic	none	_	_	_	_	_	_
27-12	TOR003	27	piazza	piazza	linguistic	none	_	_	_	_	_	_
27-13	TOR003	27	carducci?	carducci	linguistic	none	Intonation=Rising	End=41.75	_	_	_	_
28-0	TOR001	28	non	non	linguistic	none	_	Begin=41.958	_	_	_	_
28-1	TOR001	28	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_
28-2	TOR001	28	[lo	lo	linguistic	none	_	_	_	_	_	0-2(5)
28-3	TOR001	28	so]	so	linguistic	none	_	End=43.736	_	_	_	0-2(5)
29-0	TOR003	29	[se	se	linguistic	none	_	Begin=42.137	_	_	_	0-2(5)
29-1	TOR003	29	abbia	abbia	linguistic	none	_	_	_	_	_	0-5(5)
29-2	TOR003	29	un	un	linguistic	none	_	_	_	_	_	0-2(5)
29-3	TOR003	29	nome	nome	linguistic	none	_	_	_	_	_	0-4(5)
29-4	TOR003	29	vabbè	vabbè	linguistic	none	_	_	_	_	_	0-5(5)
29-5	TOR003	29	va	va	linguistic	none	_	_	_	_	_	0-2(5)
29-6	TOR003	29	bene	bene	linguistic	none	_	_	_	_	_	0-4(5)
29-7	TOR003	29	san	san	linguistic	none	_	_	_	_	_	0-3(5)
29-8	TOR003	29	salvario]	salvario	linguistic	none	_	End=44.416	_	_	_	0-8(5)
30-0	TOR001	30	[va	va	linguistic	none	_	Begin=43.762	_	_	_	0-2(?)
30-1	TOR001	30	bene	bene	linguistic	none	_	_	_	_	_	0-4(?)
30-2	TOR001	30	san	san	linguistic	none	_	_	_	_	_	0-3(?)
30-3	TOR001	30	salvario	salvario	linguistic	none	_	_	_	_	_	0-8(?)
30-4	TOR001	30	non	non	linguistic	none	_	_	_	_	_	0-3(?)
30-5	TOR001	30	impor~]	impor~	linguistic	none	Interrupted=Yes	End=45.72	_	_	_	0-6(?)
31-0	TOI035	31	[no	no	linguistic	none	_	Begin=43.934	_	_	_	0-2(?)
31-1	TOI035	31	va	va	linguistic	none	_	_	_	_	_	0-2(?)
31-2	TOI035	31	bene	bene	linguistic	none	_	_	_	_	_	0-4(?)
31-3	TOI035	31	san	san	linguistic	none	_	_	_	_	_	0-3(?)
31-4	TOI035	31	s~]	s~	linguistic	none	Interrupted=Yes	End=45.141	_	_	_	0-2(?)
32-0	TOR003	32	[mettiamo	mettiamo	linguistic	none	_	Begin=44.778	_	_	_	0-8(236)
32-1	TOR003	32	san	san	linguistic	none	_	_	_	_	_	0-3(236)
32-2	TOR003	32	salva]rio	salvario	linguistic	none	_	End=46.212	_	_	_	0-5(236)
33-0	TOR001	33	e:::mh	emh	linguistic	none	_	Begin=46.232|End=47.11	0x3	_	_	_
34-0	TOR001	34	qual	qual	linguistic	none	_	Begin=47.167	_	_	_	_
34-1	TOR001	34	è	è	linguistic	none	_	_	_	_	_	_
34-2	TOR001	34	la	la	linguistic	none	_	_	_	_	_	_
34-3	TOR001	34	tua	tua	linguistic	none	_	_	_	_	_	_
34-4	TOR001	34	lingua	lingua	linguistic	none	_	_	_	_	_	_
34-5	TOR001	34	materna?	materna	linguistic	none	Intonation=Rising	End=48.608	_	_	_	_
35-0	TOR001	35	cioè	cioè	linguistic	none	_	Begin=48.641	_	_	_	_
35-1	TOR001	35	come:	come	linguistic	none	_	_	3x1	_	_	_
35-2	TOR001	35	in	in	linguistic	none	_	_	_	_	_	_
35-3	TOR001	35	che	che	linguistic	none	_	_	_	_	_	_
35-4	TOR001	35	[lingua	lingua	linguistic	none	_	_	_	_	_	0-6(6)
35-5	TOR001	35	ti	ti	linguistic	none	_	_	_	_	_	0-2(6)
35-6	TOR001	35	parlavano]?	parlavano	linguistic	none	Intonation=Rising	End=50.28	_	_	_	0-9(6)
36-0	TOI035	36	[italiano]	italiano	linguistic	none	_	Begin=49.405|End=50.279	_	_	_	0-8(6)
37-0	TOR001	37	italiano?	italiano	linguistic	none	Intonation=Rising	Begin=50.314|End=50.99	_	_	_	_
38-0	TOR001	38	okay	okay	linguistic	none	_	Begin=55.127|End=55.838	_	_	_	_
39-0	TOR001	39	poi	poi	linguistic	none	_	Begin=56.265	_	_	_	_
39-1	TOR001	39	città	città	linguistic	none	_	_	_	_	_	_
39-2	TOR001	39	e	e	linguistic	none	_	_	_	_	_	_
39-3	TOR001	39	provincia	provincia	linguistic	none	_	_	_	_	_	_
39-4	TOR001	39	di	di	linguistic	none	_	_	_	_	_	_
39-5	TOR001	39	nascita	nascita	linguistic	none	_	_	_	_	_	_
39-6	TOR001	39	del	del	linguistic	none	_	_	_	_	_	_
39-7	TOR001	39	padre	padre	linguistic	none	_	End=58.487	_	_	_	_
40-0	TOI035	40	mio	mio	linguistic	none	_	Begin=59.563	_	_	_	_
40-1	TOI035	40	papà	papà	linguistic	none	_	_	_	_	_	_
40-2	TOI035	40	era	era	linguistic	none	_	_	_	_	_	_
40-3	TOI035	40	nato	nato	linguistic	none	_	_	_	_	_	_
40-4	TOI035	40	a	a	linguistic	none	_	_	_	_	_	_
40-5	TOI035	40	firenze	firenze	linguistic	none	_	End=61.604	_	_	_	_
41-0	TOR001	41	°ah	ah	linguistic	none	Volume=Low	Begin=61.878	_	_	_	_
41-1	TOR001	41	che	che	linguistic	none	Volume=Low	_	_	_	_	_
41-2	TOR001	41	bello°	bello	linguistic	none	Volume=Low	End=62.615	_	_	_	_
42-0	TOR001	42	mh	mh	linguistic	none	_	Begin=63.222|End=63.732	_	_	_	_
43-0	TOR001	43	e:	e	linguistic	none	_	Begin=66.276	0x1	_	_	_
43-1	TOR001	43	invece	invece	linguistic	none	_	_	_	_	_	_
43-2	TOR001	43	la	la	linguistic	none	_	_	_	_	_	_
43-3	TOR001	43	mamma?	mamma	linguistic	none	Intonation=Rising	End=67.346	_	_	_	_
44-0	TOI035	44	e:	e	linguistic	none	_	Begin=67.487	0x1	_	_	_
44-1	TOI035	44	mia	mia	linguistic	none	_	_	_	_	_	_
44-2	TOI035	44	mamma	mamma	linguistic	none	_	_	_	_	_	_
44-3	TOI035	44	era	era	linguistic	none	_	_	_	_	_	_
44-4	TOI035	44	nata	nata	linguistic	none	_	_	_	_	_	_
44-5	TOI035	44	a	a	linguistic	none	_	_	_	_	_	_
44-6	TOI035	44	milano	milano	linguistic	none	_	End=69.657	_	_	_	_
45-0	TOR001	45	okay	okay	linguistic	none	_	Begin=73.629|End=74.198	_	_	_	_
46-0	TOR001	46	e::h	eh	linguistic	none	_	Begin=74.638	0x2	_	_	_
