token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOI001	0	dimmi	dimmi	linguistic	none	_	Begin=1.21	_	_	_	_
0-1	TOI001	0	[tutto]	tutto	linguistic	none	_	End=1.91	_	_	_	0-5(0)
1-0	TOR001	1	[o]kay	okay	linguistic	none	_	Begin=1.608|End=2.2	_	_	_	0-1(0)
2-0	TOR001	2	prendo:,	prendo	linguistic	none	Intonation=WeaklyRising	Begin=2.91	5x1	_	_	_
2-1	TOR001	2	vuoi	vuoi	linguistic	none	_	_	_	_	_	_
2-2	TOR001	2	il	il	linguistic	none	_	_	_	_	_	_
2-3	TOR001	2	san	san	linguistic	none	_	_	_	_	_	_
2-4	TOR001	2	simone	simone	linguistic	none	_	_	_	_	_	_
2-5	TOR001	2	intanto?	intanto	linguistic	none	Intonation=Rising	End=4.71	_	_	_	_
3-0	TOI001	3	no::	no	linguistic	none	_	Begin=5.41	1x2	_	_	_
3-1	TOI001	3	>(mi	mi	linguistic	none	_	_	_	Fast=0-2	0-2(0)	_
3-2	TOI001	3	bevo	bevo	linguistic	none	_	_	_	Fast=0-4	0-4(0)	_
3-3	TOI001	3	un)	un	linguistic	none	_	_	_	Fast=0-2	0-2(0)	_
3-4	TOI001	3	caffettino<	caffettino	linguistic	none	_	End=7.1	_	Fast=0-10	_	_
4-0	TOR001	4	a:h	ah	linguistic	none	_	Begin=7.1	0x1	_	_	_
4-1	TOR001	4	aspetta	aspetta	linguistic	none	_	_	_	_	_	_
4-2	TOR001	4	che	che	linguistic	none	_	_	_	_	_	_
4-3	TOR001	4	lo	lo	linguistic	none	_	_	_	_	_	_
4-4	TOR001	4	prendo	prendo	linguistic	none	_	_	_	_	_	_
4-5	TOR001	4	io	io	linguistic	none	_	End=8.4	_	_	_	_
5-0	TOR001	5	arrivo	arrivo	linguistic	none	_	Begin=8.71	_	_	_	_
5-1	TOR001	5	eh,	eh	linguistic	none	Intonation=WeaklyRising	End=9.407	_	_	_	_
6-0	TOI001	6	mhmh	mhmh	linguistic	none	_	Begin=9.407|End=9.802	_	_	_	_
7-0	TOR001	7	mh	mh	linguistic	none	_	Begin=14.22	_	_	_	_
7-1	TOR001	7	mh	mh	linguistic	none	_	_	_	_	_	_
7-2	TOR001	7	m:h,	mh	linguistic	none	Intonation=WeaklyRising	End=15.5	0x1	_	_	_
8-0	TOR001	8	allora	allora	linguistic	none	_	Begin=15.61|End=16.29	_	_	_	_
9-0	TOI001	9	mh	mh	linguistic	none	_	Begin=16.5|End=16.7	_	_	_	_
10-0	TOR001	10	intanto	intanto	linguistic	none	_	Begin=16.71	_	_	_	_
