token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO081	0	quindi:,	quindi	linguistic	none	Intonation=weakly_rising	Begin=0.395|End=1.316	5x1	_	_	_
1-0	TO999	1	mhmh,	mhmh	linguistic	none	Intonation=weakly_rising	Begin=1.4|End=1.783	_	_	_	_
2-0	TO081	2	n~	n~	linguistic	none	Interrupted=Yes	Begin=2.41	_	_	_	_
2-1	TO081	2	niente.	niente	linguistic	none	Intonation=Falling	End=3.033	_	_	_	_
3-0	TO081	3	mi	mi	linguistic	none	_	Begin=3.27	_	_	_	_
3-1	TO081	3	faceva	faceva	linguistic	none	_	_	_	_	_	_
3-2	TO081	3	gli	gli	linguistic	none	_	_	_	_	_	_
3-3	TO081	3	<scherzi>	scherzi	linguistic	none	_	_	_	Slow=0-7	_	_
3-4	TO081	3	queste	queste	linguistic	none	_	_	_	_	_	_
3-5	TO081	3	cose.	cose	linguistic	none	Intonation=Falling	End=5.278	_	_	_	_
4-0	TO081	4	non	non	linguistic	none	_	Begin=5.635	_	_	_	_
4-1	TO081	4	molto	molto	linguistic	none	_	_	_	_	_	_
4-2	TO081	4	pacifica.	pacifica	linguistic	none	Intonation=Falling	End=6.573	_	_	_	_
5-0	TO081	5	e::	e	linguistic	none	_	Begin=6.87	0x2	_	_	_
5-1	TO081	5	a	a	linguistic	none	_	_	_	_	_	_
5-2	TO081	5	forza	forza	linguistic	none	_	_	_	_	_	_
5-3	TO081	5	di	di	linguistic	none	_	_	_	_	_	_
5-4	TO081	5	litigate	litigate	linguistic	none	_	_	_	_	_	_
5-5	TO081	5	ci	ci	linguistic	none	_	_	_	_	_	_
5-6	TO081	5	hanno,	hanno	linguistic	none	Intonation=weakly_rising	End=8.918	_	_	_	_
6-0	TO081	6	separate	separate	linguistic	none	_	Begin=9.064	_	_	_	_
6-1	TO081	6	tanto	tanto	linguistic	none	_	_	_	_	_	_
6-2	TO081	6	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
6-3	TO081	6	un	un	linguistic	none	_	_	_	_	_	_
6-4	TO081	6	sacco	sacco	linguistic	none	_	_	_	_	_	_
6-5	TO081	6	di	di	linguistic	none	_	_	_	_	_	_
6-6	TO081	6	camere	camere	linguistic	none	_	_	_	_	_	_
6-7	TO081	6	vuote	vuote	linguistic	none	_	_	_	_	_	_
6-8	TO081	6	quindi,	quindi	linguistic	none	Intonation=weakly_rising	End=11.595	_	_	_	_
7-0	TO081	7	xx	x	unknown	none	_	Begin=11.998	_	_	_	_
7-1	TO081	7	xx.	xx	linguistic	none	Intonation=Falling	End=12.546	_	_	_	_
8-0	TO999	8	okay	okay	linguistic	none	_	Begin=13.141	_	_	_	_
8-1	TO999	8	senti	senti	linguistic	none	_	_	_	_	_	_
8-2	TO999	8	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
8-3	TO999	8	un	un	linguistic	none	_	_	_	_	_	_
8-4	TO999	8	problema.	problema	linguistic	none	Intonation=Falling	End=14.931	_	_	_	_
9-0	TO081	9	non	non	linguistic	none	_	Begin=15.586	_	_	_	_
9-1	TO081	9	hai	hai	linguistic	none	_	_	_	_	_	_
9-2	TO081	9	registrato?	registrato	linguistic	none	Intonation=Rising	_	_	_	_	_
9-3	TO081	9	((ride))	((ride))	nonverbalbehavior	none	_	End=17.95	_	_	_	_
10-0	TO999	10	no.	no	linguistic	none	Intonation=Falling	Begin=16.741	_	_	_	_
10-1	TO999	10	((ride))	((ride))	nonverbalbehavior	none	_	End=17.94	_	_	_	_
11-0	TO081	11	x	x	unknown	none	_	Begin=18.93	_	_	_	_
11-1	TO081	11	devo	devo	linguistic	none	_	_	_	_	_	_
11-2	TO081	11	ripetere	ripetere	linguistic	none	_	_	_	_	_	_
11-3	TO081	11	tutto	tutto	linguistic	none	_	_	_	_	_	_
11-4	TO081	11	a:nche	anche	linguistic	none	_	_	0x1	_	_	_
11-5	TO081	11	provando	provando	linguistic	none	_	_	_	_	_	_
11-6	TO081	11	a	a	linguistic	none	_	_	_	_	_	_
11-7	TO081	11	essere	essere	linguistic	none	_	_	_	_	_	_
11-8	TO081	11	spontanea	spontanea	linguistic	none	_	_	_	_	_	_
11-9	TO081	11	o	o	linguistic	none	_	_	_	_	_	_
