token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO055	0	ciao	ciao	linguistic	none	_	Begin=1.366	_	_	_	_
0-1	TO055	0	eli,	eli	linguistic	none	Intonation=WeaklyRising	End=1.884	_	_	_	_
1-0	TO047	1	ciao.	ciao	linguistic	none	Intonation=Falling	Begin=2.315|End=2.661	_	_	_	_
2-0	TO055	2	cosa	cosa	linguistic	none	_	Begin=3.074	_	_	_	_
2-1	TO055	2	studi	studi	linguistic	none	_	_	_	_	_	_
2-2	TO055	2	te	te	linguistic	none	_	End=3.893	_	_	_	_
3-0	TO047	3	allora	allora	linguistic	none	_	Begin=4.79	_	_	_	_
3-1	TO047	3	io::,	io	linguistic	none	Intonation=WeaklyRising	_	1x2	_	_	_
3-2	TO047	3	studio:::	studio	linguistic	none	_	_	5x3	_	_	_
3-3	TO047	3	al	al	linguistic	none	_	_	_	_	_	_
3-4	TO047	3	politecnico	politecnico	linguistic	none	_	_	_	_	_	_
3-5	TO047	3	di	di	linguistic	none	_	_	_	_	_	_
3-6	TO047	3	torino,	torino	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
3-7	TO047	3	e:::	e	linguistic	none	_	_	0x3	_	_	_
3-8	TO047	3	m::h	mh	linguistic	none	_	_	0x2	_	_	_
3-9	TO047	3	seguo	seguo	linguistic	none	_	_	_	_	_	_
3-10	TO047	3	il	il	linguistic	none	_	_	_	_	_	_
3-11	TO047	3	corso	corso	linguistic	none	_	_	_	_	_	_
3-12	TO047	3	di::	di	linguistic	none	_	_	1x2	_	_	_
3-13	TO047	3	design	design	linguistic	none	_	_	_	_	_	_
3-14	TO047	3	e	e	linguistic	none	_	_	_	_	_	_
3-15	TO047	3	comunicazione	comunicazione	linguistic	none	_	_	_	_	_	_
3-16	TO047	3	visiva,	visiva	linguistic	none	Intonation=WeaklyRising	End=11.715	_	_	_	_
4-0	TO047	4	che	che	linguistic	none	ProsodicLink=Yes	Begin=12.166	_	_	_	_
4-1	TO047	4	è:	è	linguistic	none	ProsodicLink=Yes	_	0x1	_	_	_
4-2	TO047	4	un	un	linguistic	none	_	_	_	_	_	_
4-3	TO047	4	corso::	corso	linguistic	none	_	_	4x2	_	_	_
4-4	TO047	4	della	della	linguistic	none	_	_	_	_	_	_
4-5	TO047	4	triennale:::	triennale	linguistic	none	_	_	8x3	_	_	_
4-6	TO047	4	al	al	linguistic	none	_	_	_	_	_	_
4-7	TO047	4	politecnico:,	politecnico	linguistic	none	Intonation=WeaklyRising	_	10x1	_	_	_
4-8	TO047	4	della	della	linguistic	none	_	_	_	_	_	_
4-9	TO047	4	sezione	sezione	linguistic	none	_	_	_	_	_	_
4-10	TO047	4	di	di	linguistic	none	_	_	_	_	_	_
4-11	TO047	4	architettura,	architettura	linguistic	none	Intonation=WeaklyRising	End=18.61	_	_	_	_
5-0	TO047	5	perché	perché	linguistic	none	_	Begin=19.047	_	_	_	_
5-1	TO047	5	architettura	architettura	linguistic	none	ProsodicLink=Yes	_	_	_	_	_
5-2	TO047	5	ha::	ha	linguistic	none	_	_	1x2	_	_	_
5-3	TO047	5	tre	tre	linguistic	none	_	_	_	_	_	_
5-4	TO047	5	indirizzi,	indirizzi	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
5-5	TO047	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
5-6	TO047	5	uno	uno	linguistic	none	_	_	_	_	_	_
5-7	TO047	5	è:	è	linguistic	none	_	_	0x1	_	_	_
5-8	TO047	5	architettura	architettura	linguistic	none	_	_	_	_	_	_
5-9	TO047	5	normale,	normale	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
5-10	TO047	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-11	TO047	5	altro	altro	linguistic	none	_	_	_	_	_	_
5-12	TO047	5	è	è	linguistic	none	_	_	_	_	_	_
5-13	TO047	5	di	di	linguistic	none	_	_	_	_	_	_
5-14	TO047	5	urbanistica,	urbanistica	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
5-15	TO047	5	e	e	linguistic	none	_	_	_	_	_	_
5-16	TO047	5	poi	poi	linguistic	none	_	_	_	_	_	_
5-17	TO047	5	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-18	TO047	5	è	è	linguistic	none	_	_	_	_	_	_
5-19	TO047	5	questo	questo	linguistic	none	_	_	_	_	_	_
5-20	TO047	5	che	che	linguistic	none	_	_	_	_	_	_
5-21	TO047	5	è	è	linguistic	none	_	_	_	_	_	_
5-22	TO047	5	di	di	linguistic	none	_	_	_	_	_	_
5-23	TO047	5	design,	design	linguistic	none	Intonation=WeaklyRising	End=26.29	_	_	_	_
6-0	TO047	6	e:::	e	linguistic	none	_	Begin=27.15	0x3	_	_	_
