token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR010	0	okay,	okay	linguistic	none	Intonation=WeaklyRising	Begin=1.57	_	_	_	_
0-1	TOR010	0	adesso	adesso	linguistic	none	_	_	_	_	_	_
0-2	TOR010	0	sta	sta	linguistic	none	_	_	_	_	_	_
0-3	TOR010	0	registrando	registrando	linguistic	none	_	_	_	_	_	_
0-4	TOR010	0	di	di	linguistic	none	_	_	_	_	_	_
0-5	TOR010	0	sicuro	sicuro	linguistic	none	_	End=4.081	_	_	_	_
1-0	TOR010	1	in	in	linguistic	none	_	Begin=5.906	_	_	_	_
1-1	TOR010	1	che	che	linguistic	none	_	_	_	_	_	_
1-2	TOR010	1	paesi	paesi	linguistic	none	_	_	_	_	_	_
1-3	TOR010	1	vivi?	vivi	linguistic	none	Intonation=Rising	_	_	_	_	_
1-4	TOR010	1	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
1-5	TOR010	1	paese	paese	linguistic	none	_	_	_	_	_	_
1-6	TOR010	1	tipo::	tipo	linguistic	none	_	_	3x2	_	_	_
1-7	TOR010	1	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
1-8	TOR010	1	comune.	comune	linguistic	none	Intonation=Falling	End=10.254	_	_	_	_
2-0	TOI111	2	>allora	allora	linguistic	none	_	Begin=10.676	_	Fast=0-6	_	_
2-1	TOI111	2	io	io	linguistic	none	_	_	_	Fast=0-2	_	_
2-2	TOI111	2	vivo	vivo	linguistic	none	_	_	_	Fast=0-4	_	_
2-3	TOI111	2	a	a	linguistic	none	_	_	_	Fast=0-1	_	_
2-4	TOI111	2	villafranca	villafranca	linguistic	none	_	_	_	Fast=0-11	_	_
2-5	TOI111	2	piemonte<.	piemonte	linguistic	none	Intonation=Falling	_	_	Fast=0-8	_	_
2-6	TOI111	2	paesino	paesino	linguistic	none	_	_	_	_	_	_
2-7	TOI111	2	della	della	linguistic	none	_	_	_	_	_	_
2-8	TOI111	2	provincia	provincia	linguistic	none	_	_	_	_	_	_
2-9	TOI111	2	di	di	linguistic	none	_	_	_	_	_	_
2-10	TOI111	2	torino.	torino	linguistic	none	Intonation=Falling	End=14.545	_	_	_	_
3-0	TOR010	3	okay	okay	linguistic	none	_	Begin=15.039	_	_	_	_
3-1	TOR010	3	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
3-2	TOR010	3	e	e	linguistic	none	_	_	_	_	_	_
3-3	TOR010	3	come	come	linguistic	none	_	_	_	_	_	_
3-4	TOR010	3	ti	ti	linguistic	none	_	_	_	_	_	_
3-5	TOR010	3	trovi:	trovi	linguistic	none	_	_	4x1	_	_	_
3-6	TOR010	3	a:	a	linguistic	none	_	_	0x1	_	_	_
3-7	TOR010	3	villafranca?	villafranca	linguistic	none	Intonation=Rising	End=19.0	_	_	_	_
4-0	TOI111	4	io	io	linguistic	none	_	Begin=19.258	_	_	_	_
4-1	TOI111	4	mi	mi	linguistic	none	_	_	_	_	_	_
4-2	TOI111	4	trovo	trovo	linguistic	none	_	_	_	_	_	_
4-3	TOI111	4	bene	bene	linguistic	none	_	_	_	_	_	_
4-4	TOI111	4	a	a	linguistic	none	_	_	_	_	_	_
4-5	TOI111	4	villafranca,	villafranca	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
4-6	TOI111	4	°sì°	sì	linguistic	none	Volume=Low	_	_	_	_	_
4-7	TOI111	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-8	TOI111	4	mi	mi	linguistic	none	_	_	_	_	_	_
4-9	TOI111	4	piace	piace	linguistic	none	_	End=22.7	_	_	_	_
