token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR004	0	okay	okay	linguistic	none	_	Begin=1.14	_	_	_	_
0-1	TOR004	0	[allora]	allora	linguistic	none	_	End=2.0	_	_	_	0-6(0)
1-0	TOI076	1	[certo	certo	linguistic	none	_	Begin=1.27	_	_	_	0-5(0)
1-1	TOI076	1	parlo]	parlo	linguistic	none	_	_	_	_	_	0-5(0)
1-2	TOI076	1	normale	normale	linguistic	none	_	End=2.4	_	_	_	_
2-0	TOR004	2	siamo	siamo	linguistic	none	_	Begin=2.73	_	_	_	_
2-1	TOR004	2	par[titi]	partiti	linguistic	none	_	End=3.63	_	_	_	3-7(1)
3-0	TOI076	3	[che	che	linguistic	none	_	Begin=3.12	_	_	_	0-3(1)
3-1	TOI076	3	(vuoi)]	vuoi	linguistic	none	_	End=3.63	_	_	0-4(0)	0-4(1)
4-0	TOR004	4	allora	allora	linguistic	none	_	Begin=4.715	_	_	_	_
4-1	TOR004	4	grazie	grazie	linguistic	none	_	End=5.575	_	_	_	_
5-0	TOR004	5	per	per	linguistic	none	_	Begin=5.77	_	_	_	_
5-1	TOR004	5	esservi	esservi	linguistic	none	_	_	_	_	_	_
5-2	TOR004	5	fatti	fatti	linguistic	none	_	_	_	_	_	_
5-3	TOR004	5	intervistare	intervistare	linguistic	none	_	_	_	_	_	_
5-4	TOR004	5	((ride))	((ride))	nonverbalbehavior	none	_	End=7.83	_	_	_	_
6-0	TOI076	6	((ride))	((ride))	nonverbalbehavior	none	_	Begin=7.15|End=7.95	_	_	_	_
7-0	TOR004	7	già	già	linguistic	none	_	Begin=8.33	_	_	_	_
7-1	TOR004	7	ride	ride	linguistic	none	_	_	_	_	_	_
7-2	TOR004	7	((ride))	((ride))	nonverbalbehavior	none	_	End=10.02	_	_	_	_
8-0	TOI076	8	((ride))	((ride))	nonverbalbehavior	none	_	Begin=9.425|End=9.765	_	_	_	_
9-0	TOR004	9	va	va	linguistic	none	_	Begin=10.19	_	_	_	_
9-1	TOR004	9	bene	bene	linguistic	none	_	_	_	_	_	_
9-2	TOR004	9	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
9-3	TOR004	9	allora	allora	linguistic	none	_	_	_	_	_	_
9-4	TOR004	9	come	come	linguistic	none	_	_	_	_	_	_
9-5	TOR004	9	vi	vi	linguistic	none	_	_	_	_	_	_
9-6	TOR004	9	chiamate?	chiamate	linguistic	none	Intonation=Rising	End=12.26	_	_	_	_
10-0	TOI076	10	lisa	lisa	linguistic	none	_	Begin=12.85|End=13.85	_	_	_	_
11-0	TOI077	11	andrea	andrea	linguistic	none	_	Begin=13.885|End=14.415	_	_	_	_
12-0	TOR004	12	quanti	quanti	linguistic	none	_	Begin=14.855	_	_	_	_
12-1	TOR004	12	anni	anni	linguistic	none	_	_	_	_	_	_
12-2	TOR004	12	avete?	avete	linguistic	none	Intonation=Rising	End=15.625	_	_	_	_
13-0	TOI076	13	((ride))	((ride))	nonverbalbehavior	none	_	Begin=15.975|End=16.265	_	_	_	_
14-0	TOI076	14	ventinove	ventinove	linguistic	none	_	Begin=16.315	_	_	_	_
14-1	TOI076	14	((ride))	((ride))	nonverbalbehavior	none	_	End=17.93	_	_	_	_
