token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TOR001	0	o:kay	okay	linguistic	none	_	Begin=1.041|End=1.4	0x1	_	_	_
1-0	TOR001	1	posto	posto	linguistic	none	_	Begin=1.5	_	_	_	_
1-1	TOR001	1	via	via	linguistic	none	_	End=2.533	_	_	_	_
2-0	TOR001	2	che	che	linguistic	none	_	Begin=3.449	_	_	_	_
2-1	TOR001	2	lavoro	lavoro	linguistic	none	_	_	_	_	_	_
2-2	TOR001	2	fai?	fai	linguistic	none	Intonation=Rising	End=4.498	_	_	_	_
3-0	TOI006	3	faccio:	faccio	linguistic	none	_	Begin=5.118	5x1	_	_	_
3-1	TOI006	3	il	il	linguistic	none	_	_	_	_	_	_
3-2	TOI006	3	commerciale.	commerciale	linguistic	none	Intonation=Falling	End=6.43	_	_	_	_
4-0	TOI006	4	vendo:	vendo	linguistic	none	_	Begin=6.45	4x1	_	_	_
4-1	TOI006	4	imballaggi	imballaggi	linguistic	none	_	_	_	_	_	_
4-2	TOI006	4	industriali	industriali	linguistic	none	_	_	_	_	_	_
4-3	TOI006	4	e	e	linguistic	none	_	_	_	_	_	_
4-4	TOI006	4	servizi	servizi	linguistic	none	_	_	_	_	_	_
4-5	TOI006	4	di	di	linguistic	none	_	_	_	_	_	_
4-6	TOI006	4	logistica	logistica	linguistic	none	_	_	_	_	_	_
4-7	TOI006	4	integrata.	integrata	linguistic	none	Intonation=Falling	End=9.8	_	_	_	_
5-0	TOI006	5	alle	alle	linguistic	none	_	Begin=9.8	_	_	_	_
5-1	TOI006	5	aziende.	aziende	linguistic	none	Intonation=Falling	End=11.02	_	_	_	_
6-0	TOR001	6	okay	okay	linguistic	none	_	Begin=13.745	_	_	_	_
6-1	TOR001	6	quindi	quindi	linguistic	none	_	_	_	_	_	_
6-2	TOR001	6	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
6-3	TOR001	6	diciamo	diciamo	linguistic	none	_	_	_	_	_	_
6-4	TOR001	6	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
6-5	TOR001	6	com'	com'	linguistic	none	SpaceAfter=No	_	_	_	_	_
6-6	TOR001	6	è	è	linguistic	none	_	_	_	_	_	_
6-7	TOR001	6	organizzata	organizzata	linguistic	none	_	_	_	_	_	_
6-8	TOR001	6	la	la	linguistic	none	_	_	_	_	_	_
6-9	TOR001	6	tua	tua	linguistic	none	_	_	_	_	_	_
6-10	TOR001	6	giornata?	giornata	linguistic	none	Intonation=Rising	End=16.584	_	_	_	_
7-0	TOI006	7	la	la	linguistic	none	_	Begin=16.584	_	_	_	_
7-1	TOI006	7	mia:	mia	linguistic	none	_	_	2x1	_	_	_
7-2	TOI006	7	giornata	giornata	linguistic	none	_	_	_	_	_	_
7-3	TOI006	7	è	è	linguistic	none	_	_	_	_	_	_
7-4	TOI006	7	organizzata	organizzata	linguistic	none	_	_	_	_	_	_
7-5	TOI006	7	che	che	linguistic	none	_	_	_	_	_	_
7-6	TOI006	7	entro	entro	linguistic	none	_	_	_	_	_	_
7-7	TOI006	7	in	in	linguistic	none	_	_	_	_	_	_
7-8	TOI006	7	ufficio,	ufficio	linguistic	none	Intonation=WeaklyRising	End=19.542	_	_	_	_
8-0	TOI006	8	faccio	faccio	linguistic	none	_	Begin=19.626	_	_	_	_
8-1	TOI006	8	ricerca	ricerca	linguistic	none	_	_	_	_	_	_
8-2	TOI006	8	cliente,	cliente	linguistic	none	Intonation=WeaklyRising	End=21.04	_	_	_	_
9-0	TOI006	9	faccio	faccio	linguistic	none	_	Begin=21.762	_	_	_	_
9-1	TOI006	9	delle	delle	linguistic	none	_	_	_	_	_	_
9-2	TOI006	9	telefonate	telefonate	linguistic	none	_	_	_	_	_	_
9-3	TOI006	9	ai	ai	linguistic	none	_	_	_	_	_	_
9-4	TOI006	9	clie[nti:],	clienti	linguistic	none	Intonation=WeaklyRising	End=23.89	6x1	_	_	4-7(0)
10-0	TOR001	10	[mh]mh	mhmh	linguistic	none	_	Begin=23.54|End=24.15	_	_	_	0-2(0)
11-0	TOI006	11	vado:,	vado	linguistic	none	Intonation=WeaklyRising	Begin=24.234	3x1	_	_	_
11-1	TOI006	11	fisso	fisso	linguistic	none	_	_	_	_	_	_
11-2	TOI006	11	appuntamenti:,	appuntamenti	linguistic	none	Intonation=WeaklyRising	End=26.533	11x1	_	_	_
12-0	TOI006	12	vado	vado	linguistic	none	_	Begin=26.533	_	_	_	_
12-1	TOI006	12	dai	dai	linguistic	none	_	_	_	_	_	_
12-2	TOI006	12	clienti	clienti	linguistic	none	_	_	_	_	_	_
12-3	TOI006	12	e::h,	eh	linguistic	none	Intonation=WeaklyRising	End=29.183	0x2	_	_	_
13-0	TOI006	13	e	e	linguistic	none	_	Begin=29.203	_	_	_	_
13-1	TOI006	13	presento	presento	linguistic	none	_	_	_	_	_	_
13-2	TOI006	13	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
13-3	TOI006	13	azienda.	azienda	linguistic	none	Intonation=Falling	End=30.59	_	_	_	_
14-0	TOI006	14	oppure:,	oppure	linguistic	none	Intonation=WeaklyRising	Begin=30.59	5x1	_	_	_
14-1	TOI006	14	e:::h	eh	linguistic	none	_	End=32.31	0x3	_	_	_
15-0	TOI006	15	se	se	linguistic	none	_	Begin=32.314	_	_	_	_
15-1	TOI006	15	è	è	linguistic	none	_	_	_	_	_	_
15-2	TOI006	15	già	già	linguistic	none	_	_	_	_	_	_
15-3	TOI006	15	un	un	linguistic	none	_	_	_	_	_	_
15-4	TOI006	15	clie:nte.	cliente	linguistic	none	Intonation=Falling	_	3x1	_	_	_
15-5	TOI006	15	fidelizza:to	fidelizzato	linguistic	none	_	End=34.537	8x1	_	_	_
16-0	TOR001	16	mhmh	mhmh	linguistic	none	_	Begin=34.537|End=34.97	_	_	_	_
17-0	TOI006	17	incremento	incremento	linguistic	none	_	Begin=35.211	_	_	_	_
17-1	TOI006	17	(gl)i	gli	linguistic	none	_	_	_	_	0-2(0)	_
17-2	TOI006	17	ordini.	ordini	linguistic	none	Intonation=Falling	End=36.81	_	_	_	_
18-0	TOR001	18	okay	okay	linguistic	none	_	Begin=36.81|End=37.143	_	_	_	_
19-0	TOR002	19	ma	ma	linguistic	none	_	Begin=37.143	_	_	_	_
19-1	TOR002	19	sei	sei	linguistic	none	_	_	_	_	_	_
19-2	TOR002	19	di	di	linguistic	none	_	_	_	_	_	_
19-3	TOR002	19	quelli	quelli	linguistic	none	_	_	_	_	_	_
19-4	TOR002	19	che	che	linguistic	none	_	_	_	_	_	_
19-5	TOR002	19	girano	girano	linguistic	none	_	_	_	_	_	_
19-6	TOR002	19	col	col	linguistic	none	_	_	_	_	_	_
19-7	TOR002	19	tablet	tablet	linguistic	none	_	_	_	_	_	_
19-8	TOR002	19	per	per	linguistic	none	_	_	_	_	_	_
19-9	TOR002	19	far	far	linguistic	none	_	_	_	_	_	_
19-10	TOR002	19	vedere	vedere	linguistic	none	_	_	_	_	_	_
19-11	TOR002	19	i	i	linguistic	none	_	_	_	_	_	_
19-12	TOR002	19	prodotti?	prodotti	linguistic	none	Intonation=Rising	End=40.137	_	_	_	_
20-0	TOR001	20	((ride))	((ride))	nonverbalbehavior	none	_	Begin=39.85|End=40.61	_	_	_	_
21-0	TOI006	21	no	no	linguistic	none	_	Begin=40.51	_	_	_	_
21-1	TOI006	21	quello	quello	linguistic	none	_	_	_	_	_	_
21-2	TOI006	21	ancora	ancora	linguistic	none	_	End=41.37	_	_	_	_
22-0	TOR001	22	ma	ma	linguistic	none	_	Begin=43.966	_	_	_	_
22-1	TOR001	22	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
22-2	TOR001	22	eh	eh	linguistic	none	ProsodicLink=Yes	_	_	_	_	_
22-3	TOR001	22	m::h	mh	linguistic	none	_	End=45.91	0x2	_	_	_
23-0	TOR001	23	quindi	quindi	linguistic	none	_	Begin=45.91	_	_	_	_
23-1	TOR001	23	dicevi	dicevi	linguistic	none	_	_	_	_	_	_
23-2	TOR001	23	vendi	vendi	linguistic	none	_	_	_	_	_	_
23-3	TOR001	23	imballag[gi].	imballaggi	linguistic	none	Intonation=Falling	_	_	_	_	8-10(1)
23-4	TOR001	23	tipo?	tipo	linguistic	none	Intonation=Rising	End=48.44	_	_	_	_
24-0	TOI006	24	[si].	si	linguistic	none	Intonation=Falling	Begin=47.41|End=47.87	_	_	_	0-2(1)
25-0	TOI006	25	tipo:::	tipo	linguistic	none	_	Begin=48.805|End=49.34	3x3	_	_	_
26-0	TOI006	26	[casse	casse	linguistic	none	_	Begin=49.453	_	_	_	0-5(2)
26-1	TOI006	26	in	in	linguistic	none	_	_	_	_	_	0-2(2)
26-2	TOI006	26	legno:,	legno	linguistic	none	Intonation=WeaklyRising	_	4x1	_	_	0-5(2)
26-3	TOI006	26	gabbie],	gabbie	linguistic	none	Intonation=WeaklyRising	End=50.924	_	_	_	0-6(2)
27-0	TOR001	27	[cioè	cioè	linguistic	none	_	Begin=49.513	_	_	_	0-4(2)
27-1	TOR001	27	io	io	linguistic	none	_	_	_	_	_	0-2(2)
27-2	TOR001	27	non	non	linguistic	none	_	_	_	_	_	0-3(2)
27-3	TOR001	27	ne	ne	linguistic	none	_	_	_	_	_	0-2(2)
27-4	TOR001	27	so	so	linguistic	none	_	_	_	_	_	0-2(2)
27-5	TOR001	27	niente	niente	linguistic	none	_	_	_	_	_	0-6(2)
27-6	TOR001	27	e:h]	eh	linguistic	none	_	End=50.928	0x1	_	_	0-2(2)
28-0	TOI006	28	e:::h	eh	linguistic	none	_	Begin=50.945|End=51.305	0x3	_	_	_
29-0	TOI006	29	e	e	linguistic	none	_	Begin=51.305	_	_	_	_
29-1	TOI006	29	pallet,	pallet	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
29-2	TOI006	29	[e::h]	eh	linguistic	none	_	End=52.882	0x2	_	_	0-2(3)
30-0	TOR001	30	[okay]	okay	linguistic	none	_	Begin=52.612|End=52.889	_	_	_	0-4(3)
31-0	TOI006	31	e:::h	eh	linguistic	none	_	Begin=53.089|End=54.177	0x3	_	_	_
32-0	TOI006	32	protetti:vi:	protettivi	linguistic	none	_	Begin=54.191	7x1,9x1	_	_	_
32-1	TOI006	32	a::l	al	linguistic	none	_	_	0x2	_	_	_
32-2	TOI006	32	materia:le	materiale	linguistic	none	_	_	6x1	_	_	_
32-3	TOI006	32	de:lle:	delle	linguistic	none	_	_	1x1,4x1	_	_	_
32-4	TOI006	32	spedizioni.	spedizioni	linguistic	none	Intonation=Falling	End=58.029	_	_	_	_
33-0	TOR001	33	okay.	okay	linguistic	none	Intonation=Falling	Begin=58.029	_	_	_	_
33-1	TOR001	33	quindi	quindi	linguistic	none	_	_	_	_	_	_
33-2	TOR001	33	che	che	linguistic	none	_	_	_	_	_	_
33-3	TOR001	33	tipo	tipo	linguistic	none	_	_	_	_	_	_
33-4	TOR001	33	di	di	linguistic	none	_	_	_	_	_	_
33-5	TOR001	33	clienti	clienti	linguistic	none	_	_	_	_	_	_
33-6	TOR001	33	hai?	hai	linguistic	none	Intonation=Rising	End=60.384	_	_	_	_
34-0	TOI006	34	eh	eh	linguistic	none	_	Begin=60.384	_	_	_	_
34-1	TOI006	34	aziende:::,	aziende	linguistic	none	Intonation=WeaklyRising	End=61.711	6x3	_	_	_
35-0	TOI006	35	di	di	linguistic	none	_	Begin=61.711	_	_	_	_
35-1	TOI006	35	qualsiasi:,	qualsiasi	linguistic	none	Intonation=WeaklyRising	_	8x1	_	_	_
35-2	TOI006	35	genere	genere	linguistic	none	_	End=63.055	_	_	_	_
36-0	TOI006	36	da	da	linguistic	none	_	Begin=63.055	_	_	_	_
36-1	TOI006	36	fonderie:	fonderie	linguistic	none	_	_	7x1	_	_	_
36-2	TOI006	36	a:::h,	ah	linguistic	none	Intonation=WeaklyRising	End=64.694	0x3	_	_	_
37-0	TOI006	37	a	a	linguistic	none	_	Begin=64.694	_	_	_	_
37-1	TOI006	37	aziende	aziende	linguistic	none	_	_	_	_	_	_
37-2	TOI006	37	automotive::,	automotive	linguistic	none	Intonation=WeaklyRising	_	9x2	_	_	_
