text_it	text_en	hash	text_it_length	text_en_length
Lei ha fatto dei piani.	She made plans.	e05e10e2-7adc-5ab5-a81a-e1df561d01a2	23	15
Abbiamo fatto dei piani.	We made plans.	552fdee6-ecc2-5cb4-bfcd-bf6f8f7da2f5	24	14
Noi abbiamo fatto dei piani.	We made plans.	394e9dc6-a91f-5e12-a11f-8c535a51a720	28	14
Hanno fatto dei piani.	They made plans.	21323b75-9b7f-5ba8-8075-8dfa4878d0e6	22	16
Loro hanno fatto dei piani.	They made plans.	aae7999d-719e-5502-80ab-19435e8bbadb	27	16
Hai fatto dei piani?	Have you made any plans?	a7cbae52-1e0b-5b4d-86ce-85a8928c3c6e	20	24
Tu hai fatto dei piani?	Have you made any plans?	9e22b4fd-f07f-5063-826e-cc11e3a81ee3	23	24
Ha fatto dei piani?	Have you made any plans?	6cf39185-131d-5483-a4e0-fe982d956df8	19	24
Lei ha fatto dei piani?	Have you made any plans?	6063010a-27f6-527d-a8b3-27a6404a0c43	23	24
Avete fatto dei piani?	Have you made any plans?	f6022190-1a5e-5243-8324-004bcc134370	22	24
Voi avete fatto dei piani?	Have you made any plans?	8b3c9c2f-20c2-5617-a902-b2a4f966762c	26	24
Tom ha fatto cambiare a Mary i suoi piani.	Tom made Mary change her plans.	395f6cdf-0616-540a-a62b-b60e3f86b8f8	42	31
Facciamo l'amore.	Let's make love.	5519d70b-ddd2-5b78-8b23-c9d996bb7293	17	16
Tom è nell'altra stanza a vestirsi.	Tom is in the other room getting dressed.	41021d2b-d686-5af5-aa5c-fe19132f6d25	35	41
Ha letto un passaggio di Shakespeare.	He read a passage from Shakespeare.	aba8af82-9ce5-50d4-9b0f-be9536a23eef	37	35
Lui ha letto un passaggio di Shakespeare.	He read a passage from Shakespeare.	6a7b483e-8092-5f5c-828e-b78f96366c28	41	35
Lesse un passaggio di Shakespeare.	He read a passage from Shakespeare.	6858da7b-33a4-5ede-a40a-07cef142b307	34	35
Lui lesse un passaggio di Shakespeare.	He read a passage from Shakespeare.	3732ce7f-a526-5931-aea4-38ec28aacc75	38	35
Qual è il tuo dentifricio preferito?	What's your favorite toothpaste?	77b79db4-cfcd-5b6d-83d7-1befa7104e1d	36	32
Qual è il suo dentifricio preferito?	What's your favorite toothpaste?	1bcdb760-86da-532a-adfc-356dba3c35a3	36	32
Qual è il vostro dentifricio preferito?	What's your favorite toothpaste?	6cb1804f-4262-5e6b-9137-1e73b5d0a3a7	39	32
Voglio asilo politico.	I want political asylum.	4160c8fb-7ca3-5b43-a696-566a48a912da	22	24
Io voglio asilo politico.	I want political asylum.	b511153e-b3cc-53c7-8b60-b4d1ad6fef6e	25	24
Posso vederli ora?	Can I see them now?	36b9c619-d43f-58a8-8269-8fdde1f3be07	18	19
Posso vederli adesso?	Can I see them now?	65712d40-c754-52f3-8afd-52a7cc484774	21	19
Posso vederle ora?	Can I see them now?	9f96a73e-b49a-5d6e-b3dd-ca2505be876d	18	19
Posso vederle adesso?	Can I see them now?	67918abc-b4db-5a9d-848d-519a7dd4a55a	21	19
Gli ho detto di non usare quelli.	I told him not to use those.	b4fb85cb-3075-5ccb-96bb-c3b190017b5d	33	28
Gli ho detto di non usare quelle.	I told him not to use those.	efe5fdd8-e264-5738-97fd-8266989671ed	33	28
