text_it	text_en	hash	text_it_length	text_en_length
La squadra sta giocando allo stadio Maracanã.	The team is playing at Maracanã stadium.	b21223ea-62f5-54ef-a20a-665409fa8655	45	40
Io non ho mai giocato a golf.	I've never played golf.	7ef9246e-e447-5498-9b41-b5ad72b908e9	29	23
Due bottiglie piccole, per favore.	Two small bottles, please.	e380cf71-2833-562a-8f4d-68f4116528d7	34	26
Ha parlato al presidente.	He talked to the chairperson.	b0714ee8-4fd6-560c-9f3e-1546ccec170b	25	29
Lui ha parlato al presidente.	He talked to the chairperson.	6dd62dd4-5f59-5ec6-975e-ea60bb99bc89	29	29
Parlò al presidente.	He talked to the chairperson.	7edd163f-aff0-586c-be6f-10744bc53c1c	20	29
Lui parlò al presidente.	He talked to the chairperson.	6ffe2e93-3350-5278-8489-ba3ecf573e80	24	29
Si è comportato male.	He behaved badly.	72495ad8-c89a-5cbe-b64a-f121aa6e1799	21	17
Lui si è comportato male.	He behaved badly.	37f9e73c-11ee-5ee6-9c11-467777dd12e1	25	17
Si comportò male.	He behaved badly.	248e1cc9-fdbc-59e4-a463-b8cc1dcd4c9b	17	17
Lui si comportò male.	He behaved badly.	b9c35ff0-4cd8-5bfd-8f8e-0f15f717000d	21	17
La chiave è stata lasciata nella stanza.	The key was left in the room.	b4c1dbe8-1df4-597c-b083-0560015e2090	40	29
La chiave è stata lasciata nella camera.	The key was left in the room.	13036f05-ad2c-5a0e-8ca3-6020b25b9168	40	29
Sono felice nonostante la povertà.	I am happy in spite of poverty.	21c8ab3d-8d5e-5154-a579-2b0dce25085f	34	31
Io sono felice nonostante la povertà.	I am happy in spite of poverty.	bdd5abd5-6f32-5a6d-95a7-39015cf66137	37	31
Io vengo dalla Zambia.	I'm from Zambia.	3709e30f-aa27-5981-bfb1-9c709f853519	22	16
Io sono sulla mia strada.	I'm on my way.	a464afc2-f72c-56c1-b611-bfaab5d50700	25	14
Il francese è parlato in Svizzera.	French is spoken in Switzerland.	089eff97-4a15-5d4e-8f84-097b8dafad5c	34	32
Ho sentito una volta quella storia.	I heard that story once.	71389413-dfd8-5b1d-8a39-9d0c67e91771	35	24
Ho sentito quella storia una volta.	I heard that story once.	941b01b4-a80d-528e-ae85-a81f33d1943d	35	24
Giocavo spesso a calcio quando ero giovane.	I often played soccer when I was young.	22410c0d-77ca-59a7-8557-e3388f1501d1	43	39
Giocavo spesso a calcio quand'ero giovane.	I often played soccer when I was young.	6fafdfd5-9b48-51b7-b39b-d23901ebcf39	42	39
Non puoi dormire qui.	You can't sleep here.	49c15be7-7e9e-56b3-894e-69e2caa45151	21	21
Non potete dormire qui.	You can't sleep here.	ee8d6aa1-cbe0-59a8-903a-effe60e4a466	23	21
Non può dormire qui.	You can't sleep here.	0fb09b1b-7f1a-5f4b-ab9f-fdb7121d4c50	20	21
Tu non puoi dormire qui.	You can't sleep here.	b0f20cdc-682a-523f-9bbc-39ff03cd8d99	24	21
Voi non potete dormire qui.	You can't sleep here.	af15f6ea-f857-580f-ab6e-0d55247ee57d	27	21
Lei non può dormire qui.	You can't sleep here.	97bf28da-f642-56ae-8e4f-94b7e1ad2bc2	24	21
Non riesco ancora a giocare a scacchi.	I can't play chess yet.	a9d1bbd1-ff26-555a-84d6-585f0398a846	38	23
Non posso ancora giocare a scacchi.	I can't play chess yet.	7cd483e8-23b7-5657-8950-05c7cbde6299	35	23
Il mio papà possiede molti libri.	My dad owns a lot of books.	923494e0-32d1-5b2b-be36-6c753d844ea4	33	27
C'è un odore disgustoso in cucina.	There's a foul smell in the kitchen.	ef45a31c-6270-5008-bc6d-0f4245b35b40	34	36
C'è un odore schifoso in cucina.	There's a foul smell in the kitchen.	4d7d58e4-5861-557a-9e56-63a01197d4d2	32	36
Si dice che gli inglesi siano persone pratiche.	The English are said to be a practical people.	34733999-fb4c-585a-9dca-71035c9073be	47	46
Chiudi gli occhi e conta fino a dieci.	Close your eyes and count to ten.	499846c7-10d9-5c78-851a-36c2ff87ad14	38	33
Chiudete gli occhi e contate fino a dieci.	Close your eyes and count to ten.	950f174e-d179-5eb9-9c05-73e02aae4364	42	33
Chiuda gli occhi e conti fino a dieci.	Close your eyes and count to ten.	81c0cab6-1477-5456-b31c-abbf3d005213	38	33
Non avevo bisogno di portare un ombrello con me.	I didn't need to take an umbrella with me.	ffc4972f-b83b-5753-84ce-7125c02ce2fc	48	42
Non avevo bisogno di portare con me un ombrello.	I didn't need to take an umbrella with me.	978a13b8-c1c6-5cad-bc2f-2bacea7dc635	48	42
Ci fecero lavorare tutto il giorno.	They made us work all day.	6cc38d5e-ec8c-5e8f-bdbd-6a5174443ecc	35	26
La tua lettera ha incrociato la mia.	Your letter crossed mine.	123c0586-7564-53fc-bdff-cbc8bd559f17	36	25
La sua lettera ha incrociato la mia.	Your letter crossed mine.	c67c1b4e-3403-56ef-abbe-6d2105c83068	36	25
La vostra lettera ha incrociato la mia.	Your letter crossed mine.	0ebde3c6-cd94-534e-b010-adbad4d3a7bb	39	25
Chiunque lo conosca bene, lo rispetta.	Whoever knows him well respects him.	2ff81ba6-cb7d-5406-98fb-71481e119d14	38	36
Spegni la luce. Non riesco a dormire.	Switch off the light. I can't get to sleep.	5fb86a5e-f8e6-5530-8942-ee1f8bd7747a	37	43
Il maestro ha scritto il suo nome sulla lavagna.	The teacher wrote his name on the blackboard.	ea6b6928-ed67-5c90-8417-60a654bc4f5c	48	45
Qualsiasi piatto andrà bene se delizioso.	Any dish will do if it is delicious.	51d5b556-a039-5516-9883-f38e3170e81b	41	36
Non so ancora giocare a scacchi.	I can't play chess yet.	ba8da42e-7e1c-542f-9ada-2d726bd81a81	32	23
Sto arrivando.	I'm on my way.	57a904bc-e406-5ef9-aa13-fff6c6e6a4a5	14	14
Ne faccio anche a meno.	I can do without it.	0bd33147-fe8b-50e4-95e4-545e886c442b	23	20
I pensieri vengono espressi grazie alle parole.	Thoughts are expressed by means of words.	37a0d188-a5c5-540c-87c5-1a3556027d09	47	41
Dov'è l'uscita di emergenza?	Where is the emergency exit?	c89b855e-9faf-55cf-ae61-474b0e6668cd	28	28
Sembra che il tuo orologio abbia molto valore.	Your watch seems to be very valuable.	680b5ff9-0567-5819-844a-415a2bbb631e	46	37
Ho bisogno di ripagarla.	I need to repay her.	9474151c-1e7e-5acf-9bcb-d4b4cd24e3f4	24	20
Io ho bisogno di ripagarla.	I need to repay her.	0226a393-4d9a-53bf-8232-cfab20fa9b7c	27	20
C'è molta ipocrisia al riguardo.	There's a lot of hypocrisy regarding that.	02dc8150-dd75-5f45-bf58-3db9e3f8631c	32	42
Questa macchina è stata fabbricata in Francia.	This machine was manufactured in France.	e6b9fc62-2e53-51d9-9f9e-2d85cbd130df	46	40
Non so decidermi, se andare o meno.	I cannot decide whether to go or not.	e478c912-ac86-5c27-8696-416809add70e	35	37
Tom e Mary sono bambini ricchi.	Tom and Mary are rich kids.	9bbef443-98a6-57d2-9004-42a61604887c	31	27
Tom ammirava il coraggio di Mary.	Tom admired Mary's courage.	d79229bb-2d71-5f3d-b481-ce6df03eb578	33	27
Noi siamo nel pozzo.	We're in the well.	65b431c3-1527-5b86-a66d-87646de7586f	20	18
Sei bravo ad aiutarmi.	You are kind to help me.	64c73596-829a-5bf5-8b38-0b3ebd926a19	22	24
Sei brava ad aiutarmi.	You are kind to help me.	beb64850-92af-5d30-bde3-3821810d8372	22	24
Siete bravi ad aiutarmi.	You are kind to help me.	581afa2a-6df3-5fc3-abab-10775e98af88	24	24
Siete brave ad aiutarmi.	You are kind to help me.	807c5448-edbd-52f1-92a2-4a43cea97f1e	24	24
È bravo ad aiutarmi.	You are kind to help me.	3a44be6c-b60a-5bef-bfeb-83eb2701e215	20	24
È brava ad aiutarmi.	You are kind to help me.	b4e6cf01-a886-5c85-a283-ce1d8e7b7587	20	24
È forte come un cavallo.	He is strong as a horse.	664da09f-57bc-5adc-813c-56268517c8f8	24	24
Lui è forte come un cavallo.	He is strong as a horse.	1db8c659-1bdf-51a3-a85f-edd3bd0513dc	28	24
Non mi contare.	Don't count me in.	fba0f47e-2dd6-5ddc-8370-b80d39e75099	15	18
Deve continuare a giocare così.	He must continue to play like this.	588faabd-94bd-50cb-bcb2-d2847edfc8df	31	35
A me piace.	I like it.	d2d4a4e8-9480-51a7-9bc0-9e8c96aa900d	11	10
Non ho più il mal di testa.	I no longer have a headache.	97dabc0e-d4bf-563c-ac49-3091412ef62d	27	28
Io non ho più il mal di testa.	I no longer have a headache.	19bd63c1-464b-5f3e-9b15-55794985b1d2	30	28
È pieno di storie della scorsa estate.	It's filled with stories from last summer.	36fcf0a4-4b7b-5d2b-a942-1321552207ad	38	42
Mi piace osservare le persone.	I like watching people.	b3ed1652-8316-5cac-94f2-85d6fc27cd28	30	23
Per la festa non mi contare.	Don't count me in for the party.	d87dce65-2f86-5d42-b223-caa271bfd64b	28	32
A me non dà fastidio.	It doesn't annoy me.	f54373a9-91c1-5221-9378-85cffbd70e01	21	20
Sai cosa vuol dire questo?	Do you know what this means?	64ab192d-e5a5-5c25-9fb3-5bdfebcc1a25	26	28
Chi viene a trovarmi?	Who's coming to see me?	883af384-eef5-56e6-8098-61fb6b9546f1	21	23
Ho pensato la stessa identica cosa.	I thought the same exact thing.	d075d693-cb4c-58ed-b80b-e83ae9d2cf3d	35	31
Mi sono letto tutte le recensioni.	I read all the reviews.	79925dd9-3d6d-5b3a-85b6-d0112c766fc8	34	23
È la prima volta che penso questa cosa.	It's the first time I've thought about it.	c23f7c44-f26c-520b-b279-99a11ceedc50	39	42
L'avrebbe già fatto.	He would have done it already.	95f09510-c245-5037-b7fb-3e2e895de6a0	20	30
Provate a guardarvi qualche intervista recente.	Try to look at some recent interviews.	13cd39d7-3810-522e-a961-b823409c886f	47	38
Ora è impazzita.	Now she's gone mad.	e2e5fd17-032d-5972-be64-2706233cf701	16	19
Il problema è suo.	The problem is his.	3f8586eb-32ab-5b74-b2ee-94d11e298002	18	19
Tom è molto sensibile.	Tom is very sensitive.	31b18396-0ef6-54b2-9f36-fee6c13883a4	22	22
Tom è un perfezionista.	Tom is a perfectionist.	59b9a628-d642-5bc4-bd77-bbcace79c328	23	23
Farebbe felice tutti.	He would make everyone happy.	77d73e9c-0bb0-5d98-86c0-c20bd0153e87	21	29
Ci pensavo qualche settimana fa.	I was thinking about it a few weeks ago.	640e6ce3-34d1-5b2a-825a-aa2abcca165b	32	40
Stavo nuotando in piscina a quell'ora.	I was swimming in the pool at that time.	a804f39b-d6ea-524c-9717-ef692b2f6ad7	38	40
Io stavo nuotando in piscina a quell'ora.	I was swimming in the pool at that time.	5ac3810d-406a-50fd-9d5d-e185d66671bf	41	40
Vivo a Shymkent.	I live in Shymkent.	f9f2eb22-7905-5d9b-b4f9-93c35341c6e6	16	19
Io vivo a Shymkent.	I live in Shymkent.	b5407fdc-26f6-5457-bdad-f3e295d69e3a	19	19
Abito a Shymkent.	I live in Shymkent.	19957bf9-54b0-5710-b198-bf03ed193d0f	17	19
Io abito a Shymkent.	I live in Shymkent.	63abc026-b930-5b86-8617-9aa99cf03a7e	20	19
Continua così!	Go on like this!	e18f0a93-5856-56c4-be80-657e4497cdec	14	16
Tom è un mio parente stretto.	Tom is a close relative of mine.	e1ed67e9-de9c-5ca6-bc13-4ef7d68a04e8	29	32
Continuate così!	Go on like this!	5341df2f-99a0-53ae-8a4d-68b374db1296	16	16
Continui così!	Go on like this!	36ecdd64-6e3f-5cf5-a6f1-5b44e45a073a	14	16
È l'unica spiegazione.	It's the only explanation.	ac43fb02-3a1b-5dd4-a46e-c813cb91ca64	22	26
I pesci sono degli animali a sangue freddo.	Fish are cold-blooded animals.	ed386f25-5f1c-5a70-88d2-e9ba2197eeed	43	30
Io approverei entrambe le cose.	I'd approve both things.	224b9944-05fc-5ee0-a662-170373be0c7a	31	24
Ora comincio a capire.	Now I begin to understand.	8d521083-474f-5da6-ad4a-84350ea77cbc	22	26
Qual è il testo di quella canzone?	What are the lyrics to that song?	16c1e36d-ce9b-5d88-b827-52b0b6d2dab8	34	33
Questo maglione è fatto a mano.	This sweater is made by hand.	260faa2e-88ad-5a2e-8126-b8387adedf5e	31	29
Ha evidente bisogno di cure.	He has an evident need of medical attention.	b1e5ff59-9877-5bb3-abdc-44b8d5a3fc48	28	44
Sono sempre fiero della mia famiglia.	I'm always proud of my family.	f4e31a5e-5c9a-5244-83f1-084d242c742f	37	30
Ci vediamo domani in ufficio.	See you tomorrow in the office.	31424683-54a5-5dfc-87ad-c6d3833a2120	29	31
A domani in ufficio.	See you tomorrow in the office.	c41661f6-4ff5-5f7e-bfb6-54f6cebe0881	20	31
Penso che sia una persona competente.	I think he's a competent person.	494fe9ce-d325-5bd9-974c-c197c96ecc24	37	32
