text_it	text_en	hash	text_it_length	text_en_length
Sembra che mi sia perso.	I seem to be lost.	7859d262-6314-5022-8b39-7c93a3445bb8	24	18
È troppo buio per giocare a baseball ora.	It's too dark to play baseball now.	0b4ae887-236b-5656-bb47-20cb9e3c0cdb	41	35
È troppo buio per giocare a baseball adesso.	It's too dark to play baseball now.	2d62058f-3132-5ac4-b903-22b47f05d97f	44	35
Sto andando a casa ora.	I'm going home now.	f82342d0-dbb9-5c68-ab17-6d23ecdd4c01	23	19
Sto andando a casa adesso.	I'm going home now.	38c75f8a-5575-5259-a007-9b04bc0f10ca	26	19
La mia vita sarebbe senza senso senza di te.	My life would be meaningless without you.	68a1d42b-3428-591b-a02f-c4d04a22bd94	44	41
La mia vita sarebbe senza senso senza di voi.	My life would be meaningless without you.	04468eb7-26a0-5dae-adbe-ccff0943734c	45	41
La mia vita sarebbe senza senso senza di lei.	My life would be meaningless without you.	c8f4891f-1e00-54b4-a4d0-cc92e7929a43	45	41
Non lo volevo.	I didn't want that.	35fc3098-0d63-50e5-8fa0-30cd0232c932	14	19
Tom ha fatto un buon lavoro.	Tom did a good job.	0f4494e2-a8c2-5dba-841c-8e41d5a43b19	28	19
Tom ha fatto tutto quello che poteva.	Tom did all that he could.	acf6333a-d3c8-55b7-87c9-49175ac22a4d	37	26
Tom è quasi caduto dalla sedia.	Tom nearly fell off his chair.	f481ed05-87be-5afb-b659-c07a4a61d537	31	30
Il dottore è coinvolto.	The doctor is concerned.	77f73bcd-546f-5965-8679-ad0f18d69dfb	23	24
Il dottore è preoccupato.	The doctor is concerned.	c8904bbf-b563-55de-aee4-efa6730b9f59	25	24
Il dottore è turbato.	The doctor is concerned.	e26ad9f6-2497-533e-8366-ea08820f0d3e	21	24
Chi è il fortunato?	Who's the lucky one?	fbaf172a-2b29-53ef-a4df-7e4673110085	19	20
Chi è la fortunata?	Who's the lucky one?	ae4ab763-9643-51dc-b4bc-2310cd4498d3	19	20
Non lo vuoi sapere!	You don't want to know it!	05184458-bfec-5a26-8cfa-c2028dfa6e0f	19	26
Starò in casa.	I will remain at home.	97e5f563-4b15-53d7-ac93-85a24bcda2a5	14	22
Hanno chiamato loro figlia Jane.	They named their baby Jane.	44b01f77-09ee-520d-be96-dab5317c9ae3	32	27
Ogni volta che si incontrano litigano.	Every time they meet, they quarrel.	786c0e0b-ac95-56be-8857-cf00013bb3b0	38	35
Mi darai un passaggio fino alla stazione?	Will you give me a lift to the station?	0d08c3f3-06b2-5c04-8450-6334bc590c19	41	39
Mi darà un passaggio fino alla stazione?	Will you give me a lift to the station?	b6d3fb51-280a-546e-9cb5-94a4bc942f65	40	39
Mi darete un passaggio fino alla stazione?	Will you give me a lift to the station?	60ecf3a9-066b-5db1-8001-3bb7834294f6	42	39
Qualcuno deve portare fuori il pattume.	Someone needs to take the bin out.	67a8c249-5834-5dab-8fb5-087089c145bc	39	34
Qualcuno deve portar fuori il pattume.	Someone needs to take the bin out.	54aacc14-505f-5b93-aece-7169fe7747e7	38	34
Lei ha già finito il libro?	Has she finished the book yet?	185bd5b4-adda-538b-a65a-9910788597dd	27	30
Ho due sorelle, entrambe delle quali sono sposate.	I have two sisters, both of whom are married.	0f4b6251-8505-5682-8e3f-7062a2a99cb4	50	45
Sono sempre stato il numero uno.	I've always been number one.	cc67ea6d-bd6d-5c40-b8f6-406960bc122b	32	28
Sono sempre stata il numero uno.	I've always been number one.	e59d9cc0-32ab-5ab6-9fd0-fe6f9d06d3d6	32	28
Hai una sorella, Lucia?	Do you have a sister, Lucia?	7cfe98a8-1e38-56db-a6a4-90cb4cff3324	23	28
Pensateci.	Think about it.	29f99bb6-2eac-52ce-a7f5-7a8860d57c7e	10	15
Ci pensi.	Think about it.	7e3eb0c0-6275-5333-924f-ff0d71365329	9	15
Hai una sorella, Juan?	Do you have a sister, Juan?	3c215b8f-3ae2-53da-a9ab-9c4472119163	22	27
Hai fratelli o sorelle?	Do you have any brothers or sisters?	fd2c6abf-a136-513d-8db2-bf2d90ce89a8	23	36
Avete fratelli o sorelle?	Do you have any brothers or sisters?	dc7ec6fd-2a44-5278-ae10-f2c58c370d57	25	36
Quante sorelle hai?	How many sisters do you have?	6ffbe6e8-5947-5283-9612-7c87e7098793	19	29
Quante sorelle ha?	How many sisters do you have?	70bd458b-287e-5b06-a8bf-7802272a62fd	18	29
Quante sorelle avete?	How many sisters do you have?	50a1e5df-9222-58aa-9299-51754f074206	21	29
Hai fratelli e sorelle?	Do you have brothers and sisters?	4f1c9ec9-998a-5b1f-a44b-d69cfd4b9b4d	23	33
Ha fratelli e sorelle?	Do you have brothers and sisters?	800e4c22-73c5-5fbe-adb3-416dbaa23c51	22	33
Avete fratelli e sorelle?	Do you have brothers and sisters?	4f84697b-6bad-5f80-995b-e415ff4badb8	25	33
Hai sorelle?	Do you have any sisters?	178fbb08-5162-5b9b-b3da-dda77538d39a	12	24
Avete sorelle?	Do you have any sisters?	5856fb9f-b81e-501d-bc7f-64393382f17b	14	24
Tom aveva qualcos'altro in testa.	Tom had something else in mind.	21bd6dd5-7eb8-51a5-9b11-dcd003de4df7	33	31
Sono venuto coi miei amici.	I came with my friends.	10fdaad4-4aa6-52b1-8e82-792efb28fa13	27	23
Sono venuta con i miei amici.	I came with my friends.	6ab084d4-443b-5855-a4a0-e0b23183b71c	29	23
Sono venuta coi miei amici.	I came with my friends.	865fef55-c00c-5017-b790-a0e763e51b44	27	23
Devi andare a letto adesso.	You must go to bed now.	b82b8446-140d-5dd1-b8aa-3b6dbdb03dfc	27	23
Finirò il lavoro in una settimana.	I'll finish the work in a week or less.	2bba0d17-fd0f-5573-b195-b523a42325da	34	39
Dobbiamo nutrire il nostro spirito.	We need to nourish our spirit.	19770b73-3bbe-597f-8256-3f9c29a811aa	35	30
Non volevo passare altro tempo da solo.	I didn't want to spend any more time alone.	f1757561-8bc0-5a31-b202-3a4e046d3d3e	39	43
Non volevo passare altro tempo da sola.	I didn't want to spend any more time alone.	6f3dcd37-d375-5883-b938-343a7155c46a	39	43
Ha una personalità forte.	She has a strong personality.	ec725b37-f2d7-590f-9f84-951bf91e8e12	25	29
Lei ha una personalità forte.	She has a strong personality.	9242d3cd-42ec-5462-883f-e1434d50a89b	29	29
Avete un sito web?	Do you have a website?	82dd93d1-6bd8-5414-b65c-cbea5425b40b	18	22
Ha un sito web?	Do you have a website?	24915f46-447a-53ae-b827-f9e56dafca20	15	22
Posso usare il telefono?	May I use the phone?	be738313-6afc-57c3-b5e1-90a7cf671046	24	20
Le sue parole erano come quelle di un angelo.	Her words were like those of an angel.	4a95043d-2a44-55be-b162-00705a34219c	45	38
Nuota nell'oro.	She's rolling in money.	8c0f343a-482d-551a-b320-076ee5591630	15	23
Chi è il prossimo?	Who is next?	37873649-d16f-5a98-b412-ecd20aa94ae8	18	12
In generale gli uomini sono più alti delle donne.	Generally, men are taller than women.	33cdf201-15a3-5c2a-a97e-5dd031404c2c	49	37
Generalmente gli uomini sono più alti delle donne.	Generally, men are taller than women.	9b46c2e6-f037-556a-84ab-134f33a71438	50	37
Se lo sapessi ve lo direi.	If I knew it, I would tell you.	49a140a6-ba3f-596a-8c00-341c068df453	26	31
Se lo sapessi glielo direi.	If I knew it, I would tell you.	29fee2f6-15a6-5033-87bd-6c3940ad26dd	27	31
La recita termina con la morte dell'eroe.	The play concludes with the hero's death.	77c520f7-1272-5c35-823e-2801af176939	41	41
La recita si conclude con la morte dell'eroe.	The play concludes with the hero's death.	7a685a2e-bbc0-5248-9882-147649ed61d5	45	41
Paul è più vigoroso di Marc.	Paul is more vigorous than Marc.	1537c52d-d57b-5543-a0eb-26f39b8f2f47	28	32
Lei è un caso senza speranza.	She's a hopeless case.	3db0de78-0f27-51ca-958e-794fbb441d29	29	22
Lui è un caso senza speranza.	He's a hopeless case.	4656b653-aef2-590b-820f-8ed2db142174	29	21
Il test di biochimica era una sciocchezza.	The biochemistry test was a cinch.	646a9a5d-1519-5856-81e2-74b0823edc54	42	34
Il test di biochimica era una bazzecola.	The biochemistry test was a cinch.	c4c5f81b-394b-5b36-896c-4468028e9497	40	34
Lo sapevo.	I knew it.	0c442061-7610-5b19-aece-3e296ac9148e	10	10
Dobbiamo partire domani!	We must leave tomorrow!	184ab950-8885-564e-9ab8-fdc42391cbd8	24	23
Mi ha dato un abbraccio.	He gave me a hug.	3a063af4-1939-59a4-8f68-f13b78b77218	24	17
Mi diede un abbraccio.	He gave me a hug.	97261db8-afad-5160-8ccb-1f60584f2926	22	17
Sembra che sia ancora vivo.	It seems he's still alive.	26a8802b-99b4-53e9-8feb-2ee636bdb887	27	26
Sembra che lui sia ancora vivo.	It seems he's still alive.	96b25ba9-87c6-5e27-93ac-59f452051cf7	31	26
Io sono un uomo.	I'm a man.	079bb8d6-00fa-5633-a561-20144752eccd	16	10
Cambia animale!	Change the animal!	024cca7b-7fd9-55a6-81f1-e9c6dc00faf0	15	18
Cambi animale!	Change the animal!	1b2cbd5b-38e9-593a-9ecd-3ff4638a6df0	14	18
