text_it	text_en	hash	text_it_length	text_en_length
Siamo giocatori di basket.	We are basketball players.	6eb21fe1-01c2-5d0c-b56a-b153d7fdc046	26	26
Noi siamo giocatori di basket.	We are basketball players.	ba44c5c7-c61b-5f7f-81bb-ab7b1893e603	30	26
Siamo giocatrici di basket.	We are basketball players.	b928168d-a070-5bfe-995f-d2d952de2990	27	26
Noi siamo giocatrici di basket.	We are basketball players.	847be1dd-952f-5666-9f75-9afec12d6ca5	31	26
Siamo cestisti.	We are basketball players.	171bf7e5-dc3e-5904-9148-2136982349e1	15	26
Noi siamo cestisti.	We are basketball players.	b5f695d8-f511-5090-800d-dbaec1f862fe	19	26
Siamo cestiste.	We are basketball players.	c56bcf89-588e-5778-93bb-0199f7ee6bd3	15	26
Noi siamo cestiste.	We are basketball players.	1be58297-a8cc-5115-8bc4-4c7295d9a615	19	26
Siamo giocatori di pallacanestro.	We are basketball players.	74387309-dea3-59ad-a492-8872a716004c	33	26
Noi siamo giocatori di pallacanestro.	We are basketball players.	5e136c6f-adbc-5e66-bb36-d7068336688e	37	26
Siamo giocatrici di pallacanestro.	We are basketball players.	f43034dc-50e1-5fc1-a0b8-4da3d50ee682	34	26
Noi siamo giocatrici di pallacanestro.	We are basketball players.	2b39bd76-23e7-5be5-837c-e2a336e3f160	38	26
Amo guardare il basket.	I love watching basketball.	899ee131-e908-55cf-97b3-6f071dac4cf0	23	27
Io amo guardare il basket.	I love watching basketball.	2265f1f7-6606-548c-a6b3-62ccd0df37f1	26	27
Amo guardare la pallacanestro.	I love watching basketball.	0eed5955-76f7-54dd-87a8-dacaefb290fb	30	27
Io amo guardare la pallacanestro.	I love watching basketball.	c7b46333-0b38-5745-9db5-326a38005665	33	27
Giocava a pallacanestro.	She played basketball.	69a8bcab-e800-524c-b171-0c3851ee4e45	24	22
Lei giocava a pallacanestro.	She played basketball.	520922a1-1298-5ce4-bc6a-858704eb3b9d	28	22
Giocare a basket è divertente.	Playing basketball is fun.	aa7835ea-abc9-5757-982d-7cd32244d242	30	26
Giocare a pallacanestro è divertente.	Playing basketball is fun.	c28a8094-12f7-58d5-b237-148ac50f42ac	37	26
Ti piace il basket?	Do you like basketball?	2cea65a8-558d-5da6-81bb-0ab413c92d57	19	23
Vi piace il basket?	Do you like basketball?	9b82ee20-6ed2-5d59-b191-ec3cfe9e86c3	19	23
Le piace il basket?	Do you like basketball?	051be61a-f683-5156-9ccb-05cdab34b2e9	19	23
A te piace il basket?	Do you like basketball?	e1851acf-ff43-5942-8165-3b69c6c19051	21	23
A voi piace il basket?	Do you like basketball?	0253a38f-cf7d-5f1e-8dca-69e282609808	22	23
A lei piace il basket?	Do you like basketball?	fe232c27-8b1c-59b5-a26c-777ca33fbc7f	22	23
Ti piace la pallacanestro?	Do you like basketball?	ad029f12-0989-5ea3-a801-f12b62f6e535	26	23
Vi piace la pallacanestro?	Do you like basketball?	76930aef-3be7-513e-99c9-29b84f344e73	26	23
Le piace la pallacanestro?	Do you like basketball?	8567fbd3-77da-5256-8842-194412585a63	26	23
A te piace la pallacanestro?	Do you like basketball?	93c0d458-b227-5d9b-bbe0-75fdaee4fdb6	28	23
A voi piace la pallacanestro?	Do you like basketball?	d8667e45-2d2b-5f8c-b174-c784789a6715	29	23
A lei piace la pallacanestro?	Do you like basketball?	708af77d-6678-50cb-8004-d9df07a444f6	29	23
Giochiamo a basket assieme.	We play basketball together.	836f8039-bac5-5d4a-ac4c-005f29b19c16	27	28
Noi giochiamo a basket assieme.	We play basketball together.	9cdc02e5-0fdf-5491-80c2-24f1469b281a	31	28
Giochiamo a pallacanestro assieme.	We play basketball together.	fab54c96-6803-5ad2-a37c-8a74b9ced9f5	34	28
Noi giochiamo a pallacanestro assieme.	We play basketball together.	b34949e0-c6b2-5e12-9cb9-25c9bf098460	38	28
La pallacanestro è molto divertente.	Basketball is very entertaining.	87a7eab8-4d54-5e4b-b8ab-17ceea42c72e	36	32
Amo giocare a basket.	I love playing basketball.	61a6c432-14de-5d14-b911-9a8f61eeb69b	21	26
Io amo giocare a basket.	I love playing basketball.	539ed513-84bb-554d-9a8f-874dff956897	24	26
Amo giocare a pallacanestro.	I love playing basketball.	a52f2ecd-b08b-5618-9d94-7920720fd502	28	26
Io amo giocare a pallacanestro.	I love playing basketball.	d75b3b18-6860-5805-9d5e-b20d4ad18b93	31	26
Amo davvero il basket.	I really love basketball.	7993fa8e-ea41-5945-ab57-8a7164212def	22	25
Io amo davvero il basket.	I really love basketball.	43540e1d-cffa-597a-913e-40798b340e3a	25	25
Amo veramente il basket.	I really love basketball.	490cd86b-ca1c-5f87-b4f9-2d823627948a	24	25
Io amo veramente il basket.	I really love basketball.	7a7bbf21-40bf-5a4a-b262-0290681c5c5a	27	25
Amo davvero la pallacanestro.	I really love basketball.	6e14e96b-3a88-5c74-91c7-f6b224c26bb2	29	25
Io amo davvero la pallacanestro.	I really love basketball.	00050300-18ca-5e96-b2ae-0b9a473e5ae8	32	25
Amo veramente la pallacanestro.	I really love basketball.	0a4805c5-1a9f-5d9f-9771-fd97cbeae8a7	31	25
Io amo veramente la pallacanestro.	I really love basketball.	c6a580fa-18c9-55df-9a76-57b951a26ab8	34	25
Mary gioca bene a basket.	Mary plays basketball well.	f0a2771f-e6b9-58c7-8b4b-87d06209bae5	25	27
Mary gioca bene a pallacanestro.	Mary plays basketball well.	3c4b946a-5942-5646-bb7a-823d1a945a28	32	27
Gioco a basket con lui.	I play basketball with him.	a07ff722-a6f6-55bb-87dd-30a4ff02a764	23	27
Io gioco a basket con lui.	I play basketball with him.	c14cc95d-13c7-512e-9f20-1f98fa58446f	26	27
Gioco a pallacanestro con lui.	I play basketball with him.	d6204258-4082-5958-8681-437ebef457b1	30	27
Io gioco a pallacanestro con lui.	I play basketball with him.	c6e9dc60-e6f0-531c-9bca-eaca3e0797a3	33	27
Gioco a basket con lei.	I play basketball with her.	b396e018-14be-5d5c-a4cc-4e86b658ba3a	23	27
Io gioco a basket con lei.	I play basketball with her.	ad947658-340e-5ee2-bb0f-44895733ab45	26	27
Gioco a pallacanestro con lei.	I play basketball with her.	5e10b05f-38e3-5f78-80f7-4591d3ae0049	30	27
Io gioco a pallacanestro con lei.	I play basketball with her.	a25dcf7f-5fd0-59a7-a227-94d1962c8983	33	27
Il basket è uno sport di squadra.	Basketball is a team sport.	ac906ab7-93c5-55df-bee5-edca90fe0943	33	27
La pallacanestro è uno sport di squadra.	Basketball is a team sport.	8c17a6a4-427b-5e5a-9485-e573eaa076c8	40	27
La maggior parte dei cestisti sono alti.	Most basketball players are tall.	bf73d30d-99a5-5196-b852-56bb0a073677	40	33
Stavo solo giocando a basket.	I was just playing basketball.	e10ffd3d-fab2-5c25-9934-3e6d6c61aaa2	29	30
Io stavo solo giocando a basket.	I was just playing basketball.	af6ecad1-b527-5b1b-83f1-3cd05b1c3da6	32	30
Stavo soltanto giocando a basket.	I was just playing basketball.	177bf906-3dbf-5afe-aa95-cbbc242cd732	33	30
Io stavo soltanto giocando a basket.	I was just playing basketball.	cf813438-b9ab-5724-9a60-90cdcecc6b37	36	30
Stavo solamente giocando a basket.	I was just playing basketball.	270aff1b-22fe-547b-947d-1344acff43d9	34	30
Io stavo solamente giocando a basket.	I was just playing basketball.	c7c6d43d-27b3-5bf9-8550-1a67adc2c124	37	30
Stavo solo giocando a pallacanestro.	I was just playing basketball.	3bf05f0e-0cdd-56a7-a1ce-1493851394fc	36	30
Io stavo solo giocando a pallacanestro.	I was just playing basketball.	15928147-eaec-59ee-95c9-52df534b7b4a	39	30
Stavo soltanto giocando a pallacanestro.	I was just playing basketball.	bb97e6b6-c8cb-5395-8f81-78aa1b01863d	40	30
Io stavo soltanto giocando a pallacanestro.	I was just playing basketball.	d8cb1dc7-ed88-59ea-b6fb-89a2afecd43d	43	30
Stavo solamente giocando a pallacanestro.	I was just playing basketball.	c71f59e8-23fa-5d88-a859-5fbb6ccf9f41	41	30
Io stavo solamente giocando a pallacanestro.	I was just playing basketball.	b811762a-2393-5a0b-ae3d-a741a6186c60	44	30
A Tom piace molto il basket.	Tom likes basketball a lot.	6c2bfcea-e708-572d-95dc-71bb871abcde	28	27
A Tom piace molto la pallacanestro.	Tom likes basketball a lot.	295d15a9-2dc8-5be1-ac4c-e74e8b33fc25	35	27
A Tom piace davvero guardare il basket.	Tom really enjoys watching basketball.	ed3c10be-7396-53a6-a1f1-965eceea592a	39	38
A Tom piace veramente guardare il basket.	Tom really enjoys watching basketball.	59d0e18c-0fd5-54f4-8412-0c7cf37a74cc	41	38
A Tom piace davvero guardare la pallacanestro.	Tom really enjoys watching basketball.	43e3dd3d-a9de-52cc-933c-cd09546575dc	46	38
A Tom piace veramente guardare la pallacanestro.	Tom really enjoys watching basketball.	9595c8c3-1e75-5ed1-aac8-ae5d8a3b9d14	48	38
A Tom piace davvero il basket.	Tom really likes basketball.	5acb867e-86dc-53da-a2ea-0704c8441607	30	28
A Tom piace veramente il basket.	Tom really likes basketball.	c8d38993-1e39-56cd-8563-9279257d57b5	32	28
A Tom piace davvero la pallacanestro.	Tom really likes basketball.	50ac8a8d-af7a-5ad2-b19f-9a6fb4b66171	37	28
A Tom piace veramente la pallacanestro.	Tom really likes basketball.	e1c208a0-5214-571e-9465-6a33b44ee6e1	39	28
È bravo a basket.	He is good at basketball.	a6f8cbcb-32db-557f-b5c5-bb16c7a955df	17	25
Lui è bravo a basket.	He is good at basketball.	27419a97-971d-5d6d-821e-5c49249f46ef	21	25
È bravo a pallacanestro.	He is good at basketball.	db026975-9407-5270-9151-9d46b2a0f63b	24	25
Lui è bravo a pallacanestro.	He is good at basketball.	556728bb-c779-567a-bb6e-5dec5c8ddff7	28	25
Gioco a basket con Tom.	I play basketball with Tom.	510d28ae-1f7b-5bb9-ba66-687c245cc774	23	27
Io gioco a basket con Tom.	I play basketball with Tom.	4b593299-c103-5c0f-a021-cb7906739635	26	27
Gioco a pallacanestro con Tom.	I play basketball with Tom.	7da0e68b-44eb-55b3-bd25-80f5fb83e61c	30	27
Io gioco a pallacanestro con Tom.	I play basketball with Tom.	aa99ce53-6498-5436-a06f-651891d9823a	33	27
Questa è una palla da basket.	This is a basketball ball.	9f19a970-b4f1-53ed-b82d-15139ac12962	29	26
Questa è una palla da pallacanestro.	This is a basketball ball.	d378a533-6dfe-56b5-911c-019235b64f82	36	26
Tom ha fatto la squadra di basket.	Tom made the basketball team.	ee18fc70-a71d-5781-ba05-2040530a500e	34	29
Tom ha fatto la squadra di pallacanestro.	Tom made the basketball team.	b223330c-9d8b-53e4-8f51-8c9875dd4440	41	29
Tom fece la squadra di basket.	Tom made the basketball team.	1e78c22b-6ff9-56be-90fd-13f195af1593	30	29
Tom fece la squadra di pallacanestro.	Tom made the basketball team.	6594c583-1496-5093-a2c0-b40dfc8bfd4b	37	29
Tom è bravo a basket.	Tom is good at basketball.	941f8713-cff4-5c5c-b5c5-da22b7c5a54e	21	26
Tom è bravo a pallacanestro.	Tom is good at basketball.	971d7094-90b9-5b7d-bee7-726dabed2965	28	26
Tom giocava a basket.	Tom used to play basketball.	72f28b66-620d-5b5f-8961-48e90b6276c1	21	28
Tom giocava a pallacanestro.	Tom used to play basketball.	d9267709-2b30-5827-9acc-a7f09d84b876	28	28
Gioco a basket con loro.	I play basketball with them.	40cf227a-aa68-5af6-bdc0-caa5f6865f1a	24	28
Io gioco a basket con loro.	I play basketball with them.	7b307984-cc10-5fae-8190-cb2b84c3a9c1	27	28
Com'è Tom a basket?	How is Tom at basketball?	26d59d32-94a8-56ed-9456-af87926f82a7	19	25
Com'è Tom a pallacanestro?	How is Tom at basketball?	5c92ec87-3df6-5dbf-98c0-0471af09b482	26	25
So che a Mike piace il basket.	I know that Mike likes basketball.	c20844d7-400b-5964-a0ad-6a8a8b150fe1	30	34
So che a Mike piace la pallacanestro.	I know that Mike likes basketball.	c9fd6ad3-c315-55d7-8626-9db6654e4897	37	34
È interessante giocare a basket.	It is interesting to play basketball.	b19b93ef-5008-573e-bf3e-4f9f53a9b004	32	37
È interessante giocare a pallacanestro.	It is interesting to play basketball.	ab5b4290-bedc-5f12-afa8-cd6f6e9a1a86	39	37
Tom è interessato al basket.	Tom is interested in basketball.	e65c1838-57a8-5c2e-99c3-b67fc9477c63	28	32
Tom è interessato alla pallacanestro.	Tom is interested in basketball.	85912390-5030-583f-896a-04900a696089	37	32
Siamo tutti cestisti.	We're all basketball players.	e7c72404-a3c0-5906-921d-7cb3c86afecd	21	29
Siamo tutte cestiste.	We're all basketball players.	5d035de8-c78b-50fd-aa4f-34089fa8c7fc	21	29
Siamo tutti giocatori di basket.	We're all basketball players.	db9dfb43-8252-5274-98f5-fef44bb2e4f0	32	29
Siamo tutti giocatori di pallacanestro.	We're all basketball players.	112a81cf-13ec-5b82-9c12-cc04fb46484f	39	29
Siamo tutte giocatrici di basket.	We're all basketball players.	d418bbd6-1506-59da-ab9c-5d36e978a03b	33	29
Siamo tutte giocatrici di pallacanestro.	We're all basketball players.	a8dea867-9ff6-581d-a6e6-063a6eba6f43	40	29
Tom mi ha chiesto se mi piaceva il basket.	Tom asked me if I liked basketball.	686c8764-d442-5576-8964-58c5a71c8b02	42	35
Tom mi chiese se mi piaceva il basket.	Tom asked me if I liked basketball.	bcbd26b7-b33b-5d00-8863-662804cc07b0	38	35
Tom mi ha chiesto se mi piaceva la pallacanestro.	Tom asked me if I liked basketball.	dc2a2a84-978c-5ecb-b007-f830ce45f908	49	35
Tom mi chiese se mi piaceva la pallacanestro.	Tom asked me if I liked basketball.	d076acfd-fbd8-501a-b0b9-50716ced98f2	45	35
Ho sentito dire che a Tom piace davvero il basket.	I hear that Tom really likes basketball.	a003df62-ef6a-5dbc-b6dc-090fab95d1a5	50	40
Mi piace il basket, ma non so giocarci.	I like basketball, but I can't play.	51bd28df-a088-5563-8991-7d83e2b10ac6	39	36
A me piace il basket, ma non so giocarci.	I like basketball, but I can't play.	d98962bd-edbf-51b1-ba5c-7c761ce26ecd	41	36
Mi piace la pallacanestro, ma non so giocarci.	I like basketball, but I can't play.	ba7892e2-c584-574a-b31a-f8cec0841431	46	36
A me piace la pallacanestro, ma non so giocarci.	I like basketball, but I can't play.	add4fa3a-6faa-58b0-880b-a2cd42df0490	48	36
Mi piace la pallacanestro, ma non ci so giocare.	I like basketball, but I can't play.	d34354dd-6f5f-5703-bc40-25da61d43761	48	36
A me piace la pallacanestro, ma non ci so giocare.	I like basketball, but I can't play.	f23593ca-f56b-569e-891b-2ee3a4075b62	50	36
Mi piace il basket, ma non ci so giocare.	I like basketball, but I can't play.	7421cd91-bf12-5b0e-b929-e0288cb5066a	41	36
A me piace il basket, ma non ci so giocare.	I like basketball, but I can't play.	2ed5ec0a-96cc-5eaf-bfdc-06f04c212c89	43	36
Tom era nella squadra di basket.	Tom used to be on the basketball team.	f9e7c2b8-95b8-51ea-abf8-09bed6d8a94d	32	38
Tom era nella squadra di pallacanestro.	Tom used to be on the basketball team.	a34ee083-306c-5104-bd0f-27090cbff9f3	39	38
Ero un allenatore di basket una volta.	I was a basketball coach at one time.	f8687267-1b73-5c51-869a-576fa2608a05	38	37
Io ero un allenatore di basket una volta.	I was a basketball coach at one time.	3c1d5291-298b-5cd8-a7e2-2adff9c09edc	41	37
Ero un allenatore di pallacanestro una volta.	I was a basketball coach at one time.	0f7cd659-a3de-5a3f-b6c5-6d4298dcd27a	45	37
Io ero un allenatore di pallacanestro una volta.	I was a basketball coach at one time.	9c04a4ec-ead8-5dc8-9369-8dad97365a73	48	37
Tom giocava sia a baseball che a basket.	Tom used to play both baseball and basketball.	b7716906-47d3-5473-ad7a-b590a6338d4d	40	46
Tom giocava sia a baseball che a pallacanestro.	Tom used to play both baseball and basketball.	851e18aa-6013-5cb2-8dda-9650dc5627d2	47	46
Tom giocava a basket quando era all'università.	Tom played basketball when he was in college.	8ca8f102-d4d0-5409-9e07-c227eb680dd4	47	45
Tom non è un gran cestista.	Tom isn't much of a basketball player.	46f90d69-fcbb-58db-b95d-d2ccff1aa379	27	38
Tom non è un gran giocatore di basket.	Tom isn't much of a basketball player.	f14f2b65-65fc-54ec-87f1-ea30cb54ad07	38	38
Tom non è un gran giocatore di pallacanestro.	Tom isn't much of a basketball player.	bef9f29b-6464-5205-a1bc-c5d37279d784	45	38
Tom è il miglior cestista che io abbia mai visto.	Tom is the best basketball player I've ever seen.	f79b3bda-5c06-5629-ac9f-4bb58bf4935c	49	49
Sono curioso riguardo a qualcosa.	I'm curious about something.	b8bcffa6-07e4-5688-b3a8-2af5fdc006aa	33	28
Sono curiosa riguardo a qualcosa.	I'm curious about something.	f83e16d9-def6-588e-a93f-4a1a0f096d58	33	28
Sono passati tre anni da quando si sono sposati.	It's been three years since they got married.	887cdf96-578c-5213-b86d-5e26c9586939	48	45
Sono passati tre anni da quando si sono sposate.	It's been three years since they got married.	bd9a4185-013b-5726-b67e-6280086e48fd	48	45
Cosa dovrei dire?	What should I say?	21a9bd81-0611-5b17-a53e-c2de75962a46	17	18
Che cosa dovrei dire?	What should I say?	899e7437-5e03-5cb7-a781-d4f2ee41f50a	21	18
Che dovrei dire?	What should I say?	a1e94f27-3d43-57db-bc10-37de56efd4f7	16	18
Devo andare a prenderlo.	I've got to go and get him.	71f011a5-63d0-5be0-b3ea-a8dd2b9fad9e	24	27
Lo devo andare a prendere.	I've got to go and get him.	1101c396-e900-5487-b89a-dfacb9b15eb8	26	27
Devo andare a prenderla.	I've got to go and get her.	3d7b5f05-cb7d-5241-9d02-2fa959713f6c	24	27
La devo andare a prendere.	I've got to go and get her.	edc865b1-a5c4-5673-b783-12a296338d38	26	27
Forse dovremmo chiamarli.	Maybe we should call them.	dcd7102f-e8f8-5299-9daa-15482a4ff3ae	25	26
Forse dovremmo chiamarle.	Maybe we should call them.	92345b34-d6ca-5e8c-981d-a1d01bd54fdd	25	26
Forse li dovremmo chiamare.	Maybe we should call them.	b732a879-cc9a-5a36-9ce3-d746c6b47f77	27	26
Forse le dovremmo chiamare.	Maybe we should call them.	d6cb0a79-c8a5-50dc-a924-6d36f307a98f	27	26
Piace a tutti qui.	Everyone here likes him.	e3934543-071b-5bfa-8a13-b2c233241d11	18	24
Lui piace a tutti qui.	Everyone here likes him.	20b6eb10-35a8-56e2-87e2-b40436791fce	22	24
Lei piace a tutti qui.	Everyone here likes her.	38ecbbff-5e49-59a2-85b1-7fcc9c90c44d	22	24
Ho bisogno di loro nella mia squadra.	I need them on my team.	32b284d3-294c-53cd-a3a8-0cceb23b714b	37	23
Io ho bisogno di loro nella mia squadra.	I need them on my team.	7d10f27a-693a-57b2-875e-0a58c15bffc3	40	23
Questi guanti appartengono a loro.	These gloves belong to them.	8bdbbb6c-b915-5e18-a7a3-462d4e41336c	34	28
Deve essere lui?	Does it have to be him?	1621cbbd-05e1-5b7b-b5b0-b379c7c5ba6f	16	23
Lo incontro tra dieci minuti.	I'm meeting him in ten minutes.	94c69272-400e-5917-ad11-52d1a0f9de9e	29	31
Lo conosco tra dieci minuti.	I'm meeting him in ten minutes.	47601aa3-7c5a-5c41-821e-b248fa69b691	28	31
Non sono io quella che lo ha detto a lui.	I'm not the one who told him.	833b7fde-9d24-5066-a509-400ba583f555	41	29
Non sono io quello che lo ha detto a lui.	I'm not the one who told him.	20c0b374-d7f5-5b83-9873-3e5057157384	41	29
Le credi?	Do you believe her?	a5545d43-d4bd-5cb0-8b52-b9e924b85ec1	9	19
Tu le credi?	Do you believe her?	222e315a-703b-52da-995a-4b4ef0305ded	12	19
Le crede?	Do you believe her?	d5192baa-4a2e-526a-92e1-eb4e468c86cd	9	19
Lei le crede?	Do you believe her?	7b228bc0-7679-5fbb-b7b2-34e677adf541	13	19
Le credete?	Do you believe her?	ddfe392b-fed6-548b-98f7-ebc33ecf8dad	11	19
