text_it	text_en	hash	text_it_length	text_en_length
Prova un'altra volta.	Try it once again.	5093e237-0e27-557b-bc4d-d5f478ad720d	21	18
Abbiamo camminato tutto intorno al lago.	We have walked all around the lake.	0ff1cd5b-b25b-53f1-ad45-e79ad3cf49f6	40	35
Kobe è famosa come città portuale.	Kobe is famous as a port city.	a4208357-8e6a-554c-a9a0-fb464a146f4d	34	30
Aspetta, qualcuno sta bussando alla mia porta.	Hold on, someone is knocking at my door.	26b966c8-7b95-5137-b57a-bee5e3645d27	46	40
Non ha avuto un briciolo di coraggio.	He didn't have a grain of courage.	dc7f5326-60c9-5f27-a483-783605c4def4	37	34
Coraggio!	Cheer up!	9f83f8d0-1515-5f9a-a89d-983a770c9508	9	9
Non potevo che ammirare il suo coraggio.	I could not but admire his courage.	b0d344ac-7364-5e76-be83-47f1bf5dbdcf	40	35
Il suo coraggio fu celebrato su tutti i giornali.	His courage was celebrated in all the newspapers.	d4e870af-a4e9-5681-aba6-a4dc1308b668	49	49
Non posso che ammirare il suo coraggio.	I cannot but admire his courage.	4587033c-abc0-58a6-8243-1eabe737918c	39	32
Ci vuole coraggio per cambiare un'abitudine.	Courage is needed to change a custom.	44fda5ac-13ce-59b7-a76e-1194fa4fb14f	44	37
Ti ammiro per il tuo coraggio.	I admire you for your courage.	30c210d0-430f-5080-b469-b5cea14e0255	30	30
Ammiro il tuo coraggio.	I admire your courage.	d2ec22a5-1b1d-5ef2-b7db-b0a741a494e6	23	22
Il leone è spesso usato come simbolo di coraggio.	The lion is often used as a symbol of courage.	e3aa39a7-28ab-59da-bb7f-cdf2cba72d48	49	46
Si sono dimenticati di chiudere la porta a chiave.	They forgot to lock the door.	ffa71bc6-4599-5a0a-aed0-430973e8fcd4	50	29
Ecco la sua chiave.	Here is your key.	9ae26bcc-3f63-52c6-a199-01859957e59d	19	17
Ecco la vostra chiave.	Here is your key.	46eea43c-3235-506d-a0c9-cee7ab8729ff	22	17
Ho chiesto a Tom di chiudere la porta.	I asked Tom to close the door.	0c8baea9-af6a-5bfb-ad70-2dcfb5859569	38	30
La tua casa ha bisogno di essere riparata.	Your house needs repairing.	ac8044f2-b13e-59f9-829b-e8ebd8e0f955	42	27
La tua casa è tre volte più grande della mia.	Your house is three times as large as mine.	326c499f-e66b-515b-bb2a-14630dfbbe37	45	43
Quante stanze ci sono in casa tua?	How many rooms are there in your house?	5e693b83-b22d-55eb-8373-ab54894b0e4e	34	39
I suoi consigli non sono di alcuna utilità.	His advice is of no use.	7b9346b7-8b36-5254-a82d-16ea1cdc1b0e	43	24
C'è qualche pericolo?	Is there any danger?	9c717bc5-df23-5f8c-aa41-5667fa23a91e	21	20
