text_it	text_en	hash	text_it_length	text_en_length
Siamo ancora confusi.	We're still confused.	3c554213-0d0f-5cf2-aa30-2690a786ea7c	21	21
Siamo ancora confuse.	We're still confused.	d930c735-f7d2-51ce-8eb9-e5b54f07cff2	21	21
Le tue scarpe sono sporche.	Your shoes are dirty.	e9d7a7fd-89de-57bb-a6d7-4c0bd679945b	27	21
Le sue scarpe sono sporche.	Your shoes are dirty.	c9626413-28bd-55b6-ab69-395b9c5d9582	27	21
Le vostre scarpe sono sporche.	Your shoes are dirty.	8a3a1265-d142-57d9-80a9-a795f76e8717	30	21
I capelli di Tom sono castani.	Tom's hair is brown.	5a4ed72e-490c-5a6e-bc98-d1f7bbc50d39	30	20
Scambiamoci di posto.	Let's switch seats.	cda537ad-16a2-5c30-9cfa-b75f3a7c590d	21	19
Tom non lo fa mai.	Tom never does that.	24fab6a5-f579-5b8c-a188-c47623e9e83d	18	20
Siamo ancora in pericolo.	We're still in danger.	f0733196-cb30-5f5c-bd87-b464868627f6	25	22
Tutta questa roba è mia.	All this stuff is mine.	c97a99c5-b2a1-5997-abcd-b07f6c7f478c	24	23
Tom lo fa raramente.	Tom seldom does that.	f2bb0efa-4e6b-5fc6-bdf5-3d4eb32cef7a	20	21
Tom lo farà presto.	Tom will do that soon.	be0129ab-5b75-5935-9df2-bbbc5c18335d	19	22
Nessuno mi aiuterebbe.	Nobody would help me.	a0742e20-1f2c-5ca1-b5f5-ffee98b94fd2	22	21
Si dice che la guerra finirà presto.	It is said that the war will end soon.	88607859-ec9a-5f12-8eb1-a61bc326c13a	36	38
Quando potremmo farlo?	When could we do that?	751783fb-8478-5e71-98a5-9363bbb47fbe	22	22
Quando lo potremmo fare?	When could we do that?	e7647b8d-d816-55da-ba7f-ba278d27bf74	24	22
Mary era un maschiaccio.	Mary was a tomboy.	2445d50c-47a5-5e9a-a646-7ddd10a4a3a3	24	18
Mary è un maschiaccio.	Mary is a tomboy.	a823261e-0cae-5935-b23e-bf30c97a084a	22	17
Eri un maschiaccio?	Were you a tomboy?	b5af6b14-a33c-5277-9244-7b9ddd6e31b6	19	18
Era un maschiaccio?	Were you a tomboy?	2f30499c-9a22-5db5-b7f5-0317a2f3ec20	19	18
Layla era un maschiaccio.	Layla was a tomboy.	871552ad-9045-5bb4-b7ae-3e2adfb1e384	25	19
Mia figlia è un maschiaccio.	My daughter is a tomboy.	14b03a63-4d1b-540b-a174-7934efaa2f4d	28	24
Era una bomba.	It was a bomb.	0baea945-63e0-5a1a-8ab0-e3689219473e	14	14
È una bomba.	It's a bomb.	78aa584a-088a-522f-b769-7c5345f83ff1	12	12
È una bomba a orologeria.	It's a time bomb.	69025ca5-1d72-57ee-9a74-cbd101261b0d	25	17
Tom pensava che fosse una bomba.	Tom thought it was a bomb.	7a00a17a-41e3-59cd-a1ed-ea901c0f1288	32	26
