text_it	text_en	hash	text_it_length	text_en_length
È decisamente fuori strada.	You are way off track.	85867559-2ebe-5188-863f-df0946f133b3	27	22
È totalmente fuori strada.	You are way off track.	64f437fd-c574-5794-997f-6d0350e90ceb	26	22
Siete decisamente fuori strada.	You are way off track.	d8a5bd8b-950a-5c69-a056-6a39a33dc162	31	22
Siete totalmente fuori strada.	You are way off track.	9c0573a2-f03b-5331-9edf-336a94701941	30	22
Dovresti imparare a trattenerti.	You should learn to restrain yourself.	29a9542f-75fe-5c48-b376-422f54d0754f	32	38
Dovrebbe imparare a trattenersi.	You should learn to restrain yourself.	ee99bd4c-b86b-5e33-9940-cbd5c6bafde8	32	38
Sei il benvenuto a fare tutto ciò che ti piace.	You are welcome to do anything you like.	d1b18806-ddb1-5f9f-9294-2f84e14841d1	47	40
Sei la benvenuta a fare tutto ciò che ti piace.	You are welcome to do anything you like.	6d31e931-490f-5cbf-8da1-9b5ee3ce3ea6	47	40
È il benvenuto a fare tutto ciò che le piace.	You are welcome to do anything you like.	afd8df6b-572e-5f15-97de-1570a0a458b9	45	40
Siete i benvenuti a fare tutto ciò che vi piace.	You are welcome to do anything you like.	978eced3-6d94-54f3-a6dc-e61007b45fc0	48	40
Siete le benvenute a fare tutto ciò che vi piace.	You are welcome to do anything you like.	c1e4960d-20ba-5a24-9d38-93a9719424fa	49	40
È la benvenuta a fare tutto ciò che le piace.	You are welcome to do anything you like.	ba6ec9c5-b0ae-598d-87ef-3e4558f70393	45	40
Dovresti essere più attento alla tua sicurezza.	You should be more thoughtful of your safety.	4e248055-8c18-57e3-a701-4459d0c4d7f7	47	45
Dovresti essere più attenta alla tua sicurezza.	You should be more thoughtful of your safety.	57bd3c91-5868-51fe-925a-24f0f30d73a6	47	45
Dovrebbe essere più attento alla sua sicurezza.	You should be more thoughtful of your safety.	7b5e0701-2623-5f05-9a8a-e7deaa19895b	47	45
Dovrebbe essere più attenta alla sua sicurezza.	You should be more thoughtful of your safety.	fb08063f-608e-5ed4-a9ef-a991d60b93ce	47	45
Dovreste essere più attenti alla vostra sicurezza.	You should be more thoughtful of your safety.	f4279933-ddd9-55ca-9d20-35d7c9855944	50	45
Dovreste essere più attente alla vostra sicurezza.	You should be more thoughtful of your safety.	5d94ad3f-5d0e-57eb-9cf6-1d3b36727dbf	50	45
Sei sicuro dei tuoi fatti?	Are you sure of your facts?	5beb8735-f7fb-5d56-913c-765a0c5e16b7	26	27
Sei sicura dei tuoi fatti?	Are you sure of your facts?	e47c34ed-7cec-5da6-a827-e6a4f92c5af4	26	27
È sicura dei suoi fatti?	Are you sure of your facts?	5758c11c-1496-5db1-9680-96609511c283	24	27
È sicuro dei suoi fatti?	Are you sure of your facts?	ecd548b8-e982-5e27-a85d-6b5a63774fb3	24	27
Siete sicuri dei vostri fatti?	Are you sure of your facts?	8389614d-a13c-5d4e-97fc-3d3a387e301a	30	27
Siete sicure dei vostri fatti?	Are you sure of your facts?	84e126a3-e2ae-513f-b24b-2ed844ac84d0	30	27
Sei il prossimo in fila per la promozione.	You are the next in line for promotion.	f5f010f1-3d4c-5a8d-b2df-4d12aba48fb3	42	39
Tu sei il prossimo in fila per la promozione.	You are the next in line for promotion.	bcf556f6-b11a-56b2-8ba0-51096c9a2d74	45	39
È il prossimo in fila per la promozione.	You are the next in line for promotion.	706d4bc4-e2c9-524c-b2a6-36809a9b0f5e	40	39
Lei è il prossimo in fila per la promozione.	You are the next in line for promotion.	422c272c-dcd3-53cb-89d3-b88027432ffd	44	39
Siete i prossimi in fila per la promozione.	You are the next in line for promotion.	e01db463-ea9a-5f7b-8350-d537bddee311	43	39
Voi siete i prossimi in fila per la promozione.	You are the next in line for promotion.	d5c32c8c-95f8-566d-82c8-ff8ba4a0fd0f	47	39
Siete le prossime in fila per la promozione.	You are the next in line for promotion.	ee926fd9-f3f0-5739-b426-88669ee7e3da	44	39
