text_it	text_en	hash	text_it_length	text_en_length
Disse che era ubriaco.	He said he was drunk.	bb0a203e-485f-5d93-b393-f08b9d6da30e	22	21
Non so esattamente quando verrà.	I don't know exactly when she'll come.	70b6db99-b4fb-5750-865e-7f381d13a2f5	32	38
Ci sentivamo tutti dispiaciuti per lui.	We all felt sorry for him.	2fd13762-2cd1-5cf9-a6b3-f0af4643d990	39	26
Ci sentivamo tutte dispiaciute per lui.	We all felt sorry for him.	74e88011-9a4b-5a95-a2f5-576b6db249e9	39	26
È un professionista, vero?	He's a professional, isn't he?	fca4ab70-28cf-5d19-84b6-079e182f5db3	26	30
Tom sta leggendo nella sua camera da letto.	Tom is reading in his bedroom.	598c7ad7-e8b9-59b0-85b5-971a61bdbfd6	43	30
Aveva paura ad andare lì da sola.	She was afraid to go there by herself.	51445df6-1698-57cb-ab19-5759ee01ec92	33	38
Aveva paura ad andare là da sola.	She was afraid to go there by herself.	ddd39cd7-e4e5-5466-9b46-3bf9ee33e4bb	33	38
Hanno provato a proteggersi.	They tried to protect themselves.	170dc99c-838f-55f0-af98-95f80cc9de36	28	33
Provarono a proteggersi.	They tried to protect themselves.	204c76d4-e514-55e0-956c-93c379437ea9	24	33
Hanno cercato di proteggersi.	They tried to protect themselves.	5487fe9a-cadf-58ec-b8ba-8d9a6c3d3fbf	29	33
Cercarono di proteggersi.	They tried to protect themselves.	6fbc6d9d-6497-5c39-8212-b78dff304faa	25	33
Dice che l'ha fatto tre volte.	He says he's done that three times.	47a17483-5739-56c8-b65c-bf72b4b50415	30	35
Tom dovrebbe annullare la sua festa.	Tom should cancel his party.	e05ab265-deed-528c-a81a-9166fd2d5428	36	28
Mary dovrebbe annullare la sua festa.	Mary should cancel her party.	de6faa3a-40c8-5c5d-83f2-b757a9ec1115	37	29
Dovrei annullare la mia festa.	I should cancel my party.	42e55132-150e-5e5c-9cd9-30ec872aa269	30	25
Dovrebbe annullare la sua festa.	He should cancel his party.	9abbcd1c-252f-5e75-bfa8-671d1ace80ab	32	27
Dovrebbero annullare la loro festa.	They should cancel their party.	5f636fa4-e65c-5e47-a464-fd03fa8eb877	35	31
Tom e Mary dovrebbero annullare la loro festa.	Tom and Mary should cancel their party.	7a0d0e09-cfc1-5f70-9905-45bcfef88c36	46	39
Ha detto che non le è stato offerto un lavoro.	She said she wasn't offered a job.	25af724c-26dc-58c8-83a7-ab04ba7e0ce1	46	34
Ha detto che non le è stato offerto un impiego.	She said she wasn't offered a job.	10e427d7-335e-5776-9dea-c4c27e530cf9	47	34
Disse che non le fu offerto un lavoro.	She said she wasn't offered a job.	a7a45041-d9d3-52fb-aa84-a1e7df94005e	38	34
Disse che non le fu offerto un impiego.	She said she wasn't offered a job.	395cbd42-b5bc-53c3-9e47-13431036ea32	39	34
Mi hanno dato i loro indirizzi.	They gave me their addresses.	c9d1cc2a-4613-5fd6-bf4e-97dac80e1bdf	31	29
Mi diedero i loro indirizzi.	They gave me their addresses.	4ccdb2a4-3a89-5349-9330-cd49e97b4025	28	29
Sta andando in spiaggia, vero?	He's going to the beach, isn't he?	1366bdf8-f5ed-50f9-a499-c37f371016cf	30	34
Come li troveremo?	How are we going to find them?	b64e7f51-c366-50e5-be7d-a27563db394c	18	30
Come le troveremo?	How are we going to find them?	139a2bfa-8706-5a96-a59f-17950b9a5de8	18	30
È molto motivato, vero?	He's very motivated, isn't he?	7fd968c2-1814-55fb-9693-93fb8baf43a4	23	30
Sembra essere irritato con lei.	He seems to be irritated with her.	7cd1f4d8-3a85-5c61-bde5-52e5f0587435	31	34
Ha fatto qualcosa con lui.	She did something with him.	2638d22e-376e-5f1e-9e21-bdbadd3d1fc7	26	27
Fece qualcosa con lui.	She did something with him.	95ce3ccc-76ff-529b-92e7-9eaadad97a13	22	27
Sapeva di avere ragione.	He knew that he was right.	0ab76493-12b8-50e9-ac07-1c0b85c69b17	24	26
Non può danzare.	She can't dance.	4ab1be91-3c50-5095-8307-fd2aed29e8c8	16	16
Non riesce a danzare.	She can't dance.	ee2ac0c3-d875-5cbe-bb82-77dfa668e05f	21	16
Ha detto più di quanto aveva inteso.	He said more than he had intended.	1a16415c-90ff-52f3-aea2-3da2fec20749	36	34
Disse più di quanto aveva inteso.	He said more than he had intended.	b0a92f2e-f990-5454-a6c5-8b7065c69ad3	33	34
Ha finito di parlare con lei.	He's finished speaking to her.	852897c8-b795-59d3-88bb-2347996d2dfb	29	30
È un grande coccodrillo impagliato.	It's a big stuffed crocodile.	18afea89-bc7c-5e17-80c7-6b21fe0ae9dc	35	29
Non mentire, per favore!	Don't lie, please!	338c3c0e-a28e-5830-abdd-e3feee05a7a1	24	18
Non mentire, per piacere!	Don't lie, please!	9a852391-4ac3-5bac-a93e-9d2508005cbf	25	18
Non mentite, per favore!	Don't lie, please!	7254b4c9-4f11-5a8c-bee3-2a012d30738a	24	18
Non mentite, per piacere!	Don't lie, please!	be532bc0-bfd7-5890-95a3-a82f56ff0fef	25	18
Non menta, per favore!	Don't lie, please!	e4bd9d1f-adf3-54c2-8a18-778da99f20bb	22	18
Non menta, per piacere!	Don't lie, please!	0501a249-0f9a-58b4-a54a-3185198728cc	23	18
Verrà più tardi, vero?	He's going to come later, isn't he?	0f494e94-192e-51ba-9063-b1f37b6cd488	22	35
Partirebbe.	She'd leave.	8666e845-4da0-511a-a451-9a8fcb60b6a6	11	12
Se ne andrebbe.	She'd leave.	eac1c239-f343-5425-9e2c-ea038c47e3a0	15	12
Com'è che sei apparso così?	How come you appeared like that?	284afaed-ad23-5da5-a1d1-d6a8ab2777c7	27	32
Com'è che sei apparsa così?	How come you appeared like that?	c57d4b01-06d8-56cb-adea-683a8c768a1e	27	32
Com'è che è apparso così?	How come you appeared like that?	923a0011-19b5-5a35-8157-759d239db6c1	25	32
Com'è che è apparsa così?	How come you appeared like that?	7e0fe614-8773-5197-bb49-63a6f8327fb0	25	32
Com'è che siete apparsi così?	How come you appeared like that?	a93ec531-ac7d-51a5-a40f-56bbf7a40ff8	29	32
Com'è che siete apparse così?	How come you appeared like that?	b753c694-22cf-5acb-8265-b41d57837fd6	29	32
Non era ricca.	She wasn't rich.	50950f0b-321a-50a6-add9-027002509033	14	16
Non era povera.	She wasn't poor.	9080364e-4150-53c3-8ff0-aa16862c39c8	15	16
Non era ferita.	She wasn't hurt.	eb925523-0fa8-5da3-8054-a2be42e2491f	15	16
Non era impegnata.	She wasn't busy.	4aca52ee-1a4b-5cfc-888e-bbbddb108520	18	16
