text_it	text_en	hash	text_it_length	text_en_length
Andò a sbattere.	He crashed.	5e94c261-39f0-5e8f-8cde-4c364940ab59	16	11
Ha notato.	He noticed.	f65a29d4-17ee-562e-aa65-589f0b90403a	10	11
Notò.	He noticed.	75e1f302-1fcd-5592-82f8-a88e4038bc7e	5	11
Se n'è accorto.	He noticed.	f652164a-7677-54e9-a0d1-700f8c476b2c	15	11
Se ne accorse.	He noticed.	553be75a-2e73-56de-beb1-f1cab8edd6cc	14	11
Perse i sensi.	He fainted.	ef86608d-3f18-5675-a464-fe6d6491da43	14	11
Svenne.	He fainted.	429ca83c-b72b-5bf5-b322-1976e3a2c446	7	11
Ha sbuffato.	He snorted.	c6bf4408-59dd-5978-8962-2cef81c76222	12	11
Sbuffò.	He snorted.	bafee7d3-294a-5e9e-bfdd-7a045b5b05c4	7	11
Ha borbottato.	He mumbled.	60c38785-f423-5c26-bc3d-45841b5a6243	14	11
Borbottò.	He mumbled.	b71ae961-6154-51b6-b03b-f0d899ff3fa0	9	11
Ti posso fare un'altra domanda?	May I ask you another question?	70ac5dd6-6020-5de6-8a26-a343632b1f89	31	31
Vi posso fare un'altra domanda?	May I ask you another question?	692800f3-f1b4-527c-9667-728b8fb2617b	31	31
Le posso fare un'altra domanda?	May I ask you another question?	f51b53ca-bb7e-566b-bc67-59374624310c	31	31
Posso porti un'altra domanda?	May I ask you another question?	f05ff768-7767-5ec8-b71f-d57aa69925c8	29	31
Posso porvi un'altra domanda?	May I ask you another question?	b72a03a0-bc91-583d-838d-6f3683b9ece3	29	31
Posso porle un'altra domanda?	May I ask you another question?	dd993d11-941e-5864-b601-2eb016539155	29	31
Ti posso porre un'altra domanda?	May I ask you another question?	5d204782-9898-559e-b149-77897d0b0b62	32	31
Vi posso porre un'altra domanda?	May I ask you another question?	9bed6472-9929-589f-afe7-79040f079d87	32	31
Le posso porre un'altra domanda?	May I ask you another question?	83a3d0ec-a632-5773-81d6-32124b42a7cf	32	31
Ha pagato in anticipo.	He prepaid.	a9986d81-c5be-58d0-a9f1-0fc5fe4b72b4	22	11
Pagò in anticipo.	He prepaid.	5dd468fd-66d9-5468-bb6e-e9938100636a	17	11
Ha pagato anticipatamente.	He prepaid.	f1f5c6e0-31fb-5ca2-a1fa-ccf6a3e3089a	26	11
Pagò anticipatamente.	He prepaid.	ba01c942-75b9-5ec2-b989-28c6d0c48555	21	11
Ha grugnito.	He grunted.	fd960e98-a701-503a-a22d-972fafd62710	12	11
Grugnì.	He grunted.	902eca0c-61f1-5247-a560-24fd4d3e1bca	7	11
Ha deriso.	He scoffed.	d30c84c3-7765-5469-aa81-238e2f09b387	10	11
Derise.	He scoffed.	5d55c34e-0fdb-5349-9aa2-521c347339be	7	11
Ha mangiato avidamente.	He scoffed.	5fa7aa5f-90d5-59ab-bbab-7a233c3e6963	23	11
Mangiò avidamente.	He scoffed.	df9f1a00-3472-5e39-916b-7b0af8931ce1	18	11
Ha divorato.	He scoffed.	f8c88429-e6e6-58aa-a749-37734628b843	12	11
Divorò.	He scoffed.	262d994d-329b-5ec2-9c57-57fb9916db4a	7	11
Ha schernito.	He scoffed.	d07a877e-5643-5d14-9f16-3a3c3855e2fe	13	11
Schernì.	He scoffed.	4a35105c-bd66-5888-9d0e-6ef2834c85d6	8	11
Ha preso in giro.	He scoffed.	3dd231ca-7304-5b30-a4a6-54e7178f6c03	17	11
Prese in giro.	He scoffed.	0cbe159c-7925-530a-a9e8-ac6baaee1cd4	14	11
Ha sbeffeggiato.	He scoffed.	01aad911-ad0d-53a7-80fa-da1fd9c7611f	16	11
Sbeffeggiò.	He scoffed.	16fc0bc8-9ef5-543e-a0e9-f182ccf95549	11	11
Ha fatto i gargarismi.	He gargled.	c6b35773-eee6-59ac-a9e4-f445af7d36ec	22	11
Fece i gargarismi.	He gargled.	ef8e5d0c-7365-5076-ac6f-c58af7350b3a	18	11
Ha alzato le spalle.	He shrugged.	597d2e8b-add4-5464-a50b-0c5aabe0f11d	20	12
Alzò le spalle.	He shrugged.	24cd0022-6c15-5324-afff-fe8f6e255ca2	15	12
Ha avuto i brividi.	He shivered.	0e3e7999-fd3f-5dc0-af0e-7070a8c3a645	19	12
Ebbe i brividi.	He shivered.	bd545f5f-09d4-509d-ad2b-891bb4146040	15	12
È rabbrividito.	He shivered.	6716e98d-8863-5e3c-84af-11a02ced9683	15	12
Rabbrividì.	He shivered.	8e6da8aa-0ef9-5c34-9fdf-d5e10869a3bb	11	12
È tremato.	He shivered.	c4030339-c921-5d4a-971c-e3ec99bcfba4	10	12
Tremò.	He shivered.	90d48900-5c6e-578a-9a5b-c7f1efb7bdc8	6	12
Hanno messo via i loro telefoni.	They put away their phones.	cbb12705-4b79-53ca-ade9-c56b16187308	32	27
Misero via i loro telefoni.	They put away their phones.	cc601700-a2ba-5727-ba9b-521c9286fe6d	27	27
Ha detto che ha pregato per lei.	He said he prayed for her.	bf82bbc1-158d-5c66-8bf6-06d2b8d92ecb	32	26
