text_it	text_en	hash	text_it_length	text_en_length
Tu sei privo di ambizioni.	You're unambitious.	58551183-0cdf-5b05-b355-043fb496f387	26	19
Sei priva di ambizioni.	You're unambitious.	e30231ec-76e2-50e7-9515-61784ceaf78d	23	19
Tu sei priva di ambizioni.	You're unambitious.	4319f7cc-47a9-5d07-ae00-498e6090c2e4	26	19
Siete privi di ambizione.	You're unambitious.	907e141a-9281-5eb3-9624-c8338f341db6	25	19
Voi siete privi di ambizione.	You're unambitious.	e38f8be5-773e-5739-b9da-d8035ed5165f	29	19
Siete prive di ambizione.	You're unambitious.	b08c280c-4a16-580a-95f4-7493343ef243	25	19
Voi siete prive di ambizione.	You're unambitious.	faec92c5-4fea-59a6-bd20-48c42db7ba86	29	19
Siete prive di ambizioni.	You're unambitious.	9509fe8c-9ae8-54ef-9b44-7f0396aef38a	25	19
Voi siete prive di ambizioni.	You're unambitious.	0bfc2176-fe82-5072-95f8-eaaf0f83448d	29	19
Sei privo di ambizione.	You're unambitious.	ffe7da83-0ca5-54c9-b447-fcab0a4c2467	23	19
Tu sei privo di ambizione.	You're unambitious.	aeae172e-0892-569e-a0dc-bbf34d3f456a	26	19
Sei priva di ambizione.	You're unambitious.	73d39a62-aa32-5a6b-8c01-00a95e36420c	23	19
Tu sei priva di ambizione.	You're unambitious.	03343ac6-bba6-589d-aa8c-099b7d590311	26	19
È privo di ambizione.	You're unambitious.	ef38916a-3fbf-5123-b4e4-3cdeee0b67c2	21	19
Lei è privo di ambizione.	You're unambitious.	1d7ad143-5aa0-57d2-bbc8-d889d752bc42	25	19
È priva di ambizione.	You're unambitious.	2a34e3b9-1c44-5b87-91f4-50a92271b010	21	19
Lei è priva di ambizione.	You're unambitious.	05fa92f0-5c68-5d91-a721-436bd3e58669	25	19
È priva di ambizioni.	You're unambitious.	e56e7db3-12c6-5e15-8756-b35771cbac03	21	19
Lei è priva di ambizioni.	You're unambitious.	0a916eb3-51da-5764-b202-7cc59d86a3d3	25	19
È privo di ambizioni.	You're unambitious.	4870ac06-074e-5e97-b013-a7a05d370cb0	21	19
Lei è privo di ambizioni.	You're unambitious.	67d17503-079d-5b41-af53-1b44df0af410	25	19
Sono privo di ambizioni.	I'm unambitious.	5394b145-b61a-54c6-986e-c85079e8c399	24	16
