text_it	text_en	hash	text_it_length	text_en_length
Non sia così formale, per piacere!	Don't be so formal, please!	344d8cdf-94ef-5b42-aa57-2d910bf41ee7	34	27
Non siate così formali, per favore!	Don't be so formal, please!	3a5beaac-2c38-5c88-8bc8-84d35f9b3ebf	35	27
Non siate così formali, per piacere!	Don't be so formal, please!	6ab9d174-bdcb-5175-b33a-fe3c71279745	36	27
Posso insegnarti a combattere.	I can teach you how to fight.	560d74a3-4210-5c51-af8d-9550fc54fbbd	30	29
Posso insegnarti a lottare.	I can teach you how to fight.	8a52b67b-6c2b-5a49-ab9e-ea0fac5b0682	27	29
Ti posso insegnare a combattere.	I can teach you how to fight.	1c9b63ab-4ef2-5932-a01e-22a630dbe232	32	29
Ti posso insegnare a lottare.	I can teach you how to fight.	474984ba-9ccf-5f88-816a-6006864d55d4	29	29
Posso insegnarvi a combattere.	I can teach you how to fight.	c7f2b056-91c7-555f-be9b-56f436462bea	30	29
Vi posso insegnare a combattere.	I can teach you how to fight.	029e1470-457f-5d4d-bd81-3ef25076eb86	32	29
Posso insegnarvi a lottare.	I can teach you how to fight.	93005224-019d-5cd4-9105-9edb88e4ab01	27	29
Vi posso insegnare a lottare.	I can teach you how to fight.	f24b8193-7c35-5a88-ba13-fbb32afb3d7a	29	29
Posso insegnarle a combattere.	I can teach you how to fight.	95f3b1f6-3d79-55a2-8207-ea74190d6f66	30	29
Le posso insegnare a combattere.	I can teach you how to fight.	7730ab2a-3f9e-5bc2-801d-ef5244872dbd	32	29
Posso insegnarle a lottare.	I can teach you how to fight.	30dd1b9d-d933-5ad2-aa78-2603d0540c23	27	29
Le posso insegnare a lottare.	I can teach you how to fight.	7e469a0f-545e-5d52-a0ba-17177be66571	29	29
Non ho quasi tempo per studiare inglese.	I have almost no time to study English.	f8565f4e-f32b-5f2b-a311-23df228c3453	40	39
Non ho quasi tempo per studiare l'inglese.	I have almost no time to study English.	515bc81a-8331-5dff-8205-dc3820fcb84d	42	39
Perché Tom era lì da solo?	Why was Tom there alone?	f17d2298-7111-5b60-8cc8-84c0557b7d3c	26	24
Perché Tom era là da solo?	Why was Tom there alone?	5cf2db3d-da6b-5ac1-b1cf-9fa028f13b18	26	24
Tom ha fatto molta pratica.	Tom has had plenty of practice.	b6fd1fe4-a8b9-5d94-960f-4dc3a96cae98	27	31
Ho pianto quando il mio cane è morto.	I cried when my dog died.	7140202e-906c-5a8e-b83d-3825f22dd7df	37	25
Piansi quando il mio cane morì.	I cried when my dog died.	298aeee9-af27-523a-9177-1fd81106dd67	31	25
Come hai avuto l'idea?	How did you get the idea?	a3bd395f-55f4-5e15-911d-e1f00a45c67a	22	25
Come ha avuto l'idea?	How did you get the idea?	b8043e5e-d6c1-57eb-aad4-446ebf5e374c	21	25
Come avete avuto l'idea?	How did you get the idea?	96001496-d540-5353-b239-26e6a6b26949	24	25
Non ho chiesto a Tom di cantare.	I didn't ask Tom to sing.	a9375aa6-af67-5832-b70f-2574f2c2831a	32	25
Non chiesi a Tom di cantare.	I didn't ask Tom to sing.	16bfc688-4384-569b-a741-9a36649b8ea8	28	25
So che posso fare questo lavoro.	I know I can do this job.	1a23a427-4f3c-59f6-9a43-d662bbfba5a1	32	25
So che riesco a fare questo lavoro.	I know I can do this job.	ca834aba-d568-55d2-894a-e77ffa599d14	35	25
