text_it	text_en	hash	text_it_length	text_en_length
Ho un leggero mal di testa oggi.	I have a slight headache today.	96675faf-0db4-5a0c-9d6c-a0182bd36615	32	31
Com'è il tempo a New York?	How's the weather in New York?	29af9d5a-edea-5a76-a01b-a9cdbe1fd1c1	26	30
Stava dormendo sotto l'albero.	He was sleeping under the tree.	2e79555e-6451-5be3-937c-7c5204d48b60	30	31
Ho sentito qualcuno chiamare il mio nome.	I heard someone calling my name.	e184fb82-819b-5b3d-b854-b9495c4f8402	41	32
Cosa leggete?	What are you reading?	45f7ce9b-b8a7-5d64-ace3-60c13872171e	13	21
Quante mele volete?	How many apples do you want?	d9aa31ad-9af4-580e-8665-b648e760e52f	19	28
Il latino è la lingua del futuro!	Latin is the language of the future!	98247085-3299-5e54-b123-a2d0a8b7c62d	33	36
Sta lavorando su un nuovo romanzo.	He is working on a new novel.	40f92186-dff0-5c9e-a03a-107297f997ed	34	29
Penso che ci sia un uomo là.	I think that there is a man there.	4ed4b483-cf6e-5a47-ba95-26ed86864e2d	28	34
Non sta piovendo.	It is not raining.	f852471d-27dd-5088-8dc8-19f6e9d3292e	17	18
Lo conosco?	Do I know him?	ced4a944-3730-58ea-93bc-85c64302765d	11	14
Il gatto non ha mosso un muscolo.	The cat didn't move a muscle.	b2ea31e2-4c2e-52fe-931f-3094ed4c3c50	33	29
La mia presenza è necessaria.	My attendance is necessary.	61b6081f-b94a-59fd-9318-048617b2c09d	29	27
Sto per fare una doccia.	I'm going to take a shower.	9e238b75-71ac-5ede-9c20-f4f5f93dd9d0	24	27
È gratis.	That's free.	b9e59cb4-db40-5f37-a30a-e7d3cfbcec10	9	12
È gratuito.	It's free of charge.	8562b9f1-f7d2-5136-bb42-de80127ce434	11	20
Non mi ricordo.	I don't remember.	e8437851-c554-5cbb-887c-4566a2bd6442	15	17
L'aereo deve arrivare alle dieci in punto.	The airplane is to arrive at ten o'clock.	43eea456-0111-57cd-9dce-2fa95076ecea	42	41
Non c'era nessun libro sulla scrivania.	There wasn't any book on the desk.	5fe7570d-1525-56c9-89af-aa0a6c538725	39	34
Ci sono molti parchi a Londra.	There are a lot of parks in London.	04c117e4-4fb0-5137-8f01-024792021ebe	30	35
Mia madre diceva spesso che il tempo è denaro.	My mother often said that time is money.	7b0532f8-cd85-5a3b-a8bb-26221a4da01b	46	40
Non voglio aspettare così tanto.	I don't want to wait that long.	1b4d81b2-31ea-59d9-818e-e7fc6fbebec4	32	31
Nello spazio nessuno può sentirti urlare.	In space, no one can hear you scream.	16d0c7cd-a476-5232-bf4d-877c6769aa31	41	37
Sei malato?	Are you sick?	f0525110-7b89-5b3e-9b3a-482ac4696efb	11	13
Sei malata?	Are you sick?	36d433ad-5daf-592a-82fc-1554a55852db	11	13
Verrai alla festa domani?	Will you come to the party tomorrow?	57c5e929-0f92-56b1-bb99-0c859acf828c	25	36
Verrete alla festa domani?	Will you come to the party tomorrow?	8c9e7f3a-b92a-5fc6-9b3a-e55a5fe25afa	26	36
A chi assomiglia?	Who does he look like?	4bc7e640-f615-5414-9bc2-cb0c8611420c	17	22
Mia madre ci raccontò una storia interessante.	My mother told us an interesting story.	962d249f-b3a9-5d3c-9acc-cc41402490f5	46	39
Ho una visa.	I have a visa.	4dd6b4cc-3441-505d-860a-11b5615a9772	12	14
Penso che sia felice.	I think he's happy.	608cac1c-2176-5326-9cea-26fe80eff2e8	21	19
Lui è perfetto in tutto.	He's perfect at everything.	b8b3b696-fb0f-573d-9c39-b624e8738c43	24	27
