text_it	text_en	hash	text_it_length	text_en_length
La sua fiducia cominciò a crescere.	His confidence began to grow.	6ddc6f83-63dc-544f-be13-ab0ee161504d	35	29
Tom ha saltato la scuola oggi.	Tom skipped school today.	6193fc02-c741-5544-9fe1-8e32b67b4a81	30	25
È andata a scuola.	She went to school.	2fe6a597-e4b1-512d-bdfe-0ea84fd97431	18	19
Sono venuti a scuola.	They came to school.	9530d044-0188-5b32-8844-9ca0ca8781d0	21	20
Sono venute a scuola.	They came to school.	1d123b4d-44d3-5133-beb6-6011fd5d8a88	21	20
Vennero a scuola.	They came to school.	2e8120c4-187d-518a-b785-81b2a7487a68	17	20
È venuta a scuola.	She came to school.	e4cb0ec1-cdcd-55b8-85d2-541b113f85c4	18	19
Venne a scuola.	She came to school.	ebeadd13-f7a5-5380-b6d2-c5e3fa698b5a	15	19
Benvenuto alle superiori.	Welcome to high school.	3d1eed8d-a2cf-54bc-be21-cf2c73c56bea	25	23
Benvenuta alle superiori.	Welcome to high school.	c3803be0-cfa6-59eb-9d31-cd21631b723e	25	23
Benvenuti alle superiori.	Welcome to high school.	9c46a243-a78c-5ab3-a739-414c65ca5137	25	23
Benvenute alle superiori.	Welcome to high school.	fecc9de4-5c2b-576e-8790-8cb7b8203ce3	25	23
Ci siamo incontrati a scuola.	We met at school.	b5e3c1dc-7cc0-5a77-9c95-d0c85db8be41	29	17
Ci siamo incontrate a scuola.	We met at school.	c5ef16ee-c859-5190-b5dc-d22897729bd3	29	17
Ci incontrammo a scuola.	We met at school.	ccb1de3d-a470-53d6-bda2-fa62f1ba4ecc	24	17
Ci siamo conosciuti a scuola.	We met at school.	c2dd6300-f677-5516-a677-9924fba42747	29	17
Ci siamo conosciute a scuola.	We met at school.	d36b1cb4-4ea2-5b30-bd4b-5550fdaebc0a	29	17
Ci conoscemmo a scuola.	We met at school.	12c33d5c-7a76-5d57-9ef6-b903736828b2	23	17
Abbiamo corso fino a scuola.	We ran to school.	34de5fcc-50d4-5c39-af31-0a0ade3a2209	28	17
Corremmo fino a scuola.	We ran to school.	8aeea665-e60d-52e7-acf4-c7ee65bd1343	23	17
Siamo entrati nella scuola.	We entered the school.	6a358f90-f4bf-5587-ba55-871c07f78463	27	22
Siamo entrate nella scuola.	We entered the school.	79e75c0f-b078-5c3d-bfc7-9c564ddeacb7	27	22
Entrammo nella scuola.	We entered the school.	1383ef3b-9cab-5056-b51e-63e738d25c06	22	22
È entrata nella scuola.	She entered the school.	3235667f-2914-5e00-bc48-ac541f95f78c	23	23
Entrò nella scuola.	She entered the school.	ae28b5b7-e3ca-5871-85eb-9c00c6650773	19	23
È entrato nella scuola.	He entered the school.	4e3091fb-7bec-59c4-9942-d45cdbd30ba2	23	22
Ziri ha fatto un giro della scuola.	Ziri toured the school.	c3867940-c52e-57ad-a545-02c7432c6da7	35	23
Ziri fece un giro della scuola.	Ziri toured the school.	0a5ed0c9-68bc-5746-aba4-afa9fb72b6b2	31	23
Vai a scuola, pigrone!	Go to school, lazybones!	293459eb-bf7f-5a9a-985d-cb6443d2a4cd	22	24
Vada a scuola, pigrone!	Go to school, lazybones!	6103fcd0-e7a9-5c07-a5cb-1845e6c7306d	23	24
Andate a scuola, pigroni!	Go to school, lazybones!	ffcf7792-8729-50fa-8284-6bef981a8517	25	24
Yahya va a scuola tutti i giorni.	Yahya goes to school everyday.	4ab2e4fb-212a-59fd-a1d7-b4639b34a290	33	30
Sono andati a scuola assieme.	They went to school together.	850ae830-7a08-5829-a74f-20b64d471c36	29	29
Sono andate a scuola assieme.	They went to school together.	f936ff0d-4a69-522c-ab1b-ae2598d24059	29	29
Andarono a scuola assieme.	They went to school together.	e247f4ad-7bb6-5827-b912-b1edc43bd3cc	26	29
Va a nuotare dopo la scuola.	He goes swimming after school.	08dff9ef-314f-53ff-b5b3-b53f8d4b56d5	28	30
Non frequenta la scuola.	He doesn't attend school.	97ae5982-21f7-50c9-bde1-755ed35020f7	24	25
L'ha imparato a scuola.	He learnt that at school.	8316b792-134a-5d2a-ae12-6d08b0850d3f	23	25
Lo imparò a scuola.	He learnt that at school.	49b3a58a-2be8-5e01-9a78-00d0cd69d696	19	25
Non sta mollando la scuola.	He isn't quitting school.	c0052d4c-15e8-5e0f-93e6-35a5b2be7e5c	27	25
Sono popolare a scuola.	I'm popular at school.	1abc9e59-1701-512b-a597-32b292a1f918	23	22
Io sono popolare a scuola.	I'm popular at school.	8bc5b963-02e2-58f9-b8d5-a9b7b9336e4b	26	22
Erano bravi a scuola.	They were good at school.	b5103f04-8ea2-504a-8aea-0c73982d20ec	21	25
Erano brave a scuola.	They were good at school.	b73dd0e8-9d2a-5b6a-92ec-42d84d97ff6e	21	25
Erano tranquilli a scuola.	They were quiet at school.	9e27dbe5-c3c8-51be-ab7c-17047b60f44c	26	26
Erano tranquille a scuola.	They were quiet at school.	936ee7a6-b307-5744-9be6-b6f25a6ecac7	26	26
Eravamo umiliati a scuola.	We were humiliated at school.	92090457-bb39-5856-a33c-e3e90a04f939	26	29
