text_it	text_en	hash	text_it_length	text_en_length
Dobbiamo scoprire dove si sta nascondendo Tom.	We need to find out where Tom is hiding.	8debadd4-8cac-5f42-942f-f98db306813b	46	40
Tom è una persona seria.	Tom is a serious person.	a5dd0bb1-475d-53e8-9d33-cd37ea81b9ad	24	24
Tom non è un mio amico.	Tom is no friend of mine.	cf872824-24d4-5ea3-a6af-dab09091aa72	23	25
Tom è quasi basso come Mary.	Tom is almost as short as Mary.	c0842fde-3c9c-52a6-a78a-c253bb11e00b	28	31
Tom è basso quasi quanto Mary.	Tom is almost as short as Mary.	09ee13ce-6916-5a14-aafd-f7c5a86f5604	30	31
Tom ha più talento di me.	Tom is more talented than I am.	3e0ad159-884d-58e4-b101-ed815ac706cd	25	31
Tom è più talentuoso di me.	Tom is more talented than I am.	453ae9b6-9dd9-5b93-b8e7-1f6ccbb40eb3	27	31
Tom è alla sua scrivania.	Tom is at his desk.	6e805939-a37d-5601-937a-e612cb1ec85d	25	19
Sono quasi alto come Tom.	I'm almost as tall as Tom.	85ca89df-2aea-5a8d-9c5c-e7483bb2ef14	25	26
Sono quasi alta come Tom.	I'm almost as tall as Tom.	3aa63028-3227-5c33-bf03-606663097918	25	26
Sono alto quasi quanto Tom.	I'm almost as tall as Tom.	0bd52758-6ab7-556f-92b8-5dc02421a027	27	26
Sono alta quasi quanto Tom.	I'm almost as tall as Tom.	f13ec0d7-e63f-57c9-8b95-1c37d791be34	27	26
Tom è quasi alto come me.	Tom is almost as tall as I am.	e8b49979-7f93-5e52-8285-1cdb29224f20	25	30
Tom è quasi alto quanto me.	Tom is almost as tall as me.	a5ee74cc-5b37-5dfc-a3b7-bde3cbe39355	27	28
Tom è alto quasi quanto Mary.	Tom is almost as tall as Mary is.	2a0dfe00-1e93-5a60-9fed-03b56a10c416	29	33
Tom è alto quasi quanto me.	Tom is almost as tall as I am.	b06dd974-219c-593e-957b-7bbf9eb15ece	27	30
Sei quasi alto come Tom.	You're almost as tall as Tom.	02d1d071-04bc-5a2b-950b-5bd59a16c17a	24	29
Sei quasi alta come Tom.	You're almost as tall as Tom.	739d372f-11cb-523c-8b35-0e6f090f1b65	24	29
È quasi alto come Tom.	You're almost as tall as Tom.	d4b7aca3-930d-59a0-b315-a0a1df6ea936	22	29
È quasi alta come Tom.	You're almost as tall as Tom.	ea4aca5b-6da2-5445-a744-1ebbfa4aff0c	22	29
Siete quasi alti come Tom.	You're almost as tall as Tom.	5a95aec6-e88f-5a9d-8e79-3cda5a8b767b	26	29
Siete quasi alte come Tom.	You're almost as tall as Tom.	022860bc-9b5e-5b79-832f-eac8b7bc4f64	26	29
Tom è alto quasi quanto voi.	Tom is almost as tall as you are.	9833e9d1-5052-5c6f-932c-b0b0815b21a0	28	33
Tom è alto quasi quanto te.	Tom is almost as tall as you are.	21144f4e-a930-5f3a-a5e5-4cb8073fe80f	27	33
Tom è alto quasi quanto lei.	Tom is almost as tall as you are.	9344eaf6-8351-563d-a19b-5e3630792ebd	28	33
Tom è quasi alto come suo padre.	Tom is almost as tall as his father.	7460d4f9-da90-55b0-836b-1413f3ffdb95	32	36
Tom è alto quasi quanto suo padre.	Tom is almost as tall as his father.	b0f0bdfc-6ede-5dcd-8617-019ce8879312	34	36
Sei alto quasi quanto Tom.	You're almost as tall as Tom.	89b027cb-b440-5fbb-995a-7c262c3c5665	26	29
Sei alta quasi quanto Tom.	You're almost as tall as Tom.	89430207-c387-59ee-914e-424827055263	26	29
È alto quasi quanto Tom.	You're almost as tall as Tom.	5f81cbfb-fedf-5fbd-b18e-ffdac729f9f6	24	29
È alta quasi quanto Tom.	You're almost as tall as Tom.	d9f9c26e-e222-526a-98f5-d82b13605370	24	29
Siete alti quasi quanto Tom.	You're almost as tall as Tom.	d4cfb586-c0c2-5e33-9fb1-42af085c3a43	28	29
Siete alte quasi quanto Tom.	You're almost as tall as Tom.	04d19dec-8d02-54e3-88d2-4511af27452f	28	29
Tom ora è quasi alto come suo padre.	Tom is now almost as tall as his father.	097449b9-ad34-574d-b785-391cdfa89382	36	40
Tom adesso è quasi alto come suo padre.	Tom is now almost as tall as his father.	56385200-99a6-555c-a7e9-356967883ccf	39	40
Tom lo riproverà.	Tom is going to try it again.	6bcbf5f5-9fd0-5572-823f-be2105b789a4	17	29
Tom la riproverà.	Tom is going to try it again.	6a152822-ea13-5191-8aa1-4a42cc219a11	17	29
Tom è un nuovo arrivato.	Tom is a newcomer.	1c2b572f-e7f9-5d1d-8384-e0d520cc0665	24	18
Tom è un novizio.	Tom is a newcomer.	fcac49b8-78b3-547f-b890-8245cafd0722	17	18
Tom è un atleta con una velocità straordinaria.	Tom is an athlete with extraordinary speed.	2c46d897-6fa4-517a-a99e-2d2fc2c0f93c	47	43
Sai qual è il segreto di Tom?	Do you know what Tom's secret is?	3bc9ab8e-9d54-5d05-a286-3ab70d540786	29	33
Sa qual è il segreto di Tom?	Do you know what Tom's secret is?	d64ce037-e182-5f29-861b-ca5a236e236d	28	33
Sapete qual è il segreto di Tom?	Do you know what Tom's secret is?	2c45e898-7273-5e12-8e23-e7ceb924bd60	32	33
Tom è in Australia adesso.	Tom is in Australia right now.	03bbeb25-8302-5710-8fa5-36ce03384542	26	30
Tom è in Australia in questo momento.	Tom is in Australia right now.	df552f1a-b730-581b-896d-56fc9e10d782	37	30
La madre di Tom è più alta della mia.	Tom's mother is taller than mine.	2bd8d849-33f2-523e-a02e-821a43471d31	37	33
Tom probabilmente sarà d'accordo.	Tom is probably going to agree.	e8b5d2bd-70fc-592c-8c86-5259e0f93075	33	31
Tutti stanno osservando Tom.	Everyone's watching Tom.	f5b1019f-799a-5abf-ab35-30342fe5aa55	28	24
Stanno tutti osservando Tom.	Everyone's watching Tom.	410dffe8-d8b2-5b43-9f94-11c1ed4f003b	28	24
Tom è più forte di quel che sembra.	Tom is stronger than he looks.	4df64534-c2f8-5949-9cfc-3ca2a48f98c5	35	30
Tom è più forte di quel che non sembri.	Tom is stronger than he looks.	7bb6e24c-8e0b-5e0f-ad4f-f903a4d104fa	39	30
Tom probabilmente è un po' stanco.	Tom is probably a little tired.	96f30ea1-31a0-5c2a-ad35-e5a93e3b874d	34	31
