text_it	text_en	hash	text_it_length	text_en_length
Lei è la casalinga perfetta.	She's the perfect housewife.	fdb432dd-771f-5f68-bfc4-0e2b8c53efe5	28	28
È la ragazza perfetta.	She's the perfect girl.	0a5351c3-cf09-51bf-8bea-b03b5ed77e82	22	23
Lei è la ragazza perfetta.	She's the perfect girl.	218af458-5a7c-536c-a894-dc6578185086	26	23
È la ragazza perfetta per te.	She's the perfect girl for you.	e125a500-7392-5fe0-88a1-4dec9f6d918d	29	31
È la ragazza perfetta per voi.	She's the perfect girl for you.	55680af1-d320-55e8-a59f-69a523e9961a	30	31
È la ragazza perfetta per lei.	She's the perfect girl for you.	8ac0a0e8-400e-5796-bbd1-a6a9fba11791	30	31
Quello di cui abbiamo bisogno è un buon piano.	What we need is a good plan.	ba05a685-6e32-5aba-91d9-290abce948ea	46	28
Ciò di cui abbiamo bisogno è un buon piano.	What we need is a good plan.	d9496dd1-dc01-5d99-a166-2574833cf2c2	43	28
Dove si trova la stazione ferroviaria più vicina?	Where's the nearest train station?	0eb152a4-a1c8-5dea-86b9-3208ce4b8641	49	34
Fa miracoli.	It works wonders.	04d1bd24-b01d-592d-82fb-f5d6c5504b84	12	17
Fa meraviglie.	It works wonders.	ed1f9bad-c86b-5dda-b3ba-ab6016e3477d	14	17
Grazie per la cartolina di condoglianze.	Thank you for your sympathy card.	6d97aaa1-f5c5-54ba-87fd-a59b82f2e6e0	40	33
Il libro ha un grande valore.	The book is of great value.	a9091bc3-8343-5b53-a8b7-5fb7539e2335	29	27
Il libro è di grande valore.	The book is of great value.	1d75a3f0-d69d-5059-b05f-d82cf3a12d3f	28	27
Si dice che il lupo perda il pelo ma non il vizio.	They say a tiger never changes his stripes.	9e839c46-e928-545c-b18c-5063ddefc620	50	43
Ci vuole tempo a superare un divorzio.	It takes time to get over a divorce.	d02432eb-30f1-53fe-a904-e2ca06a0c5c6	38	36
Ci vuole del tempo a superare un divorzio.	It takes time to get over a divorce.	f79fceb8-9e19-5891-942f-10fff541594c	42	36
Annotate il suo indirizzo.	Write down his address.	9bc2bf5a-a11a-500d-877b-9a3efe45be72	26	23
Annoti il suo indirizzo.	Write down his address.	86ea2ed2-3475-5d3a-9cd3-95b569ace53b	24	23
Non è fantastico?	Isn't it awesome?	20291be4-1771-5d07-b9d4-caebd55a2c59	17	17
Sembrava inconsapevole della mia presenza.	He seemed unconscious of my presence.	59a22362-7f17-5e35-a214-05d543e2c9bd	42	37
Lui sembrava inconsapevole della mia presenza.	He seemed unconscious of my presence.	84d661d4-50ab-54ae-a755-22511754f0da	46	37
Dobbiamo finire questo.	We must finish this.	7c998de0-f1c1-59c5-baba-f1fab29c2956	23	20
Dobbiamo finire ciò.	We must finish this.	671b02ba-c75e-5a09-929f-3df8808f82bb	20	20
Ricordi quando Tom l'ha detto?	Do you remember when Tom said that?	c1254625-efb2-5b9e-8114-b3b07506f8e9	30	35
Ricorda quando Tom l'ha detto?	Do you remember when Tom said that?	b1497038-524b-5657-be53-669642cb9094	30	35
Ricordate quando Tom l'ha detto?	Do you remember when Tom said that?	1a3c15e4-5117-5c0d-8576-96de48840c24	32	35
Io e Tom ci aiutiamo a vicenda.	Tom and I help each other.	6c0b2173-043f-565e-805c-01ba66eeea60	31	26
Chiudi la finestra, per favore.	Close the window, please.	4f9c5b68-db7f-5698-b0e2-4df8ac677fe7	31	25
Chiudi la finestra, per piacere.	Close the window, please.	47d3f3e3-c1b4-5151-b17a-cc82ad4c013e	32	25
Chiuda la finestra, per piacere.	Close the window, please.	79e07938-5bee-5656-a407-eba3ed964665	32	25
Chiuda la finestra, per favore.	Close the window, please.	1ee7107d-2fdb-599a-b9e4-c7107926b3d0	31	25
Chiudete la finestra, per piacere.	Close the window, please.	ad0a6f6a-1adb-5e0c-8f68-58308345377f	34	25
Chiudete la finestra, per favore.	Close the window, please.	1d886978-536c-5049-9fa1-6cfb2b9ff7da	33	25
Tom è molto vivace, vero?	Tom is very spirited, isn't he?	949329e8-6aa9-5702-8a63-c86a53148814	25	31
Parla sempre bene di lei.	He always speaks well of her.	34e13053-7564-59e2-8509-852142dc7fac	25	29
Lui parla sempre bene di lei.	He always speaks well of her.	6bb9a875-63cc-5213-8992-226349c1b4d4	29	29
Hai bisogno di istruzioni?	Do you need instructions?	304fae27-1e67-5517-8593-d5e854115df0	26	25
Ha bisogno di istruzioni?	Do you need instructions?	f37e4ca8-ca84-5c86-8501-63f6e040f5ad	25	25
Avete bisogno di istruzioni?	Do you need instructions?	a9bf0b95-978a-5961-bc7b-d719e20b2669	28	25
È caduta e si è rotta la gamba sinistra.	She fell down and broke her left leg.	62638dd0-2020-5dd5-8eba-bf261f062199	40	37
Cadde e si ruppe la gamba sinistra.	She fell down and broke her left leg.	65eaad8f-018a-5618-940a-c0f5b0817a33	35	37
Per farla breve, lei ha vinto e io ho perso.	To cut a long story short - she won and I lost.	a42ef138-5d87-5fd5-8420-d22469199c56	44	47
Io sarò il vostro garante.	I will be your guarantor.	f27d9273-674a-518b-bd26-8d56b97d3285	26	25
Sarò il vostro garante.	I will be your guarantor.	c8390dc0-29d9-5d78-95c3-1bbcd7dad516	23	25
Sarò il tuo garante.	I will be your guarantor.	1826e5d5-a031-5885-9f97-6175de96f731	20	25
Io sarò il tuo garante.	I will be your guarantor.	985d90c0-c4ca-5b65-b013-1956f5e074a2	23	25
Sarò il suo garante.	I will be your guarantor.	642ac824-8675-5597-be3f-77706d693e94	20	25
Io sarò il suo garante.	I will be your guarantor.	73edd2d2-9e2e-5f5f-9f16-8d7d6b823e2c	23	25
Il treno era quasi vuoto.	The train was almost empty.	20ed2ba8-7760-5936-915e-c0c86d722d5f	25	27
Siamo davvero nel 2015?	Are we really in 2015?	537a4831-f469-578e-838b-32edd27489df	23	22
Siamo veramente nel 2015?	Are we really in 2015?	893d12e8-dc5f-57ac-b6ec-022eb5debe71	25	22
Tom sembrava sorpreso da questo.	Tom seemed surprised by this.	87997085-8d13-5ada-98bc-d251f3924f7f	32	29
Tom sembrava sorpreso da ciò.	Tom seemed surprised by this.	c8af87c2-e867-5b76-af77-661fc7352032	29	29
Il treno sta partendo! Sbrigati!	The train is leaving! Hurry up!	b3360083-c96c-5b2f-9400-6dfc11b7210c	32	31
Il treno sta partendo! Sbrigatevi!	The train is leaving! Hurry up!	fdb89c69-2638-55c6-ae60-258b184cddd5	34	31
Il treno sta partendo! Si sbrighi!	The train is leaving! Hurry up!	bf98c638-69d8-52a7-8399-f2f79fa08c8b	34	31
Sbrigati! Il treno sta per partire.	Hurry up! The train is about to leave.	1f368c43-8a03-5852-b731-f22b686d3801	35	38
Sbrigatevi! Il treno sta per partire.	Hurry up! The train is about to leave.	fbc9d16d-8bbc-538b-9156-4bb84ca6ce25	37	38
Si sbrighi! Il treno sta per partire.	Hurry up! The train is about to leave.	cfc81c82-e5ce-5e2b-b735-75ae43769f39	37	38
Devo salire su questo treno.	I've got to get on this train.	e3ba6b47-528b-58c8-b079-f9188739e915	28	30
Io devo salire su questo treno.	I've got to get on this train.	5dc75ea2-a012-5460-9617-56a867834514	31	30
Tom è giovane e ambizioso.	Tom is young and ambitious.	fb167f5d-aa9d-5384-990a-31c7504fe889	26	27
Tom è mancino o destrorso?	Is Tom left-handed or right-handed?	2ae6014f-0ffb-5b80-96a3-faf4fef5306f	26	35
Stavano bevendo champagne.	They were drinking champagne.	e5bae11b-3348-5e2c-9f64-935f583b253e	26	29
Loro stavano bevendo champagne.	They were drinking champagne.	916b5a9a-ae22-5670-a532-33e36e236192	31	29
Stavano bevendo dello champagne.	They were drinking champagne.	21f0697a-11ea-56f6-85bd-56be8d819dd8	32	29
Loro stavano bevendo dello champagne.	They were drinking champagne.	a3ff198f-1c7d-5dc8-9177-39b02b66ed53	37	29
Mi ami? Certamente.	Do you love me? Of course I do.	745c38fa-987b-593d-93c1-28802cbe346a	19	31
Tu mi ami? Certamente.	Do you love me? Of course I do.	f9226b38-0b31-5fae-8a98-bab5b6a56c05	22	31
Mi ami? Ovviamente.	Do you love me? Of course I do.	6403c28c-c2ed-54d6-9b52-a139a691db66	19	31
Tu mi ami? Ovviamente.	Do you love me? Of course I do.	60d65367-8347-5b85-9791-22ed9b14b0cd	22	31
Lasceresti tua moglie per me?	Would you leave your wife for me?	ca707a78-b3d1-5077-935d-d7e97266f5f0	29	33
Tu lasceresti tua moglie per me?	Would you leave your wife for me?	23ec9884-06c9-5423-aad5-cc8b9b7bebd6	32	33
Lasceresti tuo marito per me?	Would you leave your husband for me?	7765267b-374e-5b88-b10d-7163035ed66f	29	36
Tu lasceresti tuo marito per me?	Would you leave your husband for me?	043fa749-1efe-534e-87ab-776e3d876aea	32	36
Ti piace la pancetta canadese?	Do you like Canadian bacon?	50c39fce-7326-5328-a0a3-6a50985c0621	30	27
Vi piace la pancetta canadese?	Do you like Canadian bacon?	fa2faf1d-eb92-54c3-814f-483991700031	30	27
Le piace la pancetta canadese?	Do you like Canadian bacon?	8f3bec0f-39a3-5815-a4d3-6aa1cbd09a83	30	27
A te piace la pancetta canadese?	Do you like Canadian bacon?	fc272378-8a9d-5365-919f-f3c69af6895c	32	27
A voi piace la pancetta canadese?	Do you like Canadian bacon?	d6068d2c-151e-5a0a-a077-4907fe30db8b	33	27
A lei piace la pancetta canadese?	Do you like Canadian bacon?	3bf87b76-3dbe-5f2a-b1b1-da937e98476c	33	27
Lui parla rapidamente.	He is speaking quickly.	fbc97f6f-4b6e-5cd6-befe-18b1a2e57a47	22	23
Parla rapidamente.	He is speaking quickly.	43dc8cbb-2915-5d68-be57-7c44655f9109	18	23
Adesso lavoro qui.	I work here now.	589de6ba-1a29-5d35-a142-1ab116e888ea	18	16
Quanto tempo fa è successo?	How long ago was it?	bfa6de02-2572-58c4-8466-d40356e413b9	27	20
Se sai dov'è Tom, dimmelo.	If you know where Tom is, tell me.	a80f8aa2-9cf1-5718-9f1b-c53c68ae3c33	26	34
È una questione delicata.	That's a delicate problem.	c95151a9-e599-5b84-bdd0-c717490079dc	25	26
Tom è spietato.	Tom is ruthless.	5c0e10c2-43ad-53e3-9109-97e881fa5dc5	15	16
La questione sembra molto più complessa.	The issue seems much more complicated.	cdbbd02d-dade-50c6-8244-8d04f964f84c	40	38
Festeggiamo bene il mio ultimo esame!	Let's properly celebrate my last exam.	5d5c2d22-40f4-5f5d-9dd8-647a88f16cba	37	38
Te lo darò gratis.	I'll give it to you for free.	6f24dee6-9d3a-54d4-8e99-c73e9c4742f4	18	29
Te la darò gratis.	I'll give it to you for free.	92dd7409-e218-5e8e-8e5d-0982063f0c8b	18	29
Ve lo darò gratis.	I'll give it to you for free.	8b46dc1b-82e2-5f42-97c4-9219b823e5b2	18	29
Ve la darò gratis.	I'll give it to you for free.	f7993d1f-a7a5-57f7-977e-b55a60739d65	18	29
Glielo darò gratis.	I'll give it to you for free.	d8b22454-bbde-5387-861b-911119c12133	19	29
Gliela darò gratis.	I'll give it to you for free.	0e749d0e-312e-54bd-9c0a-4a3e7ff2f958	19	29
Era lo scrittore più famoso dei suoi tempi.	He was the most famous writer of his day.	2bdf8ece-0098-5159-9308-800e6b894cc4	43	41
Lui era lo scrittore più famoso dei suoi tempi.	He was the most famous writer of his day.	cb7ab254-af33-54b9-80df-dc19af5e3a96	47	41
Forse ti piacerebbe conoscere Tom.	Maybe you'd like to meet Tom.	dddf5e12-a0fa-5c1a-b8ae-006787828316	34	29
Forse vi piacerebbe conoscere Tom.	Maybe you'd like to meet Tom.	ef4e9647-b169-57c6-adf3-309555c91ab1	34	29
Forse le piacerebbe conoscere Tom.	Maybe you'd like to meet Tom.	3b877f6b-e205-5574-9bde-60f72f1d98a8	34	29
Ho incontrato Tom dopo il lavoro.	I met Tom after work.	56798a34-214a-5038-a48b-de9ba6eb0bf1	33	21
Non è ancora la fine della storia.	It's not the end of the story yet.	5ef6f895-d950-54e3-94da-00567022470f	34	34
Non c'era bisogno di comunicazione verbale.	There was no need for verbal communication.	99b123ee-cfab-5018-b747-019e421562a2	43	43
Il costo effettivo era superiore alla stima.	The actual cost was higher than the estimate.	fc985ed4-7a8d-5eb3-933a-d19909c7a433	44	45
Cosa vuol dire questa frase in esperanto?	What does this Esperanto sentence mean?	77f4ed8f-fbfd-50c4-b1de-8e87b5f65277	41	39
Che cosa vuol dire questa frase in esperanto?	What does this Esperanto sentence mean?	047209ea-cab8-50b1-b6e0-d2f1dc3ffa18	45	39
Che cosa vuol dire questa frase?	What does this sentence mean?	25cebccb-cb2c-58b6-b083-f57623eacc95	32	29
Il giardiniere era l'assassino.	The gardener was the murderer.	e8115cc0-86d3-583a-950b-527b93e54c1c	31	30
Posso avere le mie chiavi?	Can I have my keys?	c9390140-68e4-5e49-a2ed-771d10087137	26	19
Non interrompermi!	Don't interrupt me!	37bb306e-980b-5b16-8e2a-2fda26256c15	18	19
Non interrompetemi!	Don't interrupt me!	5f9aa55a-047a-5d2f-b40d-6531655139c1	19	19
Non mi interrompa!	Don't interrupt me!	df0a4a39-e81b-5910-bb20-ee01ebad6819	18	19
Non mi interrompere!	Don't interrupt me!	6e845fb8-ce59-56c7-ae19-7bbb65da6cb4	20	19
Non mi interrompete!	Don't interrupt me!	115afee3-9b7e-54fd-b32a-2773f6f3faf7	20	19
In che paese è Boston?	What country is Boston in?	2f424960-a171-5a96-a17e-61f83daa522e	22	26
In quale paese è Boston?	What country is Boston in?	9fa27a92-0ed8-57b7-b2f3-66c851b610f2	24	26
Trascorro troppo tempo su Tatoeba.	I spend too much time on Tatoeba.	ec770fd0-7c6b-57ff-bbff-ab8678eaa623	34	33
Io trascorro troppo tempo su Tatoeba.	I spend too much time on Tatoeba.	f452d376-7623-5b83-b27f-f8ca25b55edb	37	33
Una volta suonavo in una band con Tom.	I used to play in a band with Tom.	b93811c6-1919-5e59-85cd-39ab28d3e49a	38	34
Io una volta suonavo in una band con Tom.	I used to play in a band with Tom.	e42e5c1b-c9bc-56ee-8fa6-932a1a5a9097	41	34
Kitty non sa ancora leggere.	Kitty cannot read yet.	e89b6c22-0eaa-5c28-a800-c4da8f5e05d3	28	22
L'assassino è sempre il giardiniere.	The murderer is always the gardener.	37281a0f-3ae7-5ede-b208-7ea674826cae	36	36
Lascia che ti mostri.	Let me show you.	1e383f29-986f-5d55-8ad7-df941a20bb3f	21	16
Lascia che ti faccia vedere.	Let me show you.	33094cb0-6fbe-5c77-a4f0-1606f9386576	28	16
Fammi sapere se lo puoi fare domani.	Let me know if you can make it tomorrow.	b0054dfb-506b-5736-91cf-a62555455018	36	40
Fatemi sapere se potete farlo domani.	Let me know if you can make it tomorrow.	0904b969-dff8-52b8-9527-682cb452d8a4	37	40
Lei ha provato una nuova tecnica.	She tried a new technique.	b645be85-38ba-5bd0-b1a3-a016768a9d18	33	26
So cos'è quel pezzo di carta.	I know what that piece of paper is.	d7af0c64-db75-501e-adbf-f7314dbc1c43	29	35
Tom non riusciva a trattenersi dal piangere.	Tom couldn't help but cry.	4f6322bc-41e9-5822-b701-f60d6fc3a327	44	26
Tom è il mio unico vero amico.	Tom is my only real friend.	8ba31c72-7112-50a4-9c08-b3a6424b44bf	30	27
Sei venuto in treno?	Did you come by train?	da66107e-0c8a-5fe7-a33e-2693d97bda64	20	22
Sei venuta in treno?	Did you come by train?	667c266d-2585-550d-bbc6-c81a72fe832c	20	22
È venuto in treno?	Did you come by train?	9c35d8d5-c81c-5d81-93e7-9251178fcdef	18	22
È venuta in treno?	Did you come by train?	baf6fbf2-737c-5597-aaf7-2228ec7d1031	18	22
Siete venuti in treno?	Did you come by train?	9b8d7676-0c20-5d7d-b822-524ad1fbc7de	22	22
Siete venute in treno?	Did you come by train?	245e9159-5ec8-516c-9118-60556fa43744	22	22
Ti verrò a trovare, John.	I'll call on you, John.	69df3a14-bd59-594d-b7e5-5e7be6acb05c	25	23
La nostra scuola è a dieci minuti a piedi da qui.	Our school is ten minutes' walk from here.	604722c5-da36-5208-b445-f726f7059dac	49	42
Devi riposarti.	You have to rest.	4583f69b-f585-5ab8-b16b-679892765ff0	15	17
Tu devi riposarti.	You have to rest.	5dbf1469-4173-55a6-baff-6293b17f7639	18	17
Deve riposarsi.	You have to rest.	6a142e8a-52b3-5cdd-b192-a2375c713cdc	15	17
Lei deve riposarsi.	You have to rest.	227bebd3-0999-56d1-a36e-d58f042f19b4	19	17
Dovete riposarvi.	You have to rest.	eba72366-9f62-578c-a92f-bfde6129bced	17	17
Voi dovete riposarvi.	You have to rest.	d534b09b-4569-52e8-981d-06695f6e4740	21	17
Ci hai traditi.	You betrayed us.	9a440932-a7f7-5436-9038-7f5744a841b4	15	16
Tu ci hai traditi.	You betrayed us.	052383ac-64aa-5d24-a18a-fccd734f959d	18	16
Ci hai tradite.	You betrayed us.	70e90cf8-0a49-5c06-9e3e-aef60f0b5f01	15	16
Tu ci hai tradite.	You betrayed us.	6c34349b-a4b0-544e-bbb1-63da5d5fac3a	18	16
Lei ci ha tradite.	You betrayed us.	036d42dc-57c1-5b23-b424-7279e6ad1cea	18	16
Ci avete tradite.	You betrayed us.	29b501ce-49f6-531d-a13b-c6fc57d314b1	17	16
Voi ci avete tradite.	You betrayed us.	25937062-99e3-5299-b27c-84b2385f19e5	21	16
Ci avete traditi.	You betrayed us.	d5a7c07f-d962-5e4b-add8-268e002e9808	17	16
Voi ci avete traditi.	You betrayed us.	0bce7e91-2116-538a-a687-e77531b77e6e	21	16
Lei ci ha traditi.	You betrayed us.	3ae0381b-19e2-5431-b31b-6a6d420c3b52	18	16
Siamo persone completamente diverse ora.	We're totally different people now.	5f30a298-bf7c-5c29-9ec0-e69dfa94ecf3	40	35
Noi siamo persone completamente diverse ora.	We're totally different people now.	30da65e0-78cb-503f-b0e5-c72a51011dce	44	35
Siamo persone completamente diverse adesso.	We're totally different people now.	f6019a76-04c3-5c2a-b5d0-3cfcce125e20	43	35
Noi siamo persone completamente diverse adesso.	We're totally different people now.	1492d6cc-c92a-571a-b850-5180ee7f88ce	47	35
Mary è una strega.	Mary is a sorceress.	feb8a6eb-4e41-50d6-8363-09f66b1b1e20	18	20
Il giardiniere si è rivelato essere l'assassino.	The gardener turned out to be the murderer.	74865540-e34f-5ceb-820f-71354d2a6eec	48	43
Hai bisogno di un passaggio?	You need a ride?	8ea0fc48-d26b-59bd-b2f4-4a25bc06de23	28	16
Ha bisogno di un passaggio?	You need a ride?	613c7e66-2065-5f06-a415-d5381b6a5174	27	16
Avete bisogno di un passaggio?	You need a ride?	addb761b-914c-5511-886b-a71179d202e7	30	16
So cosa studiare.	I know what to study.	82198a5f-b57a-5055-939c-adbfae678dc7	17	21
Io so cosa studiare.	I know what to study.	ee6435fa-1847-5202-a574-cbd60a0e1677	20	21
Tutto il mondo si mobiliterà per fermarli.	The whole world will be mobilized to stop them.	34b275e2-29bd-5a84-afda-a3d96e9926c6	42	47
Quanti figli ha Tom?	How many kids does Tom have?	6fa3c74f-1477-5afd-971d-d82294bd614c	20	28
Torni presto.	Come back soon.	f7aa0c18-cc60-503d-b740-21e20d2e1525	13	15
Tornate presto.	Come back soon.	4d446999-77db-5d4f-a04b-5c533738ad62	15	15
Le strade non sono solo per le macchine.	Streets are not just for cars.	533003e2-1c6f-581f-984d-efc6ab6ae3d2	40	30
Le strade non sono solo per le auto.	Streets are not just for cars.	7fde8ce5-f81c-58bc-8302-93b9068ce6bb	36	30
Le strade non sono solo per le automobili.	Streets are not just for cars.	a7b26a36-7b88-50dc-aac3-080bc94684e8	42	30
Le vere amicizie sono eterne.	True friendships are abiding.	1375c443-08be-536a-8fc5-12324001f521	29	29
Sei arrabbiato con me? Ci puoi scommettere!	Are you angry at me? You bet I am!	4f4cb74e-a57f-5a26-874b-00317a8e2c6e	43	34
Sei arrabbiata con me? Ci puoi scommettere!	Are you angry at me? You bet I am!	70f21a37-3db0-58c0-a7d5-523b1dfc3819	43	34
Io voglio leggere questo libro.	I want to read this book.	1557621a-469d-5736-bf9b-f7a0409b6155	31	25
Tom si allacciò la cintura.	Tom fastened his seat belt.	d5b25237-7400-5ce7-88b1-fbb5f8e5ec63	27	27
Tom si è allacciato la cintura.	Tom fastened his seat belt.	6c3740b8-4c59-5f79-a954-73c76e15b316	31	27
Mi fa ancora male il braccio.	My arm still hurts.	60bd380d-9f4a-5399-b84c-028f148e31f2	29	19
Io ho provato ad aiutare.	I tried to help.	ef7c7ea3-2297-5870-a7af-d61999fa93b1	25	16
Provai ad aiutare.	I tried to help.	4495d413-f220-5d3b-8ae3-e8c6a74139e3	18	16
Io provai ad aiutare.	I tried to help.	c5213953-9951-53a3-b51f-97d974dd2789	21	16
Non lavoro per te.	I don't work for you.	6ea1d338-c4ea-5029-82c9-2aab9dba6d0c	18	21
Io vivo in Giappone.	I live in Japan.	305625c6-4f32-565d-8815-8a482146824d	20	16
Abito in Giappone.	I live in Japan.	f6608df1-7985-5fc2-85d2-856abae97de6	18	16
Io abito in Giappone.	I live in Japan.	27c2c4aa-caaa-5d1b-8c80-111a095705ed	21	16
Il prigioniero è scappato!	The prisoner has escaped!	9145fd23-4057-5847-95ff-158427a02f36	26	25
Il prigioniero è fuggito!	The prisoner has escaped!	fefc1dcf-1a8e-5ce6-be50-3567e9bb38cb	25	25
Un uomo è responsabile delle sue azioni.	A man is responsible for his deeds.	409b9073-0bfc-5c11-867c-0101b7d4d775	40	35
Sai tutto.	You know everything.	3d944023-7b2a-54c9-9269-c0a1d018df62	10	20
Tu sai tutto.	You know everything.	c9a9a4ac-dcdf-5a36-b720-e337a2879d5a	13	20
Lei sa tutto.	You know everything.	6c592e16-2109-5cd7-8397-cd10f77f0912	13	20
Sapete tutto.	You know everything.	f201487a-fd73-5dc5-b85e-e6cb7c3cafa7	13	20
Voi sapete tutto.	You know everything.	514c7817-6fc6-51c5-a7bc-ed1bcd1b518e	17	20
Sto bevendo caffè in un bar.	I am drinking coffee at a cafe.	8a2e9e51-7293-59bc-a516-9348a62f04fd	28	31
Io sto bevendo caffè in un bar.	I am drinking coffee at a cafe.	35dfd064-bfef-5014-98e6-c881dcf28e4e	31	31
Ma vi sono arrivati i messaggi?	But did you receive the messages?	2278b14a-334a-5179-90f0-9686694d1cba	31	33
Ma le sono arrivati i messaggi?	But did you receive the messages?	b4807c4f-89a1-5d3a-8436-7b2d5e3e2682	31	33
Era un'illusione.	That was an illusion.	fec169b1-d0ed-5562-b79f-4899378aaa34	17	21
Quella era un'illusione.	That was an illusion.	1ad74519-da7d-5867-86f5-4638898bbedb	24	21
Era tutto un'illusione?	It was all an illusion?	9db496ab-a8aa-5a48-9da9-4188501d4c2f	23	23
Erano andati.	They were gone.	367a60b9-2eec-5682-8b0b-3e5808ba2d4e	13	15
Loro erano andati.	They were gone.	4f151f35-ec07-53b4-a6bf-82075da67e9b	18	15
Erano andate.	They were gone.	3ad857e8-0ca0-5e11-89de-977b966a1311	13	15
Loro erano andate.	They were gone.	0de36e82-f22f-5eec-8d1a-6ad6f8f4d230	18	15
Tom sembra che si stia divertendo.	Tom seems to be having fun.	f14bacd6-d9dd-5c7e-b387-ff887e6f9c8a	34	27
Sembra che si stiano divertendo.	They seem to be having fun.	bbf783cb-5889-54e1-a91f-f19724ef5f88	32	27
Sembra che Tom si stia divertendo.	Tom seems to be having fun.	bac60c74-71d6-5b76-bc9c-f9a6d0ab1ab8	34	27
Non sembra che Tom si stia divertendo.	Tom doesn't seem to be having fun.	39817c09-4aca-506c-8a1a-7b2a4f3d28d6	38	34
Non toccarmi mai più.	Don't ever touch me again.	b9b43506-af34-5f83-b2ae-609d6a789d11	21	26
Non toccatemi mai più.	Don't ever touch me again.	e27873f0-a49e-54d2-8c31-86764ff21861	22	26
Non mi tocchi mai più.	Don't ever touch me again.	dbd3a5a1-6afa-59c1-af6b-612a7f11f0b5	22	26
Tom sta respirando normalmente.	Tom is breathing normally.	a09793c7-da79-59f3-b9af-702af0961085	31	26
Tom sa chi è Mary.	Tom knows who Mary is.	2f16d805-00b2-5057-a6bf-be5f1d330130	18	22
Vi amate?	Do you love each other?	3b028be0-660a-5357-ae0a-95f5e1839fe3	9	23
Voi vi amate?	Do you love each other?	bfec9bbb-e9bb-5446-a2b6-6953bd4957f6	13	23
Sono state strappate tre pagine.	Three pages have been torn out.	60028c76-7170-59b2-b2ce-fdbf6db0801a	32	31
Qual è il tuo giorno preferito della settimana?	What's your favorite day of the week?	c38e976c-97d7-5c91-b96d-adbc26db142b	47	37
Qual è il suo giorno preferito della settimana?	What's your favorite day of the week?	139fc993-737d-5423-8fa3-a0eac982c38d	47	37
Qual è il vostro giorno preferito della settimana?	What's your favorite day of the week?	e5e244dd-64ec-5b30-b949-c7150b991f5c	50	37
Sono contenta che a Tom sia piaciuto.	I'm happy Tom liked it.	0f66b782-a8d2-575f-a84b-d92d618cb5fb	37	23
A Tom non piace come canta Mary.	Tom doesn't like the way Mary sings.	475e8b7a-85d7-58d3-98d2-395ae530fed4	32	36
Tom non mi disse mai una parola.	Tom never said a word to me.	6ed2142e-4baf-552a-becd-e19b1eb9ec71	32	28
La sua pressione sanguigna è molto alta.	Your blood pressure is very high.	01ab6564-10b2-5141-98c7-a4912bb0972d	40	33
Non stavo neanche guidando così veloce.	I wasn't even driving that fast.	bef371b1-09af-5303-8f0b-9a6f93e52c84	39	32
Io non stavo neanche guidando così veloce.	I wasn't even driving that fast.	1b6e1782-a90c-5402-a03f-de66c9360c0b	42	32
Vivo e lavoro in Messico.	I live and work in Mexico.	ec11063b-600f-52a7-a1a5-ee892f04684e	25	26
Io vivo e lavoro in Messico.	I live and work in Mexico.	6e5ea45e-c20b-5e87-9681-0fdcd3a349be	28	26
Da quella volta è proibito piangere.	Since that time, crying has been forbidden.	6e5b29f7-04b3-50cf-a384-82e5cb7a18f4	36	43
Questa frase è troppo lunga.	This sentence is too long.	afb4d0a3-f4c6-5c29-a244-bb765e244a7a	28	26
Prova a dormire un po'.	Try and get some sleep.	df36ec80-5003-5117-89b3-94341c35f10a	23	23
Provate a dormire un po'.	Try and get some sleep.	3ae9ab93-ce2a-5963-bc15-62e164e4fff6	25	23
Provi a dormire un po'.	Try and get some sleep.	f2c5717f-6460-5b6b-9d28-c7815e6a3b04	23	23
I freni non hanno funzionato.	The brakes didn't work.	7d76572f-1cd5-5c44-b5ee-18fa28b6fd03	29	23
Posso parlarti di fuori per un secondo?	Can I talk to you outside for a second?	12986492-a4dd-53f7-bc38-0982cbc8428f	39	39
Posso parlarvi di fuori per un secondo?	Can I talk to you outside for a second?	a156cc4e-c933-59a5-8f50-481595244637	39	39
Posso parlarle di fuori per un secondo?	Can I talk to you outside for a second?	419b98af-7160-570c-bc56-02227efd42a7	39	39
Tom non poteva aiutarci.	Tom couldn't help us.	b628427d-4510-5984-80f7-30fba02d0136	24	21
Tom non riusciva ad aiutarci.	Tom couldn't help us.	bc9169f2-e939-5307-8418-58f668b9db3f	29	21
Mi sono imbattuto nella tua ragazza.	I ran into your girlfriend.	02578a2d-a064-5ac3-8d33-b87483a6131e	36	27
Mi sono imbattuta nella tua ragazza.	I ran into your girlfriend.	43f73af1-3b94-5464-b2eb-f227726b042d	36	27
Mi sono imbattuto nella tua fidanzata.	I ran into your girlfriend.	e72b36ee-2e61-5c74-9c61-67fe298518dd	38	27
Mi sono imbattuta nella tua fidanzata.	I ran into your girlfriend.	88843e61-1925-5ed9-9c3e-16892e77ae28	38	27
Mi sono imbattuto nella tua morosa.	I ran into your girlfriend.	7247cc0c-8fc0-57c0-95bc-c5e53fd4a027	35	27
