text_it	text_en	hash	text_it_length	text_en_length
Tom ha detto a Mary di non avere paura.	Tom told Mary not to be afraid.	b5d28aa7-fd97-58c7-96de-755cba8f03f6	39	31
Tom disse a Mary di non avere paura.	Tom told Mary not to be afraid.	86f7ff09-4a94-544f-91f4-84ffe72bc929	36	31
Dove hai preso quel maglione?	Where did you get that sweater?	1a50c8b5-4a92-553e-8e3c-675148a7878c	29	31
Dove avete preso quel maglione?	Where did you get that sweater?	1ba37735-9e60-5b66-99cf-b2853b6c4a65	31	31
Ha una bella moglie.	He has a beautiful wife.	e6eb0b10-0673-5bcd-acf0-e8cab28e1304	20	24
Ha detto che è al verde.	She said that she's broke.	0ded4356-4ac0-59b1-8b34-f9900b063160	24	26
Ha detto di essere al verde.	She said that she's broke.	9d790756-7c42-5fd0-8885-78ac7fd0d448	28	26
Ha detto che non voleva ballare.	She said she didn't want to dance.	522120f0-b724-5295-95b5-f95f1c60196a	32	34
Ha detto che non voleva danzare.	She said she didn't want to dance.	4ac8aceb-c24d-5219-b4a7-a5671462a709	32	34
Disse che non voleva ballare.	She said she didn't want to dance.	95ddc24b-bd1e-5d83-b378-fb585382e264	29	34
Disse che non voleva danzare.	She said she didn't want to dance.	da8459b8-1036-54b8-858a-3e44ba3226d2	29	34
Perché non prendo Tom?	Why don't I take Tom?	c2fd0da1-8a74-563d-b7f6-adc5af462ac9	22	21
Sogno molto di andare a casa.	I dream a lot of going home.	264d6796-3350-555a-b733-1fc2bf28a476	29	28
Io sogno molto di andare a casa.	I dream a lot of going home.	a43b954a-fa50-5444-8209-1eafa9378ac4	32	28
La nostra amicizia non è durata.	Our friendship did not last.	fac68aba-dde3-5038-8f1d-46a8861b1773	32	28
La nostra amicizia non durò.	Our friendship did not last.	19f14be6-560c-5e58-8ac1-46756185944d	28	28
Ieri ho studiato per tutto il giorno.	Yesterday, I studied all day.	76ddb281-0218-5220-a844-340f550494a9	37	29
Non sarò a Boston la settimana prossima.	I won't be in Boston next week.	8d101cec-8a9d-523e-98b5-f85d02f1b9f6	40	31
Io non sarò a Boston la settimana prossima.	I won't be in Boston next week.	0bb5f37a-4c8a-5127-9063-0782f6f2f844	43	31
Penso che Tom e Mary siano al verde.	I think Tom and Mary are broke.	c0dd2920-3228-51db-8859-2ee2009cca69	36	31
Io penso che Tom e Mary siano al verde.	I think Tom and Mary are broke.	2bc45492-c9f1-5d30-b6ab-c99f28adb38f	39	31
Questo preoccupa molto Tom.	This worries Tom a lot.	0b472c5a-67b3-577d-aeb9-6c36b558f11d	27	23
Perché Tom è stato invitato?	Why was Tom invited?	0a0d5f75-f658-50e4-bb3d-da5295185698	28	20
Tom ha detto che è scettico.	Tom said that he's skeptical.	4355bb52-15f9-580a-8b51-4be91b0ef7f5	28	29
Tom probabilmente sarà stanco.	Tom is probably going to be tired.	a2b6ff81-d62d-554a-95fa-58482559add9	30	34
Starà bene, vero?	He'll be all right, won't he?	74ed67f6-2f06-5309-b824-48f0abb99ca4	17	29
Lui starà bene, vero?	He'll be all right, won't he?	294340cf-d968-58bb-95ff-47d329f17228	21	29
Ha ammesso che era un ladro.	He admitted that he was a thief.	cd2725b7-b495-5c81-a9c7-a68675e8c4ac	28	32
Ammise che era un ladro.	He admitted that he was a thief.	6947fa5c-6eb4-5ce4-a38c-4836ab125b83	24	32
Ammette che non era sicuro.	He admits he wasn't sure.	885486ef-7f7d-5c70-b582-5659c5549da2	27	25
Ha bruciato i suoi vestiti.	He burned his clothes.	3d92f124-8977-5019-be07-264ff78e7c2d	27	22
Bruciò i suoi vestiti.	He burned his clothes.	7e500170-88eb-5c58-b2f6-26693768e3e4	22	22
Ha annullato la sua festa.	He has canceled his party.	e11cdbc0-af66-59ef-9cdb-3a6852033054	26	26
Non pensa che lo farà.	She doesn't think she'll do that.	2a0c3e62-2a69-5119-8840-9227612739e7	22	33
Il mio migliore amico non è thailandese.	My best friend isn't Thai.	e2b961c3-d37f-5b68-995f-f40b6c9579ee	40	26
Il gatto sta guardando il pesce.	The cat is watching the fish.	838ca0ec-0fbf-5f32-9e52-53377074edbf	32	29
Il gatto sta osservando il pesce.	The cat is watching the fish.	61073a94-cc8c-54b3-8e10-0aaa39671a86	33	29
Rimaniamo calmi.	Let's remain calm.	dc1f7182-dcc3-58f7-8e2d-017cd4b54a22	16	18
Rimaniamo calme.	Let's remain calm.	e5d34ffb-2803-561d-9164-bbd39ca5b7a2	16	18
Volevo che Tom partisse.	I wanted Tom to leave.	cdafca14-cf1f-52da-b667-8ac1c577efbd	24	22
Volevo che Tom se ne andasse.	I wanted Tom to leave.	85d6e357-eaf6-50a6-9821-15835f5960e5	29	22
Io volevo che Tom partisse.	I wanted Tom to leave.	89499d02-98cd-5ba0-b69a-7c40c78ee2bb	27	22
Io volevo che Tom se ne andasse.	I wanted Tom to leave.	0ed73155-494e-5c0a-88f1-a0b3d8975d57	32	22
Ha perso il suo passaporto.	He has lost his passport.	56976343-40ac-5edf-b76c-66d284dadeb5	27	25
Lui ha perso il suo passaporto.	He has lost his passport.	9f79af6c-bbae-59c5-9ad6-bc926f454acc	31	25
Non beve mai con i suoi studenti.	She never drinks with her students.	84c452c5-082e-5ed6-80d8-3d0fa38444be	33	35
Lei non beve mai con i suoi studenti.	She never drinks with her students.	39578c84-5aa6-5413-95de-3f3f8d9d2840	37	35
Non beve mai con le sue studentesse.	She never drinks with her students.	80142eba-fca9-57a3-b8c7-7a428d08d145	36	35
Lei non beve mai con le sue studentesse.	She never drinks with her students.	cf826cae-5f02-57f8-bfab-a97f6e81c4ca	40	35
Hanno riempito i loro bicchieri d'acqua.	They filled their glasses with water.	8c2599ba-7143-5442-b2eb-579c69920af2	40	37
Riempirono i loro bicchieri d'acqua.	They filled their glasses with water.	bc5d9be8-a5eb-5c65-88f3-3cdcf7082f3e	36	37
Si è sparato in testa.	He shot himself in the head.	37106cda-b96b-5d9a-b34b-42944a935cdc	22	28
Si sparò in testa.	He shot himself in the head.	c39c77ee-7c50-5fac-ab4b-5fb1e3f5a2c1	18	28
Ha detto che amava il baseball.	He said he loved baseball.	e47bea30-5e3f-57e8-b8bf-31c8c9ab2588	31	26
Disse che amava il baseball.	He said he loved baseball.	2eeb4e44-5b4d-5333-b9e1-77008d3a49d4	28	26
Si sbagliava, vero?	She was mistaken, wasn't she?	28a74f58-dffc-5142-90ec-1148d755a4cb	19	29
Lei si sbagliava, vero?	She was mistaken, wasn't she?	d078e16d-e2c9-5303-bec8-985e91e240f4	23	29
Aveva qualcosa in mano.	He had something in his hand.	43a52053-7f78-5f61-b581-aba909d8201f	23	29
Lui aveva qualcosa in mano.	He had something in his hand.	bd38d2bf-7870-545b-8872-b48770fd93a0	27	29
Dice che è felice.	She says she's happy.	a26857b6-8cec-51e9-813e-8362129f7ad3	18	21
Dice di essere felice.	She says she's happy.	f4b6f76c-146c-50ff-b01c-c3396f6d2a02	22	21
Ha detto che ha molta fame.	He said that he's very hungry.	64c313e5-b61a-5a80-8a98-c4768518cb17	27	30
Ha detto che gli piace l'idea.	He said he likes the idea.	22cf9620-8428-54a3-89e7-1f2fc0a5e808	30	26
Non dovrebbe andare da solo.	He shouldn't go by himself.	30c7db2a-50e3-5c28-98df-d44813077b71	28	27
Mi ha detto che è scettica.	She told me that she's skeptical.	b9c58d25-0169-5f92-b884-a220d39b3c57	27	33
Sono già alle loro scrivanie.	They're already at their desks.	9ee020dd-a0c4-52f6-9f13-b30dacc3d61b	29	31
Si è tagliato la gamba.	He cut his leg.	c02b0913-66a7-5cae-b5cd-0746d643bef3	23	15
Si tagliò la gamba.	He cut his leg.	2919c9ab-5db7-57cb-af8d-d8ab21815eba	19	15
Si stanno preparando dei sandwich.	They're making themselves sandwiches.	976e6176-60c0-55c6-b1ee-042dd87cc0cb	34	37
Dice che studierà francese oggi.	She says she'll study French today.	f5560719-4bc4-5081-ac39-53eda4147cec	32	35
Sapeva che non aveva niente da perdere.	She knew she had nothing to lose.	f1bdd188-e7d3-5048-82c6-78a822e8e9f6	39	33
Lei sapeva che non aveva niente da perdere.	She knew she had nothing to lose.	0aee1128-c313-573f-87ea-a52df8d6c295	43	33
Sapeva che non aveva nulla da perdere.	She knew she had nothing to lose.	39edf948-9abd-577f-9c39-c56a71bc3b7d	38	33
Lei sapeva che non aveva nulla da perdere.	She knew she had nothing to lose.	dfff9842-7193-5608-b4bb-3923782e4629	42	33
Non è molto educato, vero?	He isn't very polite, is he?	987c4b8e-527e-5e4a-821a-aeb38ef8658b	26	28
Lui non è molto educato, vero?	He isn't very polite, is he?	c601815b-c26c-565f-ac5c-6dc77536cef9	30	28
Dovrai parlare con me.	You'll have to talk to me.	c2e7cacb-a131-503e-8aaa-87459a3cc45f	22	26
Dovrà parlare con me.	You'll have to talk to me.	8cf6034a-a811-5752-81c9-ddff376be96c	21	26
Dovrete parlare con me.	You'll have to talk to me.	e5a4b4a3-e0e0-531e-a495-f949544073d6	23	26
Sembrava che fosse sveglia.	She looked like she was awake.	d8c59a5b-a8fc-5bfe-ab62-5f8d76ace9fe	27	30
Non l'ha ancora fatto, vero?	She hasn't done that yet, has she?	04f344ad-b4bd-5e8b-8ae5-e4784f7421ca	28	34
Hanno bisogno della loro privacy.	They need their privacy.	5a29c0f6-a20d-54af-a77f-90cffcaf3316	33	24
Ha detto che non ha fame.	She said that she's not hungry.	4461cd3b-55e8-5694-a5bb-fa0a74f473b2	25	31
Ha detto che è stanca di farlo.	She said she's tired of doing that.	8fd93042-76c0-5e93-a0d5-1224fa2426dc	31	35
Vogliono chiamare i loro avvocati.	They want to call their lawyers.	2c456d92-5362-5e1e-8f99-3b9f2b4eb59b	34	32
Non è sempre impegnato, vero?	He isn't always busy, is he?	2f3e87ab-c00d-51d4-b4ce-5b894f573fe5	29	28
Lui non è sempre impegnato, vero?	He isn't always busy, is he?	6b41d693-6cbf-5d2a-b673-e69a08c0ebfd	33	28
Non è sempre occupato, vero?	He isn't always busy, is he?	78ceb4f5-0b0c-5bc0-a421-50f03a402697	28	28
Lui non è sempre occupato, vero?	He isn't always busy, is he?	d041a92d-8d12-5056-9aee-efbee0b57e12	32	28
Sa che può vincere.	He knows he can win.	42b7d9c0-5579-5700-8171-a143cb0e5d79	19	20
Sa di poter vincere.	He knows he can win.	1b5e782a-f5d9-52a5-a935-1eafdeda95a9	20	20
Sa di potere vincere.	He knows he can win.	8ad48aca-e46a-520b-9abc-f80db7c7e5e7	21	20
Ha detto che non poteva nuotare.	She said she couldn't swim.	258523e3-1d1a-5142-a10e-b396e82fe1f7	32	27
Disse che non poteva nuotare.	She said she couldn't swim.	3f736494-43da-5078-9ba4-6cc47665b151	29	27
Ha detto che non riusciva a nuotare.	She said she couldn't swim.	1aaae14d-59c5-50e4-873c-a4992aaaf2b8	36	27
Disse che non riusciva a nuotare.	She said she couldn't swim.	99fe1abc-c278-5aab-9066-0fc823434619	33	27
Non si è tolta il cappello.	She didn't take her hat off.	aa5f7d46-af73-587f-b38c-e94bd7d27872	27	28
Non si tolse il cappello.	She didn't take her hat off.	fad3f000-f627-5e30-b0b3-ad9168d865e8	25	28
