text_it	text_en	hash	text_it_length	text_en_length
Non apra la bocca.	Don't open your mouth.	862029f3-3868-5be6-82b8-95dd8f626ff1	18	22
Tom ha la sindrome di Asperger.	Tom has Asperger syndrome.	1137e9cb-40a8-5c9c-9aa7-51d1be9fc791	31	26
Ho lasciato il mio lavoro l'altro ieri.	I quit my job the day before yesterday.	7c99666a-f388-531c-9646-8f7b8cbbd4cd	39	39
Ho mollato il mio lavoro l'altro ieri.	I quit my job the day before yesterday.	73590a74-f411-5c10-a88e-7faa52272e65	38	39
Nagoya è famosa per il suo castello.	Nagoya is famous for its castle.	d9ef2430-d931-5e6c-953b-b1aaf434db73	36	32
Non ho mai studiato francese.	I haven't ever studied French.	9d170a37-717a-5eb4-a8ed-2cc3124fae9c	29	30
Non ho mai studiato il francese.	I haven't ever studied French.	eceb0111-58c4-53eb-921b-77db20a6dbe1	32	30
Tom ha sorriso quando mi ha visto.	Tom smiled when he saw me.	0a0a5891-1c15-5d90-9526-f2a55641e523	34	26
Tom ha sorriso quando mi ha vista.	Tom smiled when he saw me.	10cf03cc-a9fb-55e8-a979-c9ee110c47f9	34	26
Tom sorrise quando mi vide.	Tom smiled when he saw me.	6812c026-cb38-54db-b50a-3d8db4949aec	27	26
Tom non capisce quello che hai detto.	Tom doesn't understand what you said.	c4c1c6c8-74b3-5f75-a1da-ece4c4b484a3	37	37
Tom non capisce quello che ha detto.	Tom doesn't understand what you said.	d42feda1-92db-5ea2-b264-35c5295066c9	36	37
Tom non capisce quello che avete detto.	Tom doesn't understand what you said.	bc972151-e18e-5556-8fef-3cba7879a1e1	39	37
Pensavo fosse inappropriato.	I thought it was inappropriate.	c3fed9f0-ff7f-52e0-b388-5503bea0cac0	28	31
Pensavo fosse inappropriata.	I thought it was inappropriate.	c2d7c17c-9898-5b19-9203-c2f0b83987b5	28	31
Pensavo che fosse inappropriato.	I thought it was inappropriate.	99230b0b-9a1b-5c52-a5cb-a5ed6a5dc57a	32	31
Pensavo che fosse inappropriata.	I thought it was inappropriate.	3d7388b1-5056-5c88-b9ca-b8f332298e7d	32	31
Tom è un noto batterista.	Tom is a well-known drummer.	d7558054-1bde-5b4c-8334-861dce81c5a9	25	28
Tom è un famoso batterista.	Tom is a well-known drummer.	13c3c06f-91c7-5e0c-8fea-15b2c18f845a	27	28
Perché non facciamo qualcos'altro?	Why don't we do something else?	98f09be2-4b1a-5f75-a21c-d0311049459c	34	31
Ho visitato Boston l'anno scorso.	I visited Boston last year.	ac5cc264-810d-51bb-9dac-a6cf94a81d71	33	27
Lei si alza presto.	She gets up early.	d06773ce-02f8-501a-a410-11b98bdb1c84	19	18
Tom ha ammesso che era nervoso.	Tom admitted he was nervous.	7d040fbc-96ef-58f1-8394-76cdccf45f3b	31	28
Tom ammise che era nervoso.	Tom admitted he was nervous.	ec1cb99e-a57d-5ca7-9237-df1a4a8c89ea	27	28
Tom ha aiutato Mary a scaricare il camion.	Tom helped Mary unload the truck.	0ad0b8cb-11c5-5da9-8e76-1aa4b20170ac	42	33
Tom aiutò Mary a scaricare il camion.	Tom helped Mary unload the truck.	33a72338-d7f4-58e4-9d2b-47d9d0d1e5ff	37	33
Tom inizia il suo turno a mezzogiorno.	Tom begins his shift at noon.	859f574c-3e87-5b9a-8d6d-8345cf5e212c	38	29
Tom comincia il suo turno a mezzogiorno.	Tom begins his shift at noon.	111d2bc7-a795-5654-8a9e-b2935dac0d34	40	29
Non so allacciarmi le scarpe.	I don't know how to tie my shoelaces.	e356348b-e756-57d9-ab0a-a821d6dddbda	29	37
Non mi so allacciare le scarpe.	I don't know how to tie my shoelaces.	83cc1878-8242-5951-936f-d2ebd5562dc2	31	37
Sei stato in grado di contattare Tom?	Have you been able to contact Tom?	ec0c06eb-bc56-5c79-8597-ef57b6930161	37	34
Sei stata in grado di contattare Tom?	Have you been able to contact Tom?	8ce751f2-022e-5f61-a20e-5def75e7b195	37	34
È stato in grado di contattare Tom?	Have you been able to contact Tom?	16ac73d1-9379-5804-9fe1-14aeb3f1f0f6	35	34
È stata in grado di contattare Tom?	Have you been able to contact Tom?	a926679e-3225-5a87-8ea4-8ce5ebcaae00	35	34
Siete stati in grado di contattare Tom?	Have you been able to contact Tom?	55f20da7-a143-5c8b-be68-b5df9c01dfaa	39	34
Siete state in grado di contattare Tom?	Have you been able to contact Tom?	6e5f2358-ec42-5fe9-9518-fb85b0c44c84	39	34
Mi chiedo se Tom abbia nostalgia di casa.	I wonder whether Tom is homesick.	5f666c47-a936-5b2f-b746-9b4ac41ee669	41	33
So che Tom è un dottore ora.	I know Tom is a doctor now.	2f45d059-ce7f-5a74-8780-7bf99fa0b00d	28	27
So che Tom è un dottore adesso.	I know Tom is a doctor now.	e8d169c6-e178-5291-a478-683f45023818	31	27
Mi chiedo se Tom abbia nostalgia di casa o no.	I wonder whether or not Tom is homesick.	d1a71d02-1274-5c82-a238-2d0037db7967	46	40
Tom non è come altri ragazzi.	Tom isn't like other boys.	691bc64c-7248-59db-904c-939f510dc83c	29	26
Non ho mai visto Tom ridere.	I've never seen Tom laugh.	f8abf9f3-4078-502f-9974-6f0e066ed330	28	26
Io non ho mai visto Tom ridere.	I've never seen Tom laugh.	67dea2aa-9c78-57a8-9eb8-d3e2e26178a6	31	26
Sei ancora giovane e forte.	You're still young and strong.	5d42d44d-f43f-53f2-bd07-203f32254499	27	30
Tu sei ancora giovane e forte.	You're still young and strong.	16f3decc-71c7-516b-9c76-7448aa77b6da	30	30
È ancora giovane e forte.	You're still young and strong.	b4ef9c3c-a31b-5596-9ad6-657451c5650d	25	30
Lei è ancora giovane e forte.	You're still young and strong.	e4b90712-55e4-545b-9b53-cdbad627b24e	29	30
Siete ancora giovani e forti.	You're still young and strong.	8f4c99c6-11f1-5321-b7cb-f96f647ff689	29	30
