text_it	text_en	hash	text_it_length	text_en_length
Non vedo Tom da Natale.	I haven't seen Tom since Christmas.	d66b972b-5739-5227-b67d-6fa457e9341a	23	35
Non posso venire in Australia il prossimo Natale.	I can't come to Australia next Christmas.	868d3c37-f0a3-5ff7-ad67-d4563d3d4447	49	41
Ho ricevuto una bicicletta per Natale.	I got a bicycle for Christmas.	e63d2db3-8f5b-5333-b1e7-ad276eb39910	38	30
Ricevetti una bicicletta per Natale.	I got a bicycle for Christmas.	0a5468af-335e-5e5e-bdeb-3afbc901cecd	36	30
A chi darai dei regali di Natale quest'anno?	Who will you give Christmas presents to this year?	bfa4f0e0-d00c-516b-8aaf-7ebea2c40d85	44	50
A chi darà dei regali di Natale quest'anno?	Who will you give Christmas presents to this year?	2ebd51b7-e473-5de3-a43b-ec97c7918aaf	43	50
A chi darete dei regali di Natale quest'anno?	Who will you give Christmas presents to this year?	8c9eedba-73f8-5e64-8c40-62b40fb453e4	45	50
Non voglio niente per Natale.	I don't want anything for Christmas.	ddb463ae-0f9b-5542-bb9e-2941a204b1df	29	36
Non voglio nulla per Natale.	I don't want anything for Christmas.	c902afd6-f4fc-5bea-99ed-b11f0d651605	28	36
Puoi dirlo in francese?	Can you say that in French?	9eb96792-3b73-5a4c-8985-50731047a28e	23	27
Può dirlo in francese?	Can you say that in French?	2b952a89-26c0-5dae-a4c1-8dfa138d9848	22	27
Potete dirlo in francese?	Can you say that in French?	37ab6c3d-eab5-5e22-8cda-f2ee0830f286	25	27
Lo puoi dire in francese?	Can you say that in French?	f1ad4251-615a-5658-a902-645835fe4758	25	27
Lo può dire in francese?	Can you say that in French?	c4eda5c9-55ac-5a56-b392-43494aa52448	24	27
Lo potete dire in francese?	Can you say that in French?	a11fcb52-0549-560b-8336-cfcd30163629	27	27
Mi è piaciuto imparare il francese.	I enjoyed learning French.	f0121c45-4bc3-580d-856d-8b992a2874e5	35	26
Mi piacque imparare il francese.	I enjoyed learning French.	ec875ae3-64f3-5e0b-b3a1-9ae01e8ba39e	32	26
Ho studiato la grammatica francese.	I studied French grammar.	7c3fcfd2-793e-5ad8-bc6f-02a9a2f78c71	35	25
Studiai la grammatica francese.	I studied French grammar.	d152a137-6b1c-5d28-8ca8-21346ef449db	31	25
Mio fratello ha studiato in Inghilterra.	My brother studied in England.	92a6e193-63fd-599d-9547-56b32aa54db4	40	30
Mio fratello studiò in Inghilterra.	My brother studied in England.	f5ff1560-8e7f-5237-867a-68cde13a6566	35	30
Vado in Australia per Natale.	I'm going to Australia for Christmas.	62785d6c-9446-5edf-97a1-b3c60af3f22b	29	37
Questa è una semplice scusa per l'ozio.	That is a mere excuse for idleness.	3deef9df-f34f-50f0-8bf0-1fef7068b090	39	35
La nostra famiglia non festeggia il Natale.	Our family doesn't celebrate Christmas.	206f8827-c3c5-509a-80c5-1d425bd29b81	43	39
Ti piace cantare le canzoni di Natale?	Do you enjoy singing Christmas songs?	4da95434-5efe-5bc9-b1cb-37b232f3661b	38	37
Vi piace cantare le canzoni di Natale?	Do you enjoy singing Christmas songs?	99ec911e-e009-5f74-b0da-837035fc1dd6	38	37
Le piace cantare le canzoni di Natale?	Do you enjoy singing Christmas songs?	bd268c6d-705a-5665-a9db-b8e97fc75f47	38	37
Credi a Babbo Natale?	Do you believe in Santa Claus?	b4e489ae-51e5-58c9-ab5a-06da47f4c334	21	30
Tu credi a Babbo Natale?	Do you believe in Santa Claus?	00783f91-0639-50be-acd3-b84adc99661b	24	30
Crede a Babbo Natale?	Do you believe in Santa Claus?	9157b1d1-48fe-55ed-8307-1284c2fb855d	21	30
Lei crede a Babbo Natale?	Do you believe in Santa Claus?	09679f89-f36d-547c-a7b9-82b62016d885	25	30
Credete a Babbo Natale?	Do you believe in Santa Claus?	e784488d-322c-57c4-84bb-2e6a6e182988	23	30
Voi credete a Babbo Natale?	Do you believe in Santa Claus?	b9917d83-a79c-561a-85a1-ab9e06abdc6e	27	30
Sarai a Boston per Natale?	Will you be in Boston for Christmas?	5c33b272-7e6e-57be-8ee1-9bd9a823f7a7	26	36
Sarà a Boston per Natale?	Will you be in Boston for Christmas?	6e8de866-e381-5718-aeb7-4ab3ad857d90	25	36
Sarete a Boston per Natale?	Will you be in Boston for Christmas?	d1c8bfd9-06af-55e2-869d-3cd84629f7a4	27	36
Sarai in Australia per Natale?	Will you be in Australia for Christmas?	2e82ab17-a871-5d06-9799-7938ac2c0363	30	39
Sarà in Australia per Natale?	Will you be in Australia for Christmas?	d4fbbc1d-1c80-5482-9c13-f08f282b0acc	29	39
Sarete in Australia per Natale?	Will you be in Australia for Christmas?	614684d5-cd87-54ac-9382-5fe12b6ad322	31	39
Cosa darai a Tom per Natale?	What'll you give Tom for Christmas?	a49136bf-ae49-5cdd-9e5c-3be7b556b89b	28	35
Cosa darà a Tom per Natale?	What'll you give Tom for Christmas?	e83d759c-a885-546a-951f-94f8edaa2d19	27	35
Cosa darete a Tom per Natale?	What'll you give Tom for Christmas?	cdcda04b-50ce-5e42-b091-175140ad6521	29	35
