text_it	text_en	hash	text_it_length	text_en_length
Un punto per Tom!	One point for Tom!	a8fd0ee1-013f-51e5-bc95-51919af7523b	17	18
Mary è un po' prepotente.	Mary is a little bossy.	9073da7c-bc63-5216-abcc-54afbc0eda8a	25	23
È così tanto lavoro.	That's so much work.	d3d2ed8b-fd29-5755-8859-fe510dad615a	20	20
I ragazzi della mia scuola sono stupidi.	The boys at my school are stupid.	7bb5666d-ac29-5d11-a86d-7159bee0e2b7	40	33
Tom ha detto che era molto ottimista.	Tom said that he was very optimistic.	0f1754fa-84df-52eb-bb29-61daca4fd7a4	37	37
Tom disse che era molto ottimista.	Tom said that he was very optimistic.	875fe747-52d2-513d-b6e1-508a656dd14d	34	37
Penso che Tom voglia andare in Australia.	I think that Tom wants to go to Australia.	02a578eb-ba34-50ae-8eb8-5d7ac08c30dd	41	42
Io penso che Tom voglia andare in Australia.	I think that Tom wants to go to Australia.	a62773de-adf3-57f7-8394-5812b6cd526f	44	42
Non sto morendo.	I'm not dying.	1a8489f1-584c-5cc0-9993-516cd5ce528a	16	14
Io non sto morendo.	I'm not dying.	e5bf6d97-35a2-5e82-8895-3f9d95ab087e	19	14
Non mi importa cosa ha fatto Tom.	I don't care what Tom has done.	9b29f6f3-1d2b-50a2-8885-886268018b0b	33	31
A me non importa cosa ha fatto Tom.	I don't care what Tom has done.	480b0877-c662-5f46-84b2-dab3ff113a90	35	31
Sono stato ignorato dal cameriere.	I was ignored by the waiter.	0391a4c1-9fe8-590d-ac6e-8daae011bd8e	34	28
Sono stata ignorata dal cameriere.	I was ignored by the waiter.	a1cf5e9e-ae54-5900-8e41-3453f54140fa	34	28
Fui ignorato dal cameriere.	I was ignored by the waiter.	fc3d32bb-c818-55be-9a03-6544c93de370	27	28
Fui ignorata dal cameriere.	I was ignored by the waiter.	0b8d7fd1-bd33-5b7b-b21d-bfb650236422	27	28
Non ho bisogno di uno psicologo.	I don't need a psychologist.	9f1c7dd3-18be-5c7f-bf63-43a6f5094af4	32	28
Io non ho bisogno di uno psicologo.	I don't need a psychologist.	b0926f06-4d67-5e3a-b91f-05537d3089f4	35	28
Tom ha trovato difficile essere sincero.	Tom found it difficult to be truthful.	59b2bbac-37da-551b-ac8f-406db325adf3	40	38
Tom trovò difficile essere sincero.	Tom found it difficult to be truthful.	aba109ff-2a52-517d-9cca-94b24ecad22b	35	38
È il critico di libri per il giornale locale.	He is the book critic for the local newspaper.	7bdd34ac-0ea9-59ac-ae1e-ce2f84f96d1c	45	46
Lui è il critico di libri per il giornale locale.	He is the book critic for the local newspaper.	d12a12f8-2f37-524f-95b1-b27f72362b18	49	46
Giudichiamo le persone ogni giorno.	We judge people every day.	cb3a1e57-eeac-5c13-858c-8a72f2f16af5	35	26
Noi giudichiamo le persone ogni giorno.	We judge people every day.	de821132-369e-57c3-b288-175dea752062	39	26
Possiamo mangiare cibo tailandese o cinese.	We can eat Thai or Chinese food.	af43a4c0-cadb-5891-a617-0b4ed84c324f	43	32
Noi possiamo mangiare cibo tailandese o cinese.	We can eat Thai or Chinese food.	74fb5999-aaec-5f7d-b04c-76e7b1938fba	47	32
A Tom è stato detto di non farlo più.	Tom has been told not to do that anymore.	dd1481d9-38e4-5819-b79b-a661981dfc05	37	41
Devo essere punito.	I have to be punished.	7d0c7137-692b-5b68-a553-cc2006eb571a	19	22
Io devo essere punito.	I have to be punished.	40bc4207-a53b-5759-8bd5-ef79a82fca05	22	22
Devo essere punita.	I have to be punished.	75d353d5-6beb-58f2-a94e-e8322c6d1dc6	19	22
Io devo essere punita.	I have to be punished.	a5b71b06-314f-532a-9992-3089b0b60318	22	22
Tom non ha perso la sua fiducia.	Tom hasn't lost his confidence.	3a79d6ec-be71-5b10-a10a-9dd20b0f346d	32	31
Ho visto diversi dei suoi film.	I've seen several of his movies.	0777c8e7-42a0-5c56-9257-4271dfb359cf	31	32
I fiori sono venduti lì.	Flowers are sold there.	11a56272-cc52-5d22-a67e-47b3ada04758	24	23
I fiori sono venduti là.	Flowers are sold there.	b6afb665-29ab-5609-a424-2c7413333b83	24	23
È stato via per sei mesi.	He's been away for six months.	3cf227ca-5444-527c-8865-b1fe5b6059b1	25	30
Lui è stato via per sei mesi.	He's been away for six months.	06cc1125-9b05-5579-b040-e9338613499c	29	30
