text_it	text_en	hash	text_it_length	text_en_length
Sei davvero andata a Boston lo scorso weekend?	Did you really go to Boston last weekend?	53aab9ad-da3a-5bf1-9e88-9916574bc02f	46	41
È davvero andato a Boston lo scorso weekend?	Did you really go to Boston last weekend?	a09d40bf-d6f9-5890-83fc-fb073806af04	44	41
È davvero andata a Boston lo scorso weekend?	Did you really go to Boston last weekend?	717f8acc-9eb8-57ed-9136-f23a5ff501b3	44	41
Siete davvero andati a Boston lo scorso weekend?	Did you really go to Boston last weekend?	b6608bdc-2696-52fb-9b62-2e91e5b4f152	48	41
Siete davvero andate a Boston lo scorso weekend?	Did you really go to Boston last weekend?	7aba795a-bde2-5659-a659-ddb85f847e0a	48	41
Sei veramente andato a Boston lo scorso weekend?	Did you really go to Boston last weekend?	6de3f05e-448b-5d50-8712-11751059d1a7	48	41
Sei veramente andata a Boston lo scorso weekend?	Did you really go to Boston last weekend?	70e36fa7-cf3d-50ee-bb97-f9cef3058dc5	48	41
È veramente andato a Boston lo scorso weekend?	Did you really go to Boston last weekend?	75e7bffa-3b61-576a-acbf-88f1bb580a75	46	41
È veramente andata a Boston lo scorso weekend?	Did you really go to Boston last weekend?	eb2d5487-7b33-5ed5-a847-9c6143f7a1d2	46	41
Siete veramente andati a Boston lo scorso weekend?	Did you really go to Boston last weekend?	d7a4ebd8-201e-5891-9804-0a5a6e521e54	50	41
Siete veramente andate a Boston lo scorso weekend?	Did you really go to Boston last weekend?	dfdcc73a-aa98-5f3d-87a6-30e7bf0da2d3	50	41
Tom è un uomo molto saggio.	Tom is a very wise man.	3095454f-39a9-5459-b161-4794daf014f9	27	23
Tom è un buon lottatore.	Tom is a good wrestler.	96e9ef38-6ee9-5a9f-af9b-00d0423b7d31	24	23
Tom è un bravo lottatore.	Tom is a good wrestler.	303be6cc-9937-502e-ada4-3f4c5dcfdb62	25	23
Tom è un amico di John.	Tom is a friend of John's.	348607f3-bfb3-5dce-92d2-a7835c5aaab2	23	26
Tom non ha fatto abbastanza.	Tom hasn't done enough.	24cdf6f9-2df3-5d54-b190-07e905c45ce4	28	23
Tom non ha ancora fatto abbastanza.	Tom hasn't done enough yet.	dc2238c1-f353-5d4b-9418-edb14052f913	35	27
Tom ha perso qualcosa.	Tom has lost something.	0b5dd300-3fbd-513f-9989-fd44a5177376	22	23
Tom è stato ovunque.	Tom has been everywhere.	ef57bf1b-dbbb-5b8d-8e44-50ddbb3d1f66	20	24
Tom è stato dappertutto.	Tom has been everywhere.	ac4edc64-983a-5c39-ba57-53102d9ec7fa	24	24
Tom riceve molto aiuto.	Tom gets a lot of help.	71702e50-04fb-5b6b-b977-707a7a8ff143	23	23
Tom riceve molto aiuto dai suoi amici.	Tom gets a lot of help from his friends.	390c8b91-0d14-5879-a6c6-9a018f58583b	38	40
Tom riceve molto aiuto dalle sue amiche.	Tom gets a lot of help from his friends.	8e6ea7fd-7e4b-512b-8b04-745d3eb817c4	40	40
Tom non cammina più.	Tom doesn't walk anymore.	7e99c18b-7130-58f2-83a1-56e988f4c89f	20	25
Tom non passeggia più.	Tom doesn't walk anymore.	406591a4-3fa1-54f7-b0b7-35f9af5f59e8	22	25
Tom non sorride spesso.	Tom doesn't smile often.	b87a4065-b625-5e81-9bd9-1de86c362b8b	23	24
Tom non ha vinto niente.	Tom hasn't won anything.	e7856e00-c27c-5057-8302-856dd56e6f5a	24	24
Tom non ha vinto nulla.	Tom hasn't won anything.	7002f10e-a5d2-5f8b-b602-8aa979585491	23	24
Tom non ci ha dimenticati.	Tom hasn't forgotten us.	f0dae31f-3103-5934-b742-1c0ee2792e4e	26	24
Tom non ci ha dimenticate.	Tom hasn't forgotten us.	42a8d659-ad00-5398-9893-6ec124e10463	26	24
Lo sanno tutti che Tom non è felice qui.	Everyone knows Tom isn't happy here.	a5fcbfa4-eafa-56e9-838a-dc439d117bca	40	36
Tom non ha il tempo.	Tom doesn't have the time.	3f2b1e93-dc3c-5131-9d53-f97d58c7fb08	20	26
Abbiamo dieci mucche.	We have ten cows.	e2927ef2-48b9-5783-843c-ef7d5b6ce594	21	17
Noi abbiamo dieci mucche.	We have ten cows.	40e6e36c-8f1a-5b94-bbdd-fc788a5ad5f9	25	17
Abbiamo dieci vacche.	We have ten cows.	c90f86a9-f27e-5037-895b-629cb19b02ba	21	17
Noi abbiamo dieci vacche.	We have ten cows.	093913b6-1e90-521d-a24d-d16ebc602c09	25	17
È un lupo travestito da pecora.	He's a wolf in sheep's clothing.	404f5a1b-8d74-591c-b203-d00283328b5c	31	32
Lui è un lupo travestito da pecora.	He's a wolf in sheep's clothing.	3f7c4a0d-a1c2-584d-988c-dac94af9380d	35	32
Siamo andati a Boston la settimana scorsa.	We went to Boston last week.	fddfa6c8-891d-514a-9b57-6f5b37b308f4	42	28
Noi siamo andati a Boston la settimana scorsa.	We went to Boston last week.	5fdc6833-45f3-534a-aac3-12d05a7c02ae	46	28
Siamo andate a Boston la settimana scorsa.	We went to Boston last week.	2cc75832-ca1d-592a-aaac-aa11b3068fdf	42	28
Noi siamo andate a Boston la settimana scorsa.	We went to Boston last week.	6c2597e1-8875-55ed-afa4-865b48f1a443	46	28
Tom è ritornato a casa.	Tom returned home.	dcf80782-b2fa-5947-8dea-b5323d3c16a2	23	18
Tom ritornò a casa.	Tom returned home.	ae5fcc0c-ad3c-5899-aef5-f7c1c189a017	19	18
La mia vista sta cominciando a peggiorare.	My eyesight is beginning to fail.	03b79dd3-9d0f-5e07-b3f8-dcf26ef15e24	42	33
La mia vista sta iniziando a peggiorare.	My eyesight is beginning to fail.	dff5f1ab-d245-58f2-86d5-475d208ffcff	40	33
È spaventoso ed esilarante allo stesso tempo.	That's scary and hilarious at the same time.	9e082b80-2f23-5540-9ec2-2d1276f9ed11	45	44
È la sua unica preoccupazione.	That's his one and only concern.	ac50d4aa-f369-504e-aa7b-945ec46b1d47	30	32
Dan non si è neanche presentato.	Dan didn't even show up.	5e317d59-3d82-5128-ab6f-0de67b5ecc24	32	24
Dan non si è neppure presentato.	Dan didn't even show up.	9535fed6-dcd5-5b85-a91d-473569fcb001	32	24
Dan non si è nemmeno presentato.	Dan didn't even show up.	0a1ff406-a574-549a-bdcb-d8f6930ae82e	32	24
Come ci puoi aiutare?	How can you help us?	a148e647-4d3a-5b71-8ff2-6b4406a462ba	21	20
Come ci può aiutare?	How can you help us?	b0461f1b-7d07-5c3b-863a-4a3ae85f3f71	20	20
Come ci potete aiutare?	How can you help us?	cec14903-402c-5cc0-a304-41d5a85199c1	23	20
