text_it	text_en	hash	text_it_length	text_en_length
Io non riesco a immaginare la mia vita senza Mary.	I can't imagine my life without Mary.	7ff68d50-b4bf-5a9d-b729-a06cdff0a4c0	50	37
Cosa stai imparando dall'insegnante?	What are you learning from the teacher?	95ddf39a-ee5c-59ef-b9f3-a972e8e3858a	36	39
Tu cosa stai imparando dall'insegnante?	What are you learning from the teacher?	3fdc0592-d165-5953-9b13-e97ce72b1f99	39	39
Cosa sta imparando dall'insegnante?	What are you learning from the teacher?	4e533a74-54f4-5f9e-9471-66893d42f110	35	39
Lei cosa sta imparando dall'insegnante?	What are you learning from the teacher?	57c2329a-a00d-52e1-9966-497123e729a5	39	39
Cosa state imparando dall'insegnante?	What are you learning from the teacher?	eb97720c-60fe-5f8b-a8df-ec261353def4	37	39
Voi cosa state imparando dall'insegnante?	What are you learning from the teacher?	40f6729e-3e57-5ac4-96e9-f833661b76ed	41	39
Cosa stai imparando dal professore?	What are you learning from the teacher?	9d887c3c-8f49-55aa-a0c7-de1a9e7268fc	35	39
Tu cosa stai imparando dal professore?	What are you learning from the teacher?	91669d7a-fb7f-54b2-a741-8d5e799619c2	38	39
Cosa sta imparando dal professore?	What are you learning from the teacher?	e77a4606-2cdc-5f66-a2d0-803eb8a7d060	34	39
Lei cosa sta imparando dal professore?	What are you learning from the teacher?	b342b45c-1326-5c50-bfb4-30d570d8b653	38	39
Cosa state imparando dal professore?	What are you learning from the teacher?	ebbe89f1-4d71-51d6-8373-e5abc952aa3c	36	39
Voi cosa state imparando dal professore?	What are you learning from the teacher?	48f47616-204d-5527-9217-b1393c5abeb1	40	39
Cosa stai imparando dalla professoressa?	What are you learning from the teacher?	39d820d5-9a88-5f4e-b089-4649016e3df2	40	39
Tu cosa stai imparando dalla professoressa?	What are you learning from the teacher?	e4147803-ae24-5f71-87e7-76705de2e5b6	43	39
Cosa sta imparando dalla professoressa?	What are you learning from the teacher?	231d3f35-35a2-5c9d-9d31-a30e2c4fd6e2	39	39
Lei cosa sta imparando dalla professoressa?	What are you learning from the teacher?	d5b94709-9c7b-5aad-8464-d265fe6dc91e	43	39
Cosa state imparando dalla professoressa?	What are you learning from the teacher?	88b787ef-924d-5c1f-8999-230e350cf77b	41	39
Voi cosa state imparando dalla professoressa?	What are you learning from the teacher?	49260458-1eb9-5bf4-9ea6-dcac5d842b9b	45	39
Possiamo parlare ora?	Can we speak now?	c6f5dd88-c6ed-5345-bb3a-f4cac861615e	21	17
Possiamo parlare adesso?	Can we speak now?	249a8124-b67a-5458-978b-b3363ac7c3b1	24	17
Si ricorda l'automobile del signor Black.	He remembers Mr Black's car.	30256fd0-3855-5b48-a9a4-c0b955549a83	41	28
Lui si ricorda l'automobile del signor Black.	He remembers Mr Black's car.	67a5fb38-b7d4-5403-b822-b13fc83de650	45	28
Si ricorda la macchina del signor Black.	He remembers Mr Black's car.	581ae9d7-7867-5d35-a09d-5e5e236d90cb	40	28
Lui si ricorda la macchina del signor Black.	He remembers Mr Black's car.	53242dc3-8aeb-5c52-b27d-fcd477032897	44	28
Tom è cambiato molto dalle superiori.	Tom has changed a lot since high school.	673fccc6-bd00-5e10-97da-79793dea47cb	37	40
È diventata una dottoressa.	She became a doctor.	5dcb1193-1f60-5db3-87be-51fe42c10e0b	27	20
Lei è diventata una dottoressa.	She became a doctor.	86d6dcd5-86f1-5821-9c14-083719b6aaba	31	20
Diventò una dottoressa.	She became a doctor.	4490cb94-f451-568c-9f19-3480103133df	23	20
Lei diventò una dottoressa.	She became a doctor.	30e95b62-213c-50a2-958b-5e924718ca18	27	20
Questa è una tradizione di famiglia.	This is a family tradition.	6d9ac293-68ff-5995-8ff0-0d54c9f317d7	36	27
So tutto a riguardo.	I know everything about it.	1feb4ded-c530-50d8-be28-ad1b1406d1e6	20	27
Io so tutto a riguardo.	I know everything about it.	18964855-b0b2-55d8-af35-31133f785a39	23	27
Ha fatto il test per l'AIDS.	She got tested for HIV.	b3751278-9fbb-522d-811f-88f6dcbccf12	28	23
Io devo il mio successo ai miei amici.	I owe my success to my friends.	ff813d34-1ac0-5f81-9e98-0324d17fcfd1	38	31
Devo il mio successo alle mie amiche.	I owe my success to my friends.	ecdc83a3-954a-5bae-a341-e6d682eaaa98	37	31
Io devo il mio successo alle mie amiche.	I owe my success to my friends.	81550c77-fca0-5ed5-90e3-5b259a8bfcc7	40	31
