text_it	text_en	hash	text_it_length	text_en_length
Sarai presto in grado di parlare in francese.	You'll soon be able to speak French.	a0d03dfe-109a-5961-bf94-eedf4d9cf0de	45	36
Sarà presto in grado di parlare in francese.	You'll soon be able to speak French.	4ffa2df3-29f8-555c-aaed-aac8178ebca8	44	36
Sarete presto in grado di parlare in francese.	You'll soon be able to speak French.	4fcab9bc-0a1b-543a-a5b8-1faf9648c833	46	36
È uscito per mangiare.	He went out to eat.	a8c2e8dd-496a-57e4-a681-9185b3cd554b	22	19
Uscì per mangiare.	He went out to eat.	b0ab17dc-2339-533c-94ea-7b0eff1e892d	18	19
Non sei canadese, vero?	You're not Canadian, are you?	7d66d5ad-c1fa-5b5c-9a8d-570194a71c13	23	29
Tu non sei canadese, vero?	You're not Canadian, are you?	337637cb-b383-522d-9a17-2c0f84220bb2	26	29
Non è canadese, vero?	You're not Canadian, are you?	014876b2-f0e0-50a1-a141-85143747ee0c	21	29
Lei non è canadese, vero?	You're not Canadian, are you?	6b1fdf1b-0e9e-50ae-a9be-79b15a94f6b6	25	29
Non siete canadesi, vero?	You're not Canadian, are you?	b1f64cca-7b97-53b8-b674-bb4ebcb352ba	25	29
Voi non siete canadesi, vero?	You're not Canadian, are you?	3a566f62-324a-5678-b32a-cc415a07d695	29	29
Penso che Tom non verrà.	I think Tom won't come.	4cbcae09-5daf-5cf5-9858-8f95c4c6ab2b	24	23
Io penso che Tom non verrà.	I think Tom won't come.	4acb9f65-1c3f-5853-bbf4-f643628db310	27	23
A Tom è piaciuto?	Did Tom like it?	c62854d1-addd-5cf6-94ec-c559452bdfbb	17	16
A Tom è piaciuta?	Did Tom like it?	46c0c533-2b0c-5990-ba97-a9b61ee7fa2d	17	16
A Tom piace il vino?	Does Tom like wine?	1e4f49cf-69eb-5650-a6f3-391bfde32d53	20	19
Penso che Tom non sia a casa.	I think Tom isn't home.	6651253a-15de-5f73-b010-77df21da1786	29	23
Io penso che Tom non sia a casa.	I think Tom isn't home.	e8714c39-d334-54e7-be33-5f894786d38b	32	23
Mi chiedo sempre cosa sia successo a Tom.	I always wonder what happened to Tom.	4d10235a-dea9-5446-ae1e-95b58361df72	41	37
Mi chiedo sempre cosa sia capitato a Tom.	I always wonder what happened to Tom.	d5608b99-b2af-5539-93fe-51efbae98d47	41	37
Faresti meglio ad andare a dormire.	You'd better go to sleep.	4453b9fc-560a-558f-b16a-b196cd3482fb	35	25
Fareste meglio ad andare a dormire.	You'd better go to sleep.	e383bdcf-4774-5c7a-bee4-33b3b810e199	35	25
Farebbe meglio ad andare a dormire.	You'd better go to sleep.	3b2dd904-dd0c-5bde-8629-5c691903f80e	35	25
Questa è una bomba?	Is this a bomb?	60afd9d1-2693-5809-abd2-4dfb199dfc70	19	15
È probabile che Tom troverà un modo per farlo.	Tom will likely find a way to do that.	af98140c-a188-5af6-82ff-c4f3dbe4736c	46	38
Hai detto che volevi fare questo.	You said you wanted to do this.	153d6833-7750-5781-b20a-fb57b739f221	33	31
Ha detto che voleva fare questo.	You said you wanted to do this.	1edb995b-7ba1-53a9-8dc7-a0f4a2b9650d	32	31
Avete detto che volevate fare questo.	You said you wanted to do this.	1ab63444-5f11-581e-8dc6-ddd8cf6a3a92	37	31
Tom ti batterà.	Tom will beat you.	5ff663aa-0314-574f-93b2-01fd9c10e53c	15	18
Tom vi batterà.	Tom will beat you.	38cd76c0-0dcf-5e25-9b14-4bcf2dbdacd6	15	18
Tom la batterà.	Tom will beat you.	9060e580-547f-5409-a1fb-dc9dd35770be	15	18
Sei uno dei miei cugini?	Are you one of my cousins?	af8d5392-4366-550d-8719-b7bba5c09995	24	26
Sei una delle mie cugine?	Are you one of my cousins?	adbb7171-d04e-5f25-960b-e75da7f98a31	25	26
Non sapevo così bene il francese.	I didn't know French that well.	35b7837f-dae6-5ac2-b732-88718dd809d6	33	31
Io non sapevo così bene il francese.	I didn't know French that well.	ec34da87-e428-5785-a913-7f7703f78f4c	36	31
Era terribilmente ovvio.	It was painfully obvious.	2a6bf93c-3b2c-5260-befb-debc3d2a695f	24	25
Era terribilmente ovvia.	It was painfully obvious.	71ae04d6-5fff-5907-b36d-856be4dbb4b4	24	25
Era spiacevolmente ovvio.	It was painfully obvious.	693f611d-9c03-5f89-bdf4-3a02f2a28263	25	25
Era spiacevolmente ovvia.	It was painfully obvious.	c73dc4f9-91a2-59a3-b95d-3e2ff54542f5	25	25
Era dolorosamente ovvio.	It was painfully obvious.	e9fda05f-3e45-59fc-8965-e3afadb1174c	24	25
Era dolorosamente ovvia.	It was painfully obvious.	52ebfe74-2978-5652-a173-0c0629230f7f	24	25
Questo è estremamente difficile per lui.	This is extremely hard for him.	0d365689-45c5-5ed7-8b07-85b85f40b31d	40	31
Vorrei parlare con te da solo.	I'd like to talk to you alone.	688fd848-535f-5015-a57d-7532f2420e24	30	30
Vorrei parlare con te da sola.	I'd like to talk to you alone.	8f2d2cd4-c7f1-54dd-afbf-ea4a82b0565a	30	30
Vorrei parlare con voi da solo.	I'd like to talk to you alone.	31462fb1-3b71-556c-9943-375f5f023452	31	30
Vorrei parlare con voi da sola.	I'd like to talk to you alone.	436b96e0-0bc3-5891-8eb8-8067675fe196	31	30
Vorrei parlare con lei da solo.	I'd like to talk to you alone.	ef0985a1-b5ff-5a90-b32e-6c572f88a6f0	31	30
Vorrei parlare con lei da sola.	I'd like to talk to you alone.	5a14fb15-a629-52fd-a054-e76711e65aa8	31	30
Lavoro in un distributore di benzina.	I work at a gas station.	7bb3cc4c-329f-513e-87f2-5f8febc7d0ea	37	24
Io lavoro in un distributore di benzina.	I work at a gas station.	eeb61b7f-a8a9-5ec4-b770-a59fe33a3b79	40	24
Lavoro da un benzinaio.	I work at a gas station.	56e5c97a-311f-5245-9e44-83b7d04b9bf1	23	24
Io lavoro da un benzinaio.	I work at a gas station.	f47f550e-667a-536a-8de4-730aa502ad17	26	24
L'ho fatto per tutta la mia vita.	I've done that all my life.	51713bc6-bfb9-522b-8887-ac4b76deafb4	33	27
Tom è la persona giusta per il lavoro.	Tom is the right person for the job.	4cc9eef7-8e72-5d5f-aa69-10a4c41d4661	38	36
Tom è la persona giusta per l'impiego.	Tom is the right person for the job.	0752f693-f292-5be2-86ce-1df9a6123d5e	38	36
Tom sa dove sono gli altri?	Does Tom know where the others are?	be3bc620-0259-5a90-8e65-c88c9e86c119	27	35
Tom lo sa dove sono gli altri?	Does Tom know where the others are?	8ada640f-8965-5a27-9eaa-248e28ddc328	30	35
Tom sa dove sono le altre?	Does Tom know where the others are?	649e85e7-8b64-5993-bb4a-9df33fe4bf30	26	35
Tom lo sa dove sono le altre?	Does Tom know where the others are?	1653c555-a0df-5f2a-9514-c1fcf070a7bd	29	35
Non si è presentata dopo tutto.	She did not turn up after all.	b6b1352f-f9b6-5319-9b06-6a854188a87c	31	30
Non si presentò dopo tutto.	She did not turn up after all.	60a49744-afae-522e-b6bf-f7acfa510cd4	27	30
C'è solo un problema, penso.	There's only one problem, I think.	007df2ba-815e-5380-9174-79f27895c2fe	28	34
C'è solamente un problema, penso.	There's only one problem, I think.	b01d5309-8471-5a3c-b3d6-3215aa653492	33	34
C'è soltanto un problema, penso.	There's only one problem, I think.	a8cf0d17-ce89-5564-b630-5dc54546feb4	32	34
Nuoto molto bene.	I swim very well.	5031cdc6-d2c2-5f3d-9cf2-90a03589c514	17	17
Tom voleva solo parlare con Mary.	Tom just wanted to talk to Mary.	839ebdc2-2742-5d9b-9423-d1ea07aaef94	33	32
È una conclusione scontata.	It's a foregone conclusion.	690eed45-a201-5049-8838-d814014541aa	27	27
È una conclusione ovvia.	It's a foregone conclusion.	25edd398-3e4c-592f-9a00-979cbb40bff0	24	27
È una conclusione prevedibile.	It's a foregone conclusion.	f7967991-f0a1-5b7a-aae9-157cdb2211b7	30	27
Tom l'ha bevuto davvero?	Did Tom really drink that?	213116e8-8b63-5a56-ad57-06998a68b34d	24	26
Tom l'ha bevuto veramente?	Did Tom really drink that?	0287b26a-5ad1-5856-859f-c4376b8905c4	26	26
Tom è facilmente influenzato.	Tom is easily influenced.	f7759344-b182-5d5a-86e3-55088e2b2cee	29	25
Non penso che Tom sia irritato.	I don't think Tom is irritated.	e94b7bce-9a1d-52df-8c7b-e189bc9df2cd	31	31
Tom si è coperto il sorriso.	Tom covered his smile.	8bfe5368-7b58-5c78-938a-cf52d3cf6b55	28	22
Tom si coprì il sorriso.	Tom covered his smile.	c290c75c-d28a-533c-b76a-db6d1ea2499b	24	22
Scrivere lettere d'amore non è facile per me.	Writing love letters isn't easy for me.	3d352b15-301a-5440-b638-6c41fcfc85cd	45	39
Sono piuttosto giovane.	I'm quite young.	433859b4-0ed6-56aa-8a59-eabdd48d93f3	23	16
È un membro della confraternita.	He is a member of the fraternity.	689a9306-4268-568c-a238-147fd38a4166	32	33
Lui è un membro della confraternita.	He is a member of the fraternity.	8aa51fae-bc3d-5055-a782-f19330cf90ff	36	33
Sua madre continuerà a lavorare.	Her mother will continue to work.	b1d59000-d35a-5167-891c-27d0812e745e	32	33
Avrei dovuto lasciare un appunto a Tom.	I should've left Tom a note.	6750719f-f59a-5d1d-9b13-4a4844e693ae	39	28
Tom guadagna il triplo di me.	Tom earns three times as much as me.	03523d74-3ee8-547a-a93e-433a3d94d0bc	29	36
Rido molto quando sono con Tom.	I laugh a lot when I'm with Tom.	c59d2b11-0309-5642-811b-1c84accc9e1a	31	32
Io rido molto quando sono con Tom.	I laugh a lot when I'm with Tom.	443e76a3-27e2-5efe-b40f-60530e0082f9	34	32
Ho una moglie e dei figli.	I've got a wife and children.	de181740-c35c-5b8c-9fb8-2ec9c09af873	26	29
Io ho una moglie e dei figli.	I've got a wife and children.	a3a7b97d-9434-5a30-863e-82f755635ffb	29	29
Tom non vuole parlare in francese.	Tom doesn't want to speak French.	75a979b0-c368-5f67-acd0-f7495fa001ee	34	33
Non penso che Tom ci aiuterà.	I don't think Tom will help us.	928e49dc-3e48-5f67-a757-499f5d29e88f	29	31
Io non penso che Tom ci aiuterà.	I don't think Tom will help us.	cbe7a439-fa11-5583-a46a-17105781d30d	32	31
Tom pensava che Mary fosse troppo lenta.	Tom thought Mary was too slow.	67fb48b4-fd99-5905-afc5-41bb42dfee09	40	30
Oggi è il mio giorno fortunato.	Today's my lucky day.	a3416daa-6bb2-50e0-9ff4-e32ababae6cf	31	21
Oggi è la mia giornata fortunata.	Today's my lucky day.	ada779d1-a7ad-5931-b2e7-31d7c6689b00	33	21
Devo lavorare per Tom.	I have work for Tom.	a279ee03-6d58-5213-962d-e41421357094	22	20
Sei davvero sveglio?	Are you really awake?	fc2ce370-9bac-5a47-8d70-46c4bebe3ee9	20	21
Sei davvero sveglia?	Are you really awake?	668582b7-e300-5211-a691-e9d1e6af97e7	20	21
