text_it	text_en	hash	text_it_length	text_en_length
Mary è energica, vero?	Mary is energetic, isn't she?	486e556c-d863-5596-91cd-d1b403245595	22	29
Mary dice che non è impegnata domani.	Mary says she's not busy tomorrow.	c9268f3f-4b26-5040-a03d-8a37f36426ca	37	34
Mary ha messo giù il suo bicchiere di vino.	Mary put down her glass of wine.	9e953a18-4f94-5389-b5c5-be08a64c3373	43	32
Mary mise giù il suo bicchiere di vino.	Mary put down her glass of wine.	5f2cdde8-2991-55ea-bdf8-d6ed91e87ccc	39	32
Mary si è presa cura di suo nonno.	Mary took care of her grandfather.	27043eef-306b-5e65-a37c-bc69a0f32bb5	34	34
Mary si prese cura di suo nonno.	Mary took care of her grandfather.	cdac04bc-7610-5e0d-81d2-95fa19f47eef	32	34
Mary è un po' più vecchia di me, vero?	Mary is a bit older than me, isn't she?	64d9fd40-26f7-59a8-bebf-427131b2ac18	38	39
Mary è un po' più anziana di me, vero?	Mary is a bit older than me, isn't she?	163406f1-27f5-5d72-8906-3fad28b5c63c	38	39
Mary è alta, vero?	Mary is tall, isn't she?	8aa0bcb4-80ae-5531-813c-dd86d61a2a7a	18	24
Mary sta facendo qualcosa, vero?	Mary is doing something, isn't she?	f1a1b24c-1797-5223-bbce-c688edb105e3	32	35
Mary ha dato 300$ a ciascuno dei suoi figli.	Mary gave $300 to each of her sons.	303220e9-be81-5c9d-ba8c-b270dece712c	44	35
Mary diede 300$ a ciascuno dei suoi figli.	Mary gave $300 to each of her sons.	dd832b1c-6052-5976-a8ab-d24218da6ed2	42	35
Mary ha detto che non aveva lezioni oggi.	Mary said she didn't have any classes today.	d2cf68d1-b5ec-5f99-b08b-2b6d97ee0005	41	44
Mary mi ha detto che aveva freddo.	Mary told me that she was cold.	6ad7e36b-6a56-5142-8d38-f7f9e90d8de0	34	31
Mary mi disse che aveva freddo.	Mary told me that she was cold.	477c20ef-5d5c-5f3e-af1f-c818484ae36f	31	31
Mary ha paura di dire qualsiasi cosa, vero?	Mary is afraid to say anything, isn't she?	123f927c-19e4-5679-9086-0ad2fc37b1ed	43	42
