text_it	text_en	hash	text_it_length	text_en_length
Io non sono arrabbiata.	I'm not angry.	5f18c456-2a3c-53c5-a6fa-1d76738c58e1	23	14
Non voglio i soldi.	I don't want the money.	2b3129c2-d806-52f9-b117-cf7972be51ae	19	23
Io non voglio i soldi.	I don't want the money.	b3e8f73c-c2c3-5d19-9c51-12107a4e9331	22	23
Non voglio il denaro.	I don't want the money.	a5c05789-8fde-535a-b760-3bf916b0610c	21	23
Io non voglio il denaro.	I don't want the money.	fb1ef163-3a66-5eae-92b5-7554ccd0738f	24	23
Tom sedeva alla finestra leggendo un libro.	Tom sat by the window, reading a book.	3f89e50c-821a-57d2-ba5e-ecb24c833038	43	38
Tom sedeva alla finestra mentre leggeva un libro.	Tom sat by the window, reading a book.	0d7e5cfc-eaae-5369-8ad7-adc1cbff8f5b	49	38
Tom non avrà soldi da me.	Tom won't be getting any money from me.	4411aa26-f37e-5a4a-b181-98138da1bcef	25	39
Sarà libero domani.	He will be free tomorrow.	d247756a-cb54-55d7-8e21-6e1e77f0d47c	19	25
Lui sarà libero domani.	He will be free tomorrow.	459b9e17-b81c-5c1e-9e2b-9eaf91a87c13	23	25
Mi sento un tale idiota.	I feel like such an idiot.	44f15ae0-d37f-5e64-8a31-ce501caee7d7	24	26
Io mi sento un tale idiota.	I feel like such an idiot.	531ed67a-141a-5c75-838f-5a3b4676a3ee	27	26
Mi sento una tale idiota.	I feel like such an idiot.	d4515de9-ffe6-5df1-9b44-768aa45c7b00	25	26
Io mi sento una tale idiota.	I feel like such an idiot.	17ffbc6b-3c88-586d-8861-3190b6f9db4d	28	26
Mi sento così idiota.	I feel like such an idiot.	07d1ab4c-1fe9-5227-8f74-4a4616d0518a	21	26
Io mi sento così idiota.	I feel like such an idiot.	ea864f57-d84d-5064-ad3a-74169db70e18	24	26
Amo questa canzone.	I love this song.	deba56e0-4beb-515c-9860-b0d855133726	19	17
Io amo questa canzone.	I love this song.	78a83ead-08b5-59db-ae2d-ff0d7449ac89	22	17
Mary era testarda.	Mary was stubborn.	02232b24-320b-58e8-965f-bcb69c7efc6d	18	18
Mary era ostinata.	Mary was stubborn.	49293338-db0a-50e6-af43-8dfd04002032	18	18
Tom è figlio unico.	Tom is an only child.	84b8b793-13e0-54ca-b0d9-4e322e342046	19	21
Amo i panda.	I love pandas.	6fadbc5a-d8d4-5604-8c8b-e71143f2a86c	12	14
Io amo i panda.	I love pandas.	d8befd43-c0c7-569c-b6b0-b090ff400e50	15	14
Tu hai mai visto un panda?	Have you ever seen a panda?	81db152c-7d27-5c39-bbc5-1ac280d1947a	26	27
Ha mai visto un panda?	Have you ever seen a panda?	86d8b39e-8e63-56d5-9613-425c5630b64f	22	27
Lei ha mai visto un panda?	Have you ever seen a panda?	6e46efaf-ecb1-51cc-b48e-7742f8dbbae1	26	27
Avete mai visto un panda?	Have you ever seen a panda?	b203a857-ca32-5449-9c61-ddf362b48a54	25	27
Voi avete mai visto un panda?	Have you ever seen a panda?	3ed4a7b2-ce45-5e06-86bf-b57200698817	29	27
Il panda gigante vive soltanto in Cina.	Giant pandas live only in China.	b5929850-b58f-5c98-965a-a0edcb45be1b	39	32
Il panda gigante vive solamente in Cina.	Giant pandas live only in China.	3610cb86-d1c6-56d4-a1e4-33c9f40a4534	40	32
I panda giganti vivono solo in Cina.	Giant pandas live only in China.	91abe994-1001-5f99-86f4-14c264109d16	36	32
I panda giganti vivono soltanto in Cina.	Giant pandas live only in China.	3d64473e-01ca-5343-a0c7-891fd8203a73	40	32
I panda giganti vivono solamente in Cina.	Giant pandas live only in China.	2a6f3ff0-7ebe-58ae-9d0f-e4e353d13397	41	32
I panda si nutrono di bambù.	Pandas feed on bamboo grass.	1b6f0b5f-4db9-574b-bf80-27a9401a6763	28	28
Il bambù ha ceduto ma non si è spezzato.	The bamboo gave but did not break.	1cbfaab1-2b3c-5da8-8a0b-cabd4eec9cb5	40	34
Il bambù cedette ma non si spezzò.	The bamboo gave but did not break.	028d10a9-35f1-556d-a081-60f38f5efe2f	34	34
Parlando strettamente, il bambù è un tipo d'erba.	Strictly speaking, bamboo is a kind of grass.	d315fe8f-7060-54d1-9947-31c98a1e5bf7	49	45
Nancy non aveva mai visto un panda gigante prima.	Nancy had never seen a giant panda before.	546a8603-906c-53fa-984d-a79698b2c5ef	49	42
Ho visto un panda una volta.	I have seen a panda once.	8b5aede2-9fda-57be-8d4a-bf2674e08a63	28	25
Io ho visto un panda una volta.	I have seen a panda once.	8ecbf6ac-4eef-518c-9eb4-2480bf340648	31	25
Non avevo mai visto un panda fino a quel momento.	I had never seen a panda till that time.	b7b90c55-af12-5db7-b34e-5308ba85d311	49	40
Il bambù si sta piegando con il peso della neve.	The bamboo is bending with the weight of the snow.	d932a8a1-29d4-5b32-83fb-692d53c1d5ab	48	50
Il bambù si sta piegando sotto il peso della neve.	The bamboo is bending with the weight of the snow.	5a3ae40c-bc26-50fc-8120-0d4aec393ff3	50	50
Il bambù si piega con il vento.	Bamboo bends before the wind.	2e0421dc-90b3-5c57-844e-5a82db3e5b66	31	29
I panda vivono in boschetti di bambù.	Pandas live in bamboo thickets.	ca48563a-92be-5fd2-b47c-9d1ed7fb9f91	37	31
Sta crescendo del bambù nel giardino.	There's bamboo growing in the garden.	dc774cd9-b4ed-570e-b978-5539430dd0f2	37	37
C'è del bambù che sta crescendo nel giardino.	There's bamboo growing in the garden.	f943aa8e-c7c5-5199-b4a6-3214268a0e86	45	37
Mary ama il suo steccato di bambù.	Mary loves her bamboo fence.	7d3c3ddb-1cbc-5b29-a501-1db976624b4b	34	28
