token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO094	0	riprendiamo	riprendiamo	linguistic	_	Begin=19.53	_	_	_	_
0-1	BO094	0	la	la	linguistic	_	_	_	_	_	_
0-2	BO094	0	nostra	nostra	linguistic	_	_	_	_	_	_
0-3	BO094	0	lezione	lezione	linguistic	_	End=21.9	_	_	_	_
1-0	BO094	1	okay	okay	linguistic	_	Begin=24.549	_	_	_	_
1-1	BO094	1	allora	allora	linguistic	_	_	_	_	_	_
1-2	BO094	1	ancora	ancora	linguistic	_	_	_	_	_	_
1-3	BO094	1	e:::h	eh	linguistic	_	End=27.77	0x3	_	_	_
2-0	BO094	2	piccoli	piccoli	linguistic	_	Begin=28.295	_	_	_	_
2-1	BO094	2	problemi	problemi	linguistic	_	_	_	_	_	_
2-2	BO094	2	sulla	sulla	linguistic	_	_	_	_	_	_
2-3	BO094	2	riduzione	riduzione	linguistic	_	_	_	_	_	_
2-4	BO094	2	naturale.	naturale	linguistic	Intonation=Falling	End=32.009	_	_	_	_
3-0	BO094	3	la	la	linguistic	_	Begin=37.21	_	_	_	_
3-1	BO094	3	lezione	lezione	linguistic	_	_	_	_	_	_
3-2	BO094	3	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
3-3	BO094	3	sta	sta	linguistic	_	_	_	_	_	_
3-4	BO094	3	riprendendo.	riprendendo	linguistic	Intonation=Falling	End=39.974	_	_	_	_
4-0	BO094	4	allora	allora	linguistic	_	Begin=43.56	_	_	_	_
4-1	BO094	4	mh	mh	linguistic	_	End=45.08	_	_	_	_
5-0	BO094	5	allora	allora	linguistic	_	Begin=56.67	_	_	_	_
5-1	BO094	5	è	è	linguistic	_	_	_	_	_	_
5-2	BO094	5	stata	stata	linguistic	_	_	_	_	_	_
5-3	BO094	5	presentata,	presentata	linguistic	Intonation=weakly_rising	End=58.679	_	_	_	_
6-0	BO094	6	una	una	linguistic	_	Begin=59.91	_	_	_	_
6-1	BO094	6	delegazione	delegazione	linguistic	_	_	_	_	_	_
6-2	BO094	6	che	che	linguistic	_	_	_	_	_	_
6-3	BO094	6	conteneva,	conteneva	linguistic	Intonation=weakly_rising	End=62.411	_	_	_	_
7-0	BO094	7	e::h	eh	linguistic	_	Begin=62.762	0x2	_	_	_
7-1	BO094	7	questo	questo	linguistic	_	_	_	_	_	_
7-2	BO094	7	passaggio.	passaggio	linguistic	Intonation=Falling	End=64.434	_	_	_	_
8-0	BO094	8	allora	allora	linguistic	_	Begin=65.847	_	_	_	_
8-1	BO094	8	vediamo	vediamo	linguistic	_	_	_	_	_	_
8-2	BO094	8	un	un	linguistic	_	_	_	_	_	_
8-3	BO094	8	attimo.	attimo	linguistic	Intonation=Falling	End=67.588	_	_	_	_
9-0	BO094	9	cosa	cosa	linguistic	_	Begin=68.08	_	_	_	_
