token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	???	0	allora	allora	linguistic	_	Begin=7.7	_	_	_	_
0-1	???	0	io	io	linguistic	_	_	_	_	_	_
0-2	???	0	sarò::	sarò	linguistic	_	_	3x2	_	_	_
0-3	???	0	sarò	sarò	linguistic	_	_	_	_	_	_
0-4	???	0	qui	qui	linguistic	_	_	_	_	_	_
0-5	???	0	acca[nto].	accanto	linguistic	Intonation=Falling	End=10.081	_	_	_	4-7(0)
1-0	BO104	1	[d'	d'	linguistic	SpaceAfter=No	Begin=9.69	_	_	_	0-2(0)
1-1	BO104	1	acc]ordo	accordo	linguistic	_	_	_	_	_	0-3(0)
1-2	BO104	1	noi	noi	linguistic	_	_	_	_	_	_
1-3	BO104	1	ne	ne	linguistic	_	_	_	_	_	_
1-4	BO104	1	avremo	avremo	linguistic	_	_	_	_	_	_
1-5	BO104	1	penso	penso	linguistic	_	_	_	_	_	_
1-6	BO104	1	per	per	linguistic	_	_	_	_	_	_
1-7	BO104	1	una	una	linguistic	_	_	_	_	_	_
1-8	BO104	1	ventina	ventina	linguistic	_	_	_	_	_	_
1-9	BO104	1	di	di	linguistic	_	_	_	_	_	_
1-10	BO104	1	minuti	minuti	linguistic	_	_	_	_	_	_
1-11	BO104	1	[perché	perché	linguistic	_	_	_	_	_	0-6(1)
1-12	BO104	1	poi]	poi	linguistic	_	_	_	_	_	0-3(1)
1-13	BO104	1	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_
1-14	BO104	1	esame	esame	linguistic	_	_	_	_	_	_
1-15	BO104	1	è	è	linguistic	_	_	_	_	_	_
1-16	BO104	1	diviso	diviso	linguistic	_	_	_	_	_	_
1-17	BO104	1	in	in	linguistic	_	_	_	_	_	_
1-18	BO104	1	due	due	linguistic	_	_	_	_	_	_
1-19	BO104	1	parti	parti	linguistic	_	_	_	_	_	_
1-20	BO104	1	quindi::	quindi	linguistic	_	End=14.698	5x2	_	_	_
2-0	???	2	[perfetto]	perfetto	linguistic	_	Begin=12.06|End=12.93	_	_	_	0-8(1)
3-0	???	3	grazie	grazie	linguistic	_	Begin=15.456	_	_	_	_
3-1	???	3	mil[le].	mille	linguistic	Intonation=Falling	End=16.296	_	_	_	3-5(2)
4-0	BO104	4	[pre][go].	prego	linguistic	Intonation=Falling	Begin=16.111|End=16.886	_	_	_	0-3(2),3-5(91)
5-0	BO105	5	[cia][o].	ciao	linguistic	Intonation=Falling	Begin=16.486|End=17.1	_	_	_	3-4(?)
6-0	???	6	[a	a	linguistic	_	Begin=16.88	_	_	_	0-1(91)
6-1	???	6	fra]	fra	linguistic	_	_	_	_	_	0-3(91)
6-2	???	6	poco.	poco	linguistic	Intonation=Falling	End=17.54	_	_	_	_
7-0	BO104	7	allora	allora	linguistic	_	Begin=20.675	_	_	_	_
7-1	BO104	7	senti	senti	linguistic	_	_	_	_	_	_
7-2	BO104	7	ti	ti	linguistic	_	_	_	_	_	_
7-3	BO104	7	vorrei	vorrei	linguistic	_	_	_	_	_	_
7-4	BO104	7	chiedere	chiedere	linguistic	_	_	_	_	_	_
7-5	BO104	7	di,	di	linguistic	Intonation=weakly_rising	_	_	_	_	_
7-6	BO104	7	parlare	parlare	linguistic	_	_	_	_	_	_
7-7	BO104	7	di	di	linguistic	_	_	_	_	_	_
7-8	BO104	7	valutazione.	valutazione	linguistic	Intonation=Falling	End=23.995	_	_	_	_
8-0	BO105	8	sì	sì	linguistic	_	Begin=24.0|End=24.274	_	_	_	_
9-0	BO104	9	intanto	intanto	linguistic	_	Begin=24.274	_	_	_	_
9-1	BO104	9	che	che	linguistic	_	_	_	_	_	_
9-2	BO104	9	cosa	cosa	linguistic	_	_	_	_	_	_
9-3	BO104	9	s'(	s'	linguistic	SpaceAfter=No	_	_	_	_	_
9-4	BO104	9	intende	intende	linguistic	_	_	_	_	_	_
9-5	BO104	9	con	con	linguistic	_	_	_	_	_	_
9-6	BO104	9	valutazione	valutazione	linguistic	_	_	_	_	_	_
9-7	BO104	9	testing,	testing	linguistic	Intonation=weakly_rising	End=27.46	_	_	_	_
10-0	BO105	10	allora	allora	linguistic	_	Begin=27.473	_	_	_	_
10-1	BO105	10	e::hm	ehm	linguistic	_	_	0x2	_	_	_
10-2	BO105	10	la	la	linguistic	_	_	_	_	_	_
10-3	BO105	10	valutazione,	valutazione	linguistic	Intonation=weakly_rising	_	_	_	_	_
10-4	BO105	10	diciamo	diciamo	linguistic	_	_	_	_	_	_
10-5	BO105	10	che:	che	linguistic	_	_	2x1	_	_	_
10-6	BO105	10	non	non	linguistic	_	_	_	_	_	_
10-7	BO105	10	valuta	valuta	linguistic	_	_	_	_	_	_
10-8	BO105	10	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
10-9	BO105	10	la	la	linguistic	_	_	_	_	_	_
10-10	BO105	10	competenza	competenza	linguistic	_	_	_	_	_	_
10-11	BO105	10	globale	globale	linguistic	_	_	_	_	_	_
10-12	BO105	10	di	di	linguistic	_	_	_	_	_	_
10-13	BO105	10	un	un	linguistic	_	_	_	_	_	_
10-14	BO105	10	individuo,	individuo	linguistic	Intonation=weakly_rising	End=33.735	_	_	_	_
11-0	BO105	11	in	in	linguistic	_	Begin=34.0	_	_	_	_
11-1	BO105	11	una	una	linguistic	_	_	_	_	_	_
11-2	BO105	11	determinata	determinata	linguistic	_	_	_	_	_	_
11-3	BO105	11	lingua,	lingua	linguistic	Intonation=weakly_rising	End=35.41	_	_	_	_
12-0	BO105	12	ma	ma	linguistic	_	Begin=35.598	_	_	_	_
12-1	BO105	12	solamente,	solamente	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-2	BO105	12	e:hm	ehm	linguistic	_	_	0x1	_	_	_
12-3	BO105	12	diciamo	diciamo	linguistic	_	_	_	_	_	_
12-4	BO105	12	che	che	linguistic	_	_	_	_	_	_
12-5	BO105	12	il	il	linguistic	_	_	_	_	_	_
12-6	BO105	12	testing,	testing	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-7	BO105	12	il	il	linguistic	_	_	_	_	_	_
12-8	BO105	12	test	test	linguistic	_	_	_	_	_	_
12-9	BO105	12	si	si	linguistic	_	_	_	_	_	_
12-10	BO105	12	concentra	concentra	linguistic	_	_	_	_	_	_
12-11	BO105	12	solo	solo	linguistic	_	_	_	_	_	_
12-12	BO105	12	su	su	linguistic	_	_	_	_	_	_
12-13	BO105	12	(.)	[PAUSE]	shortpause	_	_	_	_	_	_
12-14	BO105	12	determinate	determinate	linguistic	_	_	_	_	_	_
12-15	BO105	12	parti,	parti	linguistic	Intonation=weakly_rising	_	_	_	_	_
12-16	BO105	12	appunto	appunto	linguistic	_	_	_	_	_	_
12-17	BO105	12	dell'	dell'	linguistic	SpaceAfter=No	_	_	_	_	_
12-18	BO105	12	insegnamento	insegnamento	linguistic	_	_	_	_	_	_
12-19	BO105	12	apprendimento.	apprendimento	linguistic	Intonation=Falling	End=43.9	_	_	_	_
13-0	BO105	13	ci	ci	linguistic	_	Begin=44.545	_	_	_	_
13-1	BO105	13	sono::	sono	linguistic	_	_	3x2	_	_	_
13-2	BO105	13	vari	vari	linguistic	_	_	_	_	_	_
13-3	BO105	13	m:	m	linguistic	_	_	0x1	_	_	_
13-4	BO105	13	tipi	tipi	linguistic	_	_	_	_	_	_
